"Node1(x,y)","Node2(x,y)",edgelength,slope,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,removed_nodes
"(-8684.68075, 153202.36468)","(-8684.69437, 153065.59419)",0.0,False,False,True,0,0,0,0,0,
"(-8684.68075, 153202.36468)","(-8849.93088, 153502.95525)",0.0,False,False,True,0,0,0,0,0,
"(-10074.46358, 147482.53131)","(-10108.32618, 147159.38581)",0.3249148963174816,32.0702,True,False,2442,872,3662,872,1831,
"(-10074.46358, 147482.53131)","(-9811.39208, 147594.29381)",0.32793718476934536,False,True,False,1583,616,2377,616,1188,"[(-9880.22808, 147484.39361), (-9858.50258, 147549.69351)]"
"(-10074.46358, 147482.53131)","(-10370.37518, 147245.84701)",0.9357242694194882,False,True,False,4521,1757,6781,1757,3390,"[(-10555.02188, 147468.33481), (-10495.65758, 147433.81191), (-10441.46398, 147433.28591), (-10384.47728, 147406.62471), (-10322.54838, 147398.74801), (-10286.48668, 147330.70801), (-10326.13958, 147256.34511)]"
"(-10074.46358, 147482.53131)","(-9903.06983, 147327.8529)",0.0,False,False,True,0,0,0,0,0,
"(-10074.46358, 147482.53131)","(-10233.48609, 147350.59702)",0.0,False,False,True,0,0,0,0,0,
"(-10074.46358, 147482.53131)","(-10271.11205, 147549.61274)",0.0,False,False,True,0,0,0,0,0,
"(-10979.90808, 148514.67611)","(-10810.04518, 148739.02791)",0.4057475179641966,False,False,False,3049,1089,4574,1089,2287,"[(-10938.09858, 148571.74121), (-10872.70108, 148609.81981), (-10790.14328, 148631.01051), (-10734.60408, 148653.88441), (-10762.75658, 148691.50951)]"
"(-10979.90808, 148514.67611)","(-10502.55748, 148422.87531)",0.644114742189931,False,False,False,4842,1729,7260,1729,3629,"[(-10921.45138, 148454.83321), (-10862.42918, 148430.83681), (-10818.28548, 148437.83891), (-10795.35898, 148494.10011), (-10736.80028, 148501.40121), (-10742.00028, 148444.79471), (-10675.60108, 148446.23511), (-10622.42538, 148415.17391), (-10582.75968, 148396.43631), (-10535.38318, 148380.51311)]"
"(-10979.90808, 148514.67611)","(-10629.23877, 148284.67724)",0.0,False,False,True,0,0,0,0,0,
"(-10979.90808, 148514.67611)","(-10715.51166, 148570.73657)",0.0,False,False,True,0,0,0,0,0,
"(-9696.70618, 149333.69741)","(-9648.04658, 149350.06601)",0.05133894952295417,23.9191,True,False,248,96,372,96,186,
"(-9696.70618, 149333.69741)","(-9799.49707, 149327.06965)",0.10324164148960004,False,True,False,499,193,748,193,374,"[(-9752.94028, 149326.58331)]"
"(-9696.70618, 149333.69741)","(-9840.89568, 149535.23461)",0.2602332277408686,False,True,False,1256,490,1885,490,943,"[(-9734.04878, 149369.06391), (-9791.66758, 149418.56961), (-9836.30348, 149472.82201)]"
"(-9696.70618, 149333.69741)","(-9633.71633, 149510.33412)",0.0,False,False,True,0,0,0,0,0,
"(-9696.70618, 149333.69741)","(-9758.54318, 149210.79965)",0.0,False,False,True,0,0,0,0,0,
"(-9696.70618, 149333.69741)","(-10149.97515, 149373.88976)",0.0,False,False,True,0,0,0,0,0,
"(-8498.51988, 151132.63021)","(-8383.39678, 150754.94041)",0.452396788575406,False,False,False,3400,1212,5099,1212,2550,"[(-8398.43718, 151065.95561), (-8442.70998, 151095.23491), (-8492.82568, 151128.83741), (-8492.83338, 151128.84211), (-8493.48708, 151129.27711), (-8493.86878, 151129.53141), (-8374.38528, 151008.53531)]"
"(-8498.51988, 151132.63021)","(-8541.53788, 151163.40521)",0.053264846413247594,False,False,False,259,102,386,102,194,"[(-8503.03108, 151135.63591), (-8505.53138, 151137.30171), (-8505.32098, 151137.61781), (-8512.50378, 151142.77281), (-8514.95328, 151144.53071), (-8524.35408, 151151.27761), (-8529.43758, 151154.86801)]"
