variable,coefficient,type,prefix,width,edge,period
C_node1node12_timber_t0,502.0,B,C,timber,,0
C_node1node12_timber_t1,422.67,B,C,timber,,1
C_node1node12_timber_t2,299.64,B,C,timber,,2
C_node1node12_timber_t3,212.42,B,C,timber,,3
C_node1node12_timber_t4,150.59,B,C,timber,,4
C_node1node12_timber_t5,106.75,B,C,timber,,5
C_node1node12_wide_t0,753.0,B,C,wide,,0
C_node1node12_wide_t1,634.01,B,C,wide,,1
C_node1node12_wide_t2,449.46,B,C,wide,,2
C_node1node12_wide_t3,318.63,B,C,wide,,3
C_node1node12_wide_t4,225.88,B,C,wide,,4
C_node1node12_wide_t5,160.13,B,C,wide,,5
C_node1node30_timber_t0,482.0,B,C,timber,,0
C_node1node30_timber_t1,405.83,B,C,timber,,1
C_node1node30_timber_t2,287.7,B,C,timber,,2
C_node1node30_timber_t3,203.96,B,C,timber,,3
C_node1node30_timber_t4,144.59,B,C,timber,,4
C_node1node30_timber_t5,102.5,B,C,timber,,5
C_node1node30_wide_t0,723.0,B,C,wide,,0
C_node1node30_wide_t1,608.75,B,C,wide,,1
C_node1node30_wide_t2,431.55,B,C,wide,,2
C_node1node30_wide_t3,305.94,B,C,wide,,3
C_node1node30_wide_t4,216.88,B,C,wide,,4
C_node1node30_wide_t5,153.75,B,C,wide,,5
C_node1node77_timber_t0,0.0,B,C,timber,,0
C_node1node77_timber_t1,0.0,B,C,timber,,1
C_node1node77_timber_t2,0.0,B,C,timber,,2
C_node1node77_timber_t3,0.0,B,C,timber,,3
C_node1node77_timber_t4,0.0,B,C,timber,,4
C_node1node77_timber_t5,0.0,B,C,timber,,5
C_node1node77_wide_t0,0.0,B,C,wide,,0
C_node1node77_wide_t1,0.0,B,C,wide,,1
C_node1node77_wide_t2,0.0,B,C,wide,,2
C_node1node77_wide_t3,0.0,B,C,wide,,3
C_node1node77_wide_t4,0.0,B,C,wide,,4
C_node1node77_wide_t5,0.0,B,C,wide,,5
C_node2node55_timber_t0,156.0,B,C,timber,,0
C_node2node55_timber_t1,131.35,B,C,timber,,1
C_node2node55_timber_t2,93.11,B,C,timber,,2
C_node2node55_timber_t3,66.01,B,C,timber,,3
C_node2node55_timber_t4,46.8,B,C,timber,,4
C_node2node55_timber_t5,33.17,B,C,timber,,5
C_node2node55_wide_t0,234.0,B,C,wide,,0
C_node2node55_wide_t1,197.02,B,C,wide,,1
C_node2node55_wide_t2,139.67,B,C,wide,,2
C_node2node55_wide_t3,99.02,B,C,wide,,3
C_node2node55_wide_t4,70.19,B,C,wide,,4
C_node2node55_wide_t5,49.76,B,C,wide,,5
C_node2node59_timber_t0,503.0,B,C,timber,,0
C_node2node59_timber_t1,423.51,B,C,timber,,1
C_node2node59_timber_t2,300.24,B,C,timber,,2
C_node2node59_timber_t3,212.84,B,C,timber,,3
C_node2node59_timber_t4,150.89,B,C,timber,,4
C_node2node59_timber_t5,106.97,B,C,timber,,5
C_node2node59_wide_t0,756.0,B,C,wide,,0
C_node2node59_wide_t1,636.53,B,C,wide,,1
C_node2node59_wide_t2,451.25,B,C,wide,,2
C_node2node59_wide_t3,319.9,B,C,wide,,3
C_node2node59_wide_t4,226.78,B,C,wide,,4
C_node2node59_wide_t5,160.77,B,C,wide,,5
C_node2node38_timber_t0,490.0,B,C,timber,,0
C_node2node38_timber_t1,412.57,B,C,timber,,1
C_node2node38_timber_t2,292.48,B,C,timber,,2
C_node2node38_timber_t3,207.34,B,C,timber,,3
C_node2node38_timber_t4,146.99,B,C,timber,,4
C_node2node38_timber_t5,104.2,B,C,timber,,5
C_node2node38_wide_t0,736.0,B,C,wide,,0
C_node2node38_wide_t1,619.69,B,C,wide,,1
C_node2node38_wide_t2,439.31,B,C,wide,,2
C_node2node38_wide_t3,311.44,B,C,wide,,3
C_node2node38_wide_t4,220.78,B,C,wide,,4
C_node2node38_wide_t5,156.52,B,C,wide,,5
C_node2node71_timber_t0,0.0,B,C,timber,,0
C_node2node71_timber_t1,0.0,B,C,timber,,1
C_node2node71_timber_t2,0.0,B,C,timber,,2
C_node2node71_timber_t3,0.0,B,C,timber,,3
C_node2node71_timber_t4,0.0,B,C,timber,,4
C_node2node71_timber_t5,0.0,B,C,timber,,5
C_node2node71_wide_t0,0.0,B,C,wide,,0
C_node2node71_wide_t1,0.0,B,C,wide,,1
C_node2node71_wide_t2,0.0,B,C,wide,,2
C_node2node71_wide_t3,0.0,B,C,wide,,3
C_node2node71_wide_t4,0.0,B,C,wide,,4
C_node2node71_wide_t5,0.0,B,C,wide,,5
C_node2node76_timber_t0,0.0,B,C,timber,,0
C_node2node76_timber_t1,0.0,B,C,timber,,1
C_node2node76_timber_t2,0.0,B,C,timber,,2
C_node2node76_timber_t3,0.0,B,C,timber,,3
C_node2node76_timber_t4,0.0,B,C,timber,,4
C_node2node76_timber_t5,0.0,B,C,timber,,5
C_node2node76_wide_t0,0.0,B,C,wide,,0
C_node2node76_wide_t1,0.0,B,C,wide,,1
C_node2node76_wide_t2,0.0,B,C,wide,,2
C_node2node76_wide_t3,0.0,B,C,wide,,3
C_node2node76_wide_t4,0.0,B,C,wide,,4
C_node2node76_wide_t5,0.0,B,C,wide,,5
C_node3node61_timber_t0,100.0,B,C,timber,,0
C_node3node61_timber_t1,84.2,B,C,timber,,1
C_node3node61_timber_t2,59.69,B,C,timber,,2
C_node3node61_timber_t3,42.31,B,C,timber,,3
C_node3node61_timber_t4,30.0,B,C,timber,,4
C_node3node61_timber_t5,21.27,B,C,timber,,5
C_node3node61_wide_t0,151.0,B,C,wide,,0
C_node3node61_wide_t1,127.14,B,C,wide,,1
C_node3node61_wide_t2,90.13,B,C,wide,,2
C_node3node61_wide_t3,63.9,B,C,wide,,3
C_node3node61_wide_t4,45.3,B,C,wide,,4
C_node3node61_wide_t5,32.11,B,C,wide,,5
C_node3node21_timber_t0,852.0,B,C,timber,,0
C_node3node21_timber_t1,717.36,B,C,timber,,1
C_node3node21_timber_t2,508.55,B,C,timber,,2
C_node3node21_timber_t3,360.52,B,C,timber,,3
C_node3node21_timber_t4,255.58,B,C,timber,,4
C_node3node21_timber_t5,181.19,B,C,timber,,5
C_node3node21_wide_t0,1277.0,B,C,wide,,0
C_node3node21_wide_t1,1075.2,B,C,wide,,1
C_node3node21_wide_t2,762.23,B,C,wide,,2
C_node3node21_wide_t3,540.36,B,C,wide,,3
C_node3node21_wide_t4,383.07,B,C,wide,,4
C_node3node21_wide_t5,271.57,B,C,wide,,5
C_node3node72_timber_t0,0.0,B,C,timber,,0
C_node3node72_timber_t1,0.0,B,C,timber,,1
C_node3node72_timber_t2,0.0,B,C,timber,,2
C_node3node72_timber_t3,0.0,B,C,timber,,3
C_node3node72_timber_t4,0.0,B,C,timber,,4
C_node3node72_timber_t5,0.0,B,C,timber,,5
C_node3node72_wide_t0,0.0,B,C,wide,,0
C_node3node72_wide_t1,0.0,B,C,wide,,1
C_node3node72_wide_t2,0.0,B,C,wide,,2
C_node3node72_wide_t3,0.0,B,C,wide,,3
C_node3node72_wide_t4,0.0,B,C,wide,,4
C_node3node72_wide_t5,0.0,B,C,wide,,5
C_node4node7_timber_t0,1528.0,B,C,timber,,0
C_node4node7_timber_t1,1286.53,B,C,timber,,1
C_node4node7_timber_t2,912.05,B,C,timber,,2
C_node4node7_timber_t3,646.57,B,C,timber,,3
C_node4node7_timber_t4,458.36,B,C,timber,,4
C_node4node7_timber_t5,324.94,B,C,timber,,5
C_node4node7_wide_t0,2292.0,B,C,wide,,0
C_node4node7_wide_t1,1929.8,B,C,wide,,1
C_node4node7_wide_t2,1368.07,B,C,wide,,2
C_node4node7_wide_t3,969.85,B,C,wide,,3
C_node4node7_wide_t4,687.55,B,C,wide,,4
C_node4node7_wide_t5,487.41,B,C,wide,,5
C_node4node11_timber_t0,475.0,B,C,timber,,0
C_node4node11_timber_t1,399.94,B,C,timber,,1
C_node4node11_timber_t2,283.52,B,C,timber,,2
C_node4node11_timber_t3,200.99,B,C,timber,,3
C_node4node11_timber_t4,142.49,B,C,timber,,4
C_node4node11_timber_t5,101.01,B,C,timber,,5
C_node4node11_wide_t0,713.0,B,C,wide,,0
C_node4node11_wide_t1,600.33,B,C,wide,,1
C_node4node11_wide_t2,425.58,B,C,wide,,2
C_node4node11_wide_t3,301.7,B,C,wide,,3
C_node4node11_wide_t4,213.88,B,C,wide,,4
