variable,lb,ub,type,edge,period,road_type
flow_timber_node1node12_t1,0.0,9.0,I,node1node12,1,timber
flow_timber_node1node12_t2,0.0,9.0,I,node1node12,2,timber
flow_timber_node1node12_t3,0.0,9.0,I,node1node12,3,timber
flow_timber_node1node12_t4,0.0,9.0,I,node1node12,4,timber
flow_timber_node1node12_t5,0.0,9.0,I,node1node12,5,timber
flow_wide_node1node12_t1,0.0,9.0,I,node1node12,1,wide
flow_wide_node1node12_t2,0.0,9.0,I,node1node12,2,wide
flow_wide_node1node12_t3,0.0,9.0,I,node1node12,3,wide
flow_wide_node1node12_t4,0.0,9.0,I,node1node12,4,wide
flow_wide_node1node12_t5,0.0,9.0,I,node1node12,5,wide
flow_timber_node1node30_t1,0.0,9.0,I,node1node30,1,timber
flow_timber_node1node30_t2,0.0,9.0,I,node1node30,2,timber
flow_timber_node1node30_t3,0.0,9.0,I,node1node30,3,timber
flow_timber_node1node30_t4,0.0,9.0,I,node1node30,4,timber
flow_timber_node1node30_t5,0.0,9.0,I,node1node30,5,timber
flow_wide_node1node30_t1,0.0,9.0,I,node1node30,1,wide
flow_wide_node1node30_t2,0.0,9.0,I,node1node30,2,wide
flow_wide_node1node30_t3,0.0,9.0,I,node1node30,3,wide
flow_wide_node1node30_t4,0.0,9.0,I,node1node30,4,wide
flow_wide_node1node30_t5,0.0,9.0,I,node1node30,5,wide
flow_timber_node1node77_t1,0.0,9.0,I,node1node77,1,timber
flow_timber_node1node77_t2,0.0,9.0,I,node1node77,2,timber
flow_timber_node1node77_t3,0.0,9.0,I,node1node77,3,timber
flow_timber_node1node77_t4,0.0,9.0,I,node1node77,4,timber
flow_timber_node1node77_t5,0.0,9.0,I,node1node77,5,timber
flow_wide_node1node77_t1,0.0,9.0,I,node1node77,1,wide
flow_wide_node1node77_t2,0.0,9.0,I,node1node77,2,wide
flow_wide_node1node77_t3,0.0,9.0,I,node1node77,3,wide
flow_wide_node1node77_t4,0.0,9.0,I,node1node77,4,wide
flow_wide_node1node77_t5,0.0,9.0,I,node1node77,5,wide
flow_timber_node12node1_t1,0.0,9.0,I,node12node1,1,timber
flow_timber_node12node1_t2,0.0,9.0,I,node12node1,2,timber
flow_timber_node12node1_t3,0.0,9.0,I,node12node1,3,timber
flow_timber_node12node1_t4,0.0,9.0,I,node12node1,4,timber
flow_timber_node12node1_t5,0.0,9.0,I,node12node1,5,timber
flow_wide_node12node1_t1,0.0,9.0,I,node12node1,1,wide
flow_wide_node12node1_t2,0.0,9.0,I,node12node1,2,wide
flow_wide_node12node1_t3,0.0,9.0,I,node12node1,3,wide
flow_wide_node12node1_t4,0.0,9.0,I,node12node1,4,wide
flow_wide_node12node1_t5,0.0,9.0,I,node12node1,5,wide
flow_timber_node12node65_t1,0.0,9.0,I,node12node65,1,timber
flow_timber_node12node65_t2,0.0,9.0,I,node12node65,2,timber
flow_timber_node12node65_t3,0.0,9.0,I,node12node65,3,timber
flow_timber_node12node65_t4,0.0,9.0,I,node12node65,4,timber
flow_timber_node12node65_t5,0.0,9.0,I,node12node65,5,timber
flow_wide_node12node65_t1,0.0,9.0,I,node12node65,1,wide
flow_wide_node12node65_t2,0.0,9.0,I,node12node65,2,wide
flow_wide_node12node65_t3,0.0,9.0,I,node12node65,3,wide
flow_wide_node12node65_t4,0.0,9.0,I,node12node65,4,wide
flow_wide_node12node65_t5,0.0,9.0,I,node12node65,5,wide
flow_timber_node12node77_t1,0.0,9.0,I,node12node77,1,timber
flow_timber_node12node77_t2,0.0,9.0,I,node12node77,2,timber
flow_timber_node12node77_t3,0.0,9.0,I,node12node77,3,timber
flow_timber_node12node77_t4,0.0,9.0,I,node12node77,4,timber
flow_timber_node12node77_t5,0.0,9.0,I,node12node77,5,timber
flow_wide_node12node77_t1,0.0,9.0,I,node12node77,1,wide
flow_wide_node12node77_t2,0.0,9.0,I,node12node77,2,wide
flow_wide_node12node77_t3,0.0,9.0,I,node12node77,3,wide
flow_wide_node12node77_t4,0.0,9.0,I,node12node77,4,wide
flow_wide_node12node77_t5,0.0,9.0,I,node12node77,5,wide
flow_timber_node30node1_t1,0.0,9.0,I,node30node1,1,timber
flow_timber_node30node1_t2,0.0,9.0,I,node30node1,2,timber
flow_timber_node30node1_t3,0.0,9.0,I,node30node1,3,timber
flow_timber_node30node1_t4,0.0,9.0,I,node30node1,4,timber
flow_timber_node30node1_t5,0.0,9.0,I,node30node1,5,timber
flow_wide_node30node1_t1,0.0,9.0,I,node30node1,1,wide
flow_wide_node30node1_t2,0.0,9.0,I,node30node1,2,wide
flow_wide_node30node1_t3,0.0,9.0,I,node30node1,3,wide
flow_wide_node30node1_t4,0.0,9.0,I,node30node1,4,wide
flow_wide_node30node1_t5,0.0,9.0,I,node30node1,5,wide
flow_timber_node30node10_t1,0.0,9.0,I,node30node10,1,timber
flow_timber_node30node10_t2,0.0,9.0,I,node30node10,2,timber
flow_timber_node30node10_t3,0.0,9.0,I,node30node10,3,timber
flow_timber_node30node10_t4,0.0,9.0,I,node30node10,4,timber
flow_timber_node30node10_t5,0.0,9.0,I,node30node10,5,timber
flow_wide_node30node10_t1,0.0,9.0,I,node30node10,1,wide
flow_wide_node30node10_t2,0.0,9.0,I,node30node10,2,wide
flow_wide_node30node10_t3,0.0,9.0,I,node30node10,3,wide
flow_wide_node30node10_t4,0.0,9.0,I,node30node10,4,wide
flow_wide_node30node10_t5,0.0,9.0,I,node30node10,5,wide
flow_timber_node30node28_t1,0.0,9.0,I,node30node28,1,timber
flow_timber_node30node28_t2,0.0,9.0,I,node30node28,2,timber
flow_timber_node30node28_t3,0.0,9.0,I,node30node28,3,timber
flow_timber_node30node28_t4,0.0,9.0,I,node30node28,4,timber
flow_timber_node30node28_t5,0.0,9.0,I,node30node28,5,timber
flow_wide_node30node28_t1,0.0,9.0,I,node30node28,1,wide
flow_wide_node30node28_t2,0.0,9.0,I,node30node28,2,wide
flow_wide_node30node28_t3,0.0,9.0,I,node30node28,3,wide
flow_wide_node30node28_t4,0.0,9.0,I,node30node28,4,wide
flow_wide_node30node28_t5,0.0,9.0,I,node30node28,5,wide
flow_timber_node30node75_t1,0.0,9.0,I,node30node75,1,timber
flow_timber_node30node75_t2,0.0,9.0,I,node30node75,2,timber
flow_timber_node30node75_t3,0.0,9.0,I,node30node75,3,timber
flow_timber_node30node75_t4,0.0,9.0,I,node30node75,4,timber
flow_timber_node30node75_t5,0.0,9.0,I,node30node75,5,timber
flow_wide_node30node75_t1,0.0,9.0,I,node30node75,1,wide
flow_wide_node30node75_t2,0.0,9.0,I,node30node75,2,wide
flow_wide_node30node75_t3,0.0,9.0,I,node30node75,3,wide
flow_wide_node30node75_t4,0.0,9.0,I,node30node75,4,wide
flow_wide_node30node75_t5,0.0,9.0,I,node30node75,5,wide
flow_timber_node30node77_t1,0.0,9.0,I,node30node77,1,timber
flow_timber_node30node77_t2,0.0,9.0,I,node30node77,2,timber
flow_timber_node30node77_t3,0.0,9.0,I,node30node77,3,timber
flow_timber_node30node77_t4,0.0,9.0,I,node30node77,4,timber
flow_timber_node30node77_t5,0.0,9.0,I,node30node77,5,timber
flow_wide_node30node77_t1,0.0,9.0,I,node30node77,1,wide
flow_wide_node30node77_t2,0.0,9.0,I,node30node77,2,wide
flow_wide_node30node77_t3,0.0,9.0,I,node30node77,3,wide
flow_wide_node30node77_t4,0.0,9.0,I,node30node77,4,wide
flow_wide_node30node77_t5,0.0,9.0,I,node30node77,5,wide
