"Node1(x,y)","Node2(x,y)"
"(-12124.41308, 151247.76311)","(-12108.53808, 151379.52581)"
"(-12124.41308, 151247.76311)","(-12132.35068, 151211.25041)"
"(-12336.77768, 151536.35271)","(-12275.46318, 151497.01541)"
"(-12336.77768, 151536.35271)","(-12413.74595, 151544.40969)"
"(-11516.61108, 151035.67261)","(-11545.30418, 151075.66901)"
"(-11516.61108, 151035.67261)","(-11567.41118, 151001.80581)"
"(-11890.89078, 151398.13661)","(-11926.13238, 151365.70411)"
"(-11890.89078, 151398.13661)","(-11838.66658, 151431.78131)"
"(-12357.74088, 151368.04291)","(-12365.67838, 151341.84901)"
"(-12357.74088, 151368.04291)","(-12321.22818, 151402.96791)"
"(-12292.54958, 151700.45581)","(-12292.10728, 151707.69761)"
"(-12292.54958, 151700.45581)","(-12242.25168, 151750.29011)"
"(-12321.22818, 151402.96791)","(-12305.35318, 151432.33671)"
"(-12449.79678, 150960.31631)","(-12437.91558, 150924.84061)"
"(-12449.79678, 150960.31631)","(-12466.50368, 150966.41501)"
"(-11612.91958, 150977.46411)","(-11567.41118, 151001.80581)"
"(-11612.91958, 150977.46411)","(-11649.83348, 150970.92061)"
"(-11593.29138, 151262.66931)","(-11584.31838, 151274.49731)"
"(-11593.29138, 151262.66931)","(-11607.60168, 151243.80561)"
"(-11643.08788, 151158.78641)","(-11640.68698, 151217.66061)"
"(-11643.08788, 151158.78641)","(-11643.64088, 151145.22451)"
"(-12415.08428, 151102.33631)","(-12361.07988, 151105.48251)"
"(-12415.08428, 151102.33631)","(-12433.94098, 151141.82371)"
"(-11884.66208, 150661.61871)","(-11822.07848, 150660.72201)"
"(-11884.66208, 150661.61871)","(-11925.32918, 150668.42711)"
"(-12466.50368, 150966.41501)","(-12452.06338, 150975.09531)"
"(-12398.22218, 151177.54251)","(-12437.90968, 151178.33621)"
"(-12398.22218, 151177.54251)","(-12375.99708, 151191.03631)"
"(-12296.81138, 151703.03691)","(-12292.10728, 151707.69761)"
"(-12296.81138, 151703.03691)","(-12327.11078, 151687.58081)"
"(-12251.47948, 150693.90301)","(-12204.39288, 150703.88121)"
"(-12251.47948, 150693.90301)","(-12286.47218, 150686.48781)"
