Node,Stand
"(-12151.24888, 151427.87381)","[1506, 1250, 959]"
"(-12108.53808, 151379.52581)","[1506, 959]"
"(-12124.41308, 151247.76311)","[1506, 959]"
"(-12132.35068, 151211.25041)","[1506, 959]"
"(-12132.37048, 151130.06391)","[1506, 958, 959]"
"(-12172.67708, 151151.47541)","[1506, 958]"
"(-12231.22238, 151188.94961)","[1506, 958]"
"(-12283.13698, 151212.98991)","[1506, 958]"
"(-12268.08068, 151266.79251)","[1506, 958]"
"(-12242.15878, 151324.30471)","[1506, 958]"
"(-12235.41058, 151393.94421)","[1506, 958]"
"(-12228.50428, 151451.98441)","[1506, 1250]"
"(-12175.53648, 151431.44301)","[1506, 1250]"
"(-12265.6432, 151204.889)",[1506]
"(-12211.4194, 151445.35874)",[1506]
"(-12114.78218, 151120.72091)","[958, 959]"
"(-12103.66048, 151060.37701)","[958, 959]"
"(-12146.54668, 151049.15611)","[958, 959]"
"(-12205.87018, 150991.84471)","[961, 958, 959]"
"(-12266.42078, 151011.39801)","[961, 958]"
"(-12316.39918, 151023.63861)","[961, 958]"
"(-12389.41758, 151015.72411)","[961, 958]"
"(-12361.07988, 151105.48251)",[958]
"(-12415.08428, 151102.33631)",[958]
"(-12433.94098, 151141.82371)",[958]
"(-12437.90968, 151178.33621)",[958]
"(-12398.22218, 151177.54251)",[958]
"(-12375.99708, 151191.03631)",[958]
"(-12371.23458, 151218.02381)",[958]
"(-12371.23458, 151246.59891)",[958]
"(-12373.61588, 151291.04891)",[958]
"(-12365.67838, 151341.84901)",[958]
"(-12357.74088, 151368.04291)",[958]
"(-12321.22818, 151402.96791)",[958]
"(-12305.35318, 151432.33671)",[958]
"(-12276.77818, 151475.19931)",[958]
"(-12260.10938, 151456.94301)",[958]
"(-12250.29278, 151435.65601)",[958]
"(-12373.66408, 151017.43164)",[958]
"(-11821.77198, 151488.57831)",[959]
"(-11775.92938, 151457.85411)",[959]
"(-11743.31248, 151412.76711)",[959]
"(-11715.07528, 151374.51011)",[959]
"(-11697.87738, 151334.82261)",[959]
"(-11694.94738, 151320.90511)",[959]
"(-11692.81068, 151310.75541)",[959]
"(-11665.09558, 151300.36231)",[959]
"(-11662.62668, 151299.91421)",[959]
"(-11655.03578, 151298.53651)",[959]
"(-11644.68348, 151296.65751)",[959]
"(-11634.16388, 151295.02101)",[959]
"(-11623.29278, 151293.43361)",[959]
"(-11605.51128, 151290.83731)",[959]
"(-11602.57108, 151288.44831)",[959]
"(-11601.25168, 151288.25571)",[959]
"(-11596.19268, 151284.14531)",[959]
"(-11584.31838, 151274.49731)",[959]
"(-11593.29138, 151262.66931)",[959]
"(-11607.60168, 151243.80561)",[959]
"(-11623.47668, 151227.93061)",[959]
"(-11640.68698, 151217.66061)",[959]
"(-11643.08788, 151158.78641)",[959]
"(-11643.64088, 151145.22451)",[959]
"(-11635.74568, 151141.44961)",[959]
"(-11609.74468, 151129.01781)",[959]
"(-11607.83578, 151127.56021)",[959]
"(-11605.48508, 151126.43621)",[959]
"(-11581.14938, 151107.85251)",[959]
