"Source(x,y)","Target(x,y)",edgelength,slope,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,removed_nodes
"(-9596.25262, 150398.68877)","(-9757.85286, 150315.83682)",0.0,False,True,True,0,0,0,0,0,
"(-9555.91718, 150021.23041)","(-9616.84428, 150346.57021)",0.41854564736116345,False,False,False,2021,786,3033,786,1517,"[(-9623.74458, 150265.13181), (-9584.58478, 150211.06351), (-9617.01088, 150082.24761)]"
"(-9555.91718, 150021.23041)","(-9616.60468, 149684.09891)",0.39985292997008476,False,False,False,3003,1072,4507,1072,2254,"[(-9492.38128, 149919.81271)]"
"(-9555.91718, 150021.23041)","(-9088.08928, 149237.55581)",2.7215201232370565,False,True,False,20449,7303,30679,7303,15336,"[(-9449.07618, 150024.56031), (-9493.45688, 150054.21631), (-9497.48688, 150056.93541), (-9432.20868, 149980.37911), (-9409.74098, 149769.07951), (-9401.06908, 149702.76771), (-9400.87398, 149701.27521), (-9344.78398, 149686.19901), (-9255.39038, 149654.34711), (-9178.86208, 149670.96491), (-9132.72388, 149692.28551), (-9065.36998, 149738.38761), (-9045.64838, 149798.92491), (-9082.91368, 149860.58021), (-9087.16518, 149863.16341), (-9065.12378, 149924.98801), (-9046.48098, 150005.02901), (-9012.57048, 150036.58971)]"
"(-9555.91718, 150021.23041)","(-9659.64489, 149999.23651)",0.0,False,False,True,0,0,0,0,0,
"(-9555.91718, 150021.23041)","(-9195.31222, 149600.1961)",0.0,False,False,True,0,0,0,0,0,
"(-11716.61948, 149031.90671)","(-11753.55556, 149042.69643)",0.03847976173879676,False,True,False,186,72,279,72,140,"[(-11719.40348, 149032.72001), (-11723.48428, 149033.91211)]"
"(-11716.61948, 149031.90671)","(-11328.23988, 149023.42971)",0.6012133019351201,False,True,False,2907,1133,4358,1133,2177,"[(-11706.48498, 149036.44661), (-11683.40708, 149046.78471)]"
"(-11716.61948, 149031.90671)","(-11312.43788, 148770.38651)",0.5365813785654275,False,False,False,2591,1009,3889,1009,1946,"[(-11716.61958, 149031.69511), (-11717.56728, 149030.78351), (-11712.81678, 149025.77151), (-11701.13268, 149013.44401), (-11676.57958, 148987.53901), (-11621.42398, 148929.34651), (-11557.67208, 148907.07271), (-11498.27568, 148855.27271), (-11457.14428, 148817.79601), (-11441.06908, 148771.51541), (-11402.43808, 148748.32281), (-11350.04958, 148742.89491)]"
"(-11716.61948, 149031.90671)","(-11636.22656, 148837.51602)",0.0,False,False,True,0,0,0,0,0,
"(-11716.61948, 149031.90671)","(-11436.86135, 148952.505)",0.0,False,False,True,0,0,0,0,0,
"(-11753.55556, 149042.69643)","(-11716.61948, 149031.90671)",0.03847976173879676,False,True,False,186,72,279,72,140,"[(-11719.40348, 149032.72001), (-11723.48428, 149033.91211)]"
"(-11753.55556, 149042.69643)","(-11575.96898, 148631.31621)",0.7111202836523078,False,True,False,3435,1336,5152,1336,2578,"[(-11868.40608, 148792.29841), (-11863.94168, 148850.27031), (-11849.01348, 148957.59791), (-11848.28068, 148997.36071), (-11833.79348, 149038.75771), (-11780.63508, 149050.60681)]"
"(-11753.55556, 149042.69643)","(-11636.22656, 148837.51602)",0.0,False,True,True,0,0,0,0,0,
"(-11328.23988, 149023.42971)","(-11716.61948, 149031.90671)",0.6012133019351201,False,True,False,2907,1133,4358,1133,2177,"[(-11706.48498, 149036.44661), (-11683.40708, 149046.78471)]"
"(-11328.23988, 149023.42971)","(-11248.73528, 148939.26911)",0.11599210408778818,False,True,False,560,218,839,218,420,"[(-11324.64698, 149019.55311), (-11298.55078, 148991.39591), (-11262.62008, 148952.78491)]"
"(-11328.23988, 149023.42971)","(-11436.86135, 148952.505)",0.0,False,False,True,0,0,0,0,0,
"(-11312.43788, 148770.38651)","(-11716.61948, 149031.90671)",0.5365813785654275,False,False,False,2591,1009,3889,1009,1946,"[(-11716.61958, 149031.69511), (-11717.56728, 149030.78351), (-11712.81678, 149025.77151), (-11701.13268, 149013.44401), (-11676.57958, 148987.53901), (-11621.42398, 148929.34651), (-11557.67208, 148907.07271), (-11498.27568, 148855.27271), (-11457.14428, 148817.79601), (-11441.06908, 148771.51541), (-11402.43808, 148748.32281), (-11350.04958, 148742.89491)]"
"(-11312.43788, 148770.38651)","(-11245.25328, 148771.16181)",0.06845781896062998,False,True,False,331,128,496,128,248,"[(-11269.77208, 148777.20011)]"
"(-11312.43788, 148770.38651)","(-11312.58112, 148720.59185)",0.058862310022328536,False,True,False,285,111,426,111,213,"[(-11299.55978, 148728.95551)]"
"(-11312.43788, 148770.38651)","(-11219.19702, 148568.94444)",0.0,False,False,True,0,0,0,0,0,
"(-11312.43788, 148770.38651)","(-11636.22656, 148837.51602)",0.0,False,False,True,0,0,0,0,0,
"(-11312.43788, 148770.38651)","(-11436.86135, 148952.505)",0.0,False,False,True,0,0,0,0,0,
"(-11636.22656, 148837.51602)","(-11716.61948, 149031.90671)",0.0,False,False,True,0,0,0,0,0,
"(-11636.22656, 148837.51602)","(-11575.96898, 148631.31621)",0.0,False,False,True,0,0,0,0,0,
"(-11636.22656, 148837.51602)","(-11534.00818, 148674.27541)",0.0,False,False,True,0,0,0,0,0,
"(-11636.22656, 148837.51602)","(-11312.43788, 148770.38651)",0.0,False,False,True,0,0,0,0,0,
"(-11636.22656, 148837.51602)","(-11312.58112, 148720.59185)",0.0,False,True,True,0,0,0,0,0,
"(-11636.22656, 148837.51602)","(-11753.55556, 149042.69643)",0.0,False,True,True,0,0,0,0,0,
"(-11436.86135, 148952.505)","(-11716.61948, 149031.90671)",0.0,False,False,True,0,0,0,0,0,
"(-11436.86135, 148952.505)","(-11246.70798, 148812.97611)",0.0,False,False,True,0,0,0,0,0,
"(-11436.86135, 148952.505)","(-11253.05798, 148854.25121)",0.0,False,False,True,0,0,0,0,0,
"(-11436.86135, 148952.505)","(-11328.23988, 149023.42971)",0.0,False,False,True,0,0,0,0,0,
"(-11436.86135, 148952.505)","(-11240.35798, 148892.35121)",0.0,False,False,True,0,0,0,0,0,
"(-11436.86135, 148952.505)","(-11248.73528, 148939.26911)",0.0,False,False,True,0,0,0,0,0,
"(-11436.86135, 148952.505)","(-11245.25328, 148771.16181)",0.0,False,False,True,0,0,0,0,0,
"(-11436.86135, 148952.505)","(-11312.43788, 148770.38651)",0.0,False,False,True,0,0,0,0,0,
"(-11436.86135, 148952.505)","(-11251.22091, 148842.31022)",0.0,False,True,True,0,0,0,0,0,
"(-11359.72198, 149209.62011)","(-11264.15808, 149295.57451)",0.18710873026507074,False,True,False,904,351,1355,351,678,"[(-11328.65078, 149307.87091), (-11372.55188, 149273.51161), (-11296.84528, 149302.74141)]"
"(-11359.72198, 149209.62011)","(-11161.54878, 148739.31241)",0.5326511083833444,False,True,False,2572,1000,3859,1000,1932,"[(-11318.24388, 149179.68731)]"
"(-11359.72198, 149209.62011)","(-11155.71115, 148986.00589)",0.0,False,False,True,0,0,0,0,0,
"(-11264.15808, 149295.57451)","(-11359.72198, 149209.62011)",0.18710873026507074,False,True,False,904,351,1355,351,678,"[(-11328.65078, 149307.87091), (-11372.55188, 149273.51161), (-11296.84528, 149302.74141)]"
"(-11264.15808, 149295.57451)","(-11127.0198, 149208.85449)",0.17396611613624166,False,True,False,840,327,1261,327,630,"[(-11160.16208, 149202.23411), (-11161.19238, 149202.02831)]"
"(-11264.15808, 149295.57451)","(-11155.71115, 148986.00589)",0.0,False,False,True,0,0,0,0,0,
"(-11161.54878, 148739.31241)","(-11359.72198, 149209.62011)",0.5326511083833444,False,True,False,2572,1000,3859,1000,1932,"[(-11318.24388, 149179.68731)]"
"(-11161.54878, 148739.31241)","(-11160.22148, 148656.33911)",0.08298391553898896,18.9449,True,False,401,156,601,156,301,
"(-11161.54878, 148739.31241)","(-11245.25328, 148771.16181)",0.08976377152624275,False,True,False,674,241,1011,241,506,"[(-11224.80788, 148766.12671)]"
"(-11161.54878, 148739.31241)","(-11219.19702, 148568.94444)",0.0,False,False,True,0,0,0,0,0,
"(-11161.54878, 148739.31241)","(-11155.71115, 148986.00589)",0.0,False,False,True,0,0,0,0,0,
"(-11160.22148, 148656.33911)","(-11161.54878, 148739.31241)",0.08298391553898896,18.9449,True,False,401,156,601,156,301,
"(-11160.22148, 148656.33911)","(-11152.51337, 148630.41842)",0.027042505983139623,18.9449,True,False,131,51,196,51,98,
"(-11160.22148, 148656.33911)","(-11219.19702, 148568.94444)",0.0,False,False,True,0,0,0,0,0,
"(-11160.22148, 148656.33911)","(-11155.71115, 148986.00589)",0.0,False,False,True,0,0,0,0,0,
"(-11152.51337, 148630.41842)","(-11160.22148, 148656.33911)",0.027042505983139623,18.9449,True,False,131,51,196,51,98,
"(-11152.51337, 148630.41842)","(-11148.38727, 148616.54323)",0.014475689922966599,18.9449,True,False,70,27,105,27,52,
"(-11152.51337, 148630.41842)","(-11219.19702, 148568.94444)",0.0,False,True,True,0,0,0,0,0,
"(-11152.51337, 148630.41842)","(-11155.71115, 148986.00589)",0.0,False,True,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-11160.22148, 148656.33911)",0.0,False,False,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-10979.90808, 148514.67611)",0.0,False,False,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-10927.57758, 148891.05861)",0.0,False,False,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-11575.96898, 148631.31621)",0.0,False,False,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-11534.00818, 148674.27541)",0.0,False,False,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-11425.80308, 148384.67391)",0.0,False,False,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-11596.59038, 148443.91581)",0.0,False,False,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-11245.25328, 148771.16181)",0.0,False,False,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-11179.82858, 148324.14021)",0.0,False,False,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-10810.04518, 148739.02791)",0.0,False,False,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-11161.54878, 148739.31241)",0.0,False,False,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-11023.19668, 148833.16991)",0.0,False,False,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-11312.43788, 148770.38651)",0.0,False,False,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-11271.71878, 148376.19141)",0.0,False,False,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-11026.54518, 148347.23531)",0.0,False,False,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-11468.98578, 148410.59705)",0.0,False,True,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-11312.58112, 148720.59185)",0.0,False,True,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-11055.12092, 148349.77047)",0.0,False,True,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-11148.38727, 148616.54323)",0.0,False,True,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-11152.51337, 148630.41842)",0.0,False,True,True,0,0,0,0,0,
"(-11219.19702, 148568.94444)","(-11146.1269, 148608.9421)",0.0,False,True,True,0,0,0,0,0,
"(-10285.51438, 149182.43681)","(-10012.02228, 149237.86841)",0.5014638093836189,False,False,False,2423,943,3636,943,1816,"[(-10229.00158, 149117.56951), (-10279.80168, 149160.43201), (-10181.37648, 149083.43811), (-10085.33248, 149073.91311), (-10062.31368, 149143.76331), (-10026.59488, 149219.16971)]"
"(-10285.51438, 149182.43681)","(-10549.45308, 149195.18991)",0.3028083568759948,False,False,False,1463,569,2194,569,1098,"[(-10332.48338, 149210.13781), (-10397.73658, 149220.06061), (-10433.09338, 149170.82591), (-10499.60758, 149197.73341)]"
"(-10285.51438, 149182.43681)","(-10037.13358, 149254.05121)",0.2924246752785342,False,False,False,1412,550,2120,550,1060,"[(-10219.10928, 149182.06041), (-10155.32188, 149190.94821), (-10135.22618, 149201.82991), (-10071.44188, 149276.16101)]"
"(-10285.51438, 149182.43681)","(-10343.70484, 148954.31332)",0.0,False,False,True,0,0,0,0,0,
"(-10285.51438, 149182.43681)","(-10133.71549, 149147.44965)",0.0,False,False,True,0,0,0,0,0,
"(-10285.51438, 149182.43681)","(-10149.97515, 149373.88976)",0.0,False,False,True,0,0,0,0,0,
"(-10012.02228, 149237.86841)","(-10285.51438, 149182.43681)",0.5014638093836189,False,False,False,2423,943,3636,943,1816,"[(-10229.00158, 149117.56951), (-10279.80168, 149160.43201), (-10181.37648, 149083.43811), (-10085.33248, 149073.91311), (-10062.31368, 149143.76331), (-10026.59488, 149219.16971)]"
"(-10012.02228, 149237.86841)","(-10037.13358, 149254.05121)",0.02987407577700664,23.9191,False,False,144,56,216,56,108,
"(-10012.02228, 149237.86841)","(-9956.90198, 149155.55691)",0.12079756167705703,False,False,False,583,227,876,227,438,"[(-10000.00428, 149230.12351), (-10014.54978, 149199.12801)]"
"(-10012.02228, 149237.86841)","(-10343.70484, 148954.31332)",0.0,False,False,True,0,0,0,0,0,
"(-10012.02228, 149237.86841)","(-10133.71549, 149147.44965)",0.0,False,False,True,0,0,0,0,0,
"(-10012.02228, 149237.86841)","(-9758.54318, 149210.79965)",0.0,False,False,True,0,0,0,0,0,
"(-10549.45308, 149195.18991)","(-10285.51438, 149182.43681)",0.3028083568759948,False,False,False,1463,569,2194,569,1098,"[(-10332.48338, 149210.13781), (-10397.73658, 149220.06061), (-10433.09338, 149170.82591), (-10499.60758, 149197.73341)]"
"(-10549.45308, 149195.18991)","(-10550.31738, 149192.29331)",0.004540701331202896,False,False,False,22,8,33,8,16,"[(-10548.65438, 149192.43121)]"
"(-10549.45308, 149195.18991)","(-10484.22468, 149388.86291)",0.21771736612059445,False,False,False,1052,409,1578,409,789,"[(-10560.79608, 149234.36651), (-10522.44198, 149290.92961), (-10493.20238, 149336.44421), (-10481.60808, 149384.23781)]"
"(-10549.45308, 149195.18991)","(-10343.70484, 148954.31332)",0.0,False,False,True,0,0,0,0,0,
"(-10549.45308, 149195.18991)","(-10149.97515, 149373.88976)",0.0,False,False,True,0,0,0,0,0,
"(-10037.13358, 149254.05121)","(-10285.51438, 149182.43681)",0.2924246752785342,False,False,False,1412,550,2120,550,1060,"[(-10219.10928, 149182.06041), (-10155.32188, 149190.94821), (-10135.22618, 149201.82991), (-10071.44188, 149276.16101)]"
"(-10037.13358, 149254.05121)","(-10012.02228, 149237.86841)",0.02987407577700664,23.9191,False,False,144,56,216,56,108,
"(-10037.13358, 149254.05121)","(-9799.49707, 149327.06965)",0.2537014556724791,False,True,False,1224,476,1838,476,920,"[(-9989.59868, 149279.06271), (-9908.66488, 149318.76661)]"
"(-10037.13358, 149254.05121)","(-10133.71549, 149147.44965)",0.0,False,False,True,0,0,0,0,0,
"(-10037.13358, 149254.05121)","(-9758.54318, 149210.79965)",0.0,False,False,True,0,0,0,0,0,
"(-10037.13358, 149254.05121)","(-10149.97515, 149373.88976)",0.0,False,False,True,0,0,0,0,0,
"(-10133.71549, 149147.44965)","(-10285.51438, 149182.43681)",0.0,False,False,True,0,0,0,0,0,
"(-10133.71549, 149147.44965)","(-10012.02228, 149237.86841)",0.0,False,False,True,0,0,0,0,0,
"(-10133.71549, 149147.44965)","(-10037.13358, 149254.05121)",0.0,False,False,True,0,0,0,0,0,
"(-10149.97515, 149373.88976)","(-10285.51438, 149182.43681)",0.0,False,False,True,0,0,0,0,0,
"(-10149.97515, 149373.88976)","(-9696.70618, 149333.69741)",0.0,False,False,True,0,0,0,0,0,
"(-10149.97515, 149373.88976)","(-10549.45308, 149195.18991)",0.0,False,False,True,0,0,0,0,0,
"(-10149.97515, 149373.88976)","(-9916.47948, 149638.33261)",0.0,False,False,True,0,0,0,0,0,
"(-10149.97515, 149373.88976)","(-10484.22468, 149388.86291)",0.0,False,False,True,0,0,0,0,0,
"(-10149.97515, 149373.88976)","(-9840.89568, 149535.23461)",0.0,False,False,True,0,0,0,0,0,
"(-10149.97515, 149373.88976)","(-10037.13358, 149254.05121)",0.0,False,False,True,0,0,0,0,0,
"(-10149.97515, 149373.88976)","(-9799.49707, 149327.06965)",0.0,False,True,True,0,0,0,0,0,
"(-10149.97515, 149373.88976)","(-9929.14039, 149632.91781)",0.0,False,True,True,0,0,0,0,0,
"(-10149.97515, 149373.88976)","(-9850.83509, 149543.57647)",0.0,False,True,True,0,0,0,0,0,
"(-11246.70798, 148812.97611)","(-11245.25328, 148771.16181)",0.041839596515500045,23.3224,True,False,202,79,303,79,152,
"(-11246.70798, 148812.97611)","(-11251.22091, 148842.31022)",0.0296792275283318,23.3224,True,False,143,56,215,56,108,
"(-11246.70798, 148812.97611)","(-11436.86135, 148952.505)",0.0,False,False,True,0,0,0,0,0,
"(-11245.25328, 148771.16181)","(-11246.70798, 148812.97611)",0.041839596515500045,23.3224,True,False,202,79,303,79,152,
"(-11245.25328, 148771.16181)","(-11312.43788, 148770.38651)",0.06845781896062998,False,True,False,331,128,496,128,248,"[(-11269.77208, 148777.20011)]"
"(-11245.25328, 148771.16181)","(-11161.54878, 148739.31241)",0.08976377152624275,False,True,False,674,241,1011,241,506,"[(-11224.80788, 148766.12671)]"
"(-11245.25328, 148771.16181)","(-11219.19702, 148568.94444)",0.0,False,False,True,0,0,0,0,0,
"(-11245.25328, 148771.16181)","(-11436.86135, 148952.505)",0.0,False,False,True,0,0,0,0,0,
"(-11251.22091, 148842.31022)","(-11246.70798, 148812.97611)",0.0296792275283318,23.3224,True,False,143,56,215,56,108,
"(-11251.22091, 148842.31022)","(-11253.05798, 148854.25121)",0.012081476249381525,23.3224,True,False,58,23,88,23,44,
"(-11251.22091, 148842.31022)","(-11436.86135, 148952.505)",0.0,False,True,True,0,0,0,0,0,
"(-10979.90808, 148514.67611)","(-11026.54518, 148347.23531)",0.19478737211796993,False,False,False,1463,523,2195,523,1098,"[(-11011.56658, 148472.89831), (-10986.28258, 148437.81041), (-11004.77118, 148396.30241)]"
"(-10979.90808, 148514.67611)","(-10502.55748, 148422.87531)",0.6441147421899309,False,False,False,4842,1729,7260,1729,3629,"[(-10921.45138, 148454.83321), (-10862.42918, 148430.83681), (-10818.28548, 148437.83891), (-10795.35898, 148494.10011)]"
"(-10979.90808, 148514.67611)","(-10810.04518, 148739.02791)",0.4057475179641966,False,False,False,3049,1089,4574,1089,2287,"[(-10938.09858, 148571.74121), (-10872.70108, 148609.81981), (-10790.14328, 148631.01051), (-10734.60408, 148653.88441), (-10762.75658, 148691.50951)]"
"(-10979.90808, 148514.67611)","(-10629.23877, 148284.67724)",0.0,False,False,True,0,0,0,0,0,
"(-10979.90808, 148514.67611)","(-10715.51166, 148570.73657)",0.0,False,False,True,0,0,0,0,0,
"(-10979.90808, 148514.67611)","(-11219.19702, 148568.94444)",0.0,False,False,True,0,0,0,0,0,
"(-10502.55748, 148422.87531)","(-10979.90808, 148514.67611)",0.6441147421899309,False,False,False,4842,1729,7260,1729,3629,"[(-10921.45138, 148454.83321), (-10862.42918, 148430.83681), (-10818.28548, 148437.83891), (-10795.35898, 148494.10011)]"
"(-10502.55748, 148422.87531)","(-10539.29848, 148693.46491)",0.3534750260998586,False,False,False,2657,948,3984,948,1992,"[(-10538.52038, 148522.63521), (-10521.46368, 148477.57251), (-10579.29178, 148564.78831)]"
"(-10502.55748, 148422.87531)","(-10394.26358, 148043.47361)",0.6530899742286495,False,False,False,3156,1227,4731,1227,2367,"[(-10270.53418, 148283.52321), (-10309.47728, 148324.06341), (-10392.62098, 148337.95661), (-10445.55188, 148346.43271), (-10489.50218, 148362.57211), (-10250.90008, 148229.88261)]"
"(-10502.55748, 148422.87531)","(-10629.23877, 148284.67724)",0.0,False,False,True,0,0,0,0,0,
"(-10502.55748, 148422.87531)","(-10319.77073, 148410.47877)",0.0,False,False,True,0,0,0,0,0,
"(-10502.55748, 148422.87531)","(-10715.51166, 148570.73657)",0.0,False,False,True,0,0,0,0,0,
"(-10810.04518, 148739.02791)","(-10979.90808, 148514.67611)",0.4057475179641966,False,False,False,3049,1089,4574,1089,2287,"[(-10938.09858, 148571.74121), (-10872.70108, 148609.81981), (-10790.14328, 148631.01051), (-10734.60408, 148653.88441), (-10762.75658, 148691.50951)]"
"(-10810.04518, 148739.02791)","(-10927.57758, 148891.05861)",0.4710134361884637,False,False,False,3540,1266,5310,1266,2655,"[(-10963.72218, 148655.61041), (-10969.47238, 148726.44391)]"
"(-10810.04518, 148739.02791)","(-10539.29848, 148693.46491)",0.31392683147736056,False,False,False,2359,842,3538,842,1770,"[(-10593.55578, 148721.85031), (-10637.33528, 148765.11801), (-10703.34268, 148792.89241)]"
"(-10810.04518, 148739.02791)","(-10715.51166, 148570.73657)",0.0,False,False,True,0,0,0,0,0,
"(-10810.04518, 148739.02791)","(-10787.56976, 148770.65187)",0.0,False,False,True,0,0,0,0,0,
"(-10810.04518, 148739.02791)","(-11219.19702, 148568.94444)",0.0,False,False,True,0,0,0,0,0,
"(-10715.51166, 148570.73657)","(-10979.90808, 148514.67611)",0.0,False,False,True,0,0,0,0,0,
"(-10715.51166, 148570.73657)","(-10539.29848, 148693.46491)",0.0,False,False,True,0,0,0,0,0,
"(-10715.51166, 148570.73657)","(-10810.04518, 148739.02791)",0.0,False,False,True,0,0,0,0,0,
"(-10715.51166, 148570.73657)","(-10502.55748, 148422.87531)",0.0,False,False,True,0,0,0,0,0,
"(-9875.59603, 150505.94866)","(-9897.69168, 150484.64831)",0.030690758528344998,23.7919,True,False,148,58,222,58,111,
"(-9875.59603, 150505.94866)","(-9783.32481, 150505.42656)",0.11551294911561688,False,True,False,558,218,836,218,418,"[(-9806.53178, 150505.34181)]"
"(-9875.59603, 150505.94866)","(-9757.85286, 150315.83682)",0.0,False,True,True,0,0,0,0,0,
"(-9840.89568, 149535.23461)","(-9696.70618, 149333.69741)",0.2602332277408686,False,True,False,1256,490,1885,490,943,"[(-9734.04878, 149369.06391)]"
"(-9840.89568, 149535.23461)","(-9850.83509, 149543.57647)",0.012976074113825103,23.0181,True,False,63,24,94,24,47,
"(-9840.89568, 149535.23461)","(-9666.16068, 149620.78621)",0.20904258475927287,False,True,False,1009,392,1515,392,757,"[(-9731.63708, 149584.73841)]"
"(-9840.89568, 149535.23461)","(-9633.71633, 149510.33412)",0.0,False,False,True,0,0,0,0,0,
"(-9840.89568, 149535.23461)","(-10149.97515, 149373.88976)",0.0,False,False,True,0,0,0,0,0,
"(-9840.89568, 149535.23461)","(-9814.72541, 149707.54588)",0.0,False,False,True,0,0,0,0,0,
"(-9799.49707, 149327.06965)","(-9696.70618, 149333.69741)",0.10324164148960004,False,True,False,499,193,748,193,374,"[(-9752.94028, 149326.58331)]"
"(-9799.49707, 149327.06965)","(-10037.13358, 149254.05121)",0.2537014556724791,False,True,False,1224,476,1838,476,920,"[(-9989.59868, 149279.06271), (-9908.66488, 149318.76661)]"
"(-9799.49707, 149327.06965)","(-9758.54318, 149210.79965)",0.0,False,True,True,0,0,0,0,0,
"(-9799.49707, 149327.06965)","(-10149.97515, 149373.88976)",0.0,False,True,True,0,0,0,0,0,
"(-9916.47948, 149638.33261)","(-9976.24618, 149694.22161)",0.08182688280687174,23.0181,False,False,395,154,593,154,296,
"(-9916.47948, 149638.33261)","(-9929.14039, 149632.91781)",0.013770210639932069,18.2227,True,False,67,26,100,26,50,
"(-9916.47948, 149638.33261)","(-9850.83509, 149543.57647)",0.11742253298113028,False,True,False,567,220,851,220,426,"[(-9881.60648, 149569.40201)]"
"(-9916.47948, 149638.33261)","(-10149.97515, 149373.88976)",0.0,False,False,True,0,0,0,0,0,
"(-9916.47948, 149638.33261)","(-10311.60363, 149567.71383)",0.0,False,False,True,0,0,0,0,0,
"(-9916.47948, 149638.33261)","(-9814.72541, 149707.54588)",0.0,False,False,True,0,0,0,0,0,
"(-10000.61717, 149694.17443)","(-9976.24618, 149694.22161)",0.024371035668031674,18.2227,True,False,118,46,177,46,88,
"(-10000.61717, 149694.17443)","(-10221.08298, 149763.32911)",0.41208289456388925,False,True,False,1991,775,2985,775,1493,"[(-10222.08738, 149607.54051), (-10210.82278, 149652.99761), (-10229.06058, 149698.03151), (-10164.42848, 149617.69851)]"
"(-10000.61717, 149694.17443)","(-10311.60363, 149567.71383)",0.0,False,True,True,0,0,0,0,0,
"(-10000.61717, 149694.17443)","(-10030.8537, 149930.39017)",0.0,False,True,True,0,0,0,0,0,
"(-10311.60363, 149567.71383)","(-9976.24618, 149694.22161)",0.0,False,False,True,0,0,0,0,0,
"(-10311.60363, 149567.71383)","(-9916.47948, 149638.33261)",0.0,False,False,True,0,0,0,0,0,
"(-10311.60363, 149567.71383)","(-10484.22468, 149388.86291)",0.0,False,False,True,0,0,0,0,0,
"(-10311.60363, 149567.71383)","(-10647.58738, 149585.06161)",0.0,False,False,True,0,0,0,0,0,
"(-10311.60363, 149567.71383)","(-10221.08298, 149763.32911)",0.0,False,False,True,0,0,0,0,0,
"(-10311.60363, 149567.71383)","(-9929.14039, 149632.91781)",0.0,False,True,True,0,0,0,0,0,
"(-10311.60363, 149567.71383)","(-10000.61717, 149694.17443)",0.0,False,True,True,0,0,0,0,0,
"(-10550.31738, 149192.29331)","(-10549.45308, 149195.18991)",0.004540701331202896,False,False,False,22,8,33,8,16,"[(-10548.65438, 149192.43121)]"
"(-10550.31738, 149192.29331)","(-10813.89218, 149145.27901)",0.26947561095659706,False,False,False,1302,507,1954,507,976,"[(-10644.19288, 149184.51281), (-10722.38038, 149176.45541)]"
"(-10550.31738, 149192.29331)","(-10785.33388, 149058.03671)",0.9620675116355892,False,False,False,4647,1809,6973,1809,3487,"[(-10500.18948, 149139.69061), (-10428.60378, 149117.18411), (-10408.74968, 149060.67031)]"
"(-10550.31738, 149192.29331)","(-10343.70484, 148954.31332)",0.0,False,False,True,0,0,0,0,0,
"(-10550.31738, 149192.29331)","(-10580.86941, 149071.25589)",0.0,False,False,True,0,0,0,0,0,
"(-10484.22468, 149388.86291)","(-10549.45308, 149195.18991)",0.21771736612059445,False,False,False,1052,409,1578,409,789,"[(-10560.79608, 149234.36651), (-10522.44198, 149290.92961), (-10493.20238, 149336.44421), (-10481.60808, 149384.23781)]"
"(-10484.22468, 149388.86291)","(-9929.14039, 149632.91781)",0.6597774685197623,False,True,False,3187,1240,4781,1240,2391,"[(-10454.91868, 149425.39681), (-10407.27678, 149467.65811)]"
"(-10484.22468, 149388.86291)","(-10647.58738, 149585.06161)",0.5043589084564275,False,False,False,2433,945,3656,945,1827,"[(-10496.65038, 149410.82721), (-10498.46488, 149409.09511), (-10500.90558, 149413.40951)]"
"(-10484.22468, 149388.86291)","(-10149.97515, 149373.88976)",0.0,False,False,True,0,0,0,0,0,
"(-10484.22468, 149388.86291)","(-10311.60363, 149567.71383)",0.0,False,False,True,0,0,0,0,0,
"(-10846.22164, 147971.81262)","(-10711.75118, 148144.70891)",0.3883266054945344,False,True,False,1877,731,2814,731,1407,"[(-10708.26868, 148142.16581)]"
"(-10846.22164, 147971.81262)","(-10851.11889, 147954.5689)",0.021035970043966352,False,True,False,102,39,152,39,76,"[(-10854.08248, 147964.26271)]"
"(-10846.22164, 147971.81262)","(-10655.17557, 147943.26206)",0.0,False,True,True,0,0,0,0,0,
"(-9834.20877, 148845.28085)","(-9851.55108, 148828.14211)",0.024382209188761418,23.9191,True,False,118,46,177,46,88,
"(-9834.20877, 148845.28085)","(-9744.03568, 148959.42181)",0.14642419034334997,False,True,False,707,275,1061,275,530,"[(-9785.62868, 148893.29091)]"
"(-9834.20877, 148845.28085)","(-9788.53268, 148838.6824)",0.0,False,True,True,0,0,0,0,0,
