"Source(x,y)","Target(x,y)",edgelength,slope,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,removed_nodes
"(-10299.96506, 150230.19274)","(-10289.87348, 150228.08091)",0.010310180058822576,15.9324,True,False,50,19,75,19,37,
"(-10299.96506, 150230.19274)","(-10427.97478, 150424.28671)",0.2623197409789674,False,True,False,1268,493,1900,493,951,"[(-10435.95128, 150369.62321), (-10416.42168, 150319.02051), (-10352.92158, 150261.47361)]"
"(-10299.96506, 150230.19274)","(-10624.90433, 150233.62028)",0.0,False,True,True,0,0,0,0,0,
"(-9897.69168, 150484.64831)","(-10289.87348, 150228.08091)",0.6179231907258641,False,False,False,2984,1161,4478,1161,2239,"[(-10284.58178, 150235.48921), (-10247.54008, 150264.06421), (-10222.13998, 150321.21441), (-10212.42188, 150389.66871), (-10201.72398, 150386.80281), (-10198.28948, 150423.98831), (-10189.59318, 150490.31971), (-10120.92688, 150523.84591), (-10068.12958, 150545.78041), (-9988.57688, 150511.00511)]"
"(-9897.69168, 150484.64831)","(-9930.49008, 150259.04581)",0.543867867138763,False,False,False,2627,1022,3941,1022,1971,"[(-9859.28658, 150296.03861), (-9799.63428, 150290.82181), (-9751.77888, 150291.30881), (-9781.91218, 150356.76081), (-9716.63368, 150384.95671), (-9770.99048, 150441.06681), (-9831.18668, 150454.98061)]"
"(-9897.69168, 150484.64831)","(-9875.59603, 150505.94866)",0.030690758528344998,23.7919,True,False,148,58,222,58,111,
"(-9897.69168, 150484.64831)","(-9757.85286, 150315.83682)",0.0,False,False,True,0,0,0,0,0,
"(-9897.69168, 150484.64831)","(-10027.86364, 150363.3928)",0.0,False,False,True,0,0,0,0,0,
"(-10624.90433, 150233.62028)","(-10289.87348, 150228.08091)",0.0,False,False,True,0,0,0,0,0,
"(-10624.90433, 150233.62028)","(-10427.97478, 150424.28671)",0.0,False,False,True,0,0,0,0,0,
"(-10624.90433, 150233.62028)","(-10766.09178, 150093.78201)",0.0,False,False,True,0,0,0,0,0,
"(-10624.90433, 150233.62028)","(-10308.00978, 150027.72871)",0.0,False,False,True,0,0,0,0,0,
"(-10624.90433, 150233.62028)","(-11028.98928, 150143.19561)",0.0,False,False,True,0,0,0,0,0,
"(-10624.90433, 150233.62028)","(-10262.31898, 150158.54881)",0.0,False,False,True,0,0,0,0,0,
"(-10624.90433, 150233.62028)","(-11021.07831, 150157.48684)",0.0,False,True,True,0,0,0,0,0,
"(-10624.90433, 150233.62028)","(-11001.19171, 150193.41214)",0.0,False,True,True,0,0,0,0,0,
"(-10624.90433, 150233.62028)","(-10836.19272, 150318.3575)",0.0,False,True,True,0,0,0,0,0,
"(-10624.90433, 150233.62028)","(-11038.4333, 150153.40613)",0.0,False,True,True,0,0,0,0,0,
"(-10624.90433, 150233.62028)","(-10299.96506, 150230.19274)",0.0,False,True,True,0,0,0,0,0,
"(-10027.86364, 150363.3928)","(-10289.87348, 150228.08091)",0.0,False,False,True,0,0,0,0,0,
"(-10027.86364, 150363.3928)","(-9930.49008, 150259.04581)",0.0,False,False,True,0,0,0,0,0,
"(-10027.86364, 150363.3928)","(-9897.69168, 150484.64831)",0.0,False,False,True,0,0,0,0,0,
"(-10027.86364, 150363.3928)","(-10262.31898, 150158.54881)",0.0,False,False,True,0,0,0,0,0,
"(-10711.75118, 148144.70891)","(-10984.31908, 148319.69011)",0.36837401449911533,False,True,False,2768,989,4153,989,2075,"[(-10927.12458, 148303.74041), (-10878.82748, 148309.97721), (-10829.51808, 148288.35361), (-10767.14118, 148253.90221), (-10767.12388, 148253.66071), (-10762.88598, 148251.32001), (-10757.64858, 148178.22461)]"
"(-10711.75118, 148144.70891)","(-10846.22164, 147971.81262)",0.3883266054945344,False,True,False,1877,731,2814,731,1407,"[(-10708.26868, 148142.16581)]"
"(-10711.75118, 148144.70891)","(-10493.83028, 147958.00721)",0.5377034283656972,False,False,False,4041,1444,6061,1444,3029,"[(-10488.59448, 148229.23491), (-10580.35028, 148177.04571), (-10635.99598, 148140.87121), (-10490.89558, 148149.57651)]"
"(-10711.75118, 148144.70891)","(-10655.17557, 147943.26206)",0.0,False,False,True,0,0,0,0,0,
"(-10711.75118, 148144.70891)","(-10629.23877, 148284.67724)",0.0,False,False,True,0,0,0,0,0,
"(-9930.49008, 150259.04581)","(-10308.00978, 150027.72871)",0.4580712376400755,False,True,False,2213,861,3317,861,1661,"[(-10034.80758, 150138.77411), (-9981.54038, 150198.42031), (-10085.35118, 150101.45111)]"
"(-9930.49008, 150259.04581)","(-9783.36978, 150083.96631)",0.28341774211351567,False,False,False,1370,531,2053,531,1027,"[(-9874.10408, 150229.04401), (-9881.12688, 150169.67941), (-9883.46388, 150121.57061), (-9838.77728, 150087.70511)]"
"(-9930.49008, 150259.04581)","(-10262.31898, 150158.54881)",0.3656145607919845,False,False,False,1766,686,2650,686,1324,"[(-9993.04548, 150269.79891), (-10055.39618, 150267.34101), (-10128.59858, 150200.15801), (-10194.26958, 150174.61531)]"
"(-9930.49008, 150259.04581)","(-9897.69168, 150484.64831)",0.543867867138763,False,False,False,2627,1022,3941,1022,1971,"[(-9859.28658, 150296.03861), (-9799.63428, 150290.82181), (-9751.77888, 150291.30881), (-9781.91218, 150356.76081), (-9716.63368, 150384.95671), (-9770.99048, 150441.06681), (-9831.18668, 150454.98061)]"
"(-9930.49008, 150259.04581)","(-10030.8537, 149930.39017)",0.0,False,False,True,0,0,0,0,0,
"(-9930.49008, 150259.04581)","(-10123.71377, 150155.0526)",0.0,False,False,True,0,0,0,0,0,
"(-9930.49008, 150259.04581)","(-9757.85286, 150315.83682)",0.0,False,False,True,0,0,0,0,0,
"(-9930.49008, 150259.04581)","(-10027.86364, 150363.3928)",0.0,False,False,True,0,0,0,0,0,
"(-10308.00978, 150027.72871)","(-9930.49008, 150259.04581)",0.4580712376400755,False,True,False,2213,861,3317,861,1661,"[(-10034.80758, 150138.77411), (-9981.54038, 150198.42031), (-10085.35118, 150101.45111)]"
"(-10308.00978, 150027.72871)","(-10766.09178, 150093.78201)",0.5007844180632008,False,True,False,2420,940,3630,940,1813,"[(-10588.86958, 150093.11761), (-10674.88268, 150119.77521), (-10511.42878, 150065.86281)]"
"(-10308.00978, 150027.72871)","(-10262.31898, 150158.54881)",0.13940879749229063,False,True,False,674,262,1010,262,505,"[(-10276.51748, 150094.78271)]"
"(-10308.00978, 150027.72871)","(-10269.17415, 149957.4208)",0.0898712971282093,False,True,False,434,169,651,169,325,"[(-10260.60268, 149968.31281)]"
"(-10308.00978, 150027.72871)","(-10647.74568, 149848.54741)",0.0,False,False,True,0,0,0,0,0,
"(-10308.00978, 150027.72871)","(-10030.8537, 149930.39017)",0.0,False,False,True,0,0,0,0,0,
"(-10308.00978, 150027.72871)","(-10123.71377, 150155.0526)",0.0,False,False,True,0,0,0,0,0,
"(-10308.00978, 150027.72871)","(-10624.90433, 150233.62028)",0.0,False,False,True,0,0,0,0,0,
"(-9783.36978, 150083.96631)","(-9930.49008, 150259.04581)",0.28341774211351567,False,False,False,1370,531,2053,531,1027,"[(-9874.10408, 150229.04401), (-9881.12688, 150169.67941), (-9883.46388, 150121.57061), (-9838.77728, 150087.70511)]"
"(-9783.36978, 150083.96631)","(-9616.84428, 150346.57021)",0.351797266858594,False,False,False,1699,660,2550,660,1274,"[(-9677.62858, 150305.85661), (-9712.25028, 150244.92511), (-9710.89368, 150187.79991), (-9732.30098, 150137.73441), (-9779.68138, 150133.19651)]"
"(-9783.36978, 150083.96631)","(-9771.65944, 149896.3741)",0.2812108833185226,False,True,False,1358,528,2038,528,1019,"[(-9824.15848, 150034.49591), (-9775.78998, 150010.84161)]"
"(-9783.36978, 150083.96631)","(-10030.8537, 149930.39017)",0.0,False,False,True,0,0,0,0,0,
"(-9783.36978, 150083.96631)","(-9659.64489, 149999.23651)",0.0,False,False,True,0,0,0,0,0,
"(-9783.36978, 150083.96631)","(-9757.85286, 150315.83682)",0.0,False,False,True,0,0,0,0,0,
"(-10030.8537, 149930.39017)","(-9930.49008, 150259.04581)",0.0,False,False,True,0,0,0,0,0,
"(-10030.8537, 149930.39017)","(-9769.00308, 149882.78441)",0.0,False,False,True,0,0,0,0,0,
"(-10030.8537, 149930.39017)","(-9976.24618, 149694.22161)",0.0,False,False,True,0,0,0,0,0,
"(-10030.8537, 149930.39017)","(-9783.36978, 150083.96631)",0.0,False,False,True,0,0,0,0,0,
"(-10030.8537, 149930.39017)","(-10319.05108, 149890.84211)",0.0,False,False,True,0,0,0,0,0,
"(-10030.8537, 149930.39017)","(-10221.08298, 149763.32911)",0.0,False,False,True,0,0,0,0,0,
"(-10030.8537, 149930.39017)","(-10308.00978, 150027.72871)",0.0,False,False,True,0,0,0,0,0,
"(-10030.8537, 149930.39017)","(-10000.61717, 149694.17443)",0.0,False,True,True,0,0,0,0,0,
"(-10030.8537, 149930.39017)","(-10269.17415, 149957.4208)",0.0,False,True,True,0,0,0,0,0,
"(-10030.8537, 149930.39017)","(-9771.65944, 149896.3741)",0.0,False,True,True,0,0,0,0,0,
"(-10123.71377, 150155.0526)","(-9930.49008, 150259.04581)",0.0,False,False,True,0,0,0,0,0,
"(-10123.71377, 150155.0526)","(-10308.00978, 150027.72871)",0.0,False,False,True,0,0,0,0,0,
"(-10123.71377, 150155.0526)","(-10262.31898, 150158.54881)",0.0,False,False,True,0,0,0,0,0,
"(-9757.85286, 150315.83682)","(-9930.49008, 150259.04581)",0.0,False,False,True,0,0,0,0,0,
"(-9757.85286, 150315.83682)","(-9616.84428, 150346.57021)",0.0,False,False,True,0,0,0,0,0,
"(-9757.85286, 150315.83682)","(-9897.69168, 150484.64831)",0.0,False,False,True,0,0,0,0,0,
"(-9757.85286, 150315.83682)","(-9783.36978, 150083.96631)",0.0,False,False,True,0,0,0,0,0,
"(-9757.85286, 150315.83682)","(-9596.25262, 150398.68877)",0.0,False,True,True,0,0,0,0,0,
"(-9757.85286, 150315.83682)","(-9783.32481, 150505.42656)",0.0,False,True,True,0,0,0,0,0,
"(-9757.85286, 150315.83682)","(-9689.51238, 150497.98568)",0.0,False,True,True,0,0,0,0,0,
"(-9757.85286, 150315.83682)","(-9675.10843, 150491.81272)",0.0,False,True,True,0,0,0,0,0,
"(-9757.85286, 150315.83682)","(-9605.84187, 150449.7965)",0.0,False,True,True,0,0,0,0,0,
"(-9757.85286, 150315.83682)","(-9875.59603, 150505.94866)",0.0,False,True,True,0,0,0,0,0,
"(-9934.28428, 148797.83501)","(-9886.92727, 148759.42132)",0.06179655673754664,False,True,False,299,116,448,116,224,"[(-9893.55318, 148769.93071)]"
"(-9934.28428, 148797.83501)","(-9837.32306, 148579.28166)",0.48884483154063635,False,True,False,2361,919,3542,919,1772,"[(-9988.77598, 148809.49561), (-10030.56108, 148784.87751), (-9992.35708, 148723.63311)]"
"(-9934.28428, 148797.83501)","(-9851.55108, 148828.14211)",0.0881096061317971,False,False,False,426,166,640,166,319,"[(-9908.42178, 148807.30901), (-9883.97598, 148816.26401), (-9857.99198, 148825.78261)]"
"(-9934.28428, 148797.83501)","(-9724.1433, 148608.97065)",0.0,False,False,True,0,0,0,0,0,
"(-9934.28428, 148797.83501)","(-10082.58048, 148642.27232)",0.0,False,False,True,0,0,0,0,0,
"(-9934.28428, 148797.83501)","(-9788.53268, 148838.6824)",0.0,False,False,True,0,0,0,0,0,
"(-9886.92727, 148759.42132)","(-9934.28428, 148797.83501)",0.06179655673754664,False,True,False,299,116,448,116,224,"[(-9893.55318, 148769.93071)]"
"(-9886.92727, 148759.42132)","(-9829.14738, 148672.75791)",0.10418911772561618,False,True,False,502,195,755,195,378,"[(-9844.74378, 148695.03351), (-9860.70768, 148717.83431)]"
"(-9886.92727, 148759.42132)","(-9724.1433, 148608.97065)",0.0,False,True,True,0,0,0,0,0,
"(-9886.92727, 148759.42132)","(-9788.53268, 148838.6824)",0.0,False,True,True,0,0,0,0,0,
"(-9837.32306, 148579.28166)","(-9934.28428, 148797.83501)",0.48884483154063635,False,True,False,2361,919,3542,919,1772,"[(-9988.77598, 148809.49561), (-10030.56108, 148784.87751), (-9992.35708, 148723.63311)]"
"(-9837.32306, 148579.28166)","(-9738.80558, 148537.42421)",0.1330222590525011,False,True,False,642,250,963,250,482,"[(-9814.03458, 148574.01041)]"
"(-9837.32306, 148579.28166)","(-9724.1433, 148608.97065)",0.0,False,True,True,0,0,0,0,0,
"(-9837.32306, 148579.28166)","(-10082.58048, 148642.27232)",0.0,False,True,True,0,0,0,0,0,
"(-9851.55108, 148828.14211)","(-9934.28428, 148797.83501)",0.0881096061317971,False,False,False,426,166,640,166,319,"[(-9908.42178, 148807.30901), (-9883.97598, 148816.26401), (-9857.99198, 148825.78261)]"
"(-9851.55108, 148828.14211)","(-9834.20877, 148845.28085)",0.024382209188761418,23.9191,True,False,118,46,177,46,88,
"(-9851.55108, 148828.14211)","(-10067.64118, 148962.60741)",0.2985799121807956,False,False,False,1442,561,2163,561,1082,"[(-9853.08178, 148880.30811), (-9971.56918, 148924.33941)]"
"(-9851.55108, 148828.14211)","(-10082.58048, 148642.27232)",0.0,False,False,True,0,0,0,0,0,
"(-9851.55108, 148828.14211)","(-9788.53268, 148838.6824)",0.0,False,False,True,0,0,0,0,0,
"(-9851.55108, 148828.14211)","(-9899.26926, 148998.0663)",0.0,False,False,True,0,0,0,0,0,
"(-9724.1433, 148608.97065)","(-9934.28428, 148797.83501)",0.0,False,False,True,0,0,0,0,0,
"(-9724.1433, 148608.97065)","(-9738.80558, 148537.42421)",0.0,False,False,True,0,0,0,0,0,
"(-9724.1433, 148608.97065)","(-9829.14738, 148672.75791)",0.0,False,False,True,0,0,0,0,0,
"(-9724.1433, 148608.97065)","(-9593.88298, 148433.50071)",0.0,False,False,True,0,0,0,0,0,
"(-9724.1433, 148608.97065)","(-9837.32306, 148579.28166)",0.0,False,True,True,0,0,0,0,0,
"(-9724.1433, 148608.97065)","(-9886.92727, 148759.42132)",0.0,False,True,True,0,0,0,0,0,
"(-9788.53268, 148838.6824)","(-9934.28428, 148797.83501)",0.0,False,False,True,0,0,0,0,0,
"(-9788.53268, 148838.6824)","(-9851.55108, 148828.14211)",0.0,False,False,True,0,0,0,0,0,
"(-9788.53268, 148838.6824)","(-9829.14738, 148672.75791)",0.0,False,False,True,0,0,0,0,0,
"(-9788.53268, 148838.6824)","(-9744.03568, 148959.42181)",0.0,False,False,True,0,0,0,0,0,
"(-9788.53268, 148838.6824)","(-9724.23318, 148977.57961)",0.0,False,False,True,0,0,0,0,0,
"(-9788.53268, 148838.6824)","(-9886.92727, 148759.42132)",0.0,False,True,True,0,0,0,0,0,
"(-9788.53268, 148838.6824)","(-9834.20877, 148845.28085)",0.0,False,True,True,0,0,0,0,0,
"(-11011.13478, 148955.24111)","(-11065.95717, 149039.52858)",0.10191406705923274,False,True,False,493,192,739,192,369,"[(-11039.19388, 149013.08631)]"
"(-11011.13478, 148955.24111)","(-11023.19668, 148833.16991)",0.12267180137809279,False,True,False,593,230,889,230,444,"[(-11016.17398, 148910.25951)]"
"(-11011.13478, 148955.24111)","(-11155.71115, 148986.00589)",0.0,False,False,True,0,0,0,0,0,
"(-11065.95717, 149039.52858)","(-11011.13478, 148955.24111)",0.10191406705923274,False,True,False,493,192,739,192,369,"[(-11039.19388, 149013.08631)]"
"(-11065.95717, 149039.52858)","(-11109.99465, 149117.69956)",0.10049260246337378,False,True,False,486,188,728,188,364,"[(-11083.91298, 149057.26901)]"
"(-11065.95717, 149039.52858)","(-11155.71115, 148986.00589)",0.0,False,True,True,0,0,0,0,0,
"(-11023.19668, 148833.16991)","(-11011.13478, 148955.24111)",0.12267180137809279,False,True,False,593,230,889,230,444,"[(-11016.17398, 148910.25951)]"
"(-11023.19668, 148833.16991)","(-10927.57758, 148891.05861)",0.12945982891673435,False,False,False,973,347,1458,347,730,"[(-11018.22938, 148838.39271), (-11018.94038, 148830.58791)]"
"(-11023.19668, 148833.16991)","(-11146.1269, 148608.9421)",0.35804321783989634,False,True,False,1730,672,2595,672,1297,"[(-11035.44778, 148782.20731), (-11056.66798, 148669.16991)]"
"(-11023.19668, 148833.16991)","(-11219.19702, 148568.94444)",0.0,False,False,True,0,0,0,0,0,
"(-11023.19668, 148833.16991)","(-11155.71115, 148986.00589)",0.0,False,False,True,0,0,0,0,0,
"(-11155.71115, 148986.00589)","(-11011.13478, 148955.24111)",0.0,False,False,True,0,0,0,0,0,
"(-11155.71115, 148986.00589)","(-11359.72198, 149209.62011)",0.0,False,False,True,0,0,0,0,0,
"(-11155.71115, 148986.00589)","(-11160.22148, 148656.33911)",0.0,False,False,True,0,0,0,0,0,
"(-11155.71115, 148986.00589)","(-11264.15808, 149295.57451)",0.0,False,False,True,0,0,0,0,0,
"(-11155.71115, 148986.00589)","(-11161.54878, 148739.31241)",0.0,False,False,True,0,0,0,0,0,
"(-11155.71115, 148986.00589)","(-11023.19668, 148833.16991)",0.0,False,False,True,0,0,0,0,0,
"(-11155.71115, 148986.00589)","(-11148.38727, 148616.54323)",0.0,False,True,True,0,0,0,0,0,
"(-11155.71115, 148986.00589)","(-11152.51337, 148630.41842)",0.0,False,True,True,0,0,0,0,0,
"(-11155.71115, 148986.00589)","(-11146.1269, 148608.9421)",0.0,False,True,True,0,0,0,0,0,
"(-11155.71115, 148986.00589)","(-11127.0198, 149208.85449)",0.0,False,True,True,0,0,0,0,0,
"(-11155.71115, 148986.00589)","(-11109.99465, 149117.69956)",0.0,False,True,True,0,0,0,0,0,
"(-11155.71115, 148986.00589)","(-11065.95717, 149039.52858)",0.0,False,True,True,0,0,0,0,0,
"(-9769.00308, 149882.78441)","(-9771.65944, 149896.3741)",0.013846874114597714,23.7919,True,False,67,26,100,26,50,
"(-9769.00308, 149882.78441)","(-9753.58756, 149871.53507)",0.01908365550164777,23.7919,True,False,92,36,138,36,69,
"(-9769.00308, 149882.78441)","(-9976.24618, 149694.22161)",0.45779482388191717,False,False,False,2212,859,3317,859,1659,"[(-9788.17138, 149835.90851), (-9858.10618, 149777.67771), (-9986.47948, 149840.07741), (-10023.80438, 149777.31981)]"
"(-9769.00308, 149882.78441)","(-9814.72541, 149707.54588)",0.0,False,False,True,0,0,0,0,0,
"(-9769.00308, 149882.78441)","(-10030.8537, 149930.39017)",0.0,False,False,True,0,0,0,0,0,
"(-9769.00308, 149882.78441)","(-9659.64489, 149999.23651)",0.0,False,False,True,0,0,0,0,0,
"(-9771.65944, 149896.3741)","(-9769.00308, 149882.78441)",0.013846874114597714,23.7919,True,False,67,26,100,26,50,
"(-9771.65944, 149896.3741)","(-9783.36978, 150083.96631)",0.2812108833185226,False,True,False,1358,528,2038,528,1019,"[(-9824.15848, 150034.49591), (-9775.78998, 150010.84161)]"
"(-9771.65944, 149896.3741)","(-10030.8537, 149930.39017)",0.0,False,True,True,0,0,0,0,0,
"(-9771.65944, 149896.3741)","(-9659.64489, 149999.23651)",0.0,False,True,True,0,0,0,0,0,
"(-9753.58756, 149871.53507)","(-9769.00308, 149882.78441)",0.01908365550164777,23.7919,True,False,92,36,138,36,69,
"(-9753.58756, 149871.53507)","(-9616.60468, 149684.09891)",0.2338313381812523,False,True,False,1130,439,1694,439,848,"[(-9732.92688, 149856.45811)]"
"(-9753.58756, 149871.53507)","(-9814.72541, 149707.54588)",0.0,False,True,True,0,0,0,0,0,
"(-9753.58756, 149871.53507)","(-9659.64489, 149999.23651)",0.0,False,True,True,0,0,0,0,0,
"(-9976.24618, 149694.22161)","(-9769.00308, 149882.78441)",0.45779482388191717,False,False,False,2212,859,3317,859,1659,"[(-9788.17138, 149835.90851), (-9858.10618, 149777.67771), (-9986.47948, 149840.07741), (-10023.80438, 149777.31981)]"
"(-9976.24618, 149694.22161)","(-9916.47948, 149638.33261)",0.08182688280687174,23.0181,False,False,395,154,593,154,296,
"(-9976.24618, 149694.22161)","(-10000.61717, 149694.17443)",0.024371035668031674,18.2227,True,False,118,46,177,46,88,
"(-9976.24618, 149694.22161)","(-10311.60363, 149567.71383)",0.0,False,False,True,0,0,0,0,0,
"(-9976.24618, 149694.22161)","(-9814.72541, 149707.54588)",0.0,False,False,True,0,0,0,0,0,
"(-9976.24618, 149694.22161)","(-10030.8537, 149930.39017)",0.0,False,False,True,0,0,0,0,0,
"(-9814.72541, 149707.54588)","(-9769.00308, 149882.78441)",0.0,False,False,True,0,0,0,0,0,
"(-9814.72541, 149707.54588)","(-9976.24618, 149694.22161)",0.0,False,False,True,0,0,0,0,0,
"(-9814.72541, 149707.54588)","(-9916.47948, 149638.33261)",0.0,False,False,True,0,0,0,0,0,
"(-9814.72541, 149707.54588)","(-9840.89568, 149535.23461)",0.0,False,False,True,0,0,0,0,0,
"(-9814.72541, 149707.54588)","(-9666.16068, 149620.78621)",0.0,False,False,True,0,0,0,0,0,
"(-9814.72541, 149707.54588)","(-9616.60468, 149684.09891)",0.0,False,False,True,0,0,0,0,0,
"(-9814.72541, 149707.54588)","(-9850.83509, 149543.57647)",0.0,False,True,True,0,0,0,0,0,
"(-9814.72541, 149707.54588)","(-9753.58756, 149871.53507)",0.0,False,True,True,0,0,0,0,0,
"(-9659.64489, 149999.23651)","(-9769.00308, 149882.78441)",0.0,False,False,True,0,0,0,0,0,
"(-9659.64489, 149999.23651)","(-9616.84428, 150346.57021)",0.0,False,False,True,0,0,0,0,0,
"(-9659.64489, 149999.23651)","(-9555.91718, 150021.23041)",0.0,False,False,True,0,0,0,0,0,
"(-9659.64489, 149999.23651)","(-9783.36978, 150083.96631)",0.0,False,False,True,0,0,0,0,0,
"(-9659.64489, 149999.23651)","(-9616.60468, 149684.09891)",0.0,False,False,True,0,0,0,0,0,
"(-9659.64489, 149999.23651)","(-9753.58756, 149871.53507)",0.0,False,True,True,0,0,0,0,0,
"(-9659.64489, 149999.23651)","(-9771.65944, 149896.3741)",0.0,False,True,True,0,0,0,0,0,
"(-10682.58678, 147682.68901)","(-10737.26558, 147661.30971)",0.058709842768738425,20.4543,True,False,284,110,425,110,213,
"(-10682.58678, 147682.68901)","(-10663.97295, 147675.91237)",0.019809026148664147,23.9191,True,False,96,37,144,37,72,
"(-10682.58678, 147682.68901)","(-10493.83028, 147958.00721)",0.3889757657709801,False,True,False,1880,732,2818,732,1410,"[(-10673.55978, 147746.81541), (-10632.62018, 147781.66341), (-10573.24348, 147781.34821), (-10537.28528, 147857.79981), (-10518.43158, 147958.03181)]"
"(-10682.58678, 147682.68901)","(-10655.17557, 147943.26206)",0.0,False,False,True,0,0,0,0,0,
"(-10682.58678, 147682.68901)","(-10067.24305, 148028.80374)",0.0,False,False,True,0,0,0,0,0,
"(-10737.26558, 147661.30971)","(-10682.58678, 147682.68901)",0.058709842768738425,20.4543,True,False,284,110,425,110,213,
"(-10737.26558, 147661.30971)","(-10786.20101, 147824.03655)",0.18987378273356353,False,True,False,918,356,1375,356,689,"[(-10782.31208, 147778.74201)]"
"(-10737.26558, 147661.30971)","(-10655.17557, 147943.26206)",0.0,False,False,True,0,0,0,0,0,
"(-10663.97295, 147675.91237)","(-10682.58678, 147682.68901)",0.019809026148664147,23.9191,True,False,96,37,144,37,72,
"(-10663.97295, 147675.91237)","(-10614.80738, 147658.01291)",0.05232249938331466,23.9191,True,False,253,98,379,98,190,
"(-10663.97295, 147675.91237)","(-10067.24305, 148028.80374)",0.0,False,True,True,0,0,0,0,0,
"(-10493.83028, 147958.00721)","(-10682.58678, 147682.68901)",0.3889757657709801,False,True,False,1880,732,2818,732,1410,"[(-10673.55978, 147746.81541), (-10632.62018, 147781.66341), (-10573.24348, 147781.34821), (-10537.28528, 147857.79981), (-10518.43158, 147958.03181)]"
"(-10493.83028, 147958.00721)","(-10711.75118, 148144.70891)",0.5377034283656972,False,False,False,4041,1444,6061,1444,3029,"[(-10488.59448, 148229.23491), (-10580.35028, 148177.04571), (-10635.99598, 148140.87121), (-10490.89558, 148149.57651)]"
"(-10493.83028, 147958.00721)","(-10394.26358, 148043.47361)",0.13148027515112276,False,False,False,988,353,1482,353,741,"[(-10445.20518, 147994.28781)]"
"(-10493.83028, 147958.00721)","(-10655.17557, 147943.26206)",0.0,False,False,True,0,0,0,0,0,
"(-10493.83028, 147958.00721)","(-10067.24305, 148028.80374)",0.0,False,False,True,0,0,0,0,0,
"(-10493.83028, 147958.00721)","(-10629.23877, 148284.67724)",0.0,False,False,True,0,0,0,0,0,
"(-10655.17557, 147943.26206)","(-10682.58678, 147682.68901)",0.0,False,False,True,0,0,0,0,0,
"(-10655.17557, 147943.26206)","(-10711.75118, 148144.70891)",0.0,False,False,True,0,0,0,0,0,
"(-10655.17557, 147943.26206)","(-10493.83028, 147958.00721)",0.0,False,False,True,0,0,0,0,0,
"(-10655.17557, 147943.26206)","(-10737.26558, 147661.30971)",0.0,False,False,True,0,0,0,0,0,
"(-10655.17557, 147943.26206)","(-10786.20101, 147824.03655)",0.0,False,True,True,0,0,0,0,0,
"(-10655.17557, 147943.26206)","(-10851.11889, 147954.5689)",0.0,False,True,True,0,0,0,0,0,
"(-10655.17557, 147943.26206)","(-10786.98531, 147833.17134)",0.0,False,True,True,0,0,0,0,0,
"(-10655.17557, 147943.26206)","(-10846.22164, 147971.81262)",0.0,False,True,True,0,0,0,0,0,
"(-10067.24305, 148028.80374)","(-10682.58678, 147682.68901)",0.0,False,False,True,0,0,0,0,0,
"(-10067.24305, 148028.80374)","(-9789.53378, 148484.73641)",0.0,False,False,True,0,0,0,0,0,
"(-10067.24305, 148028.80374)","(-10052.42778, 148364.57841)",0.0,False,False,True,0,0,0,0,0,
"(-10067.24305, 148028.80374)","(-10493.83028, 147958.00721)",0.0,False,False,True,0,0,0,0,0,
"(-10067.24305, 148028.80374)","(-10394.26358, 148043.47361)",0.0,False,False,True,0,0,0,0,0,
"(-10067.24305, 148028.80374)","(-10614.80738, 147658.01291)",0.0,False,False,True,0,0,0,0,0,
"(-10067.24305, 148028.80374)","(-9801.10198, 148388.50241)",0.0,False,False,True,0,0,0,0,0,
"(-10067.24305, 148028.80374)","(-10109.42898, 147891.14591)",0.0,False,False,True,0,0,0,0,0,
"(-10067.24305, 148028.80374)","(-10057.25076, 148338.88572)",0.0,False,True,True,0,0,0,0,0,
"(-10067.24305, 148028.80374)","(-10224.00658, 148124.76855)",0.0,False,True,True,0,0,0,0,0,
"(-10067.24305, 148028.80374)","(-9824.62005, 148522.68223)",0.0,False,True,True,0,0,0,0,0,
"(-10067.24305, 148028.80374)","(-10548.32915, 147694.4533)",0.0,False,True,True,0,0,0,0,0,
"(-10067.24305, 148028.80374)","(-10663.97295, 147675.91237)",0.0,False,True,True,0,0,0,0,0,
"(-9616.84428, 150346.57021)","(-9596.25262, 150398.68877)",0.05603892181358841,23.7919,True,False,271,105,406,105,203,
"(-9616.84428, 150346.57021)","(-9555.91718, 150021.23041)",0.41854564736116345,False,False,False,2021,786,3033,786,1517,"[(-9623.74458, 150265.13181), (-9584.58478, 150211.06351), (-9617.01088, 150082.24761)]"
"(-9616.84428, 150346.57021)","(-9783.36978, 150083.96631)",0.351797266858594,False,False,False,1699,660,2550,660,1274,"[(-9677.62858, 150305.85661), (-9712.25028, 150244.92511), (-9710.89368, 150187.79991), (-9732.30098, 150137.73441), (-9779.68138, 150133.19651)]"
"(-9616.84428, 150346.57021)","(-9659.64489, 149999.23651)",0.0,False,False,True,0,0,0,0,0,
"(-9616.84428, 150346.57021)","(-9757.85286, 150315.83682)",0.0,False,False,True,0,0,0,0,0,
"(-9596.25262, 150398.68877)","(-9616.84428, 150346.57021)",0.05603892181358841,23.7919,True,False,271,105,406,105,203,
"(-9596.25262, 150398.68877)","(-9605.84187, 150449.7965)",0.05435930706560523,False,True,False,263,102,394,102,197,"[(-9591.79762, 150409.96462)]"
