"Source(x,y)","Target(x,y)"
"(-11026.54518, 148347.23531)","(-11022.28918, 148344.65331)"
"(-10394.26358, 148043.47361)","(-11022.28918, 148344.65331)"
"(-10757.88838, 149685.10541)","(-10831.58248, 149530.59371)"
"(-10658.01548, 149547.52701)","(-10831.58248, 149530.59371)"
"(-10793.02358, 149833.15541)","(-10831.58248, 149530.59371)"
"(-10757.8104, 149589.30114)","(-10831.58248, 149530.59371)"
"(-10539.29848, 148693.46491)","(-10479.26608, 148736.35071)"
"(-10554.96288, 148809.15251)","(-10479.26608, 148736.35071)"
"(-10067.64118, 148962.60741)","(-10479.26608, 148736.35071)"
"(-10343.70484, 148954.31333)","(-10479.26608, 148736.35071)"
"(-10787.56976, 148770.65187)","(-10479.26608, 148736.35071)"
"(-10012.02228, 149237.86841)","(-10285.51438, 149182.43681)"
"(-10549.45308, 149195.18991)","(-10285.51438, 149182.43681)"
"(-10037.13358, 149254.05121)","(-10285.51438, 149182.43681)"
"(-10343.70484, 148954.31333)","(-10285.51438, 149182.43681)"
"(-10133.71549, 149147.44965)","(-10285.51438, 149182.43681)"
"(-11026.54518, 148347.23531)","(-10979.90808, 148514.67611)"
"(-10502.55748, 148422.87531)","(-10979.90808, 148514.67611)"
"(-10810.04518, 148739.02791)","(-10979.90808, 148514.67611)"
"(-10715.51166, 148570.73658)","(-10979.90808, 148514.67611)"
"(-9850.83509, 149543.57647)","(-9696.70618, 149333.69741)"
"(-9799.49707, 149327.06965)","(-9696.70618, 149333.69741)"
"(-9768.74118, 149033.78711)","(-9696.70618, 149333.69741)"
"(-9916.47948, 149638.33261)","(-9976.24618, 149694.22161)"
"(-10000.61717, 149694.17443)","(-9976.24618, 149694.22161)"
"(-10308.00978, 150027.72871)","(-9976.24618, 149694.22161)"
"(-10550.31738, 149192.29331)","(-10549.45308, 149195.18991)"
"(-10484.22468, 149388.86291)","(-10549.45308, 149195.18991)"
"(-10343.70484, 148954.31333)","(-10549.45308, 149195.18991)"
"(-9834.20877, 148845.28085)","(-9851.55108, 148828.14211)"
"(-9837.32306, 148579.28166)","(-9851.55108, 148828.14211)"
"(-10067.64118, 148962.60741)","(-9851.55108, 148828.14211)"
"(-10810.04518, 148739.02791)","(-10927.57758, 148891.05861)"
"(-10554.96288, 148809.15251)","(-10927.57758, 148891.05861)"
"(-11146.12689, 148608.94205)","(-10927.57758, 148891.05861)"
"(-10787.56976, 148770.65187)","(-10927.57758, 148891.05861)"
"(-9956.90198, 149155.55691)","(-10067.64118, 148962.60741)"
"(-10343.70484, 148954.31333)","(-10067.64118, 148962.60741)"
"(-9929.14039, 149632.91781)","(-9916.47948, 149638.33261)"
"(-9850.83509, 149543.57647)","(-9916.47948, 149638.33261)"
"(-10408.74968, 149060.67031)","(-10550.31738, 149192.29331)"
"(-10785.33388, 149058.03671)","(-10550.31738, 149192.29331)"
"(-10343.70484, 148954.31333)","(-10550.31738, 149192.29331)"
"(-10502.55748, 148422.87531)","(-10539.29848, 148693.46491)"
"(-10810.04518, 148739.02791)","(-10539.29848, 148693.46491)"
"(-10052.42778, 148364.57841)","(-10539.29848, 148693.46491)"
"(-10787.56976, 148770.65187)","(-10539.29848, 148693.46491)"
"(-10715.51166, 148570.73658)","(-10539.29848, 148693.46491)"
"(-10785.33388, 149058.03671)","(-10408.74968, 149060.67031)"
"(-10343.70484, 148954.31333)","(-10408.74968, 149060.67031)"
"(-10037.13358, 149254.05121)","(-10012.02228, 149237.86841)"
"(-9956.90198, 149155.55691)","(-10012.02228, 149237.86841)"
"(-10343.70484, 148954.31333)","(-10012.02228, 149237.86841)"
"(-10133.71549, 149147.44965)","(-10012.02228, 149237.86841)"
"(-10647.58738, 149585.06161)","(-10658.01548, 149547.52701)"
"(-10757.88838, 149685.10541)","(-10658.01548, 149547.52701)"
"(-10465.0175, 149748.70067)","(-10658.01548, 149547.52701)"
"(-10757.8104, 149589.30114)","(-10658.01548, 149547.52701)"
"(-10057.25076, 148338.88572)","(-10052.42778, 148364.57841)"
"(-9824.62006, 148522.68223)","(-10052.42778, 148364.57841)"
"(-9938.65227, 149154.81321)","(-9956.90198, 149155.55691)"
"(-10343.70484, 148954.31333)","(-9956.90198, 149155.55691)"
"(-9929.14039, 149632.91781)","(-10484.22468, 149388.86291)"
"(-10647.58738, 149585.06161)","(-10484.22468, 149388.86291)"
"(-10787.56976, 148770.65187)","(-10810.04518, 148739.02791)"
"(-10715.51166, 148570.73658)","(-10810.04518, 148739.02791)"
"(-10785.33388, 149058.03671)","(-10554.96288, 148809.15251)"
"(-10343.70484, 148954.31333)","(-10554.96288, 148809.15251)"
"(-10787.56976, 148770.65187)","(-10554.96288, 148809.15251)"
"(-10343.70484, 148954.31333)","(-10785.33388, 149058.03671)"
"(-10319.05108, 149890.84211)","(-10757.88838, 149685.10541)"
"(-10465.0175, 149748.70067)","(-10757.88838, 149685.10541)"
"(-10757.8104, 149589.30114)","(-10757.88838, 149685.10541)"
"(-10502.55748, 148422.87531)","(-10394.26358, 148043.47361)"
"(-10224.00658, 148124.76855)","(-10394.26358, 148043.47361)"
"(-10221.08298, 149763.32911)","(-10319.05108, 149890.84211)"
"(-10269.17415, 149957.4208)","(-10319.05108, 149890.84211)"
"(-10465.0175, 149748.70067)","(-10319.05108, 149890.84211)"
"(-10221.08298, 149763.32911)","(-10647.58738, 149585.06161)"
"(-10465.0175, 149748.70067)","(-10647.58738, 149585.06161)"
"(-10000.61717, 149694.17443)","(-10221.08298, 149763.32911)"
"(-10465.0175, 149748.70067)","(-10221.08298, 149763.32911)"
"(-10715.51166, 148570.73658)","(-10502.55748, 148422.87531)"
"(-9799.49707, 149327.06965)","(-10037.13358, 149254.05121)"
"(-10133.71549, 149147.44965)","(-10037.13358, 149254.05121)"
"(-10788.47436, 149851.70648)","(-10308.00978, 150027.72871)"
"(-10269.17415, 149957.4208)","(-10308.00978, 150027.72871)"
"(-9834.20877, 148845.28085)","(-9768.74118, 149033.78711)"
"(-9938.65227, 149154.81321)","(-9768.74118, 149033.78711)"
"(-10788.47436, 149851.70648)","(-10793.02358, 149833.15541)"
"(-11055.12094, 148349.77048)","(-11026.54518, 148347.23531)"
"(-9824.62006, 148522.68223)","(-9837.32306, 148579.28166)"
"(-10224.00658, 148124.76855)","(-10057.25076, 148338.88572)"
"(-11146.12689, 148608.94205)","(-11055.12094, 148349.77048)"
