"Node1(x,y)","Node2(x,y)"
"(-10715.71718, 149508.70951)","(-10658.01548, 149547.52701)"
"(-10715.71718, 149508.70951)","(-10774.40958, 149554.47001)"
"(-10582.75968, 148396.43631)","(-10535.38318, 148380.51311)"
"(-10582.75968, 148396.43631)","(-10622.42538, 148415.17391)"
"(-10938.09858, 148571.74121)","(-10979.90808, 148514.67611)"
"(-10938.09858, 148571.74121)","(-10872.70108, 148609.81981)"
"(-9959.55818, 148629.86021)","(-9912.25858, 148665.20681)"
"(-9959.55818, 148629.86021)","(-9935.82548, 148581.81001)"
"(-10643.33158, 149582.47941)","(-10565.05268, 149531.82711)"
"(-10643.33158, 149582.47941)","(-10643.37208, 149582.33391)"
"(-10794.81428, 149785.96891)","(-10859.92278, 149743.70041)"
"(-10794.81428, 149785.96891)","(-10793.02358, 149833.15541)"
"(-10100.54258, 148422.49851)","(-10052.42778, 148364.57841)"
"(-10100.54258, 148422.49851)","(-10166.66088, 148441.49661)"
"(-9788.17138, 149835.90851)","(-9769.00308, 149882.78441)"
"(-9788.17138, 149835.90851)","(-9813.50368, 149795.65351)"
"(-9935.82548, 148581.81001)","(-9873.17198, 148587.39591)"
"(-9858.10618, 149777.67771)","(-9813.50368, 149795.65351)"
"(-9858.10618, 149777.67771)","(-9918.18178, 149807.23631)"
"(-9998.27248, 148386.68521)","(-9962.85548, 148424.73181)"
"(-9998.27248, 148386.68521)","(-10052.42778, 148364.57841)"
"(-9785.62868, 148893.29091)","(-9744.03568, 148959.42181)"
"(-9785.62868, 148893.29091)","(-9808.45268, 148870.73461)"
"(-10041.72098, 149050.92221)","(-10067.64118, 148962.60741)"
"(-10041.72098, 149050.92221)","(-10017.74898, 149089.39741)"
"(-10865.44928, 149622.66891)","(-10839.98038, 149623.25311)"
"(-10865.44928, 149622.66891)","(-10855.04178, 149569.03821)"
"(-10847.45748, 149453.33521)","(-10804.06578, 149470.26861)"
"(-10847.45748, 149453.33521)","(-10901.86168, 149460.65881)"
"(-11022.28918, 148344.65331)","(-10984.31908, 148319.69011)"
"(-11022.28918, 148344.65331)","(-11022.66908, 148344.68701)"
"(-9814.03458, 148574.01041)","(-9757.40768, 148585.33601)"
"(-9814.03458, 148574.01041)","(-9837.32306, 148579.28166)"
"(-10831.58248, 149530.59371)","(-10854.31468, 149567.84661)"
"(-10831.58248, 149530.59371)","(-10804.06578, 149470.26861)"
"(-10831.58248, 149530.59371)","(-10815.70738, 149525.30201)"
"(-11384.93538, 148424.61111)","(-11424.09378, 148468.00291)"
"(-11384.93538, 148424.61111)","(-11408.21878, 148393.91941)"
"(-9836.30348, 149472.82201)","(-9840.89568, 149535.23461)"
"(-9836.30348, 149472.82201)","(-9791.66758, 149418.56961)"
"(-10603.89118, 148855.60571)","(-10553.00638, 148808.78091)"
"(-10603.89118, 148855.60571)","(-10682.12578, 148906.65481)"
"(-10633.41238, 148992.74891)","(-10586.44028, 148979.50231)"
"(-10633.41238, 148992.74891)","(-10684.47428, 149016.85211)"
"(-10469.10748, 148932.08031)","(-10424.30238, 148895.27061)"
"(-10469.10748, 148932.08031)","(-10461.36788, 148992.74201)"
"(-10602.35128, 149388.62861)","(-10605.92328, 149356.87861)"
"(-10602.35128, 149388.62861)","(-10581.31698, 149419.98191)"
"(-11424.09378, 148468.00291)","(-11401.86878, 148482.81951)"
"(-11299.55978, 148728.95551)","(-11312.43788, 148770.38651)"
"(-11299.55978, 148728.95551)","(-11312.58111, 148720.59185)"
