Node,Stand
"(-9783.36978, 150083.96631)",[1208]
"(-9824.15848, 150034.49591)",[1208]
"(-9775.78998, 150010.84161)",[1208]
"(-9729.59718, 149968.59851)",[1208]
"(-9779.63338, 149937.16801)",[1208]
"(-9769.00308, 149882.78441)",[1208]
"(-9788.17138, 149835.90851)",[1208]
"(-9813.50368, 149795.65351)",[1208]
"(-9858.10618, 149777.67771)",[1208]
"(-9918.18178, 149807.23631)",[1208]
"(-9986.47948, 149840.07741)",[1208]
"(-10023.80438, 149777.31981)",[1208]
"(-9976.24618, 149694.22161)","[1208, 1272]"
"(-10030.69628, 149694.11621)","[1208, 1272]"
"(-10080.21078, 149689.78121)","[1208, 1272]"
"(-10114.36568, 149647.74081)","[1208, 1272]"
"(-10164.42848, 149617.69851)","[1208, 1272]"
"(-10222.08738, 149607.54051)","[1208, 1272]"
"(-10210.82278, 149652.99761)","[1208, 1272]"
"(-10229.06058, 149698.03151)","[1208, 1272]"
"(-10221.08298, 149763.32911)","[1208, 1272, 975]"
"(-10182.42728, 149795.62561)","[1208, 975]"
"(-10228.94968, 149826.06111)","[1208, 975]"
"(-10270.22748, 149851.73831)","[1208, 975]"
"(-10319.05108, 149890.84211)","[1208, 976, 975]"
"(-10299.92768, 149918.34141)","[1208, 976]"
"(-10260.60268, 149968.31281)","[1208, 976]"
"(-10308.00978, 150027.72871)","[1208, 976]"
"(-10238.72308, 150048.11771)",[1208]
"(-10181.03168, 150068.55591)",[1208]
"(-10132.32578, 150076.34971)",[1208]
"(-10085.35118, 150101.45111)",[1208]
"(-10034.80758, 150138.77411)",[1208]
"(-9981.54038, 150198.42031)",[1208]
"(-9930.49008, 150259.04581)",[1208]
"(-9874.10408, 150229.04401)",[1208]
"(-9881.12688, 150169.67941)",[1208]
"(-9883.46388, 150121.57061)",[1208]
"(-9838.77728, 150087.70511)",[1208]
"(-10000.61717, 149694.17443)",[1208]
"(-10269.17415, 149957.4208)",[1208]
"(-9851.55108, 148828.14211)","[1210, 1211]"
"(-9857.99198, 148825.78261)",[1210]
"(-9883.97598, 148816.26401)",[1210]
"(-9908.42178, 148807.30901)",[1210]
"(-9934.28428, 148797.83501)",[1210]
"(-9988.77598, 148809.49561)",[1210]
"(-10030.56108, 148784.87751)",[1210]
"(-9992.35708, 148723.63311)",[1210]
"(-9944.20218, 148697.19261)",[1210]
"(-9912.25858, 148665.20681)",[1210]
"(-9959.55818, 148629.86021)",[1210]
"(-9935.82548, 148581.81001)",[1210]
"(-9873.17198, 148587.39591)",[1210]
"(-9814.03458, 148574.01041)",[1210]
"(-9757.40768, 148585.33601)",[1210]
"(-9738.80558, 148537.42421)",[1210]
"(-9789.53378, 148484.73641)",[1210]
