flow_timber_node1node34_t1: lb=0.0, ub=9.0, type=I, edge=node1node34, period=1, road_type=timber
flow_timber_node1node34_t2: lb=0.0, ub=9.0, type=I, edge=node1node34, period=2, road_type=timber
flow_timber_node1node34_t3: lb=0.0, ub=9.0, type=I, edge=node1node34, period=3, road_type=timber
flow_timber_node1node34_t4: lb=0.0, ub=9.0, type=I, edge=node1node34, period=4, road_type=timber
flow_timber_node1node34_t5: lb=0.0, ub=9.0, type=I, edge=node1node34, period=5, road_type=timber
flow_wide_node1node34_t1: lb=0.0, ub=9.0, type=I, edge=node1node34, period=1, road_type=wide
flow_wide_node1node34_t2: lb=0.0, ub=9.0, type=I, edge=node1node34, period=2, road_type=wide
flow_wide_node1node34_t3: lb=0.0, ub=9.0, type=I, edge=node1node34, period=3, road_type=wide
flow_wide_node1node34_t4: lb=0.0, ub=9.0, type=I, edge=node1node34, period=4, road_type=wide
flow_wide_node1node34_t5: lb=0.0, ub=9.0, type=I, edge=node1node34, period=5, road_type=wide
flow_timber_node1node25_t1: lb=0.0, ub=9.0, type=I, edge=node1node25, period=1, road_type=timber
flow_timber_node1node25_t2: lb=0.0, ub=9.0, type=I, edge=node1node25, period=2, road_type=timber
flow_timber_node1node25_t3: lb=0.0, ub=9.0, type=I, edge=node1node25, period=3, road_type=timber
flow_timber_node1node25_t4: lb=0.0, ub=9.0, type=I, edge=node1node25, period=4, road_type=timber
flow_timber_node1node25_t5: lb=0.0, ub=9.0, type=I, edge=node1node25, period=5, road_type=timber
flow_wide_node1node25_t1: lb=0.0, ub=9.0, type=I, edge=node1node25, period=1, road_type=wide
flow_wide_node1node25_t2: lb=0.0, ub=9.0, type=I, edge=node1node25, period=2, road_type=wide
flow_wide_node1node25_t3: lb=0.0, ub=9.0, type=I, edge=node1node25, period=3, road_type=wide
flow_wide_node1node25_t4: lb=0.0, ub=9.0, type=I, edge=node1node25, period=4, road_type=wide
flow_wide_node1node25_t5: lb=0.0, ub=9.0, type=I, edge=node1node25, period=5, road_type=wide
flow_timber_node34node1_t1: lb=0.0, ub=9.0, type=I, edge=node34node1, period=1, road_type=timber
flow_timber_node34node1_t2: lb=0.0, ub=9.0, type=I, edge=node34node1, period=2, road_type=timber
flow_timber_node34node1_t3: lb=0.0, ub=9.0, type=I, edge=node34node1, period=3, road_type=timber
flow_timber_node34node1_t4: lb=0.0, ub=9.0, type=I, edge=node34node1, period=4, road_type=timber
flow_timber_node34node1_t5: lb=0.0, ub=9.0, type=I, edge=node34node1, period=5, road_type=timber
flow_wide_node34node1_t1: lb=0.0, ub=9.0, type=I, edge=node34node1, period=1, road_type=wide
flow_wide_node34node1_t2: lb=0.0, ub=9.0, type=I, edge=node34node1, period=2, road_type=wide
