"Node1(x,y)","Node2(x,y)",edgelength,slope
"(-10138.0917, 144086.8523)","(-10203.8086, 144065.449)",69.11448615522045,19.1173
"(-10203.8086, 144065.449)","(-10253.9891, 144092.1471)",56.84075231610244,19.1173
"(-10253.9891, 144092.1471)","(-10332.2696, 144122.2175)",83.85741253109141,19.1173
"(-10332.2696, 144122.2175)","(-10390.0941, 144167.654)",73.540113764537,19.1173
"(-10390.0941, 144167.654)","(-10359.8776, 144221.0533)",61.35570155037723,23.63185
"(-10359.8776, 144221.0533)","(-10321.7361, 144275.483)",66.46327003947997,23.63185
"(-10321.7361, 144275.483)","(-10269.6747, 144327.5864)",73.65564242825725,23.63185
"(-10269.6747, 144327.5864)","(-10230.6695, 144308.629)",43.36806015722279,19.1173
"(-10230.6695, 144308.629)","(-10173.5934, 144284.2972)",62.046093208592225,19.1173
"(-10173.5934, 144284.2972)","(-10126.0509, 144263.0365)",52.07981058664222,19.1173
"(-10126.0509, 144263.0365)","(-10091.5009, 144234.9037)",44.555099998088124,19.1173
"(-10091.5009, 144234.9037)","(-10056.6846, 144286.1546)",61.95828836000314,19.1173
"(-10056.6846, 144286.1546)","(-9998.5306, 144310.2333)",62.941810505333144,19.1173
"(-9998.5306, 144310.2333)","(-9952.5108, 144304.3501)",46.39433191974847,19.1173
"(-9952.5108, 144304.3501)","(-9948.4943, 144254.9107)",49.60228366325776,19.1173
"(-9948.4943, 144254.9107)","(-9988.796, 144216.4318)",55.721205730863936,19.1173
"(-9988.796, 144216.4318)","(-10035.1637, 144158.2546)",74.39455761768156,19.1173
"(-10035.1637, 144158.2546)","(-10104.9574, 144129.4705)",75.49625800329072,19.1173
"(-10104.9574, 144129.4705)","(-10138.0917, 144086.8523)",53.983264144824176,19.1173
"(-10798.857, 144324.7725)","(-10789.1779, 144273.2814)",52.39292276651891,27.5182
"(-10789.1779, 144273.2814)","(-10805.5766, 144210.7593)",64.63691166895457,27.5182
"(-10805.5766, 144210.7593)","(-10797.2312, 144154.8407)",56.53791229892123,27.5182
"(-10797.2312, 144154.8407)","(-10822.9415, 144072.5386)",86.22444659433984,27.5182
"(-10822.9415, 144072.5386)","(-10873.9546, 144061.5152)",52.19053285002892,27.5182
"(-10873.9546, 144061.5152)","(-11072.498, 144024.0678)",202.04402849458464,27.5182
"(-11072.498, 144024.0678)","(-11193.2002, 144004.2074)",122.32520824833685,27.5182
