x,y
-21315.86408,151610.06391
-22156.98848,151784.12701
-21719.61768,151405.23831
-21829.65448,151359.44871
-22180.73738,151024.20061
-22095.67248,152026.04321
-21920.74078,151298.44841
-22088.34188,151716.73975
-21860.37425,151348.00855
-22013.6168,151180.48517
-22037.69115,151175.05322
-21903.10909,150905.51229
-21576.85379,151956.75766
-21485.8434,151446.56777
-21425.86911,151482.40692
-21364.5396,151533.92118
-22164.18023,151984.30061
-21993.65609,152171.44355
-22074.42118,152377.57993
-22161.78301,152610.04471
