"Source(x,y)","Target(x,y)"
"(-22359.46108, 152204.81581)","(-22449.13978, 152241.05621)"
"(-21993.65608, 152171.44355)","(-22449.13978, 152241.05621)"
"(-22156.98848, 151784.12701)","(-22449.13978, 152241.05621)"
"(-22164.18023, 151984.30062)","(-22131.19338, 151998.07341)"
"(-21993.65608, 152171.44355)","(-22131.19338, 151998.07341)"
"(-22156.98848, 151784.12701)","(-22131.19338, 151998.07341)"
"(-22167.32808, 152030.79911)","(-22251.18028, 152058.36811)"
"(-22359.46108, 152204.81581)","(-22251.18028, 152058.36811)"
"(-22287.17808, 152112.52472)","(-22251.18028, 152058.36811)"
"(-22167.32808, 152030.79911)","(-22359.46108, 152204.81581)"
"(-22287.17808, 152112.52472)","(-22359.46108, 152204.81581)"
"(-22164.18023, 151984.30062)","(-22167.32808, 152030.79911)"
"(-22287.17808, 152112.52472)","(-22167.32808, 152030.79911)"
