"Source(x,y)","Target(x,y)"
"(-21315.86408, 151610.06391)","(-21364.5396, 151533.92118)"
"(-21315.86408, 151610.06391)","(-21576.85379, 151956.75766)"
"(-21315.86408, 151610.06391)","(-21616.56553, 151756.46461)"
"(-22156.98848, 151784.12701)","(-22131.19338, 151998.07341)"
"(-22156.98848, 151784.12701)","(-22130.25188, 151703.33831)"
"(-22156.98848, 151784.12701)","(-22314.47581, 151934.36703)"
"(-22130.25188, 151703.33831)","(-22532.48368, 151799.64211)"
"(-22130.25188, 151703.33831)","(-22088.34188, 151716.73975)"
"(-22130.25188, 151703.33831)","(-22198.54959, 151360.17909)"
"(-22130.25188, 151703.33831)","(-22314.47581, 151934.36703)"
"(-21719.61768, 151405.23831)","(-21829.65448, 151359.44871)"
"(-21719.61768, 151405.23831)","(-21776.74288, 151477.46281)"
"(-21719.61768, 151405.23831)","(-21485.8434, 151446.56777)"
"(-21719.61768, 151405.23831)","(-22198.54959, 151360.17909)"
"(-21719.61768, 151405.23831)","(-21616.56553, 151756.46461)"
"(-21776.74288, 151477.46281)","(-22095.67248, 152026.04321)"
"(-21776.74288, 151477.46281)","(-22088.34188, 151716.73975)"
"(-21776.74288, 151477.46281)","(-22198.54959, 151360.17909)"
"(-21776.74288, 151477.46281)","(-21616.56553, 151756.46461)"
"(-21829.65448, 151359.44871)","(-21860.37425, 151348.00855)"
"(-21829.65448, 151359.44871)","(-22198.54959, 151360.17909)"
"(-22131.19338, 151998.07341)","(-22095.67248, 152026.04321)"
"(-22131.19338, 151998.07341)","(-22164.18023, 151984.30061)"
"(-22131.19338, 151998.07341)","(-22314.47581, 151934.36703)"
"(-22131.19338, 151998.07341)","(-22168.35233, 152178.5924)"
"(-22339.33738, 152194.75401)","(-22359.46108, 152204.81581)"
"(-22339.33738, 152194.75401)","(-22167.32808, 152030.79911)"
"(-22339.33738, 152194.75401)","(-22287.17807, 152112.52472)"
"(-22339.33738, 152194.75401)","(-22168.35233, 152178.5924)"
"(-22359.46108, 152204.81581)","(-22167.32808, 152030.79911)"
"(-22359.46108, 152204.81581)","(-22449.13978, 152241.05621)"
"(-22359.46108, 152204.81581)","(-22314.47581, 151934.36703)"
"(-22359.46108, 152204.81581)","(-22287.17807, 152112.52472)"
"(-22359.46108, 152204.81581)","(-22168.35233, 152178.5924)"
"(-22167.32808, 152030.79911)","(-22164.18023, 151984.30061)"
"(-22167.32808, 152030.79911)","(-22314.47581, 151934.36703)"
"(-22167.32808, 152030.79911)","(-22287.17807, 152112.52472)"
"(-22167.32808, 152030.79911)","(-22168.35233, 152178.5924)"
"(-22180.73738, 151024.20061)","(-22532.48368, 151799.64211)"
"(-22180.73738, 151024.20061)","(-21903.10909, 150905.51229)"
"(-22180.73738, 151024.20061)","(-22198.54959, 151360.17909)"
"(-21836.14178, 152122.67691)","(-22095.67248, 152026.04321)"
"(-21836.14178, 152122.67691)","(-21576.85379, 151956.75766)"
"(-21836.14178, 152122.67691)","(-21993.65609, 152171.44355)"
"(-21836.14178, 152122.67691)","(-21616.56553, 151756.46461)"
"(-21836.14178, 152122.67691)","(-22168.35233, 152178.5924)"
"(-22188.78878, 152287.43571)","(-22385.20578, 152340.08801)"
"(-22188.78878, 152287.43571)","(-21993.65609, 152171.44355)"
