variable,value
C_timber_node1node28_t1,1.0
C_timber_node1node28_t2,1.0
C_timber_node1node28_t3,1.0
C_timber_node1node28_t4,1.0
C_timber_node1node28_t5,1.0
C_wide_node1node28_t1,1.0
C_wide_node1node28_t2,1.0
C_wide_node1node28_t3,1.0
C_wide_node1node28_t4,1.0
C_wide_node1node28_t5,1.0
C_timber_node1node7_t1,1.0
C_timber_node1node7_t2,1.0
C_timber_node1node7_t3,1.0
C_timber_node1node7_t4,1.0
C_timber_node1node7_t5,1.0
C_wide_node1node7_t1,1.0
C_wide_node1node7_t2,1.0
C_wide_node1node7_t3,1.0
C_wide_node1node7_t4,1.0
C_wide_node1node7_t5,1.0
C_timber_node1node50_t1,1.0
C_timber_node1node50_t2,1.0
C_timber_node1node50_t3,1.0
C_timber_node1node50_t4,1.0
C_timber_node1node50_t5,1.0
C_wide_node1node50_t1,1.0
C_wide_node1node50_t2,1.0
C_wide_node1node50_t3,1.0
C_wide_node1node50_t4,1.0
C_wide_node1node50_t5,1.0
C_timber_node1node58_t1,1.0
C_timber_node1node58_t2,1.0
C_timber_node1node58_t3,1.0
C_timber_node1node58_t4,1.0
C_timber_node1node58_t5,1.0
C_wide_node1node58_t1,1.0
C_wide_node1node58_t2,1.0
C_wide_node1node58_t3,1.0
C_wide_node1node58_t4,1.0
C_wide_node1node58_t5,1.0
C_timber_node1node59_t1,1.0
C_timber_node1node59_t2,1.0
C_timber_node1node59_t3,1.0
C_timber_node1node59_t4,1.0
C_timber_node1node59_t5,1.0
C_wide_node1node59_t1,1.0
C_wide_node1node59_t2,1.0
C_wide_node1node59_t3,1.0
C_wide_node1node59_t4,1.0
C_wide_node1node59_t5,1.0
C_timber_node2node16_t1,1.0
C_timber_node2node16_t2,1.0
C_timber_node2node16_t3,1.0
C_timber_node2node16_t4,1.0
C_timber_node2node16_t5,1.0
C_wide_node2node16_t1,1.0
C_wide_node2node16_t2,1.0
C_wide_node2node16_t3,1.0
C_wide_node2node16_t4,1.0
C_wide_node2node16_t5,1.0
C_timber_node2node3_t1,1.0
C_timber_node2node3_t2,1.0
C_timber_node2node3_t3,1.0
C_timber_node2node3_t4,1.0
C_timber_node2node3_t5,1.0
C_wide_node2node3_t1,1.0
C_wide_node2node3_t2,1.0
C_wide_node2node3_t3,1.0
C_wide_node2node3_t4,1.0
C_wide_node2node3_t5,1.0
C_timber_node2node20_t1,1.0
C_timber_node2node20_t2,1.0
C_timber_node2node20_t3,1.0
C_timber_node2node20_t4,1.0
C_timber_node2node20_t5,1.0
C_wide_node2node20_t1,1.0
C_wide_node2node20_t2,1.0
C_wide_node2node20_t3,1.0
C_wide_node2node20_t4,1.0
C_wide_node2node20_t5,1.0
C_timber_node2node54_t1,1.0
C_timber_node2node54_t2,1.0
C_timber_node2node54_t3,1.0
C_timber_node2node54_t4,1.0
C_timber_node2node54_t5,1.0
C_wide_node2node54_t1,1.0
C_wide_node2node54_t2,1.0
C_wide_node2node54_t3,1.0
C_wide_node2node54_t4,1.0
C_wide_node2node54_t5,1.0
C_timber_node2node55_t1,1.0
C_timber_node2node55_t2,1.0
C_timber_node2node55_t3,1.0
C_timber_node2node55_t4,1.0
C_timber_node2node55_t5,1.0
C_wide_node2node55_t1,1.0
C_wide_node2node55_t2,1.0
C_wide_node2node55_t3,1.0
C_wide_node2node55_t4,1.0
C_wide_node2node55_t5,1.0
C_timber_node3node11_t1,1.0
C_timber_node3node11_t2,1.0
C_timber_node3node11_t3,1.0
C_timber_node3node11_t4,1.0
C_timber_node3node11_t5,1.0
C_wide_node3node11_t1,1.0
C_wide_node3node11_t2,1.0
C_wide_node3node11_t3,1.0
C_wide_node3node11_t4,1.0
