arc,type
node6node13,source_in_transit_out
node1node13,source_in_transit_out
node7node13,source_in_transit_out
node3node13,source_in_transit_out
node13node3,source_out_transit_in
node13node6,source_out_transit_in
node13node1,source_out_transit_in
node13node7,source_out_transit_in
node6node4,exit_in_transit_out
node10node4,exit_in_exit_out
node9node5,exit_in_exit_out
node7node5,exit_in_transit_out
node3node8,exit_in_transit_out
node11node8,exit_in_exit_out
node2node9,exit_in_transit_out
node5node9,exit_in_exit_out
node4node10,exit_in_exit_out
node2node10,exit_in_transit_out
node8node11,exit_in_exit_out
node3node11,exit_in_transit_out
node1node12,exit_in_transit_out
node2node12,exit_in_transit_out
node4node6,exit_out_transit_in
node5node7,exit_out_transit_in
node8node3,exit_out_transit_in
node9node2,exit_out_transit_in
node10node2,exit_out_transit_in
node11node3,exit_out_transit_in
node12node2,exit_out_transit_in
node12node1,exit_out_transit_in
node3node1,transit_in_transit_out
node7node1,transit_in_transit_out
node6node7,transit_in_transit_out
node1node7,transit_in_transit_out
node3node6,transit_in_transit_out
node7node6,transit_in_transit_out
node6node3,transit_in_transit_out
node1node3,transit_in_transit_out
