"Source(x,y)","Target(x,y)",edgelength,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,slope,removed_nodes
"(-17872.71368, 150728.98281)","(-17782.3138, 150704.60862)",0.09911762075731848,True,False,744,266,1117,266,559,False,"[(-17802.88948, 150725.32441)]"
"(-17872.71368, 150728.98281)","(-17952.19167, 150749.48387)",0.10871358909833276,True,False,817,292,1225,292,613,False,"[(-17926.90748, 150706.36171)]"
"(-17872.71368, 150728.98281)","(-17614.31069, 150846.64303)",0.0,False,True,0,0,0,0,0,False,
"(-17782.3138, 150704.60862)","(-17872.71368, 150728.98281)",0.09911762075731848,True,False,744,266,1117,266,559,False,"[(-17802.88948, 150725.32441)]"
"(-17782.3138, 150704.60862)","(-17768.43918, 150690.63951)",0.01968860366650251,True,False,148,53,222,53,111,33.3998,
"(-17782.3138, 150704.60862)","(-17614.31069, 150846.64303)",0.0,True,True,0,0,0,0,0,False,
"(-17952.19167, 150749.48387)","(-17872.71368, 150728.98281)",0.10871358909833276,True,False,817,292,1225,292,613,False,"[(-17926.90748, 150706.36171)]"
"(-17952.19167, 150749.48387)","(-17964.84658, 150771.06681)",0.025019393400948477,True,False,188,67,282,67,141,33.3998,
"(-17952.19167, 150749.48387)","(-17614.31069, 150846.64303)",0.0,True,True,0,0,0,0,0,False,
"(-17614.31069, 150846.64303)","(-17872.71368, 150728.98281)",0.0,False,True,0,0,0,0,0,False,
"(-17614.31069, 150846.64303)","(-17422.67338, 151004.82761)",0.0,False,True,0,0,0,0,0,False,
"(-17614.31069, 150846.64303)","(-17693.89868, 151030.08571)",0.0,False,True,0,0,0,0,0,False,
"(-17614.31069, 150846.64303)","(-17964.84658, 150771.06681)",0.0,False,True,0,0,0,0,0,False,
"(-17614.31069, 150846.64303)","(-17530.75858, 150641.33241)",0.0,False,True,0,0,0,0,0,False,
"(-17614.31069, 150846.64303)","(-17768.43918, 150690.63951)",0.0,False,True,0,0,0,0,0,False,
