Node,Stand
"(-17530.75858, 150641.33241)","[932, 1508, 933]"
"(-17493.90978, 150599.62931)","[1508, 933]"
"(-17459.75038, 150544.08441)","[937, 1508, 933, 1318]"
"(-17569.01128, 150544.59841)","[1508, 1318]"
"(-17650.32158, 150539.48431)","[1508, 1318]"
"(-17738.96278, 150524.13311)","[1508, 1318]"
"(-17794.03618, 150499.26281)","[1508, 1318]"
"(-17784.68128, 150542.33671)",[1508]
"(-17768.43918, 150690.63951)","[932, 1508]"
"(-17714.17288, 150700.30531)","[932, 1508]"
"(-17674.57408, 150683.10001)","[932, 1508]"
"(-17604.73208, 150669.17331)","[932, 1508]"
"(-17802.88948, 150725.32441)",[932]
"(-17872.71368, 150728.98281)",[932]
"(-17926.90748, 150706.36171)",[932]
"(-17964.84658, 150771.06681)",[932]
"(-17893.54988, 150787.19611)",[932]
"(-17835.26898, 150783.18131)",[932]
"(-17785.32038, 150786.64131)",[932]
"(-17776.01498, 150843.26241)",[932]
"(-17743.46808, 150901.74381)",[932]
"(-17724.25718, 150968.94261)",[932]
"(-17693.89868, 151030.08571)",[932]
"(-17627.87188, 151042.31781)",[932]
"(-17491.00368, 151013.41641)",[932]
"(-17422.67338, 151004.82761)","[932, 933]"
"(-17359.78498, 150916.22571)","[932, 933]"
"(-17384.70838, 150870.12491)","[932, 933]"
"(-17439.61098, 150816.43771)","[932, 933]"
"(-17490.80658, 150749.52591)","[932, 933]"
"(-17512.20658, 150694.04661)","[932, 933]"
"(-17852.32135, 150784.356)",[932]
"(-17519.21972, 150674.11927)",[932]
"(-17548.89898, 151025.64171)",[932]
"(-17583.68812, 151032.98787)",[932]
"(-17561.43603, 151028.28906)",[932]
"(-17383.61297, 150949.79637)",[932]
"(-17375.59268, 151077.08031)",[933]
"(-17332.24188, 151092.68821)",[933]
"(-17267.36778, 151094.95891)",[933]
"(-17232.25668, 151137.22671)",[933]
"(-17194.39538, 151072.59601)",[933]
"(-17185.85968, 151009.56871)",[933]
"(-17178.77518, 150963.75581)",[933]
"(-17094.56128, 150920.45221)",[933]
"(-17037.07008, 150872.02551)",[933]
"(-17002.06748, 150789.23661)",[933]
"(-16993.28948, 150734.91571)",[933]
"(-16970.45348, 150671.74241)",[933]
"(-17043.09788, 150694.95061)",[933]
"(-17107.55678, 150728.03961)",[933]
"(-17160.08208, 150732.59051)",[933]
"(-17207.91248, 150721.63011)",[933]
"(-17248.53998, 150742.40901)",[933]
"(-17278.80248, 150706.27031)",[933]
"(-17308.24838, 150674.05451)",[933]
"(-17338.85028, 150629.22641)",[933]
"(-17358.68418, 150570.70791)",[933]
"(-17417.47138, 150558.89521)",[933]
"(-17394.95818, 150521.88881)","[937, 933]"
"(-17407.4244, 150560.91405)",[933]
"(-17019.10699, 150687.28608)",[933]
"(-17335.63018, 150477.54031)",[937]
"(-17279.49318, 150444.38641)",[937]
"(-17263.80768, 150438.29251)",[937]
"(-17284.21398, 150398.89651)",[937]
"(-17322.31408, 150327.98811)",[937]
"(-17376.28918, 150256.02121)",[937]
"(-17419.68088, 150192.52111)",[937]
"(-17437.68478, 150164.38481)",[937]
"(-17456.36988, 150136.12061)",[937]
"(-17505.97938, 150081.21941)","[937, 940]"
"(-17505.36198, 150136.23311)","[937, 940]"
"(-17512.95278, 150186.64061)","[937, 940]"
"(-17533.93698, 150210.05201)","[937, 940]"
"(-17530.76208, 150260.85211)","[937, 940]"
"(-17517.26828, 150314.82721)","[937, 940]"
"(-17534.73078, 150322.76471)","[937, 940]"
"(-17553.78078, 150288.63341)","[937, 940]"
"(-17564.09958, 150269.58341)","[937, 940]"
"(-17562.51208, 150229.10201)","[937, 940]"
"(-17571.24338, 150174.33311)","[937, 940]"
"(-17587.91218, 150156.07691)","[937, 940]"
"(-17646.64968, 150110.83301)","[937, 940]"
"(-17678.41138, 150094.61881)","[937, 940]"
"(-17692.22568, 150095.08711)","[937, 940]"
"(-17711.74988, 150117.21851)","[937, 940]"
"(-17726.53838, 150133.98201)","[937, 940]"
"(-17735.22398, 150143.82761)","[937, 940]"
"(-17740.48188, 150149.78761)","[937, 940, 1318]"
"(-17741.89998, 150167.18941)","[937, 1318]"
"(-17733.96238, 150191.00191)","[937, 1318]"
"(-17733.16868, 150225.92701)","[937, 1318]"
"(-17728.57018, 150246.03761)","[937, 1318]"
"(-17739.96298, 150324.13171)","[937, 1318]"
"(-17706.10378, 150372.46781)","[937, 1318]"
"(-17681.49778, 150440.55431)","[937, 1318]"
"(-17630.21738, 150467.35821)","[937, 1318]"
"(-17559.15138, 150470.08451)","[937, 1318]"
"(-17495.92988, 150491.92481)","[937, 1318]"
"(-17431.66858, 150491.90501)","[937, 1318]"
"(-17723.97707, 150131.07864)",[937]
"(-17684.74128, 150094.83339)",[937]
"(-17590.62168, 149841.61101)",[940]
"(-17559.02418, 149811.34221)",[940]
"(-17515.86198, 149805.82981)",[940]
"(-17506.14958, 149792.67861)",[940]
"(-17481.56068, 149759.38371)",[940]
"(-17520.32708, 149695.27971)",[940]
"(-17510.70358, 149625.34561)",[940]
"(-17579.24528, 149619.33321)",[940]
"(-17615.45618, 149684.23281)",[940]
"(-17690.47978, 149672.62091)",[940]
"(-17736.87398, 149693.24171)",[940]
"(-17770.66878, 149739.94361)",[940]
"(-17771.49968, 149799.42171)",[940]
"(-17744.80728, 149871.63851)",[940]
"(-17741.65208, 149976.80651)",[940]
"(-17752.15658, 150034.92941)",[940]
"(-17771.10368, 150085.33531)",[940]
"(-17783.85418, 150134.52681)","[940, 1318]"
"(-17752.67088, 150165.80461)","[940, 1318]"
"(-17514.57828, 150056.08411)",[940]
"(-17522.86128, 150058.61591)",[940]
"(-17534.66628, 150038.70851)",[940]
"(-17546.32838, 150019.04231)",[940]
"(-17557.57318, 149998.53701)",[940]
"(-17547.65128, 149985.30781)",[940]
"(-17564.94828, 149954.61581)",[940]
"(-17577.51598, 149926.83451)",[940]
"(-17580.78778, 149891.99071)",[940]
"(-17779.7273, 150118.60528)",[940]
"(-17551.55278, 150009.51543)",[940]
"(-17819.66618, 150300.06691)",[1318]
"(-17817.79578, 150338.14761)",[1318]
"(-17819.09358, 150369.29311)",[1318]
"(-17820.26508, 150397.41131)",[1318]
"(-17820.61108, 150405.71481)",[1318]
"(-17820.91498, 150413.00581)",[1318]
"(-17820.86288, 150420.72051)",[1318]
"(-17820.57498, 150437.70291)",[1318]
"(-17819.38328, 150508.01051)",[1318]
"(-17809.96028, 150526.01681)",[1318]
"(-17847.00428, 150151.02051)",[1318]
"(-17837.90418, 150164.05141)",[1318]
"(-17823.08748, 150220.14321)",[1318]
