"Source(x,y)","Target(x,y)"
"(-17394.95818, 150521.88881)","(-17459.75038, 150544.08441)"
"(-17394.95818, 150521.88881)","(-17407.4244, 150560.91405)"
"(-17394.95818, 150521.88881)","(-17505.97938, 150081.21941)"
"(-17422.67338, 151004.82761)","(-17383.61297, 150949.79637)"
"(-17422.67338, 151004.82761)","(-17548.89898, 151025.64171)"
"(-17422.67338, 151004.82761)","(-17019.10699, 150687.28608)"
"(-17740.48188, 150149.78761)","(-17726.53838, 150133.98201)"
"(-17740.48188, 150149.78761)","(-17459.75038, 150544.08441)"
"(-17740.48188, 150149.78761)","(-17783.85418, 150134.52681)"
"(-17740.48188, 150149.78761)","(-17710.81613, 150395.05648)"
"(-17794.03618, 150499.26281)","(-17768.43918, 150690.63951)"
"(-17794.03618, 150499.26281)","(-17783.85418, 150134.52681)"
"(-17794.03618, 150499.26281)","(-17459.75038, 150544.08441)"
"(-17794.03618, 150499.26281)","(-17652.57869, 150602.02096)"
"(-17794.03618, 150499.26281)","(-17710.81613, 150395.05648)"
"(-17726.53838, 150133.98201)","(-17505.97938, 150081.21941)"
"(-17783.85418, 150134.52681)","(-17779.7273, 150118.60528)"
"(-17783.85418, 150134.52681)","(-17710.81613, 150395.05648)"
"(-17530.75858, 150641.33241)","(-17519.21972, 150674.11927)"
"(-17530.75858, 150641.33241)","(-17459.75038, 150544.08441)"
"(-17530.75858, 150641.33241)","(-17768.43918, 150690.63951)"
"(-17530.75858, 150641.33241)","(-17652.57869, 150602.02096)"
"(-17505.97938, 150081.21941)","(-17551.55278, 150009.51543)"
"(-17768.43918, 150690.63951)","(-17852.32135, 150784.356)"
"(-17768.43918, 150690.63951)","(-17652.57869, 150602.02096)"
"(-17459.75038, 150544.08441)","(-17652.57869, 150602.02096)"
"(-17459.75038, 150544.08441)","(-17710.81613, 150395.05648)"
"(-17852.32135, 150784.356)","(-17548.89898, 151025.64171)"
"(-17519.21972, 150674.11927)","(-17383.61297, 150949.79637)"
"(-17407.4244, 150560.91405)","(-17019.10699, 150687.28608)"
"(-17779.7273, 150118.60528)","(-17551.55278, 150009.51543)"
