"Node1(x,y)","Node2(x,y)"
"(-16993.28948, 150734.91571)","(-17002.06748, 150789.23661)"
"(-16993.28948, 150734.91571)","(-16970.45348, 150671.74241)"
"(-17872.71368, 150728.98281)","(-17802.88948, 150725.32441)"
"(-17872.71368, 150728.98281)","(-17926.90748, 150706.36171)"
"(-17820.61108, 150405.71481)","(-17820.26508, 150397.41131)"
"(-17820.61108, 150405.71481)","(-17820.91498, 150413.00581)"
"(-17569.01128, 150544.59841)","(-17459.75038, 150544.08441)"
"(-17569.01128, 150544.59841)","(-17650.32158, 150539.48431)"
"(-17517.26828, 150314.82721)","(-17530.76208, 150260.85211)"
"(-17517.26828, 150314.82721)","(-17534.73078, 150322.76471)"
"(-17819.66618, 150300.06691)","(-17817.79578, 150338.14761)"
"(-17819.66618, 150300.06691)","(-17823.08748, 150220.14321)"
"(-17284.21398, 150398.89651)","(-17263.80768, 150438.29251)"
"(-17284.21398, 150398.89651)","(-17322.31408, 150327.98811)"
"(-17417.47138, 150558.89521)","(-17394.95818, 150521.88881)"
"(-17417.47138, 150558.89521)","(-17407.4244, 150560.91405)"
"(-17785.32038, 150786.64131)","(-17835.26898, 150783.18131)"
"(-17785.32038, 150786.64131)","(-17776.01498, 150843.26241)"
"(-17744.80728, 149871.63851)","(-17771.49968, 149799.42171)"
"(-17744.80728, 149871.63851)","(-17741.65208, 149976.80651)"
"(-17559.15138, 150470.08451)","(-17630.21738, 150467.35821)"
"(-17559.15138, 150470.08451)","(-17495.92988, 150491.92481)"
"(-17835.26898, 150783.18131)","(-17852.32135, 150784.356)"
"(-17491.00368, 151013.41641)","(-17422.67338, 151004.82761)"
"(-17491.00368, 151013.41641)","(-17548.89898, 151025.64171)"
"(-16970.45348, 150671.74241)","(-17019.10699, 150687.28608)"
"(-17505.36198, 150136.23311)","(-17505.97938, 150081.21941)"
"(-17505.36198, 150136.23311)","(-17512.95278, 150186.64061)"
"(-17926.90748, 150706.36171)","(-17964.84658, 150771.06681)"
"(-17308.24838, 150674.05451)","(-17278.80248, 150706.27031)"
"(-17308.24838, 150674.05451)","(-17338.85028, 150629.22641)"
"(-17394.95818, 150521.88881)","(-17459.75038, 150544.08441)"
"(-17394.95818, 150521.88881)","(-17335.63018, 150477.54031)"
"(-17422.67338, 151004.82761)","(-17375.59268, 151077.08031)"
"(-17422.67338, 151004.82761)","(-17383.61297, 150949.79637)"
"(-17178.77518, 150963.75581)","(-17185.85968, 151009.56871)"
"(-17178.77518, 150963.75581)","(-17094.56128, 150920.45221)"
"(-17037.07008, 150872.02551)","(-17094.56128, 150920.45221)"
"(-17037.07008, 150872.02551)","(-17002.06748, 150789.23661)"
"(-17728.57018, 150246.03761)","(-17733.16868, 150225.92701)"
"(-17728.57018, 150246.03761)","(-17739.96298, 150324.13171)"
"(-17512.20658, 150694.04661)","(-17490.80658, 150749.52591)"
"(-17512.20658, 150694.04661)","(-17519.21972, 150674.11927)"
"(-17520.32708, 149695.27971)","(-17481.56068, 149759.38371)"
"(-17520.32708, 149695.27971)","(-17510.70358, 149625.34561)"
"(-17740.48188, 150149.78761)","(-17735.22398, 150143.82761)"
"(-17740.48188, 150149.78761)","(-17741.89998, 150167.18941)"
"(-17740.48188, 150149.78761)","(-17752.67088, 150165.80461)"
"(-17510.70358, 149625.34561)","(-17579.24528, 149619.33321)"
"(-17735.22398, 150143.82761)","(-17726.53838, 150133.98201)"
"(-17794.03618, 150499.26281)","(-17738.96278, 150524.13311)"
"(-17794.03618, 150499.26281)","(-17784.68128, 150542.33671)"
"(-17794.03618, 150499.26281)","(-17809.96028, 150526.01681)"
"(-17437.68478, 150164.38481)","(-17419.68088, 150192.52111)"
"(-17437.68478, 150164.38481)","(-17456.36988, 150136.12061)"
"(-17332.24188, 151092.68821)","(-17375.59268, 151077.08031)"
"(-17332.24188, 151092.68821)","(-17267.36778, 151094.95891)"
"(-17741.89998, 150167.18941)","(-17733.96238, 150191.00191)"
"(-17481.56068, 149759.38371)","(-17506.14958, 149792.67861)"
"(-17493.90978, 150599.62931)","(-17530.75858, 150641.33241)"
"(-17493.90978, 150599.62931)","(-17459.75038, 150544.08441)"
"(-17604.73208, 150669.17331)","(-17674.57408, 150683.10001)"
"(-17604.73208, 150669.17331)","(-17530.75858, 150641.33241)"
"(-17534.73078, 150322.76471)","(-17553.78078, 150288.63341)"
"(-17577.51598, 149926.83451)","(-17564.94828, 149954.61581)"
"(-17577.51598, 149926.83451)","(-17580.78778, 149891.99071)"
"(-17819.38328, 150508.01051)","(-17820.57498, 150437.70291)"
"(-17819.38328, 150508.01051)","(-17809.96028, 150526.01681)"
