"Node1(x,y)","Node2(x,y)",edgelength,slope,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,removed_nodes
"(-17394.95818, 150521.88881)","(-17459.75038, 150544.08441)",0.06848849421764408,30.0257,False,False,515,184,772,184,386,
"(-17394.95818, 150521.88881)","(-17407.4244, 150560.91405)",0.05356429005519539,False,True,False,403,144,604,144,302,"[(-17417.47138, 150558.89521)]"
"(-17394.95818, 150521.88881)","(-17505.97938, 150081.21941)",0.589107655988861,False,False,False,4427,1581,6641,1581,3319,"[(-17263.80768, 150438.29251), (-17279.49318, 150444.38641), (-17335.63018, 150477.54031), (-17284.21398, 150398.89651), (-17437.68478, 150164.38481), (-17456.36988, 150136.12061)]"
"(-17422.67338, 151004.82761)","(-17383.61297, 150949.79637)",0.06748446491828378,30.0257,True,False,507,181,761,181,380,
"(-17422.67338, 151004.82761)","(-17548.89898, 151025.64171)",0.12803995493283202,False,True,False,963,344,1443,344,721,"[(-17491.00368, 151013.41641)]"
"(-17422.67338, 151004.82761)","(-17019.10699, 150687.28608)",0.8700640241328479,False,True,False,6538,2334,9806,2334,4905,"[(-17375.59268, 151077.08031), (-17332.24188, 151092.68821), (-17267.36778, 151094.95891), (-17232.25668, 151137.22671), (-17194.39538, 151072.59601), (-17185.85968, 151009.56871), (-17178.77518, 150963.75581), (-17094.56128, 150920.45221)]"
"(-17740.48188, 150149.78761)","(-17726.53838, 150133.98201)",0.021076958595095202,False,True,False,159,56,238,56,119,"[(-17735.22398, 150143.82761)]"
"(-17740.48188, 150149.78761)","(-17459.75038, 150544.08441)",0.627842650711939,False,False,False,4718,1684,7078,1684,3538,"[(-17741.89998, 150167.18941)]"
"(-17740.48188, 150149.78761)","(-17783.85418, 150134.52681)",0.06429421180165301,False,False,False,483,173,725,173,362,"[(-17752.67088, 150165.80461)]"
"(-17794.03618, 150499.26281)","(-17768.43918, 150690.63951)",0.19326762092186725,False,False,False,1452,518,2179,518,1089,"[(-17784.68128, 150542.33671)]"
"(-17794.03618, 150499.26281)","(-17783.85418, 150134.52681)",0.47869953528947207,False,False,False,3596,1288,5396,1288,2699,"[(-17820.91498, 150413.00581), (-17820.86288, 150420.72051), (-17820.57498, 150437.70291), (-17819.38328, 150508.01051), (-17809.96028, 150526.01681), (-17820.61108, 150405.71481), (-17847.00428, 150151.02051)]"
"(-17794.03618, 150499.26281)","(-17459.75038, 150544.08441)",0.3411223089758192,False,False,False,2563,915,3845,915,1923,"[(-17738.96278, 150524.13311), (-17650.32158, 150539.48431)]"
"(-17726.53838, 150133.98201)","(-17505.97938, 150081.21941)",0.6200893114327003,False,True,False,4659,1664,6991,1664,3494,"[(-17711.74988, 150117.21851), (-17692.22568, 150095.08711), (-17678.41138, 150094.61881), (-17646.64968, 150110.83301), (-17587.91218, 150156.07691), (-17571.24338, 150174.33311)]"
"(-17783.85418, 150134.52681)","(-17779.7273, 150118.60528)",0.016447682392239378,27.7485,True,False,124,44,185,44,93,
"(-17530.75858, 150641.33241)","(-17519.21972, 150674.11927)",0.0347580706996051,30.0257,True,False,261,93,392,93,196,
"(-17530.75858, 150641.33241)","(-17459.75038, 150544.08441)",0.12085867242711046,False,False,False,908,324,1362,324,682,"[(-17493.90978, 150599.62931)]"
"(-17530.75858, 150641.33241)","(-17768.43918, 150690.63951)",0.24855165533565943,False,False,False,1867,667,2802,667,1400,"[(-17714.17288, 150700.30531)]"
"(-17505.97938, 150081.21941)","(-17551.55278, 150009.51543)",0.0921005398691726,False,True,False,693,246,1038,246,519,"[(-17514.57828, 150056.08411), (-17522.86128, 150058.61591)]"
"(-17768.43918, 150690.63951)","(-17852.32135, 150784.356)",0.3669638285228092,False,True,False,2757,985,4136,985,2069,"[(-17802.88948, 150725.32441), (-17872.71368, 150728.98281), (-17964.84658, 150771.06681)]"
"(-17852.32135, 150784.356)","(-17548.89898, 151025.64171)",0.4774904908721014,False,True,False,3587,1281,5381,1281,2690,"[(-17627.87188, 151042.31781), (-17583.68812, 151032.98787), (-17561.43603, 151028.28906)]"
"(-17519.21972, 150674.11927)","(-17383.61297, 150949.79637)",0.3352032005806496,False,True,False,2519,900,3779,900,1889,"[(-17512.20658, 150694.04661), (-17439.61098, 150816.43771)]"
"(-17407.4244, 150560.91405)","(-17019.10699, 150687.28608)",0.5016280495894917,False,True,False,3769,1346,5653,1346,2827,"[(-17043.09788, 150694.95061), (-17107.55678, 150728.03961)]"
"(-17779.7273, 150118.60528)","(-17551.55278, 150009.51543)",1.1880543293289985,False,True,False,8928,3190,13391,3190,6696,"[(-17580.78778, 149891.99071), (-17590.62168, 149841.61101), (-17577.51598, 149926.83451)]"
