"Node1(x,y)","Node2(x,y)",edgelength,slope,has_exit,has_source
"(-16909.27858, 151335.55251)","(-16834.35458, 151350.43461)",0.0763877128627995,23.2042,False,False
"(-16909.27858, 151335.55251)","(-16974.24328, 151310.59871)",0.06959241611361781,23.2042,False,False
"(-16157.77588, 151170.92531)","(-16133.49928, 151126.81971)",0.05034537971768875,23.2042,False,False
"(-16157.77588, 151170.92531)","(-16191.73268, 151200.62121)",0.04510998495955436,23.2042,False,False
"(-16093.78648, 151567.85511)","(-16140.00328, 151635.98581)",0.08232730339766517,23.2042,False,False
"(-16093.78648, 151567.85511)","(-16053.41638, 151500.55371)",0.07848072002708407,23.2042,False,False
"(-16034.67408, 152502.04011)","(-16120.66388, 152441.18581)",0.10534463219609562,27.2388,False,False
"(-16034.67408, 152502.04011)","(-15959.26768, 152552.31101)",0.09062719540938192,27.2388,False,False
"(-15817.17988, 151994.92931)","(-15748.04408, 152009.18471)",0.07059019245475852,22.0352,False,False
"(-15817.17988, 151994.92931)","(-15865.68078, 151972.67271)",0.053363784951686026,22.0352,False,False
"(-17171.36508, 151520.24971)","(-17158.10758, 151542.76821)",0.02613128677467384,23.2042,False,False
"(-17171.36508, 151520.24971)","(-17222.16498, 151536.12471)",0.05322260295222494,23.2042,False,False
"(-16676.61938, 151704.65821)","(-16713.13198, 151705.45201)",0.03652122776139777,23.2042,False,False
"(-16676.61938, 151704.65821)","(-16654.84418, 151704.65831)",0.021775200000229658,23.2042,False,False
"(-16595.47968, 150911.61601)","(-16569.78498, 150950.27431)",0.04641854981557242,28.5283,False,False
"(-16595.47968, 150911.61601)","(-16647.21508, 150963.11751)",0.07299969942000781,28.5283,False,False
"(-16293.29158, 152243.62111)","(-16294.34998, 152199.17101)",0.04446269897983546,23.2042,False,False
"(-16293.29158, 152243.62111)","(-16285.88328, 152282.77951)",0.039853019953936586,23.2042,False,False
"(-16320.80838, 151919.77041)","(-16348.11208, 151872.35941)",0.054711013102384944,23.2042,True,False
"(-16320.80838, 151919.77041)","(-16305.99168, 151962.10381)",0.04485143648145847,23.2042,True,False
"(-17222.16498, 151536.12471)","(-17260.22338, 151636.59961)",0.10744136698948906,23.2042,False,False
"(-16773.21968, 151148.86961)","(-16724.37838, 151166.55631)",0.05194508583668642,28.5283,False,False
"(-16773.21968, 151148.86961)","(-16817.50368, 151162.58781)",0.04636013014693091,28.5283,False,False
"(-16625.23098, 151166.37651)","(-16575.43868, 151156.44821)",0.050772475616027324,28.5283,False,False
"(-16625.23098, 151166.37651)","(-16672.04858, 151170.53101)",0.04700156954836608,28.5283,False,False
"(-15445.88298, 152156.62391)","(-15463.84938, 152194.62481)",0.04203403299436081,16.9906,False,False
"(-15445.88298, 152156.62391)","(-15428.96268, 152089.95791)",0.06877973617345193,16.9906,False,False
"(-16341.25468, 151253.70041)","(-16357.47138, 151300.03931)",0.049094551755772826,23.2042,False,False
"(-16341.25468, 151253.70041)","(-16273.14248, 151243.12321)",0.06892857860626415,23.2042,False,False
"(-15501.92948, 152266.17411)","(-15542.87378, 152333.90201)",0.07914230310585907,16.9906,False,False
"(-15501.92948, 152266.17411)","(-15476.18938, 152220.72541)",0.05223157167555019,16.9906,False,False
"(-17140.25668, 151092.78421)","(-17077.29648, 151182.79971)",0.10984888267199637,23.2042,False,False
"(-17140.25668, 151092.78421)","(-17194.39538, 151072.59601)",0.05778029298065655,23.2042,False,False
"(-16724.37838, 151166.55631)","(-16672.04858, 151170.53101)",0.05248053170586101,28.5283,False,False
"(-16179.13788, 151029.88961)","(-16159.88338, 150958.43401)",0.07400431434458586,23.2042,False,False
"(-16179.13788, 151029.88961)","(-16133.34338, 151031.25381)",0.04581481498260085,23.2042,False,False
"(-16113.88178, 151852.48281)","(-16053.63158, 151800.99241)",0.07925495500092122,23.2042,False,False
"(-16113.88178, 151852.48281)","(-16120.43768, 151912.55091)",0.0604248000610716,23.2042,False,False
"(-15671.33568, 151806.42291)","(-15640.11968, 151844.63971)",0.04934533876912404,22.0352,False,False
"(-15671.33568, 151806.42291)","(-15697.22236, 151795.71972)",0.028012113051294148,22.0352,True,False
"(-15742.87218, 151373.36521)","(-15809.94198, 151377.67811)",0.06720832670473259,23.2042,True,False
"(-15742.87218, 151373.36521)","(-15674.30698, 151361.66571)",0.06955619994860157,23.2042,False,False
"(-17142.45848, 151808.89391)","(-17171.12668, 151799.90841)",0.030043383655809806,23.2042,False,False
"(-17142.45848, 151808.89391)","(-17117.94528, 151816.57711)",0.02568907426280777,23.2042,False,False
"(-17015.32638, 151194.68521)","(-17006.54968, 151179.49311)",0.017545095192091104,23.2042,False,False
"(-17015.32638, 151194.68521)","(-17057.65978, 151211.88321)",0.04569341264953193,23.2042,False,False
"(-15874.65038, 151718.69861)","(-15795.04978, 151756.65521)",0.08818706823520295,22.0352,False,False
"(-15874.65038, 151718.69861)","(-15922.49668, 151721.66051)",0.0479378897668647,22.0352,False,False
"(-16652.86678, 151265.61561)","(-16701.90918, 151314.53421)",0.06926894270681695,23.2042,False,False
"(-16652.86678, 151265.61561)","(-16603.68288, 151239.75061)",0.05557026402862437,23.2042,False,False
"(-16284.61198, 151816.00311)","(-16309.21828, 151840.60931)",0.03479849246922099,23.2042,False,False
"(-16284.61198, 151816.00311)","(-16279.05568, 151795.36551)",0.021372482388563978,23.2042,False,False
"(-16713.13198, 151705.45201)","(-16738.53208, 151719.73951)",0.02914271326181378,23.2042,False,False
"(-16389.75078, 150920.19311)","(-16346.24858, 150891.46921)",0.05212968286925326,23.2042,False,False
"(-16389.75078, 150920.19311)","(-16454.03098, 150985.07011)",0.0913289069300686,23.2042,False,False
"(-16727.72508, 151404.11031)","(-16773.29698, 151451.15781)",0.06550011699120341,23.2042,False,False
"(-16727.72508, 151404.11031)","(-16737.56238, 151361.11481)",0.04410652436475951,23.2042,False,False
"(-17192.85038, 151787.30861)","(-17210.81418, 151776.88961)",0.020766648054992703,23.2042,False,False
"(-17192.85038, 151787.30861)","(-17171.12668, 151799.90841)",0.02511322563371437,23.2042,False,False
"(-15809.94198, 151377.67811)","(-15851.25848, 151401.42441)",0.047654380028912494,23.2042,True,False
"(-15791.65778, 152603.28591)","(-15809.01098, 152604.33181)",0.01738469030641556,27.2388,False,False
"(-15791.65778, 152603.28591)","(-15756.03528, 152567.21331)",0.0506970904195791,27.2388,False,False
"(-16569.32618, 150979.28741)","(-16566.01898, 151007.06881)",0.027977558110035106,23.2042,False,False
"(-16569.32618, 150979.28741)","(-16569.78498, 150950.27431)",0.029016727400741658,28.5283,False,False
"(-16569.32618, 150979.28741)","(-16532.94598, 150979.94891)",0.03638621351954602,23.2042,False,False
"(-15748.04408, 152009.18471)","(-15772.24458, 152064.87811)",0.06072412209170946,22.0352,False,False
"(-16018.60578, 151063.60221)","(-16036.98168, 151110.39631)",0.05027287037379063,23.2042,False,False
"(-16018.60578, 151063.60221)","(-15953.45598, 151061.80431)",0.06517460306323253,23.2042,False,False
"(-16613.91298, 151704.65821)","(-16645.66308, 151704.65821)",0.03175009999999747,23.2042,False,False
"(-16613.91298, 151704.65821)","(-16583.99398, 151715.89081)",0.031958064142880986,23.2042,False,False
"(-16583.21688, 151089.75121)","(-16577.92518, 151110.25651)",0.021177096519135765,23.2042,False,False
"(-16583.21688, 151089.75121)","(-16576.54698, 151068.78521)",0.02200138000238655,23.2042,False,False
"(-15697.54288, 152545.67691)","(-15756.03528, 152567.21331)",0.06233119109016896,27.2388,False,False
"(-15697.54288, 152545.67691)","(-15657.68558, 152496.07061)",0.06363481250841797,27.2388,False,False
"(-15647.75948, 151186.66331)","(-15587.95728, 151189.65731)",0.05987710047121559,23.2042,False,False
"(-15647.75948, 151186.66331)","(-15714.18048, 151203.98721)",0.06864303862890715,23.2042,False,False
"(-17072.70138, 151819.75221)","(-17117.94528, 151816.57711)",0.04535517332366921,23.2042,False,False
"(-17072.70138, 151819.75221)","(-17057.39578, 151818.05161)",0.01539978674268017,23.2042,False,False
"(-15958.39048, 152373.82791)","(-16003.20928, 152369.48531)",0.045028690944773755,27.2388,False,False
"(-15958.39048, 152373.82791)","(-15940.83648, 152429.93281)",0.0587869264378624,27.2388,False,False
"(-16187.02818, 150856.79191)","(-16139.15538, 150881.55251)",0.05389705272276355,23.2042,False,False
"(-16187.02818, 150856.79191)","(-16203.4408, 150878.98087)",0.027599348563797834,23.2042,True,False
"(-15855.24798, 151506.31771)","(-15911.61678, 151519.14001)",0.05780876223143008,23.2042,False,False
"(-15855.24798, 151506.31771)","(-15812.53298, 151511.78431)",0.04306338282763966,23.2042,False,False
"(-16004.69638, 152316.22141)","(-15955.59178, 152301.20341)",0.051349801023569765,23.2042,False,False
"(-16004.69638, 152316.22141)","(-16075.46018, 152293.18531)",0.07441893101657653,23.2042,False,False
"(-16834.35458, 151350.43461)","(-16737.56238, 151361.11481)",0.0973796521501285,23.2042,False,False
"(-15796.43548, 151146.83901)","(-15734.33828, 151122.38041)",0.06674043273607996,23.2042,False,False
"(-15796.43548, 151146.83901)","(-15842.48604, 151170.45481)",0.051752875146735086,23.2042,True,False
"(-15761.71028, 151228.89011)","(-15714.18048, 151203.98721)",0.053658515786877886,23.2042,True,False
"(-15761.71028, 151228.89011)","(-15837.67368, 151263.83111)",0.08361406353335243,23.2042,True,False
"(-16348.11208, 151872.35941)","(-16358.92528, 151863.62931)",0.013897479636618918,23.2042,False,False
"(-16348.11208, 151872.35941)","(-16309.21828, 151840.60931)",0.05020753457849161,23.2042,False,False
"(-16738.53208, 151719.73951)","(-16764.72578, 151726.88331)",0.02715039222791924,23.2042,False,False
"(-15909.45728, 150897.85831)","(-15866.55838, 150928.22371)",0.05255828325172763,23.2042,False,False
"(-15909.45728, 150897.85831)","(-15945.09588, 150839.36401)",0.06849593376582577,23.2042,False,False
"(-15587.95728, 151189.65731)","(-15599.78398, 151252.55021)",0.0639952162532256,23.2042,False,False
"(-17207.90168, 151246.95081)","(-17220.80568, 151197.20391)",0.05139326099412147,23.2042,False,False
"(-17207.90168, 151246.95081)","(-17172.75388, 151264.79991)",0.03942027670691364,23.2042,False,False
"(-16499.66698, 151763.18961)","(-16549.67338, 151730.64581)",0.059663547995411334,23.2042,False,False
"(-16499.66698, 151763.18961)","(-16443.31068, 151799.70231)",0.06715065011583854,23.2042,False,False
"(-16191.73268, 151200.62121)","(-16273.14248, 151243.12321)",0.09183667862046399,23.2042,False,False
"(-15770.17838, 152246.54181)","(-15805.14678, 152307.04301)",0.06987978391494808,16.9906,False,False
"(-15770.17838, 152246.54181)","(-15705.41758, 152241.96281)",0.06492248037190188,16.9906,False,False
"(-17220.80568, 151197.20391)","(-17232.25668, 151137.22671)",0.06106054307687328,23.2042,False,False
"(-15851.25848, 151401.42441)","(-15798.28916, 151460.01916)",0.07898793318490908,23.2042,True,False
"(-16825.84468, 151751.48951)","(-16863.94478, 151768.95211)",0.041911335206244786,23.2042,False,False
"(-16825.84468, 151751.48951)","(-16818.06798, 151747.60121)",0.008694592559754414,23.2042,False,False
"(-17088.80528, 151394.20421)","(-17088.27088, 151434.89121)",0.040690509364720864,22.1507,False,False
"(-17088.80528, 151394.20421)","(-17091.20236, 151369.30018)",0.025019126738708347,22.1507,True,False
"(-16818.06798, 151747.60121)","(-16794.09468, 151735.61451)",0.026802986583207074,23.2042,False,False
"(-17129.93458, 151648.16531)","(-17121.48414, 151579.06896)",0.06961117381223424,23.2042,False,False
"(-17129.93458, 151648.16531)","(-16990.31968, 151646.99871)",0.13961977387737787,23.2042,False,False
"(-15646.65768, 151295.89101)","(-15674.30698, 151361.66571)",0.07134980694144266,23.2042,False,False
"(-15646.65768, 151295.89101)","(-15599.78398, 151252.55021)",0.06384018089205636,23.2042,False,False
"(-16863.94478, 151768.95211)","(-16892.49558, 151777.51731)",0.029807898813561936,23.2042,False,False
"(-16414.47068, 151275.82011)","(-16437.69818, 151227.38261)",0.053718787798125535,23.2042,False,False
"(-16414.47068, 151275.82011)","(-16357.47138, 151300.03931)",0.06193133172417141,23.2042,False,False
"(-16202.06178, 151763.61541)","(-16230.63678, 151765.99671)",0.028674051243067843,23.2042,False,False
"(-16202.06178, 151763.61541)","(-16162.37428, 151719.16531)",0.05958950449751089,23.2042,False,False
"(-16333.90828, 151338.00141)","(-16171.16938, 151270.27541)",0.17626900081752725,23.2042,False,False
"(-16333.90828, 151338.00141)","(-16403.75838, 151424.78501)",0.11140210814418693,23.2042,False,False
"(-15577.66468, 151846.89071)","(-15529.13538, 151842.72781)",0.048707521954006024,22.0352,False,False
"(-15577.66468, 151846.89071)","(-15640.11968, 151844.63971)",0.0624955520497265,22.0352,False,False
"(-16047.93058, 150819.15691)","(-16014.28048, 150857.21621)",0.05080196400240617,23.2042,False,False
"(-16047.93058, 150819.15691)","(-16067.65228, 150774.27411)",0.04902459777223364,23.2042,False,False
"(-15940.83648, 152429.93281)","(-15882.17058, 152482.77971)",0.07895874025350473,27.2388,False,False
"(-16053.63158, 151800.99241)","(-15968.16798, 151767.65501)",0.09173553926216975,22.0352,False,False
"(-16053.63158, 151800.99241)","(-16038.46608, 151722.45531)",0.07998792700565802,23.2042,False,False
"(-17122.13858, 151492.21201)","(-17098.61228, 151465.41811)",0.03565669458740306,22.1507,False,False
"(-17122.13858, 151492.21201)","(-17125.97408, 151514.26631)",0.02238533468011593,22.1507,False,False
"(-16177.78868, 152360.28931)","(-16193.87978, 152273.95141)",0.08782457785618579,23.2042,False,False
"(-16177.78868, 152360.28931)","(-16141.57128, 152388.88291)",0.046144274007936886,27.2388,False,False
"(-16177.78868, 152360.28931)","(-16196.63518, 152389.50511)",0.03476713292594462,27.2388,False,False
"(-15794.93888, 152368.35731)","(-15756.44828, 152412.60911)",0.05864936565385661,16.9906,False,False
"(-15794.93888, 152368.35731)","(-15857.31558, 152354.62341)",0.06387075005117654,16.9906,False,False
"(-17047.07648, 151281.99781)","(-17072.64448, 151323.34751)",0.048616049963867564,23.2042,False,False
"(-17047.07648, 151281.99781)","(-16991.51388, 151211.88311)",0.08946101762695806,23.2042,False,False
"(-16140.00328, 151635.98581)","(-16129.48928, 151638.06691)",0.010717983635457912,23.2042,False,False
"(-16133.34338, 151031.25381)","(-16082.69748, 151038.11431)",0.051108449859686475,23.2042,False,False
"(-16083.26468, 151974.91641)","(-16120.43768, 151912.55091)",0.07260363296179961,23.2042,False,False
"(-16083.26468, 151974.91641)","(-16032.69918, 152047.32941)",0.08832050927870679,23.2042,False,False
"(-17093.29428, 151347.56661)","(-17074.38708, 151332.04621)",0.024461500935146693,22.1507,False,False
"(-17093.29428, 151347.56661)","(-17091.20236, 151369.30018)",0.02183401461551492,22.1507,True,False
"(-15824.32988, 152595.30601)","(-15905.02798, 152580.75381)",0.0819996943192497,27.2388,False,False
"(-15824.32988, 152595.30601)","(-15809.01098, 152604.33181)",0.01778015081066699,27.2388,False,False
"(-16230.63678, 151765.99671)","(-16279.05568, 151795.36551)",0.05662964144906515,23.2042,False,False
"(-16773.29698, 151451.15781)","(-16772.01658, 151520.23581)",0.0690898654518967,23.2042,False,False
"(-15953.45598, 151061.80431)","(-15911.35608, 151149.26531)",0.09706610170912805,23.2042,False,False
"(-16758.94468, 151007.73021)","(-16723.81858, 150991.77961)",0.038578031851954867,28.5283,False,False
"(-16758.94468, 151007.73021)","(-16808.55408, 151009.05311)",0.04962703530103441,28.5283,True,False
"(-16066.76328, 152359.55071)","(-16141.57128, 152388.88291)",0.08035306354358049,27.2388,False,False
"(-16066.76328, 152359.55071)","(-16003.20928, 152369.48531)",0.06432578948726231,27.2388,False,False
"(-15476.18938, 152220.72541)","(-15463.84938, 152194.62481)",0.028870693104951183,16.9906,False,False
"(-15447.71438, 151858.12181)","(-15483.23588, 151892.77651)",0.049625852076704786,22.0352,False,False
"(-15447.71438, 151858.12181)","(-15490.32618, 151823.09841)",0.05515799168570621,22.0352,False,False
"(-16068.42178, 151170.80881)","(-16118.44488, 151250.01651)",0.09368121622235535,23.2042,False,False
"(-16068.42178, 151170.80881)","(-16036.98168, 151110.39631)",0.0681039649672262,23.2042,False,False
"(-16305.99168, 151962.10381)","(-16298.58328, 152016.07891)",0.05448115096591773,23.2042,False,False
"(-16802.66728, 150988.77071)","(-16852.21858, 151033.36171)",0.06666099768746828,23.2042,True,False
"(-16802.66728, 150988.77071)","(-16865.07758, 150973.68171)",0.06420843766274151,23.2042,False,False
"(-17090.06768, 151439.45241)","(-17088.27088, 151434.89121)",0.00490235001606046,22.1507,False,False
"(-17090.06768, 151439.45241)","(-17090.01338, 151443.58991)",0.004137856297661425,22.1507,False,False
"(-16082.69748, 151038.11431)","(-16097.79428, 151092.73181)",0.05666555105608007,23.2042,False,False
"(-15812.53298, 151511.78431)","(-15797.78117, 151482.06744)",0.03317692361976154,23.2042,True,False
"(-17024.25708, 151814.49351)","(-17016.51128, 151813.80501)",0.007776339105902888,23.2042,False,False
"(-17024.25708, 151814.49351)","(-17029.83888, 151814.98971)",0.005603811709898308,23.2042,False,False
"(-15866.55838, 150928.22371)","(-15818.29228, 150949.86861)",0.052897240998190743,23.2042,False,False
"(-15955.59178, 152301.20341)","(-15902.13488, 152289.47771)",0.054727800961665386,23.2042,False,False
"(-15845.47408, 151051.92241)","(-15753.79548, 151063.69671)",0.0924315954555023,23.2042,False,False
"(-15845.47408, 151051.92241)","(-15830.86408, 150999.82841)",0.05410394566019426,23.2042,False,False
"(-16557.12888, 151178.94241)","(-16532.42598, 151194.09281)",0.02897874891313306,23.2042,False,False
"(-16557.12888, 151178.94241)","(-16552.26948, 151165.80701)",0.01400544542383393,23.2042,False,False
"(-16437.69818, 151227.38261)","(-16459.29698, 151172.45321)",0.05902327630519411,23.2042,False,False
"(-15818.29228, 150949.86861)","(-15830.86408, 150999.82841)",0.05151729584594119,23.2042,False,False
"(-16911.56988, 151783.23961)","(-16917.03938, 151785.30361)",0.005845983770935867,23.2042,False,False
"(-16911.56988, 151783.23961)","(-16892.49558, 151777.51731)",0.019914156717770897,23.2042,False,False
"(-16120.66388, 152441.18581)","(-16196.63518, 152389.50511)",0.09188325841076594,27.2388,False,False
"(-17251.07268, 151751.76331)","(-17261.69808, 151694.11361)",0.058620704834136735,23.2042,False,False
"(-17251.07268, 151751.76331)","(-17228.38798, 151765.92141)",0.02674037041067474,23.2042,False,False
