"Node1(x,y)","Node2(x,y)"
"(-16909.27858, 151335.55251)","(-16834.35458, 151350.43461)"
"(-16909.27858, 151335.55251)","(-16974.24328, 151310.59871)"
"(-16157.77588, 151170.92531)","(-16133.49928, 151126.81971)"
"(-16157.77588, 151170.92531)","(-16191.73268, 151200.62121)"
"(-16093.78648, 151567.85511)","(-16140.00328, 151635.98581)"
"(-16093.78648, 151567.85511)","(-16053.41638, 151500.55371)"
"(-16034.67408, 152502.04011)","(-16120.66388, 152441.18581)"
"(-16034.67408, 152502.04011)","(-15959.26768, 152552.31101)"
"(-15817.17988, 151994.92931)","(-15748.04408, 152009.18471)"
"(-15817.17988, 151994.92931)","(-15865.68078, 151972.67271)"
"(-17171.36508, 151520.24971)","(-17158.10758, 151542.76821)"
"(-17171.36508, 151520.24971)","(-17222.16498, 151536.12471)"
"(-16676.61938, 151704.65821)","(-16713.13198, 151705.45201)"
"(-16676.61938, 151704.65821)","(-16654.84418, 151704.65831)"
"(-16595.47968, 150911.61601)","(-16569.78498, 150950.27431)"
"(-16595.47968, 150911.61601)","(-16647.21508, 150963.11751)"
"(-16293.29158, 152243.62111)","(-16294.34998, 152199.17101)"
"(-16293.29158, 152243.62111)","(-16285.88328, 152282.77951)"
"(-16320.80838, 151919.77041)","(-16348.11208, 151872.35941)"
"(-16320.80838, 151919.77041)","(-16305.99168, 151962.10381)"
"(-17222.16498, 151536.12471)","(-17260.22338, 151636.59961)"
"(-16773.21968, 151148.86961)","(-16724.37838, 151166.55631)"
"(-16773.21968, 151148.86961)","(-16817.50368, 151162.58781)"
"(-16625.23098, 151166.37651)","(-16575.43868, 151156.44821)"
"(-16625.23098, 151166.37651)","(-16672.04858, 151170.53101)"
"(-15445.88298, 152156.62391)","(-15463.84938, 152194.62481)"
"(-15445.88298, 152156.62391)","(-15428.96268, 152089.95791)"
"(-16341.25468, 151253.70041)","(-16357.47138, 151300.03931)"
"(-16341.25468, 151253.70041)","(-16273.14248, 151243.12321)"
"(-15501.92948, 152266.17411)","(-15542.87378, 152333.90201)"
"(-15501.92948, 152266.17411)","(-15476.18938, 152220.72541)"
"(-17140.25668, 151092.78421)","(-17077.29648, 151182.79971)"
"(-17140.25668, 151092.78421)","(-17194.39538, 151072.59601)"
"(-16724.37838, 151166.55631)","(-16672.04858, 151170.53101)"
"(-16179.13788, 151029.88961)","(-16159.88338, 150958.43401)"
"(-16179.13788, 151029.88961)","(-16133.34338, 151031.25381)"
"(-16113.88178, 151852.48281)","(-16053.63158, 151800.99241)"
"(-16113.88178, 151852.48281)","(-16120.43768, 151912.55091)"
"(-15671.33568, 151806.42291)","(-15640.11968, 151844.63971)"
"(-15671.33568, 151806.42291)","(-15697.22236, 151795.71972)"
"(-15742.87218, 151373.36521)","(-15809.94198, 151377.67811)"
"(-15742.87218, 151373.36521)","(-15674.30698, 151361.66571)"
"(-17142.45848, 151808.89391)","(-17171.12668, 151799.90841)"
"(-17142.45848, 151808.89391)","(-17117.94528, 151816.57711)"
"(-17015.32638, 151194.68521)","(-17006.54968, 151179.49311)"
"(-17015.32638, 151194.68521)","(-17057.65978, 151211.88321)"
"(-15874.65038, 151718.69861)","(-15795.04978, 151756.65521)"
"(-15874.65038, 151718.69861)","(-15922.49668, 151721.66051)"
"(-16652.86678, 151265.61561)","(-16701.90918, 151314.53421)"
"(-16652.86678, 151265.61561)","(-16603.68288, 151239.75061)"
"(-16284.61198, 151816.00311)","(-16309.21828, 151840.60931)"
"(-16284.61198, 151816.00311)","(-16279.05568, 151795.36551)"
"(-16713.13198, 151705.45201)","(-16738.53208, 151719.73951)"
"(-16389.75078, 150920.19311)","(-16346.24858, 150891.46921)"
"(-16389.75078, 150920.19311)","(-16454.03098, 150985.07011)"
"(-16727.72508, 151404.11031)","(-16773.29698, 151451.15781)"
"(-16727.72508, 151404.11031)","(-16737.56238, 151361.11481)"
"(-17192.85038, 151787.30861)","(-17210.81418, 151776.88961)"
"(-17192.85038, 151787.30861)","(-17171.12668, 151799.90841)"
"(-15809.94198, 151377.67811)","(-15851.25848, 151401.42441)"
"(-15791.65778, 152603.28591)","(-15809.01098, 152604.33181)"
