"Source(x,y)","Target(x,y)"
"(-16348.11208, 151872.35941)","(-16320.80838, 151919.77041)"
"(-16196.63518, 152389.50511)","(-16320.80838, 151919.77041)"
"(-16237.45418, 150924.96511)","(-16569.32618, 150979.28741)"
"(-16808.55408, 151009.05311)","(-16569.32618, 150979.28741)"
"(-16575.43868, 151156.44821)","(-16569.32618, 150979.28741)"
"(-16339.84618, 151083.84339)","(-16569.32618, 150979.28741)"
"(-15911.35608, 151149.26531)","(-15761.71028, 151228.89011)"
"(-16129.48928, 151638.06691)","(-15761.71028, 151228.89011)"
"(-16129.48928, 151638.06691)","(-16348.11208, 151872.35941)"
"(-16583.99398, 151715.89081)","(-16348.11208, 151872.35941)"
"(-15697.22236, 151795.71972)","(-16053.63158, 151800.99241)"
"(-16129.48928, 151638.06691)","(-16053.63158, 151800.99241)"
"(-16032.69918, 152047.32941)","(-16053.63158, 151800.99241)"
"(-16193.87978, 152273.95141)","(-16177.78868, 152360.28931)"
"(-16196.63518, 152389.50511)","(-16177.78868, 152360.28931)"
"(-15756.03528, 152567.21331)","(-16177.78868, 152360.28931)"
"(-15889.01691, 152400.40816)","(-16177.78868, 152360.28931)"
"(-15756.03528, 152567.21331)","(-16196.63518, 152389.50511)"
"(-15657.68558, 152496.07061)","(-15756.03528, 152567.21331)"
"(-15889.01691, 152400.40816)","(-15756.03528, 152567.21331)"
"(-17091.20236, 151369.30018)","(-17121.48414, 151579.06896)"
"(-16583.99398, 151715.89081)","(-17121.48414, 151579.06896)"
"(-16772.01658, 151520.23581)","(-17121.48414, 151579.06896)"
"(-16583.99398, 151715.89081)","(-16596.47518, 151702.05511)"
"(-16772.01658, 151520.23581)","(-16596.47518, 151702.05511)"
"(-16171.16938, 151270.27541)","(-16596.47518, 151702.05511)"
"(-16545.99384, 151404.14121)","(-16596.47518, 151702.05511)"
"(-16273.14248, 151243.12321)","(-16171.16938, 151270.27541)"
"(-15911.35608, 151149.26531)","(-16171.16938, 151270.27541)"
"(-16545.99384, 151404.14121)","(-16171.16938, 151270.27541)"
"(-15697.22236, 151795.71972)","(-15418.47388, 152048.63201)"
"(-15644.72008, 152119.21781)","(-15418.47388, 152048.63201)"
"(-15657.68558, 152496.07061)","(-15418.47388, 152048.63201)"
"(-15631.13294, 152270.4154)","(-15418.47388, 152048.63201)"
"(-15902.13488, 152289.47771)","(-16193.87978, 152273.95141)"
"(-16032.69918, 152047.32941)","(-16193.87978, 152273.95141)"
"(-15889.01691, 152400.40816)","(-16193.87978, 152273.95141)"
"(-15892.13231, 152158.89453)","(-16193.87978, 152273.95141)"
"(-17052.54658, 151306.84981)","(-17072.64448, 151323.34751)"
"(-16979.12465, 151230.46695)","(-17072.64448, 151323.34751)"
"(-17091.20236, 151369.30018)","(-17072.64448, 151323.34751)"
"(-16852.21858, 151033.36171)","(-17072.64448, 151323.34751)"
"(-16841.99248, 151027.66871)","(-16808.55408, 151009.05311)"
"(-15644.72008, 152119.21781)","(-16032.69918, 152047.32941)"
"(-15892.13231, 152158.89453)","(-16032.69918, 152047.32941)"
"(-16852.21858, 151033.36171)","(-16575.43868, 151156.44821)"
"(-16737.56238, 151361.11481)","(-16575.43868, 151156.44821)"
"(-16273.14248, 151243.12321)","(-16575.43868, 151156.44821)"
"(-16339.84618, 151083.84339)","(-16575.43868, 151156.44821)"
"(-16545.99384, 151404.14121)","(-16575.43868, 151156.44821)"
"(-16203.4408, 150878.98087)","(-16237.45418, 150924.96511)"
"(-16273.14248, 151243.12321)","(-16237.45418, 150924.96511)"
"(-16339.84618, 151083.84339)","(-16237.45418, 150924.96511)"
"(-15842.48604, 151170.45481)","(-15911.35608, 151149.26531)"
"(-15902.13488, 152289.47771)","(-15644.72008, 152119.21781)"
"(-15892.13231, 152158.89453)","(-15644.72008, 152119.21781)"
"(-15631.13294, 152270.4154)","(-15644.72008, 152119.21781)"
"(-16339.84618, 151083.84339)","(-16273.14248, 151243.12321)"
"(-16545.99384, 151404.14121)","(-16273.14248, 151243.12321)"
"(-15902.13488, 152289.47771)","(-15657.68558, 152496.07061)"
"(-15889.01691, 152400.40816)","(-15657.68558, 152496.07061)"
"(-15631.13294, 152270.4154)","(-15657.68558, 152496.07061)"
"(-17052.54658, 151306.84981)","(-16986.48678, 151310.01251)"
"(-16737.56238, 151361.11481)","(-16986.48678, 151310.01251)"
"(-16979.12465, 151230.46695)","(-16986.48678, 151310.01251)"
"(-15889.01691, 152400.40816)","(-15902.13488, 152289.47771)"
"(-15892.13231, 152158.89453)","(-15902.13488, 152289.47771)"
"(-15631.13294, 152270.4154)","(-15902.13488, 152289.47771)"
"(-16841.99248, 151027.66871)","(-16852.21858, 151033.36171)"
"(-16737.56238, 151361.11481)","(-16772.01658, 151520.23581)"
"(-16545.99384, 151404.14121)","(-16772.01658, 151520.23581)"
"(-16545.99384, 151404.14121)","(-16737.56238, 151361.11481)"
"(-16203.4408, 150878.98087)","(-15842.48604, 151170.45481)"
