x,y
-15671.33568,151806.42291
-15809.94198,151377.67811
-16053.63158,151800.99241
-16575.43868,151156.44821
-16852.21858,151033.36171
-17052.54658,151306.84981
-15529.13538,151842.72781
-16047.18218,151654.35891
-16320.80838,151919.77041
-16216.49208,150851.53241
-16267.89158,152325.11291
-16555.30248,151236.84631
-16157.77588,151170.92531
-15761.71028,151228.89011
-16171.16938,151270.27541
-16808.55408,151009.05311
-16192.43465,150699.23742
-15842.48604,151170.45481
-16203.4408,150878.98087
-16822.07961,151016.58295
-16841.9925,151027.66871
-16576.30575,151140.34061
-16979.12465,151230.46695
-17407.42439,150560.91405
-17519.21972,150674.11927
-17383.61297,150949.79636
-17019.10697,150687.28607
-16697.17023,151586.14485
-16040.41012,151497.36196
-15797.78118,151482.06744
-15798.28916,151460.01916
-17091.20236,151369.30018
-17117.57377,151648.06202
-16051.34563,151789.15426
-16040.83209,151703.97035
-15942.246,151741.54959
-15885.00695,151719.33973
-15778.34735,151763.24154
-15734.34537,151780.59302
-15455.21777,151785.37988
-15455.78739,151784.74514
-15697.22236,151795.71972
-15470.6626,151880.51005
