Node,Stand
"(-16772.01658, 151520.23581)","[817, 1268, 1303]"
"(-16773.29698, 151451.15781)","[817, 1303]"
"(-16727.72508, 151404.11031)","[817, 1303]"
"(-16737.56238, 151361.11481)","[817, 860, 1303]"
"(-16834.35458, 151350.43461)","[817, 860]"
"(-16909.27858, 151335.55251)","[817, 860]"
"(-16974.24328, 151310.59871)","[817, 860]"
"(-16986.48678, 151310.01251)","[817, 860]"
"(-17052.54658, 151306.84981)",[817]
"(-17072.64448, 151323.34751)","[817, 860]"
"(-17077.44638, 151327.28921)",[817]
"(-17074.38708, 151332.04621)",[817]
"(-17093.29428, 151347.56661)",[817]
"(-17088.80528, 151394.20421)",[817]
"(-17088.27088, 151434.89121)",[817]
"(-17090.06768, 151439.45241)",[817]
"(-17090.01338, 151443.58991)",[817]
"(-17098.61228, 151465.41811)",[817]
"(-17122.13858, 151492.21201)",[817]
"(-17125.97408, 151514.26631)",[817]
"(-17121.48414, 151579.06896)","[817, 1268]"
"(-17129.93458, 151648.16531)","[817, 1268]"
"(-16990.31968, 151646.99871)","[817, 1268]"
"(-16924.80818, 151627.67371)","[817, 1268]"
"(-16877.04708, 151598.55861)","[817, 1268]"
"(-16837.31288, 151549.81201)","[817, 1268]"
"(-16818.74118, 151510.24101)","[817, 1268]"
"(-17044.92543, 151307.21468)",[817]
"(-17091.20236, 151369.30018)",[817]
"(-15657.68558, 152496.07061)","[857, 882]"
"(-15655.79788, 152438.36701)","[857, 882]"
"(-15649.04778, 152391.34931)","[857, 882]"
"(-15706.68438, 152386.12461)","[857, 882]"
"(-15756.44828, 152412.60911)","[857, 882]"
"(-15794.93888, 152368.35731)","[857, 882]"
"(-15857.31558, 152354.62341)","[857, 882]"
"(-15902.13488, 152289.47771)","[857, 882, 881]"
"(-15955.59178, 152301.20341)","[857, 881]"
"(-16004.69638, 152316.22141)","[857, 881]"
"(-16075.46018, 152293.18531)","[857, 881]"
"(-16127.08138, 152267.22551)","[857, 881]"
"(-16193.87978, 152273.95141)","[857, 1267, 881]"
"(-16177.78868, 152360.28931)","[857, 1306, 1267]"
"(-16141.57128, 152388.88291)","[857, 1306]"
"(-16066.76328, 152359.55071)","[857, 1306]"
"(-16003.20928, 152369.48531)","[857, 1306]"
"(-15958.39048, 152373.82791)","[857, 1306]"
"(-15940.83648, 152429.93281)","[857, 1306]"
"(-15882.17058, 152482.77971)","[857, 1306]"
"(-15834.07608, 152500.04491)","[857, 1306]"
"(-15784.33048, 152497.76871)","[857, 1306]"
"(-15756.03528, 152567.21331)","[857, 1306]"
"(-15697.54288, 152545.67691)",[857]
"(-16575.43868, 151156.44821)","[860, 861, 1173, 1303]"
"(-16625.23098, 151166.37651)","[860, 861]"
"(-16672.04858, 151170.53101)","[860, 861]"
"(-16724.37838, 151166.55631)","[860, 861]"
"(-16773.21968, 151148.86961)","[860, 861]"
"(-16817.50368, 151162.58781)","[860, 861]"
"(-16862.38798, 151133.99371)","[860, 861]"
"(-16893.66178, 151092.87021)","[860, 861]"
"(-16852.21858, 151033.36171)","[860, 861]"
"(-16802.66728, 150988.77071)",[860]
"(-16865.07758, 150973.68171)",[860]
"(-16923.27968, 151006.35401)",[860]
"(-16962.11048, 151046.63861)",[860]
"(-16982.35048, 151094.54651)",[860]
"(-17006.54968, 151179.49311)",[860]
"(-17015.32638, 151194.68521)",[860]
"(-17057.65978, 151211.88321)",[860]
"(-17077.29648, 151182.79971)",[860]
"(-17140.25668, 151092.78421)",[860]
"(-17194.39538, 151072.59601)",[860]
"(-17232.25668, 151137.22671)",[860]
"(-17220.80568, 151197.20391)",[860]
"(-17207.90168, 151246.95081)",[860]
"(-17172.75388, 151264.79991)",[860]
"(-17102.63908, 151276.70611)",[860]
"(-17047.07648, 151281.99781)",[860]
"(-16991.51388, 151211.88311)",[860]
"(-16954.47208, 151267.44581)",[860]
"(-16701.90918, 151314.53421)","[860, 1303]"
"(-16652.86678, 151265.61561)","[860, 1303]"
"(-16603.68288, 151239.75061)","[860, 1303]"
"(-16555.30248, 151236.84631)","[860, 1303]"
"(-16532.42598, 151194.09281)","[860, 1303]"
"(-16557.12888, 151178.94241)","[860, 1303]"
"(-16552.26948, 151165.80701)","[860, 1303]"
"(-16853.98641, 151035.90014)",[860]
"(-16979.12465, 151230.46695)",[860]
"(-16577.92518, 151110.25651)","[861, 1173]"
"(-16583.21688, 151089.75121)","[861, 1173]"
"(-16576.54698, 151068.78521)","[861, 1173]"
"(-16569.32618, 151042.78761)","[861, 1173]"
"(-16566.01898, 151007.06881)","[861, 1173]"
"(-16569.32618, 150979.28741)","[861, 1173]"
"(-16569.78498, 150950.27431)",[861]
"(-16595.47968, 150911.61601)",[861]
"(-16647.21508, 150963.11751)",[861]
"(-16688.70028, 150986.63231)",[861]
"(-16723.81858, 150991.77961)",[861]
"(-16758.94468, 151007.73021)",[861]
"(-16808.55408, 151009.05311)",[861]
"(-16822.07959, 151016.58294)",[861]
"(-16801.70285, 151008.87041)",[861]
"(-16841.99248, 151027.66871)",[861]
"(-15849.54248, 152281.07231)","[881, 882]"
"(-15805.14678, 152307.04301)","[881, 882]"
