x,y
-12379.0511,146479.0913
-11981.3929,146557.6991
-12025.1335,146104.1237
-11906.9218,146360.9655
-11535.1215,146609.7358
-11361.9378,146455.9971
-10960.5979,146487.3601
-12378.8366,146200.3839
-11878.4104,146629.318
-11849.8706,146114.3829
-10924.2485,146654.8657
-11169.6078,146161.0069
-12250.1346,146462.8983
-10983.6465,146637.6032
-11013.5034,145963.8919
-11772.6121,146349.836
-11940.8875,146327.611
-12376.0148,146339.7767
-11884.0514,146336.7197
-11080.2546,145943.1128
-11948.6813,145978.2701
-11205.61,146427.8754
-11667.3876,145950.3359
-10849.6108,146154.3923
-11099.8238,145893.1599
-11104.273,146611.9825
-11276.8946,145787.6944
-11676.7381,145790.2654
-11927.6113,146444.1552
-11912.0478,146107.7682
-12081.5729,146132.6055
-11314.3352,145866.7897
-11111.6405,145866.7817
-12029.9126,146628.2608
-12439.4688,146398.6777
-11506.5691,145787.8888
-11500.9197,146137.7236
-11296.8326,146138.3692
-11390.5799,145786.0398
-11646.8285,146277.6511
-12090.1179,146601.9891
-12067.2474,146365.0057
-11125.519,146526.1019
-10832.3704,146185.4802
-11158.7158,145848.8175
-10958.7759,146168.7219
-11722.8704,146339.2526
-11210.6184,146172.9132
-11924.7175,145826.7029
-11234.9601,145873.1397
-12325.5741,146477.6157
-11255.5976,145990.6149
-11855.9645,145852.0033
-11227.0225,145847.7397
-11647.0194,146277.5739
-11045.2534,146183.4965
-11820.7727,146466.4338
-10810.9797,146227.6032
-11699.6058,146328.3151
-11876.5179,146464.33
-11455.4639,146707.8749
-11077.5314,146645.6389
-11980.1533,146497.6713
-11438.0081,146515.7617
-11784.2901,146428.9824
-11620.0718,145963.5446
-11828.2643,145805.5808
-10866.6273,146410.0077
-10811.5107,146132.4764
-11173.0474,145993.79
-10828.4708,146373.5725
-11283.3619,146143.7665
-11880.5623,146350.8943
-11323.3171,146409.8271
-11579.8164,146229.3198
-11059.2482,145996.0313
-12364.1085,146309.6142
-12379.9836,146276.2767
-10995.021,146536.3247
-12289.9364,146083.9669
-10869.3052,146154.3924
-10737.3731,146311.0521
-11806.4789,146224.9525
-12275.9723,146046.7291
-11090.9325,146565.4433
-11976.4744,146132.3691
-11626.1307,146262.1776
-11484.5784,146670.5617
-11819.1696,146646.5278
-11955.5922,146243.4571
-12030.0078,146413.0405
-12102.1598,146226.3461
-11332.9266,145782.9847
-12437.7157,146381.0519
-10911.4313,146442.7267
-11957.6941,146290.2512
-12125.1421,146530.3891
-12268.902,146027.8752
-11015.5824,146097.9098
-12126.6033,146577.8146
-11603.1462,146206.9872
-11885.2779,146373.2467
-11988.4602,146066.5061
-10795.1383,146481.1908
-12223.6303,146443.3602
-11886.3329,146688.136
-12058.1675,146263.7251
-11825.5289,146354.0693
-10834.7691,146619.474
-11715.2911,145913.7526
-10817.7113,146154.3923
-12001.001,145982.1192
-11901.8914,146416.7949
-11411.1729,145925.5273
-11328.8259,146175.3412
-11415.4928,146471.3953
-11564.4722,146050.1264
-11430.2229,146212.6008
-11769.1725,146150.1016
-11549.5109,145793.8029
-12408.47,146234.2506
-11467.053,146189.582
-10807.1451,146149.939
-11903.8457,146194.2607
-11602.9393,145781.269
-12013.499,146677.9563
-11187.2036,146538.1498
-11743.5724,145796.5155
-12054.7216,146450.0593
-11679.4786,146263.0526
-11640.1185,146586.1386
-11436.5729,145863.6146
-10738.4369,146505.5198
-12001.9839,146739.8336
-12198.1101,145980.9399
-11014.1124,146687.072
-11666.0375,146291.5915
-11598.3127,146242.4419
-11973.6253,146194.9674
-11922.9712,146587.7001
-11772.0084,146621.7781
-11043.016,146036.3699
-10992.3366,146175.559
-11447.2828,146574.6024
-12121.3416,146178.2953
-11461.3565,145790.1724
-10896.839,146032.8606
-10777.7896,146347.6681
-11875.0761,146774.3276
-11976.0128,146019.2875
-11110.0765,146182.1736
-11931.0879,146791.808
-11213.4814,146494.9609
-12422.156,146446.0411
-11721.4369,146609.2734
-11855.0289,146727.4584
-10864.6921,146019.7637
-12338.7897,146147.9412
-12171.9627,146379.0273
-12260.7043,146470.6898
-12123.244,146014.7583
-11342.9103,146065.2276
-11977.971,146124.145
-11228.7055,145790.647
-11659.3702,146272.5775
-11059.2527,145996.02
-12061.5449,146001.5689
-11460.6501,146208.632
-11702.0986,146340.8569
-10865.8752,146461.0283
-12034.3756,146330.144
-11784.3133,145899.3094
-11412.7988,146177.9676
-10946.0345,146150.4236
-11926.6495,146476.6406
-11265.1888,146400.4589
-11143.8843,145802.7824
-11061.1285,145840.8605
-12259.1749,145967.9992
-11577.2633,146583.6915
-10889.6953,146629.4643
-10902.5629,146152.672
-11911.2541,146320.2026
-10772.5183,146261.2552
-11065.8811,146696.1638
-10790.3283,146557.4955
-11169.8993,145839.9222
-11035.8664,146571.8621
-12149.9128,146490.5683
-11716.927,146415.4624
