Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-11981.3929, 146557.6991)","(-11980.1533, 146497.6713)",74.234,10.5,358604.92,139440.59,537907.39,268953.69,139440.59
"(-11981.3929, 146557.6991)","(-11878.4104, 146629.318)",69.352,10.5,335021.4,130270.33,502532.09,251266.05,130270.33
"(-11906.9218, 146360.9655)","(-11884.0514, 146336.7197)",46.841,30.5,351988.82,125710.29,527983.23,263991.61,125710.29
"(-11906.9218, 146360.9655)","(-11927.6113, 146444.1552)",103.336,30.5,776518.4,277328.0,1164777.6,582388.8,277328.0
"(-11535.1215, 146609.7358)","(-11577.2633, 146583.6915)",59.567,23.6,287754.48,111890.98,431631.71,215815.86,111890.98
"(-11535.1215, 146609.7358)","(-11484.5784, 146670.5617)",49.753,23.6,240342.43,93455.19,360513.64,180256.82,93455.19
"(-11361.9378, 146455.9971)","(-11415.4928, 146471.3953)",67.546,23.6,326296.85,126877.87,489445.28,244722.64,126877.87
"(-11361.9378, 146455.9971)","(-11323.3171, 146409.8271)",50.555,23.6,244218.67,94962.43,366328.01,183164.0,94962.43
"(-10960.5979, 146487.3601)","(-10995.021, 146536.3247)",50.977,21.6,246255.44,95754.42,369383.16,184691.58,95754.42
"(-10960.5979, 146487.3601)","(-10911.4313, 146442.7267)",58.676,21.6,283449.98,110217.21,425174.97,212587.49,110217.21
"(-11878.4104, 146629.318)","(-11819.1696, 146646.5278)",62.903,23.6,303868.16,118156.65,455802.25,227901.12,118156.65
"(-11878.4104, 146629.318)","(-11855.0289, 146727.4584)",75.058,15.2,393357.75,150222.65,590036.63,295018.31,150222.65
"(-11849.8706, 146114.3829)","(-11769.1725, 146150.1016)",132.592,26.1,996364.15,355844.34,1494546.23,747273.11,355844.34
"(-11849.8706, 146114.3829)","(-11976.4744, 146132.3691)",61.523,24.3,392672.32,144213.78,589008.48,294504.24,144213.78
"(-10924.2485, 146654.8657)","(-10889.6953, 146629.4643)",80.494,10.5,388849.03,151200.77,583273.55,291636.77,151200.77
"(-10924.2485, 146654.8657)","(-11014.1124, 146687.072)",59.906,10.5,289391.11,112527.37,434086.66,217043.33,112527.37
"(-11169.6078, 146161.0069)","(-11110.0765, 146182.1736)",63.182,23.6,305218.34,118681.66,457827.52,228913.76,118681.66
"(-11169.6078, 146161.0069)","(-11296.8326, 146138.3692)",135.581,23.6,654959.61,254675.69,982439.42,491219.71,254675.69
"(-11013.5034, 145963.8919)","(-10946.0345, 146150.4236)",53.649,21.8,259166.61,100774.82,388749.91,194374.95,100774.82
