OBJECTID,TARGET_FID,LandUse_1,Ocupacao,ID_UG,NOME,YY_correct,XX_Correct,Altitude,Declive,Litologia,Relevo,Uso,Espessura,Apt_flor,Solo,Classifica,Perimetro,Area,Hectares,UsoSolo20,Shape_Leng,Shape_Area,HBC,CH,CBD,CC,geometry
1017,942,1,PbPb_1_4_1_Pv,1016,Castelo de Paiva,148028.991078,-13844.0000694,351.0,26.5477,x,o,a,1,Moderada,Tc1.1,Antrossolos,1524.63416439,81272.1602892,8.12721602892,Eucalipto,1524.63424705,81272.1584771,2.9,0.0,0.0,0.0,"POLYGON ((-13432.564399999566 147928.33889999986, -13394.300499999896 147906.11700000055, -13365.342799999751 147873.94409999996, -13388.168899999931 147826.4815999996, -13454.706399999559 147792.40410000086, -13509.62799999956 147777.3945000004, -13594.672399999574 147773.55260000005, -13648.759999999776 147747.27290000021, -13703.883799999952 147720.0627999995, -13758.123700000346 147728.5945999995, -13749.547600000165 147787.80230000056, -13741.989599999972 147807.28140000068, -13751.514600000344 147833.73980000056, -13777.973000000231 147881.36480000056, -13779.504900000058 147922.30870000087, -13788.556300000288 147932.1649999991, -13824.594700000249 147969.06020000018, -13814.046799999662 147994.18090000004, -13773.196600000374 148026.92569999956, -13710.536999999546 148046.30939999968, -13620.129300000146 148059.8934000004, -13582.373599999584 148030.01960000023, -13542.403199999593 147998.39299999923, -13549.781799999997 147950.3917999994, -13608.361899999902 147911.15080000088, -13627.516099999659 147872.74049999937, -13591.424300000072 147846.38499999978, -13537.245699999854 147877.86280000024, -13488.04349999968 147907.92490000091, -13432.564399999566 147928.33889999986))"
1018,943,1,EcEc_1_9_2_Pv,1018,Castelo de Paiva,148049.046503,-14099.8918491,383.0,33.5538,x,o,a,1,Moderada,Tc1.1,Antrossolos,1333.42667286,81775.1828874,8.17751828874,Eucalipto,1333.42681116,81775.1914097,2.9,0.0,0.0,0.0,"POLYGON ((-13710.536999999546 148046.30939999968, -13773.196600000374 148026.92569999956, -13814.046799999662 147994.18090000004, -13824.594700000249 147969.06020000018, -13779.504900000058 147922.30870000087, -13777.973000000231 147881.36480000056, -13751.514600000344 147833.73980000056, -13741.989599999972 147807.28140000068, -13749.547600000165 147787.80230000056, -13758.123700000346 147728.5945999995, -13780.746000000276 147660.65440000035, -13840.277599999681 147727.91760000028, -13907.602599999867 147770.35879999958, -13990.347199999727 147823.5541999992, -14048.432900000364 147880.2433000002, -14059.947300000116 147931.3401999995, -14000.985199999996 148005.1327999998, -13946.391099999659 148066.3844000008, -13914.201700000092 148102.49980000034, -13881.267699999735 148114.3557999991, -13809.360299999826 148081.61800000072, -13765.665400000289 148077.34310000017, -13710.536999999546 148046.30939999968))"
1019,944,1,EcEc_3_10_2_Pv,1019,Castelo de Paiva,147819.899317,-13449.4237748,386.0,24.2381,x,o,a,1,Moderada,Tc1.1,Antrossolos,1905.44619479,123348.157747,12.3348157747,Eucalipto,1905.44628848,123348.164232,2.9,0.0,0.0,0.0,"POLYGON ((-13010.73649999965 147635.8281999994, -13019.10049999971 147585.8191999998, -13025.616499999538 147538.4057, -13048.755800000392 147485.64619999938, -13089.711000000127 147460.17789999954, -13151.61120000016 147464.58919999935, -13143.872700000182 147398.63639999926, -13160.069799999706 147404.73860000074, -13178.758999999613 147467.0058999993, -13189.009300000034 147501.15780000016, -13208.059299999848 147591.64550000057, -13246.159400000237 147586.88299999945, -13299.155700000003 147519.81709999964, -13328.978900000453 147524.90799999982, -13395.465200000443 147537.23259999976, -13424.65510000009 147587.0502000004, -13378.49980000034 147628.4436000008, -13392.794999999925 147696.53779999912, -13410.904600000009 147744.2792000007, -13454.706399999559 147792.40410000086, -13388.168899999931 147826.4815999996, -13365.342799999751 147873.94409999996, -13394.300499999896 147906.11700000055, -13432.564399999566 147928.33889999986, -13390.210699999705 147954.59339999966, -13328.714399999939 147940.42879999988, -13272.653500000015 147903.83220000006, -13251.709800000302 147865.57809999958, -13251.31240000017 147798.0365999993, -13190.20390000008 147809.5650999993, -13147.887099999934 147805.72419999912, -13097.706000000238 147778.5471999999, -13056.474799999967 147715.27580000088, -13010.73649999965 147635.8281999994))"
1025,950,1,EcEc_1_11_3_Pv,1025,Castelo de Paiva,148196.888153,-12956.5107867,386.0,13.0354,x,o,f,4,Marginal,Lu1.2,Leptossolos,2668.1827571,162341.170753,16.2341170753,Eucalipto,2668.18302079,162341.176033,2.9,0.0,0.0,0.0,"POLYGON ((-12964.156000000425 147835.92840000056, -12955.869199999608 147880.98230000027, -12913.652499999851 147954.18799999915, -12902.58160000015 148006.96729999967, -12901.674899999984 148073.5962000005, -12891.751600000076 148135.70500000007, -12826.68460000027 148371.93850000016, -12792.933500000276 148402.6718000006, -12746.261900000274 148358.2212000005, -12723.884300000034 148307.97210000083, -12707.283800000325 148265.23489999957, -12660.901700000279 148266.88299999945, -12638.772199999541 148257.51449999958, -12605.343200000003 148243.36280000024, -12573.65220000036 148194.30509999953, -12539.83420000039 148167.57499999925, -12497.5541000003 148154.9243999999, -12457.16280000005 148140.8267000001, -12440.021399999969 148171.50809999928, -12398.047500000335 148114.39719999954, -12439.7229000004 148066.5921, -12488.045400000177 148031.05010000058, -12557.651200000197 148012.5845999997, -12603.958999999799 148030.41530000046, -12657.044700000435 148037.01369999908, -12703.590300000273 148075.72020000033, -12759.536799999885 148115.5820000004, -12765.539300000295 148063.29089999944, -12740.531799999997 148011.97919999994, -12705.029099999927 147966.10280000046, -12657.762600000016 147948.46050000004, -12591.242999999784 147978.24689999968, -12600.890999999829 147911.33579999954, -12563.79069999978 147870.12539999932, -12606.047299999744 147840.49340000004, -12653.181200000457 147879.86370000057, -12718.909500000067 147844.9922000002, -12771.190700000152 147868.76439999975, -12814.395200000145 147845.04059999995, -12833.045599999838 147775.3836000003, -12891.974600000307 147753.33579999954, -12909.362999999896 147689.21299999952, -12954.83719999995 147766.42029999942, -12964.156000000425 147835.92840000056))"
1027,952,1,EcEc_1_10_2_Pv,1027,Castelo de Paiva,148061.73433,-12788.1700279,361.0,21.6492,x,o,f,4,Marginal,Lu1.2,Leptossolos,1964.21929312,71013.8972817,7.10138972817,Eucalipto,1964.21945872,71013.9099972,2.9,0.0,0.0,0.0,"POLYGON ((-12439.7229000004 148066.5921, -12429.093999999575 148023.3337999992, -12365.089999999851 148029.70790000074, -12321.883700000122 147977.0803999994, -12396.18219999969 147955.5515999999, -12450.738599999808 147933.1688000001, -12448.97279999964 147876.11979999952, -12455.211799999699 147828.26190000027, -12496.65749999974 147789.35319999978, -12507.178299999796 147758.71800000034, -12582.584800000302 147735.9143000003, -12575.234400000423 147785.8942000009, -12634.62210000027 147792.52899999917, -12693.19849999994 147784.79780000076, -12764.593200000003 147815.59809999913, -12814.395200000145 147845.04059999995, -12771.190700000152 147868.76439999975, -12718.909500000067 147844.9922000002, -12653.181200000457 147879.86370000057, -12606.047299999744 147840.49340000004, -12563.79069999978 147870.12539999932, -12600.890999999829 147911.33579999954, -12591.242999999784 147978.24689999968, -12657.762600000016 147948.46050000004, -12705.029099999927 147966.10280000046, -12740.531799999997 148011.97919999994, -12765.539300000295 148063.29089999944, -12759.536799999885 148115.5820000004, -12703.590300000273 148075.72020000033, -12657.044700000435 148037.01369999908, -12603.958999999799 148030.41530000046, -12557.651200000197 148012.5845999997, -12488.045400000177 148031.05010000058, -12439.7229000004 148066.5921))"
1030,955,1,EcEc_5_11_3_Pv,1030,Castelo de Paiva,147658.845785,-12818.8393471,386.0,13.0354,x,o,f,4,Marginal,Lu1.2,Leptossolos,1740.57923478,97734.3331787,9.77343331787,Eucalipto,1740.57931707,97734.339418,2.9,0.0,0.0,0.0,"POLYGON ((-12700.590499999933 147662.78130000085, -12648.595399999991 147636.1919999998, -12616.779000000097 147567.56909999996, -12553.651600000449 147544.8881000001, -12503.757000000216 147579.42479999922, -12446.460099999793 147599.55399999954, -12377.344499999657 147589.5360000003, -12326.80169999972 147582.59469999932, -12288.038800000213 147541.0008000005, -12352.263100000098 147489.1196999997, -12422.98890000023 147438.43630000018, -12488.311800000258 147377.54590000026, -12698.161700000055 147369.6729000006, -12685.552299999632 147427.21189999953, -12750.435300000012 147455.2678999994, -12806.340800000355 147435.34659999982, -12842.938000000082 147461.46660000086, -12812.791600000113 147508.05670000054, -12770.479899999686 147512.93090000004, -12723.656899999827 147549.78189999983, -12799.008600000292 147580.9832000006, -12856.780799999833 147648.3208000008, -12836.118099999614 147695.6911999993, -12773.768500000238 147699.9349000007, -12722.075100000016 147700.87739999965, -12700.590499999933 147662.78130000085))"
1091,1016,1,EcEc_4_10_2_Pv,1092,Castelo de Paiva,147245.988072,-12890.0922625,361.0,21.6492,x,o,f,4,Marginal,Lu1.2,Leptossolos,1681.99541371,131745.157379,13.1745157379,Eucalipto,1681.99552774,131745.165693,2.9,0.0,0.0,0.0,"POLYGON ((-12474.749499999918 147272.35060000047, -12470.763299999759 147271.89409999922, -12470.48929999955 147269.76960000023, -12404.33690000046 147262.19439999945, -12417.137799999677 147207.42760000005, -12460.647099999711 147186.68950000033, -12506.29870000016 147181.3211000003, -12511.461699999869 147120.62700000033, -12507.650000000373 147050.21550000086, -12475.12519999966 147019.71020000055, -12518.990799999796 146976.12170000002, -12528.853699999861 146915.6082000006, -12575.182699999772 146911.9484000001, -12654.939399999566 146929.38419999927, -12711.647900000215 146942.94459999911, -12801.131500000134 146952.5734000001, -12852.74189999979 146983.2564000003, -12897.838000000454 147018.2603999991, -12948.751600000076 147039.0083000008, -12970.017799999565 147083.56799999997, -12928.774199999869 147132.79179999977, -12860.959900000133 147169.8878000006, -12816.323800000362 147196.54609999992, -12751.302699999884 147230.6930999998, -12727.712700000033 147181.7078000009, -12682.292500000447 147234.54930000007, -12661.302699999884 147294.46969999932, -12621.577399999835 147315.1333000008, -12578.549899999984 147324.0081999991, -12528.482499999925 147312.82880000025, -12474.749499999918 147272.35060000047))"
1208,1159,1,EcEc_2_11_3_Pv,1253,Castelo de Paiva,147597.401847,-13307.1816845,386.0,13.0354,x,o,f,4,Marginal,Lu1.2,Leptossolos,5491.01509407,351024.736533,35.1024736533,Eucalipto,5491.0150938,351024.730881,2.9,0.0,0.0,0.0,"POLYGON ((-12582.584800000302 147735.9143000003, -12658.278500000015 147715.85840000026, -12700.590499999933 147662.78130000085, -12722.075100000016 147700.87739999965, -12773.768500000238 147699.9349000007, -12836.118099999614 147695.6911999993, -12856.780799999833 147648.3208000008, -12799.008600000292 147580.9832000006, -12723.656899999827 147549.78189999983, -12770.479899999686 147512.93090000004, -12812.791600000113 147508.05670000054, -12842.938000000082 147461.46660000086, -12806.340800000355 147435.34659999982, -12750.435300000012 147455.2678999994, -12685.552299999632 147427.21189999953, -12698.161700000055 147369.6729000006, -12488.311800000258 147377.54590000026, -12474.749499999918 147272.35060000047, -12528.482499999925 147312.82880000025, -12578.549899999984 147324.0081999991, -12621.577399999835 147315.1333000008, -12661.302699999884 147294.46969999932, -12682.292500000447 147234.54930000007, -12727.712700000033 147181.7078000009, -12751.302699999884 147230.6930999998, -12816.323800000362 147196.54609999992, -12860.959900000133 147169.8878000006, -12928.774199999869 147132.79179999977, -12970.017799999565 147083.56799999997, -12948.751600000076 147039.0083000008, -13022.264399999753 147064.58669999987, -13073.851999999955 147110.6699000001, -13126.413399999961 147133.33220000006, -13193.589300000109 147175.94600000046, -13254.47259999998 147212.1810999997, -13306.605100000277 147251.93510000035, -13315.419700000435 147263.4553999994, -13354.657300000079 147314.73740000091, -13413.10879999958 147382.90780000016, -13454.146399999969 147440.49709999934, -13482.458499999717 147472.11199999973, -13515.302799999714 147501.68679999933, -13556.423000000417 147532.76879999973, -13600.07330000028 147561.7600999996, -13663.648699999787 147580.30189999938, -13686.442099999636 147579.7611999996, -13727.323800000362 147578.79140000045, -13777.949799999595 147612.8337999992, -13780.746000000276 147660.65440000035, -13758.123700000346 147728.5945999995, -13703.883799999952 147720.0627999995, -13648.759999999776 147747.27290000021, -13594.672399999574 147773.55260000005, -13509.62799999956 147777.3945000004, -13454.706399999559 147792.40410000086, -13410.904600000009 147744.2792000007, -13392.794999999925 147696.53779999912, -13378.49980000034 147628.4436000008, -13424.65510000009 147587.0502000004, -13395.465200000443 147537.23259999976, -13328.978900000453 147524.90799999982, -13299.155700000003 147519.81709999964, -13350.93460000027 147441.6264999993, -13298.017799999565 147378.12629999965, -13131.330000000075 147253.77199999988, -13091.642400000244 147179.68840000033, -13067.829800000414 147248.4802000001, -13143.872700000182 147398.63639999926, -13151.61120000016 147464.58919999935, -13089.711000000127 147460.17789999954, -13048.755800000392 147485.64619999938, -13025.616499999538 147538.4057, -13019.10049999971 147585.8191999998, -13010.73649999965 147635.8281999994, -12909.362999999896 147689.21299999952, -12891.974600000307 147753.33579999954, -12833.045599999838 147775.3836000003, -12814.395200000145 147845.04059999995, -12764.593200000003 147815.59809999913, -12693.19849999994 147784.79780000076, -12634.62210000027 147792.52899999917, -12575.234400000423 147785.8942000009, -12582.584800000302 147735.9143000003))"
1276,1239,1,EcEc_3_10_2_Pv,1357,Castelo de Paiva,148587.391803,-12719.6868731,321.0,20.8564,x,o,f,4,Marginal,Lu1.2,Leptossolos,2064.3627127,134300.667031,13.4300667031,Eucalipto,2064.36271025,134300.684022,2.9,0.0,0.0,0.0,"POLYGON ((-12270.318900000304 148661.40469999984, -12249.392599999905 148587.1841000002, -12231.930100000463 148526.85909999907, -12191.607499999925 148501.05330000073, -12271.458899999969 148477.32010000013, -12341.428899999708 148445.0968999993, -12392.109100000001 148421.7575000003, -12492.121799999848 148361.43239999935, -12503.234299999662 148347.14489999972, -12493.70930000022 148275.7072999999, -12481.009300000034 148207.44459999911, -12440.021399999969 148171.50809999928, -12457.16280000005 148140.8267000001, -12497.5541000003 148154.9243999999, -12539.83420000039 148167.57499999925, -12573.65220000036 148194.30509999953, -12605.343200000003 148243.36280000024, -12638.772199999541 148257.51449999958, -12660.901700000279 148266.88299999945, -12707.283800000325 148265.23489999957, -12723.884300000034 148307.97210000083, -12746.261900000274 148358.2212000005, -12792.933500000276 148402.6718000006, -12802.637500000186 148431.13260000013, -12804.349499999546 148478.2399000004, -12738.806400000118 148489.27720000036, -12687.210900000297 148473.37439999916, -12636.116100000218 148438.4757000003, -12591.284699999727 148434.35419999994, -12544.962399999611 148501.34410000034, -12525.41289999988 148582.62670000084, -12490.649199999869 148646.14680000022, -12478.323900000192 148718.1196999997, -12450.846699999645 148710.84190000035, -12421.477900000289 148690.99799999967, -12363.726999999955 148671.05780000053, -12270.318900000304 148661.40469999984))"
1324,1310,1,EcEc_3_3_2_Pv,1479,Castelo de Paiva,147544.811162,-13430.1309083,386.0,24.2381,x,o,a,1,Moderada,Tc1.1,Antrossolos,1043.88008498,43241.6772865,4.32416772865,Eucalipto,1043.88010794,43241.6799512,2.9,0.0,0.0,0.0,"POLYGON ((-13143.872700000182 147398.63639999926, -13067.829800000414 147248.4802000001, -13091.642400000244 147179.68840000033, -13131.330000000075 147253.77199999988, -13298.017799999565 147378.12629999965, -13350.93460000027 147441.6264999993, -13299.155700000003 147519.81709999964, -13246.159400000237 147586.88299999945, -13208.059299999848 147591.64550000057, -13189.009300000034 147501.15780000016, -13178.758999999613 147467.0058999993, -13160.069799999706 147404.73860000074, -13143.872700000182 147398.63639999926))"
