variable,coefficient,type,prefix,width,edge,period
C_node1node19_timber_t0,328.0,B,C,timber,,0
C_node1node19_timber_t1,276.17,B,C,timber,,1
C_node1node19_timber_t2,195.78,B,C,timber,,2
C_node1node19_timber_t3,138.79,B,C,timber,,3
C_node1node19_timber_t4,98.39,B,C,timber,,4
C_node1node19_timber_t5,69.75,B,C,timber,,5
C_node1node19_wide_t0,493.0,B,C,wide,,0
C_node1node19_wide_t1,415.09,B,C,wide,,1
C_node1node19_wide_t2,294.27,B,C,wide,,2
C_node1node19_wide_t3,208.61,B,C,wide,,3
C_node1node19_wide_t4,147.89,B,C,wide,,4
C_node1node19_wide_t5,104.84,B,C,wide,,5
C_node1node16_timber_t0,456.0,B,C,timber,,0
C_node1node16_timber_t1,383.94,B,C,timber,,1
C_node1node16_timber_t2,272.18,B,C,timber,,2
C_node1node16_timber_t3,192.96,B,C,timber,,3
C_node1node16_timber_t4,136.79,B,C,timber,,4
C_node1node16_timber_t5,96.97,B,C,timber,,5
C_node1node16_wide_t0,683.0,B,C,wide,,0
C_node1node16_wide_t1,575.07,B,C,wide,,1
C_node1node16_wide_t2,407.68,B,C,wide,,2
C_node1node16_wide_t3,289.01,B,C,wide,,3
C_node1node16_wide_t4,204.88,B,C,wide,,4
C_node1node16_wide_t5,145.25,B,C,wide,,5
C_node1node88_timber_t0,0.0,B,C,timber,,0
C_node1node88_timber_t1,0.0,B,C,timber,,1
C_node1node88_timber_t2,0.0,B,C,timber,,2
C_node1node88_timber_t3,0.0,B,C,timber,,3
C_node1node88_timber_t4,0.0,B,C,timber,,4
C_node1node88_timber_t5,0.0,B,C,timber,,5
C_node1node88_wide_t0,0.0,B,C,wide,,0
C_node1node88_wide_t1,0.0,B,C,wide,,1
C_node1node88_wide_t2,0.0,B,C,wide,,2
C_node1node88_wide_t3,0.0,B,C,wide,,3
C_node1node88_wide_t4,0.0,B,C,wide,,4
C_node1node88_wide_t5,0.0,B,C,wide,,5
C_node1node90_timber_t0,0.0,B,C,timber,,0
C_node1node90_timber_t1,0.0,B,C,timber,,1
C_node1node90_timber_t2,0.0,B,C,timber,,2
C_node1node90_timber_t3,0.0,B,C,timber,,3
C_node1node90_timber_t4,0.0,B,C,timber,,4
C_node1node90_timber_t5,0.0,B,C,timber,,5
C_node1node90_wide_t0,0.0,B,C,wide,,0
C_node1node90_wide_t1,0.0,B,C,wide,,1
C_node1node90_wide_t2,0.0,B,C,wide,,2
C_node1node90_wide_t3,0.0,B,C,wide,,3
C_node1node90_wide_t4,0.0,B,C,wide,,4
C_node1node90_wide_t5,0.0,B,C,wide,,5
C_node2node71_timber_t0,156.0,B,C,timber,,0
C_node2node71_timber_t1,131.35,B,C,timber,,1
C_node2node71_timber_t2,93.11,B,C,timber,,2
C_node2node71_timber_t3,66.01,B,C,timber,,3
C_node2node71_timber_t4,46.8,B,C,timber,,4
C_node2node71_timber_t5,33.17,B,C,timber,,5
C_node2node71_wide_t0,234.0,B,C,wide,,0
C_node2node71_wide_t1,197.02,B,C,wide,,1
C_node2node71_wide_t2,139.67,B,C,wide,,2
C_node2node71_wide_t3,99.02,B,C,wide,,3
C_node2node71_wide_t4,70.19,B,C,wide,,4
C_node2node71_wide_t5,49.76,B,C,wide,,5
C_node2node74_timber_t0,503.0,B,C,timber,,0
C_node2node74_timber_t1,423.51,B,C,timber,,1
C_node2node74_timber_t2,300.24,B,C,timber,,2
C_node2node74_timber_t3,212.84,B,C,timber,,3
C_node2node74_timber_t4,150.89,B,C,timber,,4
C_node2node74_timber_t5,106.97,B,C,timber,,5
C_node2node74_wide_t0,756.0,B,C,wide,,0
C_node2node74_wide_t1,636.53,B,C,wide,,1
C_node2node74_wide_t2,451.25,B,C,wide,,2
C_node2node74_wide_t3,319.9,B,C,wide,,3
C_node2node74_wide_t4,226.78,B,C,wide,,4
C_node2node74_wide_t5,160.77,B,C,wide,,5
C_node2node47_timber_t0,490.0,B,C,timber,,0
C_node2node47_timber_t1,412.57,B,C,timber,,1
C_node2node47_timber_t2,292.48,B,C,timber,,2
C_node2node47_timber_t3,207.34,B,C,timber,,3
C_node2node47_timber_t4,146.99,B,C,timber,,4
C_node2node47_timber_t5,104.2,B,C,timber,,5
C_node2node47_wide_t0,736.0,B,C,wide,,0
C_node2node47_wide_t1,619.69,B,C,wide,,1
C_node2node47_wide_t2,439.31,B,C,wide,,2
C_node2node47_wide_t3,311.44,B,C,wide,,3
C_node2node47_wide_t4,220.78,B,C,wide,,4
C_node2node47_wide_t5,156.52,B,C,wide,,5
C_node2node92_timber_t0,0.0,B,C,timber,,0
C_node2node92_timber_t1,0.0,B,C,timber,,1
C_node2node92_timber_t2,0.0,B,C,timber,,2
C_node2node92_timber_t3,0.0,B,C,timber,,3
C_node2node92_timber_t4,0.0,B,C,timber,,4
C_node2node92_timber_t5,0.0,B,C,timber,,5
C_node2node92_wide_t0,0.0,B,C,wide,,0
C_node2node92_wide_t1,0.0,B,C,wide,,1
C_node2node92_wide_t2,0.0,B,C,wide,,2
C_node2node92_wide_t3,0.0,B,C,wide,,3
C_node2node92_wide_t4,0.0,B,C,wide,,4
C_node2node92_wide_t5,0.0,B,C,wide,,5
C_node2node101_timber_t0,0.0,B,C,timber,,0
C_node2node101_timber_t1,0.0,B,C,timber,,1
C_node2node101_timber_t2,0.0,B,C,timber,,2
C_node2node101_timber_t3,0.0,B,C,timber,,3
C_node2node101_timber_t4,0.0,B,C,timber,,4
C_node2node101_timber_t5,0.0,B,C,timber,,5
C_node2node101_wide_t0,0.0,B,C,wide,,0
C_node2node101_wide_t1,0.0,B,C,wide,,1
C_node2node101_wide_t2,0.0,B,C,wide,,2
C_node2node101_wide_t3,0.0,B,C,wide,,3
