variable,lb,ub,type,edge,period,road_type
flow_timber_node1node22_t1,0.0,9.0,I,node1node22,1,timber
flow_timber_node1node22_t2,0.0,9.0,I,node1node22,2,timber
flow_timber_node1node22_t3,0.0,9.0,I,node1node22,3,timber
flow_timber_node1node22_t4,0.0,9.0,I,node1node22,4,timber
flow_timber_node1node22_t5,0.0,9.0,I,node1node22,5,timber
flow_wide_node1node22_t1,0.0,9.0,I,node1node22,1,wide
flow_wide_node1node22_t2,0.0,9.0,I,node1node22,2,wide
flow_wide_node1node22_t3,0.0,9.0,I,node1node22,3,wide
flow_wide_node1node22_t4,0.0,9.0,I,node1node22,4,wide
flow_wide_node1node22_t5,0.0,9.0,I,node1node22,5,wide
flow_timber_node1node30_t1,0.0,9.0,I,node1node30,1,timber
flow_timber_node1node30_t2,0.0,9.0,I,node1node30,2,timber
flow_timber_node1node30_t3,0.0,9.0,I,node1node30,3,timber
flow_timber_node1node30_t4,0.0,9.0,I,node1node30,4,timber
flow_timber_node1node30_t5,0.0,9.0,I,node1node30,5,timber
flow_wide_node1node30_t1,0.0,9.0,I,node1node30,1,wide
flow_wide_node1node30_t2,0.0,9.0,I,node1node30,2,wide
flow_wide_node1node30_t3,0.0,9.0,I,node1node30,3,wide
flow_wide_node1node30_t4,0.0,9.0,I,node1node30,4,wide
flow_wide_node1node30_t5,0.0,9.0,I,node1node30,5,wide
flow_timber_node22node1_t1,0.0,9.0,I,node22node1,1,timber
flow_timber_node22node1_t2,0.0,9.0,I,node22node1,2,timber
flow_timber_node22node1_t3,0.0,9.0,I,node22node1,3,timber
flow_timber_node22node1_t4,0.0,9.0,I,node22node1,4,timber
flow_timber_node22node1_t5,0.0,9.0,I,node22node1,5,timber
flow_wide_node22node1_t1,0.0,9.0,I,node22node1,1,wide
flow_wide_node22node1_t2,0.0,9.0,I,node22node1,2,wide
flow_wide_node22node1_t3,0.0,9.0,I,node22node1,3,wide
flow_wide_node22node1_t4,0.0,9.0,I,node22node1,4,wide
flow_wide_node22node1_t5,0.0,9.0,I,node22node1,5,wide
flow_timber_node22node6_t1,0.0,9.0,I,node22node6,1,timber
flow_timber_node22node6_t2,0.0,9.0,I,node22node6,2,timber
flow_timber_node22node6_t3,0.0,9.0,I,node22node6,3,timber
flow_timber_node22node6_t4,0.0,9.0,I,node22node6,4,timber
flow_timber_node22node6_t5,0.0,9.0,I,node22node6,5,timber
flow_wide_node22node6_t1,0.0,9.0,I,node22node6,1,wide
flow_wide_node22node6_t2,0.0,9.0,I,node22node6,2,wide
flow_wide_node22node6_t3,0.0,9.0,I,node22node6,3,wide
flow_wide_node22node6_t4,0.0,9.0,I,node22node6,4,wide
flow_wide_node22node6_t5,0.0,9.0,I,node22node6,5,wide
flow_timber_node22node25_t1,0.0,9.0,I,node22node25,1,timber
flow_timber_node22node25_t2,0.0,9.0,I,node22node25,2,timber
