"Node1(x,y)","Node2(x,y)"
"(-11631.18218, 147630.20151)","(-11647.46748, 147490.42951)"
"(-11631.18218, 147630.20151)","(-11132.66948, 147480.70801)"
"(-11631.18218, 147630.20151)","(-11915.1548, 147459.44344)"
"(-11631.18218, 147630.20151)","(-11364.13313, 147519.988)"
"(-12150.41828, 147034.86361)","(-11666.33808, 147348.19052)"
"(-12150.41828, 147034.86361)","(-11915.1548, 147459.44344)"
"(-12150.41828, 147034.86361)","(-12225.39426, 146864.2554)"
"(-11132.66948, 147480.70801)","(-11075.82558, 147421.72201)"
"(-11132.66948, 147480.70801)","(-11081.61037, 147725.38422)"
"(-11132.66948, 147480.70801)","(-11514.13248, 147464.64091)"
"(-11132.66948, 147480.70801)","(-11364.13313, 147519.988)"
"(-11529.38348, 147400.07031)","(-11514.13248, 147464.64091)"
"(-11529.38348, 147400.07031)","(-12225.39426, 146864.2554)"
"(-11646.16018, 147401.95171)","(-11647.46748, 147490.42951)"
"(-11646.16018, 147401.95171)","(-11666.33808, 147348.19052)"
"(-11514.13248, 147464.64091)","(-11647.46748, 147490.42951)"
"(-11514.13248, 147464.64091)","(-11364.13313, 147519.988)"
"(-11647.46748, 147490.42951)","(-11364.13313, 147519.988)"
"(-11075.82558, 147421.72201)","(-11081.61037, 147725.38422)"
