variable,value
C_timber_node1node14_t1,1.0
C_timber_node1node14_t2,1.0
C_timber_node1node14_t3,1.0
C_timber_node1node14_t4,1.0
C_timber_node1node14_t5,1.0
C_wide_node1node14_t1,1.0
C_wide_node1node14_t2,1.0
C_wide_node1node14_t3,1.0
C_wide_node1node14_t4,1.0
C_wide_node1node14_t5,1.0
C_timber_node1node35_t1,1.0
C_timber_node1node35_t2,1.0
C_timber_node1node35_t3,1.0
C_timber_node1node35_t4,1.0
C_timber_node1node35_t5,1.0
C_wide_node1node35_t1,1.0
C_wide_node1node35_t2,1.0
C_wide_node1node35_t3,1.0
C_wide_node1node35_t4,1.0
C_wide_node1node35_t5,1.0
C_timber_node1node56_t1,1.0
C_timber_node1node56_t2,1.0
C_timber_node1node56_t3,1.0
C_timber_node1node56_t4,1.0
C_timber_node1node56_t5,1.0
C_wide_node1node56_t1,1.0
C_wide_node1node56_t2,1.0
C_wide_node1node56_t3,1.0
C_wide_node1node56_t4,1.0
C_wide_node1node56_t5,1.0
C_timber_node1node63_t1,1.0
C_timber_node1node63_t2,1.0
C_timber_node1node63_t3,1.0
C_timber_node1node63_t4,1.0
C_timber_node1node63_t5,1.0
C_wide_node1node63_t1,1.0
C_wide_node1node63_t2,1.0
C_wide_node1node63_t3,1.0
C_wide_node1node63_t4,1.0
C_wide_node1node63_t5,1.0
C_timber_node2node35_t1,1.0
C_timber_node2node35_t2,1.0
C_timber_node2node35_t3,1.0
C_timber_node2node35_t4,1.0
C_timber_node2node35_t5,1.0
C_wide_node2node35_t1,1.0
C_wide_node2node35_t2,1.0
C_wide_node2node35_t3,1.0
C_wide_node2node35_t4,1.0
C_wide_node2node35_t5,1.0
C_timber_node2node19_t1,1.0
C_timber_node2node19_t2,1.0
C_timber_node2node19_t3,1.0
C_timber_node2node19_t4,1.0
C_timber_node2node19_t5,1.0
C_wide_node2node19_t1,1.0
C_wide_node2node19_t2,1.0
C_wide_node2node19_t3,1.0
C_wide_node2node19_t4,1.0
C_wide_node2node19_t5,1.0
