variable,coefficient,type,prefix,width,edge,period
C_node1node22_timber_t0,502.0,B,C,timber,,0
C_node1node22_timber_t1,422.67,B,C,timber,,1
C_node1node22_timber_t2,299.64,B,C,timber,,2
C_node1node22_timber_t3,212.42,B,C,timber,,3
C_node1node22_timber_t4,150.59,B,C,timber,,4
C_node1node22_timber_t5,106.75,B,C,timber,,5
C_node1node22_wide_t0,754.0,B,C,wide,,0
C_node1node22_wide_t1,634.85,B,C,wide,,1
C_node1node22_wide_t2,450.06,B,C,wide,,2
C_node1node22_wide_t3,319.05,B,C,wide,,3
C_node1node22_wide_t4,226.18,B,C,wide,,4
C_node1node22_wide_t5,160.35,B,C,wide,,5
C_node1node13_timber_t0,1578.0,B,C,timber,,0
C_node1node13_timber_t1,1328.63,B,C,timber,,1
C_node1node13_timber_t2,941.89,B,C,timber,,2
C_node1node13_timber_t3,667.73,B,C,timber,,3
C_node1node13_timber_t4,473.36,B,C,timber,,4
C_node1node13_timber_t5,335.58,B,C,timber,,5
C_node1node13_wide_t0,2369.0,B,C,wide,,0
C_node1node13_wide_t1,1994.63,B,C,wide,,1
C_node1node13_wide_t2,1414.03,B,C,wide,,2
C_node1node13_wide_t3,1002.44,B,C,wide,,3
C_node1node13_wide_t4,710.65,B,C,wide,,4
C_node1node13_wide_t5,503.79,B,C,wide,,5
C_node1node4_timber_t0,1487.0,B,C,timber,,0
C_node1node4_timber_t1,1252.01,B,C,timber,,1
C_node1node4_timber_t2,887.58,B,C,timber,,2
C_node1node4_timber_t3,629.22,B,C,timber,,3
C_node1node4_timber_t4,446.07,B,C,timber,,4
C_node1node4_timber_t5,316.22,B,C,timber,,5
C_node1node4_wide_t0,2231.0,B,C,wide,,0
C_node1node4_wide_t1,1878.44,B,C,wide,,1
C_node1node4_wide_t2,1331.66,B,C,wide,,2
C_node1node4_wide_t3,944.04,B,C,wide,,3
C_node1node4_wide_t4,669.25,B,C,wide,,4
C_node1node4_wide_t5,474.44,B,C,wide,,5
C_node1node28_timber_t0,0.0,B,C,timber,,0
C_node1node28_timber_t1,0.0,B,C,timber,,1
C_node1node28_timber_t2,0.0,B,C,timber,,2
C_node1node28_timber_t3,0.0,B,C,timber,,3
C_node1node28_timber_t4,0.0,B,C,timber,,4
C_node1node28_timber_t5,0.0,B,C,timber,,5
C_node1node28_wide_t0,0.0,B,C,wide,,0
C_node1node28_wide_t1,0.0,B,C,wide,,1
