variable,lb,ub,type,edge,period,road_type
flow_timber_node1node14_t1,0.0,9.0,I,node1node14,1,timber
flow_timber_node1node14_t2,0.0,9.0,I,node1node14,2,timber
flow_timber_node1node14_t3,0.0,9.0,I,node1node14,3,timber
flow_timber_node1node14_t4,0.0,9.0,I,node1node14,4,timber
flow_timber_node1node14_t5,0.0,9.0,I,node1node14,5,timber
flow_wide_node1node14_t1,0.0,9.0,I,node1node14,1,wide
flow_wide_node1node14_t2,0.0,9.0,I,node1node14,2,wide
flow_wide_node1node14_t3,0.0,9.0,I,node1node14,3,wide
flow_wide_node1node14_t4,0.0,9.0,I,node1node14,4,wide
flow_wide_node1node14_t5,0.0,9.0,I,node1node14,5,wide
flow_timber_node1node35_t1,0.0,9.0,I,node1node35,1,timber
flow_timber_node1node35_t2,0.0,9.0,I,node1node35,2,timber
flow_timber_node1node35_t3,0.0,9.0,I,node1node35,3,timber
flow_timber_node1node35_t4,0.0,9.0,I,node1node35,4,timber
flow_timber_node1node35_t5,0.0,9.0,I,node1node35,5,timber
flow_wide_node1node35_t1,0.0,9.0,I,node1node35,1,wide
flow_wide_node1node35_t2,0.0,9.0,I,node1node35,2,wide
flow_wide_node1node35_t3,0.0,9.0,I,node1node35,3,wide
flow_wide_node1node35_t4,0.0,9.0,I,node1node35,4,wide
flow_wide_node1node35_t5,0.0,9.0,I,node1node35,5,wide
flow_timber_node1node56_t1,0.0,9.0,I,node1node56,1,timber
flow_timber_node1node56_t2,0.0,9.0,I,node1node56,2,timber
flow_timber_node1node56_t3,0.0,9.0,I,node1node56,3,timber
flow_timber_node1node56_t4,0.0,9.0,I,node1node56,4,timber
flow_timber_node1node56_t5,0.0,9.0,I,node1node56,5,timber
flow_wide_node1node56_t1,0.0,9.0,I,node1node56,1,wide
flow_wide_node1node56_t2,0.0,9.0,I,node1node56,2,wide
flow_wide_node1node56_t3,0.0,9.0,I,node1node56,3,wide
flow_wide_node1node56_t4,0.0,9.0,I,node1node56,4,wide
flow_wide_node1node56_t5,0.0,9.0,I,node1node56,5,wide
flow_timber_node1node63_t1,0.0,9.0,I,node1node63,1,timber
flow_timber_node1node63_t2,0.0,9.0,I,node1node63,2,timber
flow_timber_node1node63_t3,0.0,9.0,I,node1node63,3,timber
flow_timber_node1node63_t4,0.0,9.0,I,node1node63,4,timber
flow_timber_node1node63_t5,0.0,9.0,I,node1node63,5,timber
flow_wide_node1node63_t1,0.0,9.0,I,node1node63,1,wide
flow_wide_node1node63_t2,0.0,9.0,I,node1node63,2,wide
flow_wide_node1node63_t3,0.0,9.0,I,node1node63,3,wide
flow_wide_node1node63_t4,0.0,9.0,I,node1node63,4,wide
flow_wide_node1node63_t5,0.0,9.0,I,node1node63,5,wide
flow_timber_node14node1_t1,0.0,9.0,I,node14node1,1,timber
flow_timber_node14node1_t2,0.0,9.0,I,node14node1,2,timber
