Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-12731.5515, 145887.0619)","(-12788.0459, 145876.8508)",57.41,24.9,277332.68,107838.55,415999.02,207999.51,107838.55
"(-12731.5515, 145887.0619)","(-12649.9933, 145879.3143)",81.925,24.9,395761.44,153888.6,593642.17,296821.08,153888.6
"(-12646.126, 145698.5252)","(-12619.5539, 145750.0338)",57.959,24.9,279984.4,108869.65,419976.6,209988.3,108869.65
"(-12646.126, 145698.5252)","(-12740.5312, 145622.8273)",121.393,24.9,586419.1,228024.28,879628.65,439814.33,228024.28
"(-12766.3147, 145509.2834)","(-12776.7351, 145566.7708)",58.424,24.9,282233.0,109744.0,423349.5,211674.75,109744.0
"(-12766.3147, 145509.2834)","(-12797.7089, 145450.415)",66.716,24.9,322290.88,125320.17,483436.32,241718.16,125320.17
"(-12833.1288, 145679.2663)","(-12939.4017, 145604.9259)",132.313,24.9,639173.99,248537.58,958760.98,479380.49,248537.58
"(-12833.1288, 145679.2663)","(-12752.0079, 145746.6811)",105.605,24.9,510154.12,198369.26,765231.18,382615.59,198369.26
"(-12939.4017, 145604.9259)","(-12989.0111, 145568.8896)",101.41,24.9,489885.78,190488.08,734828.66,367414.33,190488.08
"(-12989.0111, 145568.8896)","(-12984.2486, 145526.8207)",54.325,24.9,262432.93,102044.9,393649.4,196824.7,102044.9
"(-12982.0563, 145234.1627)","(-12925.5523, 145222.4046)",57.714,24.9,278804.31,108410.78,418206.46,209103.23,108410.78
"(-12982.0563, 145234.1627)","(-13027.0232, 145271.6803)",58.563,24.9,282902.22,110004.22,424353.33,212176.67,110004.22
"(-13060.4488, 145546.6645)","(-13105.6927, 145600.6396)",71.707,24.9,346397.78,134693.95,519596.67,259798.34,134693.95
"(-13060.4488, 145546.6645)","(-13019.9675, 145441.0955)",117.985,24.9,569958.0,221623.51,854937.0,427468.5,221623.51
"(-12984.2486, 145491.8956)","(-12984.2486, 145526.8207)",52.146,24.9,251906.45,97951.76,377859.67,188929.84,97951.76
"(-12984.2486, 145491.8956)","(-13019.9675, 145441.0955)",50.111,24.9,242074.31,94128.62,363111.46,181555.73,94128.62
"(-13090.602, 145397.9363)","(-13062.7522, 145328.3438)",74.958,24.9,362104.63,140801.43,543156.95,271578.48,140801.43
"(-13090.602, 145397.9363)","(-13019.9675, 145441.0955)",82.777,24.9,399873.08,155487.38,599809.62,299904.81,155487.38
"(-12752.0079, 145746.6811)","(-12756.7661, 145810.0194)",63.517,24.9,306834.04,119309.91,460251.06,230125.53,119309.91
"(-13062.7522, 145328.3438)","(-13027.0232, 145271.6803)",66.987,24.9,323599.85,125829.16,485399.78,242699.89,125829.16
"(-12649.9933, 145879.3143)","(-12703.3212, 145835.8897)",68.772,24.9,332219.8,129180.95,498329.7,249164.85,129180.95
"(-12925.5523, 145222.4046)","(-12837.327, 145278.3503)",104.468,24.9,504660.85,196233.25,756991.27,378495.64,196233.25
"(-13105.6927, 145600.6396)","(-13064.4176, 145716.5273)",127.459,24.9,615724.8,239419.56,923587.2,461793.6,239419.56
"(-13036.5436, 145769.0134)","(-13003.4787, 145820.6348)",61.303,24.9,296139.79,115151.54,444209.68,222104.84,115151.54
"(-13036.5436, 145769.0134)","(-13064.4176, 145716.5273)",70.611,24.9,341102.68,132634.99,511654.02,255827.01,132634.99
"(-12619.5539, 145750.0338)","(-12566.8608, 145780.7608)",60.998,24.9,294664.68,114577.96,441997.03,220998.51,114577.96
"(-12756.7661, 145810.0194)","(-12703.3212, 145835.8897)",59.377,24.9,286835.87,111533.78,430253.8,215126.9,111533.78
"(-12776.7351, 145566.7708)","(-12740.5312, 145622.8273)",66.731,24.9,322362.16,125347.89,483543.25,241771.62,125347.89
"(-12837.327, 145278.3503)","(-12823.8513, 145364.2002)",91.583,24.9,442416.22,172029.93,663624.34,331812.17,172029.93
"(-12947.1298, 145857.5546)","(-13003.4787, 145820.6348)",67.367,24.9,325432.01,126541.58,488148.02,244074.01,126541.58
"(-12947.1298, 145857.5546)","(-12877.9417, 145865.0047)",69.588,24.9,336162.91,130714.2,504244.36,252122.18,130714.2
"(-12877.9417, 145865.0047)","(-12788.0459, 145876.8508)",90.673,24.9,438018.93,170320.08,657028.39,328514.19,170320.08
"(-12823.8513, 145364.2002)","(-12797.7089, 145450.415)",90.091,24.9,435208.4,169227.23,652812.61,326406.3,169227.23
