"Node1(x,y)","Node2(x,y)"
"(-12649.9933, 145879.3143)","(-12703.3212, 145835.8897)"
"(-12703.3212, 145835.8897)","(-12756.7661, 145810.0194)"
"(-12756.7661, 145810.0194)","(-12752.0079, 145746.6811)"
"(-12752.0079, 145746.6811)","(-12778.4003, 145726.4648)"
"(-12778.4003, 145726.4648)","(-12802.8764, 145707.7167)"
"(-12802.8764, 145707.7167)","(-12833.1288, 145679.2663)"
"(-12833.1288, 145679.2663)","(-12896.1422, 145620.0072)"
"(-12896.1422, 145620.0072)","(-12939.4017, 145604.9259)"
"(-12939.4017, 145604.9259)","(-12979.883, 145593.0195)"
"(-12979.883, 145593.0195)","(-12989.0111, 145568.8896)"
"(-12989.0111, 145568.8896)","(-12984.2486, 145526.8207)"
"(-12984.2486, 145526.8207)","(-12984.2486, 145491.8956)"
"(-12984.2486, 145491.8956)","(-13019.9675, 145441.0955)"
"(-13019.9675, 145441.0955)","(-13031.08, 145451.4143)"
"(-13031.08, 145451.4143)","(-13060.4488, 145504.5957)"
"(-13060.4488, 145504.5957)","(-13060.4488, 145546.6645)"
"(-13060.4488, 145546.6645)","(-13073.1488, 145572.0645)"
"(-13073.1488, 145572.0645)","(-13105.6927, 145600.6396)"
"(-13105.6927, 145600.6396)","(-13107.2801, 145642.7085)"
"(-13107.2801, 145642.7085)","(-13064.4176, 145716.5273)"
"(-13064.4176, 145716.5273)","(-13029.5262, 145743.3634)"
"(-13029.5262, 145743.3634)","(-13036.5436, 145769.0134)"
"(-13036.5436, 145769.0134)","(-13003.4787, 145820.6348)"
"(-13003.4787, 145820.6348)","(-12947.1298, 145857.5546)"
"(-12947.1298, 145857.5546)","(-12877.9417, 145865.0047)"
"(-12877.9417, 145865.0047)","(-12788.0459, 145876.8508)"
"(-12788.0459, 145876.8508)","(-12731.5515, 145887.0619)"
"(-12731.5515, 145887.0619)","(-12649.9933, 145879.3143)"
"(-12566.8608, 145780.7608)","(-12619.5539, 145750.0338)"
"(-12619.5539, 145750.0338)","(-12646.126, 145698.5252)"
"(-12646.126, 145698.5252)","(-12678.0837, 145666.9101)"
"(-12678.0837, 145666.9101)","(-12740.5312, 145622.8273)"
"(-12740.5312, 145622.8273)","(-12776.7351, 145566.7708)"
"(-12776.7351, 145566.7708)","(-12766.3147, 145509.2834)"
"(-12766.3147, 145509.2834)","(-12797.7089, 145450.415)"
"(-12797.7089, 145450.415)","(-12823.8513, 145364.2002)"
"(-12823.8513, 145364.2002)","(-12844.7099, 145324.5044)"
"(-12844.7099, 145324.5044)","(-12837.327, 145278.3503)"
"(-12837.327, 145278.3503)","(-12925.5523, 145222.4046)"
"(-12925.5523, 145222.4046)","(-12982.0563, 145234.1627)"
"(-12982.0563, 145234.1627)","(-13027.0232, 145271.6803)"
"(-13027.0232, 145271.6803)","(-13062.7522, 145328.3438)"
"(-13062.7522, 145328.3438)","(-13090.602, 145397.9363)"
"(-13090.602, 145397.9363)","(-13019.9675, 145441.0955)"
"(-13019.9675, 145441.0955)","(-12984.2486, 145491.8956)"
"(-12984.2486, 145491.8956)","(-12984.2486, 145526.8207)"
"(-12984.2486, 145526.8207)","(-12989.0111, 145568.8896)"
"(-12989.0111, 145568.8896)","(-12979.883, 145593.0195)"
"(-12979.883, 145593.0195)","(-12939.4017, 145604.9259)"
"(-12939.4017, 145604.9259)","(-12896.1422, 145620.0072)"
"(-12896.1422, 145620.0072)","(-12833.1288, 145679.2663)"
"(-12833.1288, 145679.2663)","(-12802.8764, 145707.7167)"
"(-12802.8764, 145707.7167)","(-12778.4003, 145726.4648)"
"(-12778.4003, 145726.4648)","(-12752.0079, 145746.6811)"
"(-12752.0079, 145746.6811)","(-12705.1535, 145764.4514)"
"(-12705.1535, 145764.4514)","(-12666.9502, 145799.9444)"
"(-12666.9502, 145799.9444)","(-12614.8744, 145815.4158)"
"(-12614.8744, 145815.4158)","(-12566.8608, 145780.7608)"
