variable,coefficient,type,prefix,width,edge,period
C_node1node18_timber_t0,117.0,B,C,timber,,0
C_node1node18_timber_t1,98.51,B,C,timber,,1
C_node1node18_timber_t2,69.84,B,C,timber,,2
C_node1node18_timber_t3,49.51,B,C,timber,,3
C_node1node18_timber_t4,35.1,B,C,timber,,4
C_node1node18_timber_t5,24.88,B,C,timber,,5
C_node1node18_wide_t0,175.0,B,C,wide,,0
C_node1node18_wide_t1,147.35,B,C,wide,,1
C_node1node18_wide_t2,104.46,B,C,wide,,2
C_node1node18_wide_t3,74.05,B,C,wide,,3
C_node1node18_wide_t4,52.5,B,C,wide,,4
C_node1node18_wide_t5,37.22,B,C,wide,,5
C_node1node6_timber_t0,1240.0,B,C,timber,,0
C_node1node6_timber_t1,1044.05,B,C,timber,,1
C_node1node6_timber_t2,740.14,B,C,timber,,2
C_node1node6_timber_t3,524.7,B,C,timber,,3
C_node1node6_timber_t4,371.97,B,C,timber,,4
C_node1node6_timber_t5,263.7,B,C,timber,,5
C_node1node6_wide_t0,1860.0,B,C,wide,,0
C_node1node6_wide_t1,1566.07,B,C,wide,,1
C_node1node6_wide_t2,1110.22,B,C,wide,,2
C_node1node6_wide_t3,787.05,B,C,wide,,3
C_node1node6_wide_t4,557.96,B,C,wide,,4
C_node1node6_wide_t5,395.55,B,C,wide,,5
C_node1node7_timber_t0,877.0,B,C,timber,,0
C_node1node7_timber_t1,738.41,B,C,timber,,1
C_node1node7_timber_t2,523.47,B,C,timber,,2
C_node1node7_timber_t3,371.1,B,C,timber,,3
C_node1node7_timber_t4,263.08,B,C,timber,,4
C_node1node7_timber_t5,186.5,B,C,timber,,5
C_node1node7_wide_t0,1316.0,B,C,wide,,0
C_node1node7_wide_t1,1108.04,B,C,wide,,1
C_node1node7_wide_t2,785.51,B,C,wide,,2
C_node1node7_wide_t3,556.86,B,C,wide,,3
C_node1node7_wide_t4,394.77,B,C,wide,,4
C_node1node7_wide_t5,279.86,B,C,wide,,5
C_node1node21_timber_t0,0.0,B,C,timber,,0
C_node1node21_timber_t1,0.0,B,C,timber,,1
C_node1node21_timber_t2,0.0,B,C,timber,,2
C_node1node21_timber_t3,0.0,B,C,timber,,3
C_node1node21_timber_t4,0.0,B,C,timber,,4
C_node1node21_timber_t5,0.0,B,C,timber,,5
C_node1node21_wide_t0,0.0,B,C,wide,,0
C_node1node21_wide_t1,0.0,B,C,wide,,1
C_node1node21_wide_t2,0.0,B,C,wide,,2
C_node1node21_wide_t3,0.0,B,C,wide,,3
C_node1node21_wide_t4,0.0,B,C,wide,,4
C_node1node21_wide_t5,0.0,B,C,wide,,5
C_node2node5_timber_t0,1806.0,B,C,timber,,0
C_node2node5_timber_t1,1520.6,B,C,timber,,1
C_node2node5_timber_t2,1077.98,B,C,timber,,2
C_node2node5_timber_t3,764.2,B,C,timber,,3
C_node2node5_timber_t4,541.76,B,C,timber,,4
C_node2node5_timber_t5,384.06,B,C,timber,,5
C_node2node5_wide_t0,2709.0,B,C,wide,,0
C_node2node5_wide_t1,2280.91,B,C,wide,,1
C_node2node5_wide_t2,1616.98,B,C,wide,,2
C_node2node5_wide_t3,1146.31,B,C,wide,,3
C_node2node5_wide_t4,812.64,B,C,wide,,4
C_node2node5_wide_t5,576.09,B,C,wide,,5
C_node2node6_timber_t0,2510.0,B,C,timber,,0
C_node2node6_timber_t1,2113.35,B,C,timber,,1
C_node2node6_timber_t2,1498.2,B,C,timber,,2
C_node2node6_timber_t3,1062.1,B,C,timber,,3
C_node2node6_timber_t4,752.94,B,C,timber,,4
C_node2node6_timber_t5,533.77,B,C,timber,,5
C_node2node6_wide_t0,3765.0,B,C,wide,,0
C_node2node6_wide_t1,3170.03,B,C,wide,,1
C_node2node6_wide_t2,2247.29,B,C,wide,,2
C_node2node6_wide_t3,1593.15,B,C,wide,,3
C_node2node6_wide_t4,1129.41,B,C,wide,,4
C_node2node6_wide_t5,800.66,B,C,wide,,5
C_node2node12_timber_t0,4137.0,B,C,timber,,0
C_node2node12_timber_t1,3483.24,B,C,timber,,1
C_node2node12_timber_t2,2469.34,B,C,timber,,2
C_node2node12_timber_t3,1750.56,B,C,timber,,3
C_node2node12_timber_t4,1241.0,B,C,timber,,4
C_node2node12_timber_t5,879.77,B,C,timber,,5
C_node2node12_wide_t0,6203.0,B,C,wide,,0
C_node2node12_wide_t1,5222.76,B,C,wide,,1
C_node2node12_wide_t2,3702.51,B,C,wide,,2
C_node2node12_wide_t3,2624.78,B,C,wide,,3
C_node2node12_wide_t4,1860.76,B,C,wide,,4
C_node2node12_wide_t5,1319.13,B,C,wide,,5
C_node2node22_timber_t0,0.0,B,C,timber,,0
C_node2node22_timber_t1,0.0,B,C,timber,,1
C_node2node22_timber_t2,0.0,B,C,timber,,2
C_node2node22_timber_t3,0.0,B,C,timber,,3
C_node2node22_timber_t4,0.0,B,C,timber,,4
C_node2node22_timber_t5,0.0,B,C,timber,,5
C_node2node22_wide_t0,0.0,B,C,wide,,0
C_node2node22_wide_t1,0.0,B,C,wide,,1
C_node2node22_wide_t2,0.0,B,C,wide,,2
C_node2node22_wide_t3,0.0,B,C,wide,,3
C_node2node22_wide_t4,0.0,B,C,wide,,4
C_node2node22_wide_t5,0.0,B,C,wide,,5
C_node3node12_timber_t0,975.0,B,C,timber,,0
C_node3node12_timber_t1,820.92,B,C,timber,,1
C_node3node12_timber_t2,581.97,B,C,timber,,2
C_node3node12_timber_t3,412.57,B,C,timber,,3
C_node3node12_timber_t4,292.48,B,C,timber,,4
C_node3node12_timber_t5,207.34,B,C,timber,,5
C_node3node12_wide_t0,1463.0,B,C,wide,,0
C_node3node12_wide_t1,1231.81,B,C,wide,,1
C_node3node12_wide_t2,873.25,B,C,wide,,2
C_node3node12_wide_t3,619.06,B,C,wide,,3
C_node3node12_wide_t4,438.87,B,C,wide,,4
C_node3node12_wide_t5,311.12,B,C,wide,,5
C_node3node17_timber_t0,10237.0,B,C,timber,,0
C_node3node17_timber_t1,8619.28,B,C,timber,,1
C_node3node17_timber_t2,6110.37,B,C,timber,,2
C_node3node17_timber_t3,4331.76,B,C,timber,,3
