variable,value,node_type_info,action,road_type,edge,period
C_node1node18_timber_t0,0.0,node1transit_node18exit,C,timber,node1node18,0.0
C_node1node18_timber_t1,0.0,node1transit_node18exit,C,timber,node1node18,1.0
C_node1node18_timber_t2,1.0,node1transit_node18exit,C,timber,node1node18,2.0
C_node1node18_timber_t3,0.0,node1transit_node18exit,C,timber,node1node18,3.0
C_node1node18_timber_t4,0.0,node1transit_node18exit,C,timber,node1node18,4.0
C_node1node18_timber_t5,0.0,node1transit_node18exit,C,timber,node1node18,5.0
C_node1node18_wide_t0,0.0,node1transit_node18exit,C,wide,node1node18,0.0
C_node1node18_wide_t1,0.0,node1transit_node18exit,C,wide,node1node18,1.0
C_node1node18_wide_t2,0.0,node1transit_node18exit,C,wide,node1node18,2.0
C_node1node18_wide_t3,0.0,node1transit_node18exit,C,wide,node1node18,3.0
C_node1node18_wide_t4,0.0,node1transit_node18exit,C,wide,node1node18,4.0
C_node1node18_wide_t5,0.0,node1transit_node18exit,C,wide,node1node18,5.0
C_node1node6_timber_t0,0.0,node1transit_node6transit,C,timber,node1node6,0.0
C_node1node6_timber_t1,0.0,node1transit_node6transit,C,timber,node1node6,1.0
C_node1node6_timber_t2,0.0,node1transit_node6transit,C,timber,node1node6,2.0
C_node1node6_timber_t3,0.0,node1transit_node6transit,C,timber,node1node6,3.0
C_node1node6_timber_t4,0.0,node1transit_node6transit,C,timber,node1node6,4.0
C_node1node6_timber_t5,0.0,node1transit_node6transit,C,timber,node1node6,5.0
C_node1node6_wide_t0,0.0,node1transit_node6transit,C,wide,node1node6,0.0
C_node1node6_wide_t1,0.0,node1transit_node6transit,C,wide,node1node6,1.0
C_node1node6_wide_t2,0.0,node1transit_node6transit,C,wide,node1node6,2.0
C_node1node6_wide_t3,0.0,node1transit_node6transit,C,wide,node1node6,3.0
C_node1node6_wide_t4,0.0,node1transit_node6transit,C,wide,node1node6,4.0
C_node1node6_wide_t5,0.0,node1transit_node6transit,C,wide,node1node6,5.0
C_node1node7_timber_t0,0.0,node1transit_node7transit,C,timber,node1node7,0.0
C_node1node7_timber_t1,0.0,node1transit_node7transit,C,timber,node1node7,1.0
C_node1node7_timber_t2,0.0,node1transit_node7transit,C,timber,node1node7,2.0
C_node1node7_timber_t3,0.0,node1transit_node7transit,C,timber,node1node7,3.0
C_node1node7_timber_t4,0.0,node1transit_node7transit,C,timber,node1node7,4.0
C_node1node7_timber_t5,0.0,node1transit_node7transit,C,timber,node1node7,5.0
C_node1node7_wide_t0,0.0,node1transit_node7transit,C,wide,node1node7,0.0
C_node1node7_wide_t1,0.0,node1transit_node7transit,C,wide,node1node7,1.0
C_node1node7_wide_t2,0.0,node1transit_node7transit,C,wide,node1node7,2.0
C_node1node7_wide_t3,0.0,node1transit_node7transit,C,wide,node1node7,3.0
C_node1node7_wide_t4,0.0,node1transit_node7transit,C,wide,node1node7,4.0
C_node1node7_wide_t5,0.0,node1transit_node7transit,C,wide,node1node7,5.0
C_node1node21_timber_t0,0.0,node1transit_node21source,C,timber,node1node21,0.0
C_node1node21_timber_t1,0.0,node1transit_node21source,C,timber,node1node21,1.0
C_node1node21_timber_t2,1.0,node1transit_node21source,C,timber,node1node21,2.0
C_node1node21_timber_t3,0.0,node1transit_node21source,C,timber,node1node21,3.0
C_node1node21_timber_t4,-0.0,node1transit_node21source,C,timber,node1node21,4.0
C_node1node21_timber_t5,0.0,node1transit_node21source,C,timber,node1node21,5.0
C_node1node21_wide_t0,0.0,node1transit_node21source,C,wide,node1node21,0.0
