Node,Stand
"(-12778.33448, 151909.37501)","[897, 1499, 1500]"
"(-12763.51778, 151837.40821)","[1499, 1500]"
"(-12821.62268, 151741.34031)","[1499, 1500]"
"(-12831.16948, 151709.60741)",[1499]
"(-12872.18008, 151695.71681)",[1499]
"(-12911.86758, 151695.71681)",[1499]
"(-12916.49788, 151720.85221)",[1499]
"(-12894.66968, 151742.01891)",[1499]
"(-12894.49108, 151781.24351)",[1499]
"(-12916.59048, 151764.29691)",[1499]
"(-12939.60928, 151755.16881)",[1499]
"(-12939.60928, 151769.85321)",[1499]
"(-12952.30928, 151782.15631)",[1499]
"(-12966.99368, 151798.03131)",[1499]
"(-12982.47178, 151790.49071)",[1499]
"(-12991.20308, 151771.44061)",[1499]
"(-13004.29998, 151763.10621)",[1499]
"(-13008.66568, 151767.86871)",[1499]
"(-13009.85618, 151788.10941)",[1499]
"(-13016.60318, 151803.19071)",[1499]
"(-13028.65478, 151814.98641)","[897, 1499]"
"(-13032.68488, 151821.04611)","[897, 1499]"
"(-13035.38858, 151825.11151)","[897, 1499]"
"(-13038.36518, 151831.39541)","[897, 1499]"
"(-13045.31048, 151842.30941)","[897, 1499]"
"(-13042.99538, 151850.90831)","[897, 1499]"
"(-13042.99538, 151856.53081)","[897, 1499]"
"(-13032.08128, 151853.88501)","[897, 1499]"
"(-13022.15938, 151846.60891)","[897, 1499]"
"(-13013.89118, 151846.60891)","[897, 1499]"
"(-13006.61508, 151849.91621)","[897, 1499]"
"(-13000.79878, 151853.20111)","[897, 1499]"
"(-12994.39668, 151856.81691)","[897, 1499]"
"(-12991.68388, 151860.12931)","[897, 1499]"
"(-12989.90788, 151862.45761)","[897, 1499]"
"(-12988.99098, 151863.65961)","[897, 1499]"
"(-12987.92428, 151865.05791)","[897, 1499]"
"(-12985.29528, 151868.50441)","[897, 1499]"
"(-12984.70828, 151869.27391)","[897, 1499]"
"(-12986.10978, 151875.71321)","[897, 1499]"
"(-12985.99738, 151878.07611)","[897, 1499]"
"(-12985.77918, 151882.65841)","[897, 1499]"
"(-12981.47958, 151888.61161)","[897, 1499]"
"(-12974.20358, 151893.24181)","[897, 1499]"
"(-12967.51628, 151892.36861)","[897, 1499]"
"(-12932.37968, 151860.22241)","[897, 1499]"
"(-12917.77448, 151846.86031)","[897, 1499]"
"(-12888.14108, 151816.16851)","[897, 1499]"
"(-12886.10088, 151794.72371)","[897, 1499]"
"(-12872.22198, 151812.99581)","[897, 1499]"
"(-12866.22688, 151865.64571)","[897, 1499]"
"(-12862.19878, 151873.09781)","[897, 1499]"
"(-12841.95138, 151886.49501)","[897, 1499]"
