x,y,ID_UG
-13493.50517,152945.44475,887
-13312.76213,152502.54054,890
-13560.32763,152476.27228,891
-13529.37011,152212.61746,892
-12920.58704,151920.60817,897
-13150.41954,152029.66748,1188
-12885.01988,151809.37583,1499
-12729.35009,151887.28069,1500
