"Source(x,y)","Target(x,y)"
"(-13594.83638, 152617.47621)","(-13558.27628, 152780.48971)"
"(-13594.83638, 152617.47621)","(-13739.14518, 152641.79421)"
"(-13594.83638, 152617.47621)","(-13914.65108, 152290.25701)"
"(-13594.83638, 152617.47621)","(-13560.32763, 152476.27228)"
"(-13558.27628, 152780.48971)","(-13594.83638, 152617.47621)"
"(-13558.27628, 152780.48971)","(-13522.87838, 152849.29491)"
"(-13558.27628, 152780.48971)","(-13744.53149, 152665.31843)"
"(-13558.27628, 152780.48971)","(-13560.32763, 152476.27228)"
"(-13739.14518, 152641.79421)","(-13594.83638, 152617.47621)"
"(-13739.14518, 152641.79421)","(-13744.53149, 152665.31843)"
"(-13739.14518, 152641.79421)","(-13961.84288, 152728.86471)"
"(-13914.65108, 152290.25701)","(-13594.83638, 152617.47621)"
"(-13914.65108, 152290.25701)","(-14082.63798, 152443.23231)"
"(-13914.65108, 152290.25701)","(-13778.20828, 152108.99701)"
"(-13914.65108, 152290.25701)","(-13560.32763, 152476.27228)"
"(-13560.32763, 152476.27228)","(-13594.83638, 152617.47621)"
"(-13560.32763, 152476.27228)","(-13778.20828, 152108.99701)"
"(-13560.32763, 152476.27228)","(-13522.87838, 152849.29491)"
"(-13560.32763, 152476.27228)","(-13362.17628, 152808.67871)"
"(-13560.32763, 152476.27228)","(-13914.65108, 152290.25701)"
"(-13560.32763, 152476.27228)","(-13221.67658, 152689.40911)"
"(-13560.32763, 152476.27228)","(-13558.27628, 152780.48971)"
"(-13560.32763, 152476.27228)","(-13405.32308, 152323.82821)"
"(-14082.63798, 152443.23231)","(-13914.65108, 152290.25701)"
"(-14082.63798, 152443.23231)","(-13961.84288, 152728.86471)"
"(-13961.84288, 152728.86471)","(-14082.63798, 152443.23231)"
"(-13961.84288, 152728.86471)","(-13739.14518, 152641.79421)"
"(-13961.84288, 152728.86471)","(-13942.40988, 152971.90381)"
"(-13778.20828, 152108.99701)","(-13405.32308, 152323.82821)"
"(-13778.20828, 152108.99701)","(-13226.64448, 152278.60011)"
"(-13778.20828, 152108.99701)","(-13914.65108, 152290.25701)"
"(-13778.20828, 152108.99701)","(-13442.04961, 151801.6969)"
"(-13778.20828, 152108.99701)","(-13560.32763, 152476.27228)"
"(-13778.20828, 152108.99701)","(-13529.37011, 152212.61746)"
"(-13405.32308, 152323.82821)","(-13778.20828, 152108.99701)"
"(-13405.32308, 152323.82821)","(-13221.67658, 152689.40911)"
"(-13405.32308, 152323.82821)","(-13243.58668, 152379.02891)"
"(-13405.32308, 152323.82821)","(-13312.76213, 152502.54054)"
"(-13405.32308, 152323.82821)","(-13560.32763, 152476.27228)"
"(-13405.32308, 152323.82821)","(-13529.37011, 152212.61746)"
"(-13226.64448, 152278.60011)","(-13778.20828, 152108.99701)"
"(-13226.64448, 152278.60011)","(-13243.58668, 152379.02891)"
"(-13226.64448, 152278.60011)","(-12765.45238, 152045.47481)"
"(-13226.64448, 152278.60011)","(-13271.76318, 151812.57971)"
"(-13226.64448, 152278.60011)","(-13529.37011, 152212.61746)"
"(-13226.64448, 152278.60011)","(-13150.41954, 152029.66748)"
"(-13442.04961, 151801.6969)","(-13778.20828, 152108.99701)"
"(-13442.04961, 151801.6969)","(-13349.88765, 151744.59057)"
"(-13529.37011, 152212.61746)","(-13778.20828, 152108.99701)"
"(-13529.37011, 152212.61746)","(-13226.64448, 152278.60011)"
"(-13529.37011, 152212.61746)","(-13243.58668, 152379.02891)"
"(-13529.37011, 152212.61746)","(-13405.32308, 152323.82821)"
"(-13522.87838, 152849.29491)","(-13558.27628, 152780.48971)"
"(-13522.87838, 152849.29491)","(-13681.10978, 152902.13471)"
"(-13522.87838, 152849.29491)","(-13362.17628, 152808.67871)"
"(-13522.87838, 152849.29491)","(-13493.50517, 152945.44475)"
"(-13522.87838, 152849.29491)","(-13560.32763, 152476.27228)"
"(-13681.10978, 152902.13471)","(-13522.87838, 152849.29491)"
"(-13681.10978, 152902.13471)","(-13582.74638, 153021.48891)"
"(-13681.10978, 152902.13471)","(-13929.723, 152963.7647)"
"(-13681.10978, 152902.13471)","(-13493.50517, 152945.44475)"
"(-13362.17628, 152808.67871)","(-13522.87838, 152849.29491)"
"(-13362.17628, 152808.67871)","(-13221.67658, 152689.40911)"
"(-13362.17628, 152808.67871)","(-13582.74638, 153021.48891)"
"(-13362.17628, 152808.67871)","(-13493.50517, 152945.44475)"
"(-13362.17628, 152808.67871)","(-13560.32763, 152476.27228)"
"(-13493.50517, 152945.44475)","(-13522.87838, 152849.29491)"
"(-13493.50517, 152945.44475)","(-13362.17628, 152808.67871)"
"(-13493.50517, 152945.44475)","(-13681.10978, 152902.13471)"
"(-13493.50517, 152945.44475)","(-13582.74638, 153021.48891)"
"(-12778.33448, 151909.37501)","(-12821.62268, 151741.34031)"
"(-12778.33448, 151909.37501)","(-12745.57858, 152035.91191)"
"(-12778.33448, 151909.37501)","(-13028.65478, 151814.98641)"
"(-12778.33448, 151909.37501)","(-12920.58704, 151920.60817)"
"(-12778.33448, 151909.37501)","(-12885.01988, 151809.37583)"
"(-12778.33448, 151909.37501)","(-12729.35009, 151887.28069)"
"(-12821.62268, 151741.34031)","(-12778.33448, 151909.37501)"
"(-12821.62268, 151741.34031)","(-13028.65478, 151814.98641)"
"(-12821.62268, 151741.34031)","(-12745.57858, 152035.91191)"
"(-12821.62268, 151741.34031)","(-12885.01988, 151809.37583)"
"(-12821.62268, 151741.34031)","(-12729.35009, 151887.28069)"
"(-12745.57858, 152035.91191)","(-12778.33448, 151909.37501)"
"(-12745.57858, 152035.91191)","(-12765.45238, 152045.47481)"
"(-12745.57858, 152035.91191)","(-12821.62268, 151741.34031)"
"(-12745.57858, 152035.91191)","(-12920.58704, 151920.60817)"
"(-12745.57858, 152035.91191)","(-12729.35009, 151887.28069)"
"(-13028.65478, 151814.98641)","(-12778.33448, 151909.37501)"
"(-13028.65478, 151814.98641)","(-13083.86278, 151781.06611)"
"(-13028.65478, 151814.98641)","(-12821.62268, 151741.34031)"
"(-13028.65478, 151814.98641)","(-12920.58704, 151920.60817)"
"(-13028.65478, 151814.98641)","(-12885.01988, 151809.37583)"
"(-12920.58704, 151920.60817)","(-12778.33448, 151909.37501)"
"(-12920.58704, 151920.60817)","(-13083.86278, 151781.06611)"
"(-12920.58704, 151920.60817)","(-12765.45238, 152045.47481)"
"(-12920.58704, 151920.60817)","(-13028.65478, 151814.98641)"
"(-12920.58704, 151920.60817)","(-12745.57858, 152035.91191)"
"(-12885.01988, 151809.37583)","(-12778.33448, 151909.37501)"
"(-12885.01988, 151809.37583)","(-13028.65478, 151814.98641)"
"(-12885.01988, 151809.37583)","(-12821.62268, 151741.34031)"
"(-12729.35009, 151887.28069)","(-12778.33448, 151909.37501)"
"(-12729.35009, 151887.28069)","(-12745.57858, 152035.91191)"
"(-12729.35009, 151887.28069)","(-12821.62268, 151741.34031)"
"(-13221.67658, 152689.40911)","(-13362.17628, 152808.67871)"
"(-13221.67658, 152689.40911)","(-13243.58668, 152379.02891)"
"(-13221.67658, 152689.40911)","(-13405.32308, 152323.82821)"
"(-13221.67658, 152689.40911)","(-13312.76213, 152502.54054)"
"(-13221.67658, 152689.40911)","(-13560.32763, 152476.27228)"
"(-13582.74638, 153021.48891)","(-13362.17628, 152808.67871)"
"(-13582.74638, 153021.48891)","(-13681.10978, 152902.13471)"
"(-13582.74638, 153021.48891)","(-13942.40988, 152971.90381)"
"(-13582.74638, 153021.48891)","(-13493.50517, 152945.44475)"
"(-13243.58668, 152379.02891)","(-13226.64448, 152278.60011)"
"(-13243.58668, 152379.02891)","(-13221.67658, 152689.40911)"
"(-13243.58668, 152379.02891)","(-13405.32308, 152323.82821)"
"(-13243.58668, 152379.02891)","(-13312.76213, 152502.54054)"
"(-13243.58668, 152379.02891)","(-13529.37011, 152212.61746)"
"(-12765.45238, 152045.47481)","(-13226.64448, 152278.60011)"
"(-12765.45238, 152045.47481)","(-13083.86278, 151781.06611)"
"(-12765.45238, 152045.47481)","(-12745.57858, 152035.91191)"
"(-12765.45238, 152045.47481)","(-12920.58704, 151920.60817)"
"(-12765.45238, 152045.47481)","(-13150.41954, 152029.66748)"
"(-13271.76318, 151812.57971)","(-13226.64448, 152278.60011)"
"(-13271.76318, 151812.57971)","(-13083.86278, 151781.06611)"
"(-13271.76318, 151812.57971)","(-13349.88765, 151744.59057)"
"(-13271.76318, 151812.57971)","(-13150.41954, 152029.66748)"
"(-13150.41954, 152029.66748)","(-13226.64448, 152278.60011)"
"(-13150.41954, 152029.66748)","(-13083.86278, 151781.06611)"
"(-13150.41954, 152029.66748)","(-12765.45238, 152045.47481)"
"(-13150.41954, 152029.66748)","(-13271.76318, 151812.57971)"
"(-13744.53149, 152665.31843)","(-13739.14518, 152641.79421)"
"(-13744.53149, 152665.31843)","(-13558.27628, 152780.48971)"
"(-13083.86278, 151781.06611)","(-13028.65478, 151814.98641)"
"(-13083.86278, 151781.06611)","(-12765.45238, 152045.47481)"
"(-13083.86278, 151781.06611)","(-13271.76318, 151812.57971)"
"(-13083.86278, 151781.06611)","(-12920.58704, 151920.60817)"
"(-13083.86278, 151781.06611)","(-13150.41954, 152029.66748)"
"(-13312.76213, 152502.54054)","(-13221.67658, 152689.40911)"
"(-13312.76213, 152502.54054)","(-13243.58668, 152379.02891)"
"(-13312.76213, 152502.54054)","(-13405.32308, 152323.82821)"
"(-13929.723, 152963.7647)","(-13681.10978, 152902.13471)"
"(-13929.723, 152963.7647)","(-13942.40988, 152971.90381)"
"(-13349.88765, 151744.59057)","(-13271.76318, 151812.57971)"
"(-13349.88765, 151744.59057)","(-13442.04961, 151801.6969)"
"(-13942.40988, 152971.90381)","(-13961.84288, 152728.86471)"
"(-13942.40988, 152971.90381)","(-13929.723, 152963.7647)"
"(-13942.40988, 152971.90381)","(-13582.74638, 153021.48891)"
