"Source(x,y)","Target(x,y)",edgelength,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,slope,removed_nodes
"(-13560.32763, 152476.27228)","(-13405.32308, 152323.82821)",0.0,False,True,0,0,0,0,0,False,
"(-14082.63798, 152443.23231)","(-13914.65108, 152290.25701)",0.25881937126157406,True,False,1946,695,2917,695,1458,False,"[(-14038.98158, 152432.64901), (-13943.73148, 152370.47171), (-13947.70018, 152333.43001), (-13915.95018, 152317.55491)]"
"(-14082.63798, 152443.23231)","(-13961.84288, 152728.86471)",0.483122954338098,True,False,3631,1297,5446,1297,2724,False,"[(-14109.09638, 152489.53441), (-14126.29428, 152542.45121), (-14067.60908, 152559.03501), (-14037.65878, 152624.73681), (-14011.20038, 152667.07031), (-14048.42788, 152641.49671), (-14051.28288, 152645.93991), (-14035.56668, 152707.93771)]"
"(-13961.84288, 152728.86471)","(-14082.63798, 152443.23231)",0.483122954338098,True,False,3631,1297,5446,1297,2724,False,"[(-14109.09638, 152489.53441), (-14126.29428, 152542.45121), (-14067.60908, 152559.03501), (-14037.65878, 152624.73681), (-14011.20038, 152667.07031), (-14048.42788, 152641.49671), (-14051.28288, 152645.93991), (-14035.56668, 152707.93771)]"
"(-13961.84288, 152728.86471)","(-13739.14518, 152641.79421)",0.2429210042971225,True,False,1825,651,2738,651,1370,False,"[(-13802.58718, 152651.94691), (-13861.51308, 152669.08041), (-13919.19148, 152709.70101)]"
"(-13961.84288, 152728.86471)","(-13942.40988, 152971.90381)",0.4374859614902309,False,False,3287,1174,4932,1174,2465,False,"[(-14026.33628, 152968.55581), (-14088.43128, 152929.77701)]"
"(-13778.20828, 152108.99701)","(-13405.32308, 152323.82821)",0.5635664551180103,False,False,4234,1512,6352,1512,3178,False,"[(-13727.20568, 152186.72121), (-13760.61748, 152123.70311), (-13764.49878, 152203.10071), (-13510.35248, 152300.02351), (-13450.21508, 152267.13561)]"
"(-13778.20828, 152108.99701)","(-13226.64448, 152278.60011)",0.6312659446581682,False,False,3049,1186,4575,1186,2286,False,"[(-13713.64888, 152069.97681), (-13671.65508, 152056.64791), (-13621.35308, 152080.73161), (-13556.19368, 152082.96311)]"
"(-13778.20828, 152108.99701)","(-13914.65108, 152290.25701)",0.36952070293835304,False,False,2778,992,4165,992,2082,False,"[(-13806.09568, 152167.11041), (-13861.13968, 152172.91921), (-13921.24188, 152160.12761), (-13958.28358, 152194.52341), (-13964.89818, 152255.37781), (-13935.79388, 152287.12781)]"
"(-13778.20828, 152108.99701)","(-13442.04961, 151801.6969)",0.8192448632503697,True,False,3957,1539,5934,1539,2968,False,"[(-13827.67838, 152090.54201), (-13862.07428, 152090.54201), (-13870.01178, 152064.08361), (-13804.98488, 152035.27471), (-13745.65588, 151988.25581), (-13751.96938, 151933.87111), (-13710.46778, 151907.45001), (-13711.79058, 151873.05411), (-13724.78848, 151854.44501), (-13688.74598, 151821.24051), (-13653.36618, 151849.97591), (-13616.85358, 151857.91351), (-13607.72068, 151779.36711), (-13563.15398, 151756.33531), (-13553.71168, 151753.60761), (-13510.49098, 151765.83831), (-13488.26588, 151778.53831), (-13464.45338, 151800.76341)]"
"(-13778.20828, 152108.99701)","(-13560.32763, 152476.27228)",0.0,False,True,0,0,0,0,0,False,
"(-13778.20828, 152108.99701)","(-13529.37011, 152212.61746)",0.0,False,True,0,0,0,0,0,False,
"(-13405.32308, 152323.82821)","(-13778.20828, 152108.99701)",0.5635664551180103,False,False,4234,1512,6352,1512,3178,False,"[(-13727.20568, 152186.72121), (-13760.61748, 152123.70311), (-13764.49878, 152203.10071), (-13510.35248, 152300.02351), (-13450.21508, 152267.13561)]"
"(-13405.32308, 152323.82821)","(-13221.67658, 152689.40911)",0.5350605789988928,False,False,4021,1436,6032,1436,3015,False,"[(-13259.32938, 152668.85111), (-13307.09658, 152622.61431), (-13367.56448, 152600.73951), (-13438.74098, 152589.86861), (-13461.74388, 152531.87291)]"
"(-13405.32308, 152323.82821)","(-13243.58668, 152379.02891)",0.17365501358184618,False,False,1305,466,1957,466,979,False,"[(-13321.31748, 152336.21711)]"
"(-13405.32308, 152323.82821)","(-13312.76213, 152502.54054)",0.0,False,True,0,0,0,0,0,False,
"(-13405.32308, 152323.82821)","(-13560.32763, 152476.27228)",0.0,False,True,0,0,0,0,0,False,
"(-13405.32308, 152323.82821)","(-13529.37011, 152212.61746)",0.0,False,True,0,0,0,0,0,False,
"(-13226.64448, 152278.60011)","(-13778.20828, 152108.99701)",0.6312659446581682,False,False,3049,1186,4575,1186,2286,False,"[(-13713.64888, 152069.97681), (-13671.65508, 152056.64791), (-13621.35308, 152080.73161), (-13556.19368, 152082.96311)]"
"(-13226.64448, 152278.60011)","(-13243.58668, 152379.02891)",0.10932820398910828,False,False,822,294,1232,294,616,False,"[(-13216.87248, 152339.11861)]"
"(-13226.64448, 152278.60011)","(-12765.45238, 152045.47481)",0.7044435264832088,False,False,3403,1324,5103,1324,2553,False,"[(-13127.55388, 152281.44521), (-13164.06638, 152267.15771), (-13222.37958, 152276.01971), (-13222.07498, 152277.90571), (-13065.64138, 152302.08271), (-12988.41328, 152129.01691)]"
"(-13226.64448, 152278.60011)","(-13271.76318, 151812.57971)",0.7408118017856874,False,False,3578,1388,5368,1388,2684,False,"[(-13252.46878, 152185.60061), (-13247.70618, 152136.38801), (-13298.16638, 152077.69921), (-13391.52508, 152011.50981), (-13419.44358, 151970.31321), (-13437.73818, 151907.24381), (-13451.19878, 151858.89881), (-13351.41708, 151896.72381), (-13347.71888, 151874.45001), (-13322.31888, 151837.40821), (-13303.02238, 151820.45061), (-13287.39378, 151806.71651)]"
"(-13226.64448, 152278.60011)","(-13529.37011, 152212.61746)",0.0,False,True,0,0,0,0,0,False,
"(-13226.64448, 152278.60011)","(-13150.41954, 152029.66748)",0.0,False,True,0,0,0,0,0,False,
"(-13442.04961, 151801.6969)","(-13778.20828, 152108.99701)",0.8192448632503697,True,False,3957,1539,5934,1539,2968,False,"[(-13827.67838, 152090.54201), (-13862.07428, 152090.54201), (-13870.01178, 152064.08361), (-13804.98488, 152035.27471), (-13745.65588, 151988.25581), (-13751.96938, 151933.87111), (-13710.46778, 151907.45001), (-13711.79058, 151873.05411), (-13724.78848, 151854.44501), (-13688.74598, 151821.24051), (-13653.36618, 151849.97591), (-13616.85358, 151857.91351), (-13607.72068, 151779.36711), (-13563.15398, 151756.33531), (-13553.71168, 151753.60761), (-13510.49098, 151765.83831), (-13488.26588, 151778.53831), (-13464.45338, 151800.76341)]"
"(-13442.04961, 151801.6969)","(-13349.88765, 151744.59057)",0.11994683464057292,True,False,579,226,869,226,435,False,"[(-13361.50328, 151749.76411), (-13373.96558, 151783.30081)]"
"(-13529.37011, 152212.61746)","(-13778.20828, 152108.99701)",0.0,False,True,0,0,0,0,0,False,
"(-13529.37011, 152212.61746)","(-13226.64448, 152278.60011)",0.0,False,True,0,0,0,0,0,False,
"(-13529.37011, 152212.61746)","(-13243.58668, 152379.02891)",0.0,False,True,0,0,0,0,0,False,
"(-13529.37011, 152212.61746)","(-13405.32308, 152323.82821)",0.0,False,True,0,0,0,0,0,False,
"(-13522.87838, 152849.29491)","(-13558.27628, 152780.48971)",0.09107777740416859,False,False,684,245,1027,245,513,False,"[(-13563.72778, 152822.18701)]"
"(-13522.87838, 152849.29491)","(-13681.10978, 152902.13471)",0.17407294244849086,False,False,1308,467,1962,467,982,False,"[(-13556.94878, 152874.81791), (-13622.29218, 152871.97841)]"
"(-13522.87838, 152849.29491)","(-13362.17628, 152808.67871)",0.40829902812784113,False,False,3069,1096,4603,1096,2302,False,"[(-13488.85948, 152806.18061), (-13450.13598, 152772.01601), (-13495.40878, 152746.12081), (-13514.92458, 152704.26621), (-13442.07218, 152705.53741), (-13402.75568, 152759.85931)]"
"(-13522.87838, 152849.29491)","(-13493.50517, 152945.44475)",0.0,False,True,0,0,0,0,0,False,
"(-13522.87838, 152849.29491)","(-13560.32763, 152476.27228)",0.0,False,True,0,0,0,0,0,False,
"(-13681.10978, 152902.13471)","(-13522.87838, 152849.29491)",0.17407294244849086,False,False,1308,467,1962,467,982,False,"[(-13556.94878, 152874.81791), (-13622.29218, 152871.97841)]"
"(-13681.10978, 152902.13471)","(-13582.74638, 153021.48891)",0.1546670149784341,False,False,1162,415,1743,415,872,False,"[(-13641.49848, 152951.00991)]"
"(-13681.10978, 152902.13471)","(-13929.723, 152963.7647)",0.2877191343926411,True,False,2162,773,3244,773,1622,False,"[(-13742.95388, 152882.91061), (-13800.03468, 152865.69691)]"
"(-13681.10978, 152902.13471)","(-13493.50517, 152945.44475)",0.0,False,True,0,0,0,0,0,False,
"(-13362.17628, 152808.67871)","(-13522.87838, 152849.29491)",0.40829902812784113,False,False,3069,1096,4603,1096,2302,False,"[(-13488.85948, 152806.18061), (-13450.13598, 152772.01601), (-13495.40878, 152746.12081), (-13514.92458, 152704.26621), (-13442.07218, 152705.53741), (-13402.75568, 152759.85931)]"
"(-13362.17628, 152808.67871)","(-13221.67658, 152689.40911)",0.2103553418611755,False,False,1580,564,2371,564,1186,False,"[(-13357.96808, 152806.20451), (-13357.91068, 152806.09821), (-13253.40008, 152754.47701), (-13217.27638, 152737.71181)]"
"(-13362.17628, 152808.67871)","(-13582.74638, 153021.48891)",0.9462905563999595,False,False,7110,2539,10664,2539,5334,False,"[(-13412.69948, 152950.41291), (-13428.57458, 152930.96591), (-13428.57458, 152900.80341), (-13422.22448, 152876.99091), (-13422.22448, 152861.11581), (-13428.57448, 152853.17831), (-13438.89328, 152824.60321), (-13437.30578, 152802.37821), (-13433.44118, 152805.41471), (-13433.03998, 152799.79791), (-13399.70248, 152825.99161), (-13386.73608, 152854.11561), (-13407.93698, 152965.49421), (-13508.44598, 153137.53921), (-13536.96078, 153116.77901), (-13538.90598, 153067.49131), (-13516.68098, 153039.70991), (-13528.58728, 153016.69121), (-13561.13108, 152984.94111)]"
"(-13362.17628, 152808.67871)","(-13493.50517, 152945.44475)",0.0,False,True,0,0,0,0,0,False,
"(-13362.17628, 152808.67871)","(-13560.32763, 152476.27228)",0.0,False,True,0,0,0,0,0,False,
"(-13493.50517, 152945.44475)","(-13522.87838, 152849.29491)",0.0,False,True,0,0,0,0,0,False,
"(-13493.50517, 152945.44475)","(-13362.17628, 152808.67871)",0.0,False,True,0,0,0,0,0,False,
"(-13493.50517, 152945.44475)","(-13681.10978, 152902.13471)",0.0,False,True,0,0,0,0,0,False,
"(-13493.50517, 152945.44475)","(-13582.74638, 153021.48891)",0.0,False,True,0,0,0,0,0,False,
"(-12778.33448, 151909.37501)","(-12821.62268, 151741.34031)",0.18574919452084399,False,False,897,349,1346,349,673,False,"[(-12763.51778, 151837.40821)]"
"(-12778.33448, 151909.37501)","(-12745.57858, 152035.91191)",0.13141025566139122,False,False,635,247,952,247,476,False,"[(-12750.81768, 151989.80851)]"
"(-12778.33448, 151909.37501)","(-13028.65478, 151814.98641)",0.4657399037908636,False,False,2249,875,3371,875,1690,False,"[(-12988.99098, 151863.65961), (-12989.90788, 151862.45761), (-12994.39668, 151856.81691), (-13000.79878, 151853.20111), (-13006.61508, 151849.91621), (-13013.89118, 151846.60891), (-13022.15938, 151846.60891), (-13032.08128, 151853.88501), (-13042.99538, 151856.53081), (-13042.99538, 151850.90831)]"
"(-12778.33448, 151909.37501)","(-12920.58704, 151920.60817)",0.0,False,True,0,0,0,0,0,False,
"(-12778.33448, 151909.37501)","(-12885.01988, 151809.37583)",0.0,False,True,0,0,0,0,0,False,
"(-12778.33448, 151909.37501)","(-12729.35009, 151887.28069)",0.0,False,True,0,0,0,0,0,False,
"(-12821.62268, 151741.34031)","(-12778.33448, 151909.37501)",0.18574919452084399,False,False,897,349,1346,349,673,False,"[(-12763.51778, 151837.40821)]"
"(-12821.62268, 151741.34031)","(-13028.65478, 151814.98641)",0.4317352702509138,False,False,2084,811,3128,811,1563,False,"[(-13008.66568, 151767.86871), (-13004.29998, 151763.10621), (-12966.99368, 151798.03131)]"
"(-12821.62268, 151741.34031)","(-12745.57858, 152035.91191)",0.43278523306076233,False,False,2091,813,3135,813,1567,False,"[(-12759.98788, 151739.05871), (-12657.68418, 151932.65841)]"
"(-12821.62268, 151741.34031)","(-12885.01988, 151809.37583)",0.0,False,True,0,0,0,0,0,False,
"(-12821.62268, 151741.34031)","(-12729.35009, 151887.28069)",0.0,False,True,0,0,0,0,0,False,
"(-12745.57858, 152035.91191)","(-12778.33448, 151909.37501)",0.13141025566139122,False,False,635,247,952,247,476,False,"[(-12750.81768, 151989.80851)]"
"(-12745.57858, 152035.91191)","(-12765.45238, 152045.47481)",0.02214447000497028,False,False,107,41,160,41,80,False,"[(-12760.15408, 152043.88021)]"
"(-12745.57858, 152035.91191)","(-12821.62268, 151741.34031)",0.43278523306076233,False,False,2091,813,3135,813,1567,False,"[(-12759.98788, 151739.05871), (-12657.68418, 151932.65841)]"
"(-12745.57858, 152035.91191)","(-12920.58704, 151920.60817)",0.0,False,True,0,0,0,0,0,False,
"(-12745.57858, 152035.91191)","(-12729.35009, 151887.28069)",0.0,False,True,0,0,0,0,0,False,
"(-13028.65478, 151814.98641)","(-12778.33448, 151909.37501)",0.4657399037908636,False,False,2249,875,3371,875,1690,False,"[(-12988.99098, 151863.65961), (-12989.90788, 151862.45761), (-12994.39668, 151856.81691), (-13000.79878, 151853.20111), (-13006.61508, 151849.91621), (-13013.89118, 151846.60891), (-13022.15938, 151846.60891), (-13032.08128, 151853.88501), (-13042.99538, 151856.53081), (-13042.99538, 151850.90831)]"
"(-13028.65478, 151814.98641)","(-13083.86278, 151781.06611)",0.06479591048893225,False,False,313,122,470,122,235,22.5953,
"(-13028.65478, 151814.98641)","(-12821.62268, 151741.34031)",0.4317352702509138,False,False,2084,811,3128,811,1563,False,"[(-13008.66568, 151767.86871), (-13004.29998, 151763.10621), (-12966.99368, 151798.03131)]"
"(-13028.65478, 151814.98641)","(-12920.58704, 151920.60817)",0.0,False,True,0,0,0,0,0,False,
"(-13028.65478, 151814.98641)","(-12885.01988, 151809.37583)",0.0,False,True,0,0,0,0,0,False,
"(-12920.58704, 151920.60817)","(-12778.33448, 151909.37501)",0.0,False,True,0,0,0,0,0,False,
"(-12920.58704, 151920.60817)","(-13083.86278, 151781.06611)",0.0,False,True,0,0,0,0,0,False,
"(-12920.58704, 151920.60817)","(-12765.45238, 152045.47481)",0.0,False,True,0,0,0,0,0,False,
"(-12920.58704, 151920.60817)","(-13028.65478, 151814.98641)",0.0,False,True,0,0,0,0,0,False,
"(-12920.58704, 151920.60817)","(-12745.57858, 152035.91191)",0.0,False,True,0,0,0,0,0,False,
"(-12885.01988, 151809.37583)","(-12778.33448, 151909.37501)",0.0,False,True,0,0,0,0,0,False,
"(-12885.01988, 151809.37583)","(-13028.65478, 151814.98641)",0.0,False,True,0,0,0,0,0,False,
"(-12885.01988, 151809.37583)","(-12821.62268, 151741.34031)",0.0,False,True,0,0,0,0,0,False,
"(-12729.35009, 151887.28069)","(-12778.33448, 151909.37501)",0.0,False,True,0,0,0,0,0,False,
"(-12729.35009, 151887.28069)","(-12745.57858, 152035.91191)",0.0,False,True,0,0,0,0,0,False,
"(-12729.35009, 151887.28069)","(-12821.62268, 151741.34031)",0.0,False,True,0,0,0,0,0,False,
"(-13221.67658, 152689.40911)","(-13362.17628, 152808.67871)",0.2103553418611755,False,False,1580,564,2371,564,1186,False,"[(-13357.96808, 152806.20451), (-13357.91068, 152806.09821), (-13253.40008, 152754.47701), (-13217.27638, 152737.71181)]"
"(-13221.67658, 152689.40911)","(-13243.58668, 152379.02891)",0.34584704167807206,False,False,2598,928,3899,928,1949,False,"[(-13182.27118, 152602.46291)]"
"(-13221.67658, 152689.40911)","(-13405.32308, 152323.82821)",0.5350605789988928,False,False,4021,1436,6032,1436,3015,False,"[(-13259.32938, 152668.85111), (-13307.09658, 152622.61431), (-13367.56448, 152600.73951), (-13438.74098, 152589.86861), (-13461.74388, 152531.87291)]"
"(-13221.67658, 152689.40911)","(-13312.76213, 152502.54054)",0.0,False,True,0,0,0,0,0,False,
"(-13221.67658, 152689.40911)","(-13560.32763, 152476.27228)",0.0,False,True,0,0,0,0,0,False,
"(-13582.74638, 153021.48891)","(-13362.17628, 152808.67871)",0.9462905563999595,False,False,7110,2539,10664,2539,5334,False,"[(-13412.69948, 152950.41291), (-13428.57458, 152930.96591), (-13428.57458, 152900.80341), (-13422.22448, 152876.99091), (-13422.22448, 152861.11581), (-13428.57448, 152853.17831), (-13438.89328, 152824.60321), (-13437.30578, 152802.37821), (-13433.44118, 152805.41471), (-13433.03998, 152799.79791), (-13399.70248, 152825.99161), (-13386.73608, 152854.11561), (-13407.93698, 152965.49421), (-13508.44598, 153137.53921), (-13536.96078, 153116.77901), (-13538.90598, 153067.49131), (-13516.68098, 153039.70991), (-13528.58728, 153016.69121), (-13561.13108, 152984.94111)]"
"(-13582.74638, 153021.48891)","(-13681.10978, 152902.13471)",0.1546670149784341,False,False,1162,415,1743,415,872,False,"[(-13641.49848, 152951.00991)]"
"(-13582.74638, 153021.48891)","(-13942.40988, 152971.90381)",1.2769726046416738,False,False,9595,3426,14392,3426,7199,False,"[(-13904.28068, 152996.76891)]"
"(-13582.74638, 153021.48891)","(-13493.50517, 152945.44475)",0.0,False,True,0,0,0,0,0,False,
"(-13243.58668, 152379.02891)","(-13226.64448, 152278.60011)",0.10932820398910828,False,False,822,294,1232,294,616,False,"[(-13216.87248, 152339.11861)]"
"(-13243.58668, 152379.02891)","(-13221.67658, 152689.40911)",0.34584704167807206,False,False,2598,928,3899,928,1949,False,"[(-13182.27118, 152602.46291)]"
"(-13243.58668, 152379.02891)","(-13405.32308, 152323.82821)",0.17365501358184618,False,False,1305,466,1957,466,979,False,"[(-13321.31748, 152336.21711)]"
"(-13243.58668, 152379.02891)","(-13312.76213, 152502.54054)",0.0,False,True,0,0,0,0,0,False,
"(-13243.58668, 152379.02891)","(-13529.37011, 152212.61746)",0.0,False,True,0,0,0,0,0,False,
"(-12765.45238, 152045.47481)","(-13226.64448, 152278.60011)",0.7044435264832088,False,False,3403,1324,5103,1324,2553,False,"[(-13127.55388, 152281.44521), (-13164.06638, 152267.15771), (-13222.37958, 152276.01971), (-13222.07498, 152277.90571), (-13065.64138, 152302.08271), (-12988.41328, 152129.01691)]"
"(-12765.45238, 152045.47481)","(-13083.86278, 151781.06611)",0.5320165638936745,False,False,2570,1001,3855,1001,1926,False,"[(-13106.36888, 151825.95631)]"
"(-12765.45238, 152045.47481)","(-12745.57858, 152035.91191)",0.02214447000497028,False,False,107,41,160,41,80,False,"[(-12760.15408, 152043.88021)]"
"(-12765.45238, 152045.47481)","(-12920.58704, 151920.60817)",0.0,False,True,0,0,0,0,0,False,
"(-12765.45238, 152045.47481)","(-13150.41954, 152029.66748)",0.0,False,True,0,0,0,0,0,False,
"(-13271.76318, 151812.57971)","(-13226.64448, 152278.60011)",0.7408118017856874,False,False,3578,1388,5368,1388,2684,False,"[(-13252.46878, 152185.60061), (-13247.70618, 152136.38801), (-13298.16638, 152077.69921), (-13391.52508, 152011.50981), (-13419.44358, 151970.31321), (-13437.73818, 151907.24381), (-13451.19878, 151858.89881), (-13351.41708, 151896.72381), (-13347.71888, 151874.45001), (-13322.31888, 151837.40821), (-13303.02238, 151820.45061), (-13287.39378, 151806.71651)]"
"(-13271.76318, 151812.57971)","(-13083.86278, 151781.06611)",0.2185292297785669,False,False,1056,410,1583,410,792,False,"[(-13197.43528, 151759.09141), (-13205.90198, 151790.84151), (-13252.46878, 151808.83321)]"
"(-13271.76318, 151812.57971)","(-13349.88765, 151744.59057)",0.17939589043613907,True,False,867,337,1300,337,650,False,"[(-13257.58698, 151761.78791), (-13282.98018, 151714.79031)]"
"(-13271.76318, 151812.57971)","(-13150.41954, 152029.66748)",0.0,False,True,0,0,0,0,0,False,
"(-13150.41954, 152029.66748)","(-13226.64448, 152278.60011)",0.0,False,True,0,0,0,0,0,False,
"(-13150.41954, 152029.66748)","(-13083.86278, 151781.06611)",0.0,False,True,0,0,0,0,0,False,
"(-13150.41954, 152029.66748)","(-12765.45238, 152045.47481)",0.0,False,True,0,0,0,0,0,False,
"(-13150.41954, 152029.66748)","(-13271.76318, 151812.57971)",0.0,False,True,0,0,0,0,0,False,
"(-13744.53149, 152665.31843)","(-13739.14518, 152641.79421)",0.024132991153719304,True,False,181,65,272,65,136,26.041,
"(-13744.53149, 152665.31843)","(-13558.27628, 152780.48971)",0.36147723974938556,True,False,2717,971,4075,971,2038,False,"[(-13629.67038, 152799.89131)]"
"(-13083.86278, 151781.06611)","(-13028.65478, 151814.98641)",0.06479591048893225,False,False,313,122,470,122,235,22.5953,
"(-13083.86278, 151781.06611)","(-12765.45238, 152045.47481)",0.5320165638936745,False,False,2570,1001,3855,1001,1926,False,"[(-13106.36888, 151825.95631)]"
"(-13083.86278, 151781.06611)","(-13271.76318, 151812.57971)",0.2185292297785669,False,False,1056,410,1583,410,792,False,"[(-13197.43528, 151759.09141), (-13205.90198, 151790.84151), (-13252.46878, 151808.83321)]"
"(-13083.86278, 151781.06611)","(-12920.58704, 151920.60817)",0.0,False,True,0,0,0,0,0,False,
"(-13083.86278, 151781.06611)","(-13150.41954, 152029.66748)",0.0,False,True,0,0,0,0,0,False,
"(-13312.76213, 152502.54054)","(-13221.67658, 152689.40911)",0.0,False,True,0,0,0,0,0,False,
"(-13312.76213, 152502.54054)","(-13243.58668, 152379.02891)",0.0,False,True,0,0,0,0,0,False,
"(-13312.76213, 152502.54054)","(-13405.32308, 152323.82821)",0.0,False,True,0,0,0,0,0,False,
"(-13929.723, 152963.7647)","(-13681.10978, 152902.13471)",0.2877191343926411,True,False,2162,773,3244,773,1622,False,"[(-13742.95388, 152882.91061), (-13800.03468, 152865.69691)]"
"(-13929.723, 152963.7647)","(-13942.40988, 152971.90381)",0.015073222473190847,True,False,113,40,170,40,85,26.041,
"(-13349.88765, 151744.59057)","(-13271.76318, 151812.57971)",0.17939589043613907,True,False,867,337,1300,337,650,False,"[(-13257.58698, 151761.78791), (-13282.98018, 151714.79031)]"
"(-13349.88765, 151744.59057)","(-13442.04961, 151801.6969)",0.11994683464057292,True,False,579,226,869,226,435,False,"[(-13361.50328, 151749.76411), (-13373.96558, 151783.30081)]"
"(-13942.40988, 152971.90381)","(-13961.84288, 152728.86471)",0.4374859614902309,False,False,3287,1174,4932,1174,2465,False,"[(-14026.33628, 152968.55581), (-14088.43128, 152929.77701)]"
"(-13942.40988, 152971.90381)","(-13929.723, 152963.7647)",0.015073222473190847,True,False,113,40,170,40,85,26.041,
"(-13942.40988, 152971.90381)","(-13582.74638, 153021.48891)",1.2769726046416738,False,False,9595,3426,14392,3426,7199,False,"[(-13904.28068, 152996.76891)]"
