variable,coefficient,type,prefix,width,edge,period
C_node1node4_timber_t0,470.0,B,C,timber,,0
C_node1node4_timber_t1,395.73,B,C,timber,,1
C_node1node4_timber_t2,280.54,B,C,timber,,2
C_node1node4_timber_t3,198.88,B,C,timber,,3
C_node1node4_timber_t4,140.99,B,C,timber,,4
C_node1node4_timber_t5,99.95,B,C,timber,,5
C_node1node4_wide_t0,705.0,B,C,wide,,0
C_node1node4_wide_t1,593.59,B,C,wide,,1
C_node1node4_wide_t2,420.81,B,C,wide,,2
C_node1node4_wide_t3,298.32,B,C,wide,,3
C_node1node4_wide_t4,211.48,B,C,wide,,4
C_node1node4_wide_t5,149.92,B,C,wide,,5
C_node1node7_timber_t0,2753.0,B,C,timber,,0
C_node1node7_timber_t1,2317.95,B,C,timber,,1
C_node1node7_timber_t2,1643.24,B,C,timber,,2
C_node1node7_timber_t3,1164.92,B,C,timber,,3
C_node1node7_timber_t4,825.84,B,C,timber,,4
C_node1node7_timber_t5,585.45,B,C,timber,,5
C_node1node7_wide_t0,4130.0,B,C,wide,,0
C_node1node7_wide_t1,3477.35,B,C,wide,,1
C_node1node7_wide_t2,2465.16,B,C,wide,,2
C_node1node7_wide_t3,1747.6,B,C,wide,,3
C_node1node7_wide_t4,1238.9,B,C,wide,,4
C_node1node7_wide_t5,878.28,B,C,wide,,5
C_node1node6_timber_t0,4984.0,B,C,timber,,0
C_node1node6_timber_t1,4196.39,B,C,timber,,1
C_node1node6_timber_t2,2974.9,B,C,timber,,2
C_node1node6_timber_t3,2108.96,B,C,timber,,3
C_node1node6_timber_t4,1495.08,B,C,timber,,4
C_node1node6_timber_t5,1059.89,B,C,timber,,5
C_node1node6_wide_t0,7477.0,B,C,wide,,0
C_node1node6_wide_t1,6295.43,B,C,wide,,1
C_node1node6_wide_t2,4462.95,B,C,wide,,2
C_node1node6_wide_t3,3163.87,B,C,wide,,3
C_node1node6_wide_t4,2242.93,B,C,wide,,4
C_node1node6_wide_t5,1590.05,B,C,wide,,5
C_node2node8_timber_t0,173.0,B,C,timber,,0
C_node2node8_timber_t1,145.66,B,C,timber,,1
C_node2node8_timber_t2,103.26,B,C,timber,,2
C_node2node8_timber_t3,73.2,B,C,timber,,3
C_node2node8_timber_t4,51.9,B,C,timber,,4
C_node2node8_timber_t5,36.79,B,C,timber,,5
C_node2node8_wide_t0,259.0,B,C,wide,,0
C_node2node8_wide_t1,218.07,B,C,wide,,1
C_node2node8_wide_t2,154.59,B,C,wide,,2
C_node2node8_wide_t3,109.6,B,C,wide,,3
C_node2node8_wide_t4,77.69,B,C,wide,,4
C_node2node8_wide_t5,55.08,B,C,wide,,5
C_node2node7_timber_t0,2503.0,B,C,timber,,0
C_node2node7_timber_t1,2107.46,B,C,timber,,1
C_node2node7_timber_t2,1494.02,B,C,timber,,2
C_node2node7_timber_t3,1059.14,B,C,timber,,3
C_node2node7_timber_t4,750.84,B,C,timber,,4
C_node2node7_timber_t5,532.29,B,C,timber,,5
C_node2node7_wide_t0,3758.0,B,C,wide,,0
C_node2node7_wide_t1,3164.14,B,C,wide,,1
C_node2node7_wide_t2,2243.11,B,C,wide,,2
C_node2node7_wide_t3,1590.19,B,C,wide,,3
C_node2node7_wide_t4,1127.31,B,C,wide,,4
C_node2node7_wide_t5,799.17,B,C,wide,,5
C_node2node6_timber_t0,1182.0,B,C,timber,,0
C_node2node6_timber_t1,995.21,B,C,timber,,1
C_node2node6_timber_t2,705.52,B,C,timber,,2
C_node2node6_timber_t3,500.16,B,C,timber,,3
C_node2node6_timber_t4,354.57,B,C,timber,,4
C_node2node6_timber_t5,251.36,B,C,timber,,5
C_node2node6_wide_t0,1773.0,B,C,wide,,0
C_node2node6_wide_t1,1492.82,B,C,wide,,1
C_node2node6_wide_t2,1058.29,B,C,wide,,2
C_node2node6_wide_t3,750.24,B,C,wide,,3
C_node2node6_wide_t4,531.86,B,C,wide,,4
C_node2node6_wide_t5,377.04,B,C,wide,,5
C_node3node5_timber_t0,615.0,B,C,timber,,0
C_node3node5_timber_t1,517.81,B,C,timber,,1
C_node3node5_timber_t2,367.09,B,C,timber,,2
C_node3node5_timber_t3,260.24,B,C,timber,,3
C_node3node5_timber_t4,184.49,B,C,timber,,4
C_node3node5_timber_t5,130.79,B,C,timber,,5
C_node3node5_wide_t0,922.0,B,C,wide,,0
C_node3node5_wide_t1,776.3,B,C,wide,,1
C_node3node5_wide_t2,550.33,B,C,wide,,2
C_node3node5_wide_t3,390.14,B,C,wide,,3
C_node3node5_wide_t4,276.58,B,C,wide,,4
C_node3node5_wide_t5,196.07,B,C,wide,,5
C_node3node4_timber_t0,1289.0,B,C,timber,,0
C_node3node4_timber_t1,1085.3,B,C,timber,,1
C_node3node4_timber_t2,769.39,B,C,timber,,2
C_node3node4_timber_t3,545.44,B,C,timber,,3
C_node3node4_timber_t4,386.67,B,C,timber,,4
C_node3node4_timber_t5,274.12,B,C,timber,,5
C_node3node4_wide_t0,1934.0,B,C,wide,,0
C_node3node4_wide_t1,1628.38,B,C,wide,,1
C_node3node4_wide_t2,1154.39,B,C,wide,,2
C_node3node4_wide_t3,818.37,B,C,wide,,3
C_node3node4_wide_t4,580.16,B,C,wide,,4
C_node3node4_wide_t5,411.28,B,C,wide,,5
