variable,coefficient,type,prefix,width,edge,period
C_node1node4_timber_t0,1535.0,B,C,timber,,0
C_node1node4_timber_t1,1292.43,B,C,timber,,1
C_node1node4_timber_t2,916.23,B,C,timber,,2
C_node1node4_timber_t3,649.53,B,C,timber,,3
C_node1node4_timber_t4,460.46,B,C,timber,,4
C_node1node4_timber_t5,326.43,B,C,timber,,5
C_node1node4_wide_t0,2303.0,B,C,wide,,0
C_node1node4_wide_t1,1939.06,B,C,wide,,1
C_node1node4_wide_t2,1374.64,B,C,wide,,2
C_node1node4_wide_t3,974.51,B,C,wide,,3
C_node1node4_wide_t4,690.85,B,C,wide,,4
C_node1node4_wide_t5,489.75,B,C,wide,,5
C_node1node5_timber_t0,2150.0,B,C,timber,,0
C_node1node5_timber_t1,1810.24,B,C,timber,,1
C_node1node5_timber_t2,1283.31,B,C,timber,,2
C_node1node5_timber_t3,909.77,B,C,timber,,3
C_node1node5_timber_t4,644.95,B,C,timber,,4
C_node1node5_timber_t5,457.22,B,C,timber,,5
C_node1node5_wide_t0,3225.0,B,C,wide,,0
C_node1node5_wide_t1,2715.36,B,C,wide,,1
C_node1node5_wide_t2,1924.97,B,C,wide,,2
C_node1node5_wide_t3,1364.65,B,C,wide,,3
C_node1node5_wide_t4,967.43,B,C,wide,,4
C_node1node5_wide_t5,685.83,B,C,wide,,5
C_node1node6_timber_t0,494.0,B,C,timber,,0
C_node1node6_timber_t1,415.93,B,C,timber,,1
C_node1node6_timber_t2,294.86,B,C,timber,,2
C_node1node6_timber_t3,209.03,B,C,timber,,3
C_node1node6_timber_t4,148.19,B,C,timber,,4
C_node1node6_timber_t5,105.05,B,C,timber,,5
C_node1node6_wide_t0,742.0,B,C,wide,,0
C_node1node6_wide_t1,624.74,B,C,wide,,1
C_node1node6_wide_t2,442.89,B,C,wide,,2
C_node1node6_wide_t3,313.98,B,C,wide,,3
C_node1node6_wide_t4,222.58,B,C,wide,,4
C_node1node6_wide_t5,157.79,B,C,wide,,5
C_node1node8_timber_t0,0.0,B,C,timber,,0
C_node1node8_timber_t1,0.0,B,C,timber,,1
C_node1node8_timber_t2,0.0,B,C,timber,,2
C_node1node8_timber_t3,0.0,B,C,timber,,3
C_node1node8_timber_t4,0.0,B,C,timber,,4
C_node1node8_timber_t5,0.0,B,C,timber,,5
C_node1node8_wide_t0,0.0,B,C,wide,,0
C_node1node8_wide_t1,0.0,B,C,wide,,1
C_node1node8_wide_t2,0.0,B,C,wide,,2
C_node1node8_wide_t3,0.0,B,C,wide,,3
C_node1node8_wide_t4,0.0,B,C,wide,,4
C_node1node8_wide_t5,0.0,B,C,wide,,5
C_node2node3_timber_t0,326.0,B,C,timber,,0
C_node2node3_timber_t1,274.48,B,C,timber,,1
C_node2node3_timber_t2,194.59,B,C,timber,,2
C_node2node3_timber_t3,137.95,B,C,timber,,3
C_node2node3_timber_t4,97.79,B,C,timber,,4
C_node2node3_timber_t5,69.33,B,C,timber,,5
C_node2node3_wide_t0,489.0,B,C,wide,,0
C_node2node3_wide_t1,411.72,B,C,wide,,1
C_node2node3_wide_t2,291.88,B,C,wide,,2
C_node2node3_wide_t3,206.92,B,C,wide,,3
C_node2node3_wide_t4,146.69,B,C,wide,,4
C_node2node3_wide_t5,103.99,B,C,wide,,5
C_node2node5_timber_t0,3171.0,B,C,timber,,0
C_node2node5_timber_t1,2669.9,B,C,timber,,1
C_node2node5_timber_t2,1892.74,B,C,timber,,2
C_node2node5_timber_t3,1341.8,B,C,timber,,3
C_node2node5_timber_t4,951.23,B,C,timber,,4
C_node2node5_timber_t5,674.34,B,C,timber,,5
C_node2node5_wide_t0,4759.0,B,C,wide,,0
C_node2node5_wide_t1,4006.95,B,C,wide,,1
C_node2node5_wide_t2,2840.6,B,C,wide,,2
C_node2node5_wide_t3,2013.76,B,C,wide,,3
C_node2node5_wide_t4,1427.59,B,C,wide,,4
C_node2node5_wide_t5,1012.05,B,C,wide,,5
C_node2node8_timber_t0,0.0,B,C,timber,,0
C_node2node8_timber_t1,0.0,B,C,timber,,1
C_node2node8_timber_t2,0.0,B,C,timber,,2
C_node2node8_timber_t3,0.0,B,C,timber,,3
C_node2node8_timber_t4,0.0,B,C,timber,,4
C_node2node8_timber_t5,0.0,B,C,timber,,5
C_node2node8_wide_t0,0.0,B,C,wide,,0
C_node2node8_wide_t1,0.0,B,C,wide,,1
C_node2node8_wide_t2,0.0,B,C,wide,,2
C_node2node8_wide_t3,0.0,B,C,wide,,3
C_node2node8_wide_t4,0.0,B,C,wide,,4
C_node2node8_wide_t5,0.0,B,C,wide,,5
C_node3node4_timber_t0,2147.0,B,C,timber,,0
C_node3node4_timber_t1,1807.72,B,C,timber,,1
C_node3node4_timber_t2,1281.52,B,C,timber,,2
C_node3node4_timber_t3,908.5,B,C,timber,,3
C_node3node4_timber_t4,644.05,B,C,timber,,4
C_node3node4_timber_t5,456.58,B,C,timber,,5
C_node3node4_wide_t0,3220.0,B,C,wide,,0
C_node3node4_wide_t1,2711.15,B,C,wide,,1
C_node3node4_wide_t2,1921.99,B,C,wide,,2
C_node3node4_wide_t3,1362.53,B,C,wide,,3
C_node3node4_wide_t4,965.93,B,C,wide,,4
C_node3node4_wide_t5,684.76,B,C,wide,,5
C_node3node5_timber_t0,5885.0,B,C,timber,,0
C_node3node5_timber_t1,4955.01,B,C,timber,,1
C_node3node5_timber_t2,3512.7,B,C,timber,,2
C_node3node5_timber_t3,2490.22,B,C,timber,,3
C_node3node5_timber_t4,1765.36,B,C,timber,,4
C_node3node5_timber_t5,1251.5,B,C,timber,,5
C_node3node5_wide_t0,8822.0,B,C,wide,,0
C_node3node5_wide_t1,7427.89,B,C,wide,,1
C_node3node5_wide_t2,5265.77,B,C,wide,,2
C_node3node5_wide_t3,3733.0,B,C,wide,,3
C_node3node5_wide_t4,2646.4,B,C,wide,,4
C_node3node5_wide_t5,1876.08,B,C,wide,,5
C_node3node8_timber_t0,0.0,B,C,timber,,0
C_node3node8_timber_t1,0.0,B,C,timber,,1
C_node3node8_timber_t2,0.0,B,C,timber,,2
C_node3node8_timber_t3,0.0,B,C,timber,,3
C_node3node8_timber_t4,0.0,B,C,timber,,4
C_node3node8_timber_t5,0.0,B,C,timber,,5
C_node3node8_wide_t0,0.0,B,C,wide,,0
C_node3node8_wide_t1,0.0,B,C,wide,,1
C_node3node8_wide_t2,0.0,B,C,wide,,2
C_node3node8_wide_t3,0.0,B,C,wide,,3
C_node3node8_wide_t4,0.0,B,C,wide,,4
C_node3node8_wide_t5,0.0,B,C,wide,,5
C_node4node7_timber_t0,350.0,B,C,timber,,0
C_node4node7_timber_t1,294.69,B,C,timber,,1
C_node4node7_timber_t2,208.91,B,C,timber,,2
C_node4node7_timber_t3,148.1,B,C,timber,,3
C_node4node7_timber_t4,104.99,B,C,timber,,4
C_node4node7_timber_t5,74.43,B,C,timber,,5
C_node4node7_wide_t0,526.0,B,C,wide,,0
C_node4node7_wide_t1,442.88,B,C,wide,,1
C_node4node7_wide_t2,313.96,B,C,wide,,2
C_node4node7_wide_t3,222.58,B,C,wide,,3
C_node4node7_wide_t4,157.79,B,C,wide,,4
C_node4node7_wide_t5,111.86,B,C,wide,,5
C_node4node8_timber_t0,0.0,B,C,timber,,0
C_node4node8_timber_t1,0.0,B,C,timber,,1
C_node4node8_timber_t2,0.0,B,C,timber,,2
C_node4node8_timber_t3,0.0,B,C,timber,,3
C_node4node8_timber_t4,0.0,B,C,timber,,4
C_node4node8_timber_t5,0.0,B,C,timber,,5
C_node4node8_wide_t0,0.0,B,C,wide,,0
C_node4node8_wide_t1,0.0,B,C,wide,,1
C_node4node8_wide_t2,0.0,B,C,wide,,2
C_node4node8_wide_t3,0.0,B,C,wide,,3
C_node4node8_wide_t4,0.0,B,C,wide,,4
C_node4node8_wide_t5,0.0,B,C,wide,,5
C_node5node8_timber_t0,0.0,B,C,timber,,0
C_node5node8_timber_t1,0.0,B,C,timber,,1
C_node5node8_timber_t2,0.0,B,C,timber,,2
C_node5node8_timber_t3,0.0,B,C,timber,,3
C_node5node8_timber_t4,0.0,B,C,timber,,4
C_node5node8_timber_t5,0.0,B,C,timber,,5
C_node5node8_wide_t0,0.0,B,C,wide,,0
C_node5node8_wide_t1,0.0,B,C,wide,,1
C_node5node8_wide_t2,0.0,B,C,wide,,2
C_node5node8_wide_t3,0.0,B,C,wide,,3
C_node5node8_wide_t4,0.0,B,C,wide,,4
C_node5node8_wide_t5,0.0,B,C,wide,,5
C_node6node7_timber_t0,8874.0,B,C,timber,,0
C_node6node7_timber_t1,7471.67,B,C,timber,,1
C_node6node7_timber_t2,5296.81,B,C,timber,,2
C_node6node7_timber_t3,3755.01,B,C,timber,,3
C_node6node7_timber_t4,2661.99,B,C,timber,,4
C_node6node7_timber_t5,1887.14,B,C,timber,,5
C_node6node7_wide_t0,13310.0,B,C,wide,,0
C_node6node7_wide_t1,11206.66,B,C,wide,,1
C_node6node7_wide_t2,7944.61,B,C,wide,,2
C_node6node7_wide_t3,5632.09,B,C,wide,,3
C_node6node7_wide_t4,3992.69,B,C,wide,,4
C_node6node7_wide_t5,2830.49,B,C,wide,,5
M_node1node4_timber_t0,596.0,B,M,timber,,0
M_node1node4_timber_t1,501.82,B,M,timber,,1
M_node1node4_timber_t2,355.75,B,M,timber,,2
M_node1node4_timber_t3,252.2,B,M,timber,,3
M_node1node4_timber_t4,178.79,B,M,timber,,4
M_node1node4_timber_t5,126.74,B,M,timber,,5
M_node1node4_wide_t0,596.0,B,M,wide,,0
M_node1node4_wide_t1,501.82,B,M,wide,,1
M_node1node4_wide_t2,355.75,B,M,wide,,2
M_node1node4_wide_t3,252.2,B,M,wide,,3
M_node1node4_wide_t4,178.79,B,M,wide,,4
M_node1node4_wide_t5,126.74,B,M,wide,,5
M_node1node5_timber_t0,835.0,B,M,timber,,0
M_node1node5_timber_t1,703.05,B,M,timber,,1
M_node1node5_timber_t2,498.4,B,M,timber,,2
M_node1node5_timber_t3,353.33,B,M,timber,,3
M_node1node5_timber_t4,250.48,B,M,timber,,4
M_node1node5_timber_t5,177.57,B,M,timber,,5
M_node1node5_wide_t0,835.0,B,M,wide,,0
M_node1node5_wide_t1,703.05,B,M,wide,,1
M_node1node5_wide_t2,498.4,B,M,wide,,2
M_node1node5_wide_t3,353.33,B,M,wide,,3
M_node1node5_wide_t4,250.48,B,M,wide,,4
M_node1node5_wide_t5,177.57,B,M,wide,,5
M_node1node6_timber_t0,193.0,B,M,timber,,0
M_node1node6_timber_t1,162.5,B,M,timber,,1
M_node1node6_timber_t2,115.2,B,M,timber,,2
M_node1node6_timber_t3,81.67,B,M,timber,,3
M_node1node6_timber_t4,57.9,B,M,timber,,4
M_node1node6_timber_t5,41.04,B,M,timber,,5
M_node1node6_wide_t0,193.0,B,M,wide,,0
M_node1node6_wide_t1,162.5,B,M,wide,,1
M_node1node6_wide_t2,115.2,B,M,wide,,2
M_node1node6_wide_t3,81.67,B,M,wide,,3
