variable,value
C_timber_node1node26_t0,0.0
C_timber_node1node26_t1,1.0
C_timber_node1node26_t2,1.0
C_timber_node1node26_t3,1.0
C_timber_node1node26_t4,1.0
C_timber_node1node26_t5,1.0
C_wide_node1node26_t0,0.0
C_wide_node1node26_t1,1.0
C_wide_node1node26_t2,1.0
C_wide_node1node26_t3,1.0
C_wide_node1node26_t4,1.0
C_wide_node1node26_t5,1.0
C_timber_node1node17_t0,0.0
C_timber_node1node17_t1,1.0
C_timber_node1node17_t2,1.0
C_timber_node1node17_t3,1.0
C_timber_node1node17_t4,1.0
C_timber_node1node17_t5,1.0
C_wide_node1node17_t0,0.0
C_wide_node1node17_t1,1.0
C_wide_node1node17_t2,1.0
C_wide_node1node17_t3,1.0
C_wide_node1node17_t4,1.0
C_wide_node1node17_t5,1.0
C_timber_node1node18_t0,0.0
C_timber_node1node18_t1,1.0
C_timber_node1node18_t2,1.0
C_timber_node1node18_t3,1.0
C_timber_node1node18_t4,1.0
C_timber_node1node18_t5,1.0
C_wide_node1node18_t0,0.0
C_wide_node1node18_t1,1.0
C_wide_node1node18_t2,1.0
C_wide_node1node18_t3,1.0
C_wide_node1node18_t4,1.0
C_wide_node1node18_t5,1.0
C_timber_node1node31_t0,0.0
C_timber_node1node31_t1,1.0
C_timber_node1node31_t2,1.0
C_timber_node1node31_t3,1.0
C_timber_node1node31_t4,1.0
C_timber_node1node31_t5,1.0
C_wide_node1node31_t0,0.0
C_wide_node1node31_t1,1.0
C_wide_node1node31_t2,1.0
C_wide_node1node31_t3,1.0
C_wide_node1node31_t4,1.0
C_wide_node1node31_t5,1.0
C_timber_node1node38_t0,0.0
C_timber_node1node38_t1,1.0
C_timber_node1node38_t2,1.0
C_timber_node1node38_t3,1.0
C_timber_node1node38_t4,1.0
C_timber_node1node38_t5,1.0
C_wide_node1node38_t0,0.0
C_wide_node1node38_t1,1.0
C_wide_node1node38_t2,1.0
C_wide_node1node38_t3,1.0
C_wide_node1node38_t4,1.0
C_wide_node1node38_t5,1.0
C_timber_node2node3_t0,0.0
C_timber_node2node3_t1,1.0
C_timber_node2node3_t2,1.0
C_timber_node2node3_t3,1.0
C_timber_node2node3_t4,1.0
C_timber_node2node3_t5,1.0
C_wide_node2node3_t0,0.0
C_wide_node2node3_t1,1.0
C_wide_node2node3_t2,1.0
C_wide_node2node3_t3,1.0
C_wide_node2node3_t4,1.0
C_wide_node2node3_t5,1.0
C_timber_node2node11_t0,0.0
C_timber_node2node11_t1,1.0
C_timber_node2node11_t2,1.0
C_timber_node2node11_t3,1.0
C_timber_node2node11_t4,1.0
C_timber_node2node11_t5,1.0
C_wide_node2node11_t0,0.0
C_wide_node2node11_t1,1.0
C_wide_node2node11_t2,1.0
C_wide_node2node11_t3,1.0
C_wide_node2node11_t4,1.0
C_wide_node2node11_t5,1.0
C_timber_node2node38_t0,0.0
C_timber_node2node38_t1,1.0
C_timber_node2node38_t2,1.0
C_timber_node2node38_t3,1.0
C_timber_node2node38_t4,1.0
C_timber_node2node38_t5,1.0
C_wide_node2node38_t0,0.0
C_wide_node2node38_t1,1.0
C_wide_node2node38_t2,1.0
C_wide_node2node38_t3,1.0
C_wide_node2node38_t4,1.0
C_wide_node2node38_t5,1.0
C_timber_node3node29_t0,0.0
C_timber_node3node29_t1,1.0
C_timber_node3node29_t2,1.0
C_timber_node3node29_t3,1.0
C_timber_node3node29_t4,1.0
C_timber_node3node29_t5,1.0
C_wide_node3node29_t0,0.0
C_wide_node3node29_t1,1.0
C_wide_node3node29_t2,1.0
C_wide_node3node29_t3,1.0
C_wide_node3node29_t4,1.0
C_wide_node3node29_t5,1.0
C_timber_node3node38_t0,0.0
C_timber_node3node38_t1,1.0
C_timber_node3node38_t2,1.0
C_timber_node3node38_t3,1.0
C_timber_node3node38_t4,1.0
C_timber_node3node38_t5,1.0
C_wide_node3node38_t0,0.0
C_wide_node3node38_t1,1.0
C_wide_node3node38_t2,1.0
C_wide_node3node38_t3,1.0
C_wide_node3node38_t4,1.0
C_wide_node3node38_t5,1.0
C_timber_node4node7_t0,0.0
C_timber_node4node7_t1,1.0
C_timber_node4node7_t2,1.0
C_timber_node4node7_t3,1.0
C_timber_node4node7_t4,1.0
C_timber_node4node7_t5,1.0
C_wide_node4node7_t0,0.0
C_wide_node4node7_t1,1.0
C_wide_node4node7_t2,1.0
C_wide_node4node7_t3,1.0
C_wide_node4node7_t4,1.0
C_wide_node4node7_t5,1.0
C_timber_node4node20_t0,0.0
C_timber_node4node20_t1,1.0
C_timber_node4node20_t2,1.0
C_timber_node4node20_t3,1.0
C_timber_node4node20_t4,1.0
C_timber_node4node20_t5,1.0
C_wide_node4node20_t0,0.0
C_wide_node4node20_t1,1.0
C_wide_node4node20_t2,1.0
C_wide_node4node20_t3,1.0
C_wide_node4node20_t4,1.0
C_wide_node4node20_t5,1.0
C_timber_node4node21_t0,0.0
C_timber_node4node21_t1,1.0
C_timber_node4node21_t2,1.0
C_timber_node4node21_t3,1.0
C_timber_node4node21_t4,1.0
C_timber_node4node21_t5,1.0
C_wide_node4node21_t0,0.0
C_wide_node4node21_t1,1.0
C_wide_node4node21_t2,1.0
C_wide_node4node21_t3,1.0
C_wide_node4node21_t4,1.0
C_wide_node4node21_t5,1.0
C_timber_node4node32_t0,0.0
C_timber_node4node32_t1,1.0
C_timber_node4node32_t2,1.0
C_timber_node4node32_t3,1.0
C_timber_node4node32_t4,1.0
C_timber_node4node32_t5,1.0
C_wide_node4node32_t0,0.0
C_wide_node4node32_t1,1.0
C_wide_node4node32_t2,1.0
C_wide_node4node32_t3,1.0
C_wide_node4node32_t4,1.0
C_wide_node4node32_t5,1.0
C_timber_node4node33_t0,0.0
C_timber_node4node33_t1,1.0
C_timber_node4node33_t2,1.0
C_timber_node4node33_t3,1.0
C_timber_node4node33_t4,1.0
C_timber_node4node33_t5,1.0
C_wide_node4node33_t0,0.0
C_wide_node4node33_t1,1.0
C_wide_node4node33_t2,1.0
C_wide_node4node33_t3,1.0
C_wide_node4node33_t4,1.0
C_wide_node4node33_t5,1.0
C_timber_node5node11_t0,0.0
C_timber_node5node11_t1,1.0
C_timber_node5node11_t2,1.0
C_timber_node5node11_t3,1.0
C_timber_node5node11_t4,1.0
C_timber_node5node11_t5,1.0
C_wide_node5node11_t0,0.0
C_wide_node5node11_t1,1.0
C_wide_node5node11_t2,1.0
C_wide_node5node11_t3,1.0
C_wide_node5node11_t4,1.0
C_wide_node5node11_t5,1.0
C_timber_node5node7_t0,0.0
C_timber_node5node7_t1,1.0
C_timber_node5node7_t2,1.0
C_timber_node5node7_t3,1.0
C_timber_node5node7_t4,1.0
C_timber_node5node7_t5,1.0
C_wide_node5node7_t0,0.0
C_wide_node5node7_t1,1.0
C_wide_node5node7_t2,1.0
C_wide_node5node7_t3,1.0
C_wide_node5node7_t4,1.0
C_wide_node5node7_t5,1.0
C_timber_node5node18_t0,0.0
C_timber_node5node18_t1,1.0
C_timber_node5node18_t2,1.0
C_timber_node5node18_t3,1.0
C_timber_node5node18_t4,1.0
C_timber_node5node18_t5,1.0
C_wide_node5node18_t0,0.0
C_wide_node5node18_t1,1.0
C_wide_node5node18_t2,1.0
C_wide_node5node18_t3,1.0
C_wide_node5node18_t4,1.0
C_wide_node5node18_t5,1.0
C_timber_node5node31_t0,0.0
C_timber_node5node31_t1,1.0
C_timber_node5node31_t2,1.0
C_timber_node5node31_t3,1.0
C_timber_node5node31_t4,1.0
C_timber_node5node31_t5,1.0
C_wide_node5node31_t0,0.0
C_wide_node5node31_t1,1.0
C_wide_node5node31_t2,1.0
C_wide_node5node31_t3,1.0
C_wide_node5node31_t4,1.0
C_wide_node5node31_t5,1.0
C_timber_node5node33_t0,0.0
C_timber_node5node33_t1,1.0
C_timber_node5node33_t2,1.0
C_timber_node5node33_t3,1.0
