variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node48_timber_t0,0.0,0.0,B,C,timber,node1node48,0,405.0
C_node1node48_timber_t1,0.0,1.0,B,C,timber,node1node48,1,341.0
C_node1node48_timber_t2,0.0,1.0,B,C,timber,node1node48,2,241.74
C_node1node48_timber_t3,0.0,1.0,B,C,timber,node1node48,3,171.37
C_node1node48_timber_t4,0.0,1.0,B,C,timber,node1node48,4,121.49
C_node1node48_timber_t5,0.0,1.0,B,C,timber,node1node48,5,86.13
C_node1node48_wide_t0,0.0,0.0,B,C,wide,node1node48,0,607.0
C_node1node48_wide_t1,0.0,1.0,B,C,wide,node1node48,1,511.08
C_node1node48_wide_t2,0.0,1.0,B,C,wide,node1node48,2,362.31
C_node1node48_wide_t3,0.0,1.0,B,C,wide,node1node48,3,256.85
C_node1node48_wide_t4,0.0,1.0,B,C,wide,node1node48,4,182.09
C_node1node48_wide_t5,0.0,1.0,B,C,wide,node1node48,5,129.08
C_node1node49_timber_t0,0.0,0.0,B,C,timber,node1node49,0,1196.0
C_node1node49_timber_t1,0.0,1.0,B,C,timber,node1node49,1,1007.0
C_node1node49_timber_t2,0.0,1.0,B,C,timber,node1node49,2,713.88
C_node1node49_timber_t3,0.0,1.0,B,C,timber,node1node49,3,506.08
C_node1node49_timber_t4,0.0,1.0,B,C,timber,node1node49,4,358.77
C_node1node49_timber_t5,0.0,1.0,B,C,timber,node1node49,5,254.34
C_node1node49_wide_t0,0.0,0.0,B,C,wide,node1node49,0,1794.0
C_node1node49_wide_t1,0.0,1.0,B,C,wide,node1node49,1,1510.5
C_node1node49_wide_t2,0.0,1.0,B,C,wide,node1node49,2,1070.82
C_node1node49_wide_t3,0.0,1.0,B,C,wide,node1node49,3,759.13
C_node1node49_wide_t4,0.0,1.0,B,C,wide,node1node49,4,538.16
C_node1node49_wide_t5,0.0,1.0,B,C,wide,node1node49,5,381.51
C_node1node63_timber_t0,0.0,0.0,B,C,timber,node1node63,0,0.0
C_node1node63_timber_t1,0.0,1.0,B,C,timber,node1node63,1,0.0
C_node1node63_timber_t2,0.0,1.0,B,C,timber,node1node63,2,0.0
C_node1node63_timber_t3,0.0,1.0,B,C,timber,node1node63,3,0.0
C_node1node63_timber_t4,0.0,1.0,B,C,timber,node1node63,4,0.0
C_node1node63_timber_t5,0.0,1.0,B,C,timber,node1node63,5,0.0
C_node1node63_wide_t0,0.0,0.0,B,C,wide,node1node63,0,0.0
C_node1node63_wide_t1,0.0,1.0,B,C,wide,node1node63,1,0.0
C_node1node63_wide_t2,0.0,1.0,B,C,wide,node1node63,2,0.0
