variable,coefficient,type,prefix,width,edge,period
C_node1node4_timber_t0,264.0,B,C,timber,,0
C_node1node4_timber_t1,222.28,B,C,timber,,1
C_node1node4_timber_t2,157.58,B,C,timber,,2
C_node1node4_timber_t3,111.71,B,C,timber,,3
C_node1node4_timber_t4,79.19,B,C,timber,,4
C_node1node4_timber_t5,56.14,B,C,timber,,5
C_node1node4_wide_t0,396.0,B,C,wide,,0
C_node1node4_wide_t1,333.42,B,C,wide,,1
C_node1node4_wide_t2,236.37,B,C,wide,,2
C_node1node4_wide_t3,167.57,B,C,wide,,3
C_node1node4_wide_t4,118.79,B,C,wide,,4
C_node1node4_wide_t5,84.21,B,C,wide,,5
C_node1node7_timber_t0,2475.0,B,C,timber,,0
C_node1node7_timber_t1,2083.88,B,C,timber,,1
C_node1node7_timber_t2,1477.3,B,C,timber,,2
C_node1node7_timber_t3,1047.29,B,C,timber,,3
C_node1node7_timber_t4,742.44,B,C,timber,,4
C_node1node7_timber_t5,526.33,B,C,timber,,5
C_node1node7_wide_t0,3713.0,B,C,wide,,0
C_node1node7_wide_t1,3126.25,B,C,wide,,1
C_node1node7_wide_t2,2216.25,B,C,wide,,2
C_node1node7_wide_t3,1571.14,B,C,wide,,3
C_node1node7_wide_t4,1113.81,B,C,wide,,4
C_node1node7_wide_t5,789.6,B,C,wide,,5
C_node2node18_timber_t0,1834.0,B,C,timber,,0
C_node2node18_timber_t1,1544.18,B,C,timber,,1
C_node2node18_timber_t2,1094.7,B,C,timber,,2
C_node2node18_timber_t3,776.05,B,C,timber,,3
C_node2node18_timber_t4,550.16,B,C,timber,,4
C_node2node18_timber_t5,390.02,B,C,timber,,5
C_node2node18_wide_t0,2751.0,B,C,wide,,0
C_node2node18_wide_t1,2316.27,B,C,wide,,1
C_node2node18_wide_t2,1642.05,B,C,wide,,2
C_node2node18_wide_t3,1164.08,B,C,wide,,3
C_node2node18_wide_t4,825.24,B,C,wide,,4
C_node2node18_wide_t5,585.03,B,C,wide,,5
C_node2node15_timber_t0,2404.0,B,C,timber,,0
C_node2node15_timber_t1,2024.1,B,C,timber,,1
C_node2node15_timber_t2,1434.93,B,C,timber,,2
C_node2node15_timber_t3,1017.25,B,C,timber,,3
C_node2node15_timber_t4,721.14,B,C,timber,,4
C_node2node15_timber_t5,511.23,B,C,timber,,5
C_node2node15_wide_t0,3605.0,B,C,wide,,0
C_node2node15_wide_t1,3035.31,B,C,wide,,1
C_node2node15_wide_t2,2151.79,B,C,wide,,2
C_node2node15_wide_t3,1525.44,B,C,wide,,3
C_node2node15_wide_t4,1081.42,B,C,wide,,4
C_node2node15_wide_t5,766.64,B,C,wide,,5
C_node2node17_timber_t0,869.0,B,C,timber,,0
C_node2node17_timber_t1,731.67,B,C,timber,,1
C_node2node17_timber_t2,518.7,B,C,timber,,2
C_node2node17_timber_t3,367.71,B,C,timber,,3
C_node2node17_timber_t4,260.68,B,C,timber,,4
C_node2node17_timber_t5,184.8,B,C,timber,,5
C_node2node17_wide_t0,1306.0,B,C,wide,,0
C_node2node17_wide_t1,1099.62,B,C,wide,,1
C_node2node17_wide_t2,779.54,B,C,wide,,2
C_node2node17_wide_t3,552.63,B,C,wide,,3
C_node2node17_wide_t4,391.77,B,C,wide,,4
C_node2node17_wide_t5,277.73,B,C,wide,,5
C_node2node40_timber_t0,0.0,B,C,timber,,0
C_node2node40_timber_t1,0.0,B,C,timber,,1
C_node2node40_timber_t2,0.0,B,C,timber,,2
C_node2node40_timber_t3,0.0,B,C,timber,,3
C_node2node40_timber_t4,0.0,B,C,timber,,4
C_node2node40_timber_t5,0.0,B,C,timber,,5
C_node2node40_wide_t0,0.0,B,C,wide,,0
C_node2node40_wide_t1,0.0,B,C,wide,,1
C_node2node40_wide_t2,0.0,B,C,wide,,2
C_node2node40_wide_t3,0.0,B,C,wide,,3
C_node2node40_wide_t4,0.0,B,C,wide,,4
C_node2node40_wide_t5,0.0,B,C,wide,,5
C_node3node19_timber_t0,1077.0,B,C,timber,,0
C_node3node19_timber_t1,906.81,B,C,timber,,1
C_node3node19_timber_t2,642.85,B,C,timber,,2
C_node3node19_timber_t3,455.73,B,C,timber,,3
C_node3node19_timber_t4,323.08,B,C,timber,,4
C_node3node19_timber_t5,229.03,B,C,timber,,5
C_node3node19_wide_t0,1615.0,B,C,wide,,0
C_node3node19_wide_t1,1359.79,B,C,wide,,1
C_node3node19_wide_t2,963.98,B,C,wide,,2
C_node3node19_wide_t3,683.38,B,C,wide,,3
C_node3node19_wide_t4,484.46,B,C,wide,,4
C_node3node19_wide_t5,343.44,B,C,wide,,5
C_node3node24_timber_t0,7582.0,B,C,timber,,0
C_node3node24_timber_t1,6383.84,B,C,timber,,1
C_node3node24_timber_t2,4525.62,B,C,timber,,2
C_node3node24_timber_t3,3208.3,B,C,timber,,3
C_node3node24_timber_t4,2274.42,B,C,timber,,4
C_node3node24_timber_t5,1612.38,B,C,timber,,5
C_node3node24_wide_t0,11373.0,B,C,wide,,0
C_node3node24_wide_t1,9575.76,B,C,wide,,1
C_node3node24_wide_t2,6788.44,B,C,wide,,2
C_node3node24_wide_t3,4812.45,B,C,wide,,3
C_node3node24_wide_t4,3411.64,B,C,wide,,4
C_node3node24_wide_t5,2418.57,B,C,wide,,5
C_node4node24_timber_t0,1647.0,B,C,timber,,0
C_node4node24_timber_t1,1386.73,B,C,timber,,1
C_node4node24_timber_t2,983.08,B,C,timber,,2
C_node4node24_timber_t3,696.92,B,C,timber,,3
C_node4node24_timber_t4,494.06,B,C,timber,,4
C_node4node24_timber_t5,350.25,B,C,timber,,5
C_node4node24_wide_t0,2469.0,B,C,wide,,0
C_node4node24_wide_t1,2078.83,B,C,wide,,1
C_node4node24_wide_t2,1473.72,B,C,wide,,2
C_node4node24_wide_t3,1044.75,B,C,wide,,3
C_node4node24_wide_t4,740.64,B,C,wide,,4
C_node4node24_wide_t5,525.06,B,C,wide,,5
C_node4node23_timber_t0,1377.0,B,C,timber,,0
C_node4node23_timber_t1,1159.4,B,C,timber,,1
C_node4node23_timber_t2,821.92,B,C,timber,,2
C_node4node23_timber_t3,582.67,B,C,timber,,3
C_node4node23_timber_t4,413.07,B,C,timber,,4
C_node4node23_timber_t5,292.83,B,C,timber,,5
C_node4node23_wide_t0,2068.0,B,C,wide,,0
C_node4node23_wide_t1,1741.2,B,C,wide,,1
C_node4node23_wide_t2,1234.37,B,C,wide,,2
C_node4node23_wide_t3,875.07,B,C,wide,,3
C_node4node23_wide_t4,620.35,B,C,wide,,4
C_node4node23_wide_t5,439.78,B,C,wide,,5
C_node5node36_timber_t0,1923.0,B,C,timber,,0
C_node5node36_timber_t1,1619.11,B,C,timber,,1
C_node5node36_timber_t2,1147.82,B,C,timber,,2
C_node5node36_timber_t3,813.71,B,C,timber,,3
C_node5node36_timber_t4,576.86,B,C,timber,,4
C_node5node36_timber_t5,408.94,B,C,timber,,5
C_node5node36_wide_t0,2884.0,B,C,wide,,0
C_node5node36_wide_t1,2428.25,B,C,wide,,1
C_node5node36_wide_t2,1721.43,B,C,wide,,2
C_node5node36_wide_t3,1220.36,B,C,wide,,3
C_node5node36_wide_t4,865.13,B,C,wide,,4
C_node5node36_wide_t5,613.31,B,C,wide,,5
C_node5node24_timber_t0,1123.0,B,C,timber,,0
C_node5node24_timber_t1,945.54,B,C,timber,,1
C_node5node24_timber_t2,670.31,B,C,timber,,2
C_node5node24_timber_t3,475.19,B,C,timber,,3
