variable,coefficient,type,prefix,width,edge,period
C_node1node4_timber_t0,1486.0,B,C,timber,,0
C_node1node4_timber_t1,1251.17,B,C,timber,,1
C_node1node4_timber_t2,886.98,B,C,timber,,2
C_node1node4_timber_t3,628.8,B,C,timber,,3
C_node1node4_timber_t4,445.77,B,C,timber,,4
C_node1node4_timber_t5,316.01,B,C,timber,,5
C_node1node4_wide_t0,2229.0,B,C,wide,,0
C_node1node4_wide_t1,1876.76,B,C,wide,,1
C_node1node4_wide_t2,1330.47,B,C,wide,,2
C_node1node4_wide_t3,943.19,B,C,wide,,3
C_node1node4_wide_t4,668.65,B,C,wide,,4
C_node1node4_wide_t5,474.02,B,C,wide,,5
C_node1node3_timber_t0,17187.0,B,C,timber,,0
C_node1node3_timber_t1,14470.99,B,C,timber,,1
C_node1node3_timber_t2,10258.76,B,C,timber,,2
C_node1node3_timber_t3,7272.63,B,C,timber,,3
C_node1node3_timber_t4,5155.7,B,C,timber,,4
C_node1node3_timber_t5,3654.97,B,C,timber,,5
C_node1node3_wide_t0,25783.0,B,C,wide,,0
C_node1node3_wide_t1,21708.59,B,C,wide,,1
C_node1node3_wide_t2,15389.63,B,C,wide,,2
C_node1node3_wide_t3,10910.0,B,C,wide,,3
C_node1node3_wide_t4,7734.3,B,C,wide,,4
C_node1node3_wide_t5,5482.99,B,C,wide,,5
C_node2node5_timber_t0,3710.0,B,C,timber,,0
C_node2node5_timber_t1,3123.72,B,C,timber,,1
C_node2node5_timber_t2,2214.46,B,C,timber,,2
C_node2node5_timber_t3,1569.88,B,C,timber,,3
C_node2node5_timber_t4,1112.91,B,C,timber,,4
C_node2node5_timber_t5,788.97,B,C,timber,,5
C_node2node5_wide_t0,5565.0,B,C,wide,,0
C_node2node5_wide_t1,4685.58,B,C,wide,,1
C_node2node5_wide_t2,3321.7,B,C,wide,,2
C_node2node5_wide_t3,2354.81,B,C,wide,,3
C_node2node5_wide_t4,1669.37,B,C,wide,,4
C_node2node5_wide_t5,1183.45,B,C,wide,,5
C_node2node4_timber_t0,2671.0,B,C,timber,,0
C_node2node4_timber_t1,2248.91,B,C,timber,,1
C_node2node4_timber_t2,1594.29,B,C,timber,,2
C_node2node4_timber_t3,1130.23,B,C,timber,,3
C_node2node4_timber_t4,801.24,B,C,timber,,4
C_node2node4_timber_t5,568.01,B,C,timber,,5
C_node2node4_wide_t0,4006.0,B,C,wide,,0
C_node2node4_wide_t1,3372.94,B,C,wide,,1
C_node2node4_wide_t2,2391.14,B,C,wide,,2
C_node2node4_wide_t3,1695.13,B,C,wide,,3
C_node2node4_wide_t4,1201.71,B,C,wide,,4
C_node2node4_wide_t5,851.91,B,C,wide,,5
C_node2node6_timber_t0,1630.0,B,C,timber,,0
