x,y
-19796.45738,150620.67081
-20722.30038,149625.19561
-20502.96408,149569.56841
-20461.78808,149509.55421
-21005.73238,150159.43621
-20092.07628,149500.54201
-20927.60388,149727.75931
-19877.51458,149285.58221
-19844.77948,148925.99981
-20387.43948,148449.78211
-20951.49268,150106.51941
-20178.05698,149587.84371
-20620.49458,149828.36131
-20701.32868,149402.28101
-20476.43238,149543.56871
-19997.02398,149489.17921
-20193.35238,149582.65091
-19888.80978,148982.37721
-20420.76727,148462.10478
-19787.30268,148865.18062
-20136.2515,148608.78914
-19865.13891,148952.06849
-20828.54518,148919.55024
-20995.32966,149312.71656
-20740.9387,149245.75551
-19666.52518,149136.00578
-19733.36518,149565.05353
-19913.17696,149560.30699
-20517.30077,149583.61764
-20888.0398,149641.80564
-20561.87561,150019.8586
-20800.20625,150013.78012
-20725.55415,149824.51548
-20905.15268,149741.24349
-20342.16339,150212.07732
