Node,Stand
"(-20499.48128, 149369.99981)","[984, 1224]"
"(-20438.79458, 149342.71831)","[984, 1224]"
"(-20399.28848, 149312.19571)","[984, 1224]"
"(-20349.16818, 149255.16681)","[984, 1224]"
"(-20321.69288, 149215.43871)","[984, 1224]"
"(-20380.49648, 149165.92271)","[984, 1224]"
"(-20299.61798, 149149.84741)","[984, 1224]"
"(-20232.36118, 149127.66811)","[984, 1224]"
"(-20176.43468, 149095.40991)","[984, 1162, 1224]"
"(-20137.90598, 149025.83231)","[984, 1162]"
"(-20133.49248, 148960.09531)","[984, 986, 1162]"
"(-20181.49388, 148959.39991)","[984, 986]"
"(-20239.65788, 148968.87521)","[984, 986]"
"(-20279.74028, 148952.84511)","[984, 986]"
"(-20314.34508, 148907.13721)","[984, 986]"
"(-20344.99498, 148876.14761)","[984, 986]"
"(-20400.77818, 148827.89441)","[984, 986]"
"(-20425.36298, 148768.95551)","[984, 986, 988]"
"(-20526.59838, 148817.00301)","[984, 988]"
"(-20540.09868, 148876.98631)","[984, 988]"
"(-20584.06988, 148919.12231)","[984, 988]"
"(-20649.42818, 148899.47271)","[984, 988]"
"(-20688.52778, 148875.41381)","[984, 988]"
"(-20744.14788, 148899.19231)","[984, 988]"
"(-20705.35108, 148935.28691)","[984, 988]"
"(-20648.22318, 148944.40281)","[984, 988]"
"(-20563.58018, 148968.15841)","[984, 988]"
"(-20502.70398, 148992.16121)","[984, 988]"
"(-20463.27378, 149015.03291)","[984, 988]"
"(-20495.74698, 149056.76091)","[984, 988]"
"(-20533.81358, 149099.43081)","[984, 988]"
"(-20576.83528, 149113.80581)","[984, 988]"
"(-20627.33028, 149156.04941)","[984, 988]"
"(-20692.13488, 149205.69801)","[984, 988]"
"(-20732.28498, 149226.62381)","[984, 1218, 988, 1223]"
"(-20715.61618, 149248.84881)","[984, 1223]"
"(-20694.97858, 149317.90521)","[984, 1223]"
"(-20695.85098, 149360.47821)","[984, 1321, 1223]"
"(-20665.73608, 149402.26361)","[984, 1321]"
"(-20637.82848, 149433.63421)","[984, 1321, 1224]"
"(-20617.04938, 149430.43721)","[984, 1224]"
"(-20573.83248, 149416.38771)","[984, 1224]"
"(-20553.85398, 149393.35371)","[984, 1224]"
"(-20499.48448, 149370.00111)","[984, 1224]"
"(-19772.75208, 148891.60841)","[986, 1162]"
"(-19801.16178, 148840.00881)",[986]
"(-19847.21138, 148871.29231)",[986]
"(-19878.91038, 148810.37431)",[986]
"(-19899.59678, 148752.16321)",[986]
"(-19916.73328, 148699.02861)",[986]
"(-19962.38678, 148696.65491)",[986]
"(-20028.73228, 148684.04901)",[986]
"(-20110.89928, 148650.91981)",[986]
"(-20147.71748, 148589.73481)",[986]
"(-20215.47888, 148544.52961)",[986]
"(-20255.33468, 148514.24361)",[986]
"(-20296.51248, 148484.84331)",[986]
"(-20387.43948, 148449.78211)","[986, 988]"
"(-20440.63878, 148469.45211)","[986, 988]"
"(-20454.86258, 148474.71131)","[986, 988]"
"(-20519.58348, 148491.36911)","[986, 988]"
"(-20548.37658, 148529.89571)","[986, 988]"
"(-20503.12368, 148575.05131)","[986, 988]"
"(-20436.92068, 148580.46511)","[986, 988]"
"(-20382.36498, 148612.79041)","[986, 988]"
"(-20323.53228, 148673.47091)","[986, 988]"
"(-20269.79368, 148722.39521)","[986, 988]"
"(-20235.33508, 148774.61421)","[986, 988]"
"(-20207.60208, 148838.56501)","[986, 988]"
"(-20172.23608, 148906.36291)","[986, 988]"
"(-20217.24948, 148906.16531)","[986, 988]"
"(-20254.36418, 148884.28981)","[986, 988]"
"(-20305.33478, 148817.21351)","[986, 988]"
"(-20350.46898, 148784.77461)","[986, 988]"
"(-20067.34578, 148951.21781)","[986, 1162]"
"(-20010.46868, 148991.83261)","[986, 1162]"
"(-19941.06708, 148984.80241)","[986, 1162]"
"(-19888.80978, 148982.37721)","[986, 1162]"
"(-19844.77948, 148925.99981)","[986, 1162]"
"(-20393.32341, 148451.95764)",[986]
"(-20420.76727, 148462.10478)",[986]
"(-19787.30269, 148865.18062)",[986]
"(-20136.2515, 148608.78913)",[986]
"(-19887.95744, 148981.28586)",[986]
"(-19865.13891, 148952.06849)",[986]
"(-19840.38691, 148923.90246)",[986]
"(-20426.61778, 148403.10811)",[988]
"(-20495.30078, 148347.45121)",[988]
"(-20561.33128, 148303.70861)",[988]
"(-20612.61068, 148273.47091)",[988]
"(-20662.54498, 148254.95841)",[988]
"(-20714.78798, 148254.32351)",[988]
"(-20815.51278, 148287.06701)",[988]
"(-20899.52088, 148281.78951)",[988]
"(-20984.18768, 148290.25621)",[988]
"(-21013.82108, 148305.07291)",[988]
"(-21030.75438, 148353.75641)",[988]
"(-21020.17108, 148444.77321)",[988]
"(-21013.70168, 148520.30861)","[1218, 988]"
"(-20952.66718, 148581.26851)","[1218, 988]"
"(-20953.84718, 148630.63991)","[1218, 988]"
"(-20939.54808, 148691.19781)","[1218, 988]"
"(-20895.48068, 148704.67911)","[1218, 988]"
"(-20867.21028, 148753.69201)","[1218, 988]"
"(-20850.05338, 148811.95141)","[1218, 988]"
"(-20835.66168, 148890.39061)","[1218, 988]"
"(-20819.67358, 148955.90131)","[1218, 988]"
"(-20799.10018, 149020.57521)","[1218, 988]"
"(-20782.44948, 149088.84011)","[1218, 988]"
"(-20770.39148, 149131.96751)","[1218, 988]"
"(-20744.48708, 149193.40061)","[1218, 988]"
"(-20828.54518, 148919.55024)",[988]
"(-20390.19114, 148446.50399)",[988]
"(-19407.46548, 149147.62611)",[1162]
"(-19426.68128, 149141.98621)",[1162]
"(-19433.49418, 149139.98661)",[1162]
"(-19439.05988, 149138.35301)",[1162]
"(-19443.24098, 149137.12581)",[1162]
"(-19446.71348, 149136.82201)",[1162]
"(-19450.08098, 149135.91971)",[1162]
"(-19451.63728, 149135.19391)",[1162]
"(-19454.16248, 149133.80081)",[1162]
"(-19457.60658, 149132.78111)",[1162]
"(-19461.74868, 149128.86551)",[1162]
"(-19463.78718, 149126.93841)",[1162]
"(-19485.45828, 149106.45221)",[1162]
"(-19491.02838, 149101.18661)",[1162]
"(-19492.13558, 149096.51371)",[1162]
"(-19507.49318, 149081.31561)",[1162]
"(-19508.67158, 149080.02951)",[1162]
"(-19510.67128, 149077.17371)",[1162]
"(-19512.14448, 149074.01411)",[1162]
"(-19513.04688, 149070.64681)",[1162]
"(-19513.35058, 149067.17361)",[1162]
"(-19513.35018, 149017.17531)",[1162]
"(-19513.04638, 149013.70271)",[1162]
"(-19512.14408, 149010.33511)",[1162]
"(-19510.67078, 149007.17561)",[1162]
"(-19509.88428, 149006.05241)",[1162]
"(-19508.67108, 149004.31981)",[1162]
"(-19507.49208, 149003.03311)",[1162]
"(-19489.80048, 148985.34221)",[1162]
"(-19456.44598, 148951.98991)",[1162]
"(-19461.19228, 148945.08611)",[1162]
"(-19484.22518, 148911.58371)",[1162]
"(-19535.65928, 148911.72751)",[1162]
"(-19603.97798, 148912.26261)",[1162]
"(-19641.45748, 148890.17481)",[1162]
"(-19691.55168, 148852.51951)",[1162]
"(-19734.37028, 148861.15181)",[1162]
"(-20108.47098, 149122.24931)","[1224, 1162]"
"(-20103.76598, 149178.61751)","[1224, 1162]"
"(-20102.57958, 149192.83051)","[1224, 1162]"
"(-20090.70698, 149250.09191)","[1224, 1162]"
"(-20064.27938, 149283.70431)","[1224, 1162]"
"(-20053.67008, 149291.77761)","[1224, 1162]"
"(-19999.61678, 149332.91081)",[1162]
"(-19939.80638, 149330.49821)",[1162]
"(-19924.79058, 149329.89261)",[1162]
"(-19901.75438, 149308.30131)",[1162]
"(-19896.96728, 149273.82551)",[1162]
"(-19856.75048, 149242.07541)",[1162]
"(-19755.36948, 149184.87371)",[1162]
"(-19717.76778, 149125.19861)",[1162]
"(-19636.21338, 149142.39861)",[1162]
"(-19554.84988, 149117.18481)",[1162]
"(-19518.32878, 149172.88221)",[1162]
"(-19499.29028, 149283.29271)",[1162]
"(-19459.75798, 149260.37551)",[1162]
"(-19416.32708, 149230.79581)",[1162]
"(-19369.30668, 149211.29361)",[1162]
"(-19316.37238, 149204.48681)",[1162]
"(-19317.45648, 149197.30511)",[1162]
"(-19319.51448, 149183.67131)",[1162]
"(-19316.94938, 149173.62841)",[1162]
"(-19324.95228, 149153.23851)",[1162]
"(-19363.01508, 149154.17511)",[1162]
"(-19392.43378, 149149.84081)",[1162]
"(-19666.52517, 149136.00579)",[1162]
"(-20860.98768, 149299.60141)","[1218, 1223]"
"(-20856.41018, 149298.00011)","[1218, 1223]"
"(-20747.30738, 149259.83541)","[1218, 1223]"
"(-21040.00118, 148492.56321)",[1218]
"(-21091.68838, 148507.72751)",[1218]
"(-21141.31258, 148565.62891)",[1218]
"(-21157.22958, 148605.18621)",[1218]
"(-21166.71708, 148663.62321)",[1218]
"(-21185.71018, 148742.09571)",[1218]
"(-21190.50868, 148793.22471)",[1218]
"(-21191.36378, 148855.09621)",[1218]
"(-21185.20468, 148928.45001)",[1218]
"(-21175.64348, 149027.14101)",[1218]
"(-21158.95808, 149091.21811)",[1218]
"(-21188.34608, 149169.16231)",[1218]
"(-21220.43888, 149225.82081)",[1218]
"(-21253.38448, 149256.97991)",[1218]
"(-21335.56898, 149313.59551)",[1218]
"(-21378.00758, 149370.18261)",[1218]
"(-21366.53538, 149425.51591)",[1218]
"(-21333.51558, 149464.17881)",[1218]
"(-21267.83868, 149530.19701)",[1218]
"(-21216.67128, 149603.65591)",[1218]
"(-21076.50558, 149692.79691)","[1218, 1223]"
"(-21085.32918, 149401.01711)","[1218, 1223]"
"(-21075.87778, 149349.43991)","[1218, 1223]"
"(-21022.73688, 149315.79151)","[1218, 1223]"
"(-20973.73188, 149310.29341)","[1218, 1223]"
"(-20926.18118, 149297.56331)","[1218, 1223]"
"(-20995.32968, 149312.71657)",[1218]
"(-20740.93871, 149245.75551)",[1218]
"(-20480.05518, 150103.61881)",[1223]
"(-20491.00058, 150092.75601)",[1223]
"(-20507.72478, 150076.15801)",[1223]
"(-20524.05658, 150059.94961)",[1223]
"(-20540.32938, 150043.79981)",[1223]
"(-20552.06488, 150030.87491)",[1223]
"(-20552.06918, 150030.87021)",[1223]
"(-20588.94988, 149989.45701)",[1223]
"(-20597.65368, 149978.14001)",[1223]
"(-20639.83178, 149923.29901)",[1223]
"(-20693.89438, 149876.37361)",[1223]
"(-20731.57388, 149834.24501)",[1223]
"(-20683.75698, 149756.95981)",[1223]
"(-20701.43478, 149720.10891)",[1223]
"(-20751.34878, 149664.41281)",[1223]
"(-20722.30038, 149625.19561)",[1223]
"(-20674.08318, 149596.07621)","[1321, 1223]"
"(-20750.54128, 149497.53121)","[1321, 1223]"
"(-20750.54118, 149481.65621)","[1321, 1223]"
"(-20701.32868, 149402.28101)","[1321, 1223]"
"(-21028.34468, 149691.85971)",[1223]
"(-20984.76328, 149659.45811)",[1223]
"(-20938.37528, 149652.87931)",[1223]
"(-20863.16388, 149636.33301)",[1223]
"(-20876.55948, 149683.80401)",[1223]
"(-20927.60388, 149727.75931)",[1223]
"(-20832.84858, 149784.66931)",[1223]
"(-20792.52688, 149824.79701)",[1223]
"(-20813.25318, 149868.87831)",[1223]
"(-20816.23968, 149956.32081)",[1223]
"(-20806.89888, 149998.58771)",[1223]
"(-20786.52418, 150044.83871)",[1223]
"(-20776.92338, 150114.81841)",[1223]
"(-20745.45458, 150143.67511)",[1223]
"(-20704.37138, 150143.01881)",[1223]
"(-20699.60888, 150165.24381)",[1223]
"(-20677.38378, 150196.20011)",[1223]
"(-20647.22128, 150201.75631)",[1223]
"(-20632.13998, 150219.21891)",[1223]
"(-20613.08988, 150216.04391)",[1223]
"(-20598.80238, 150213.66271)",[1223]
"(-20572.60858, 150227.15651)",[1223]
"(-20544.03358, 150229.53771)",[1223]
"(-20515.45848, 150189.85011)",[1223]
"(-20501.17098, 150138.25631)",[1223]
"(-20888.0398, 149641.80564)",[1223]
"(-20924.23984, 149724.86247)",[1223]
"(-20925.51098, 149729.0163)",[1223]
"(-20727.4718, 149632.17735)",[1223]
"(-20905.15268, 149741.24349)",[1223]
"(-20700.08804, 149392.81316)",[1223]
"(-19713.24128, 150200.36481)",[1224]
"(-19726.63718, 150186.77061)",[1224]
"(-19733.56088, 150179.93671)",[1224]
"(-19735.56048, 150177.08091)",[1224]
"(-19737.03388, 150173.92141)",[1224]
"(-19737.93618, 150170.55391)",[1224]
"(-19738.23988, 150167.08081)",[1224]
"(-19738.23938, 150098.63721)",[1224]
"(-19738.23898, 150050.36951)",[1224]
"(-19751.52248, 150037.08551)",[1224]
"(-19771.70988, 150036.78121)",[1224]
"(-19775.07718, 150035.87881)",[1224]
"(-19781.09268, 150032.40581)",[1224]
"(-19786.03558, 150027.57041)",[1224]
"(-19807.37798, 150006.22701)",[1224]
"(-19810.55618, 150002.08511)",[1224]
"(-19812.93188, 149995.55821)",[1224]
"(-19813.23558, 149992.08511)",[1224]
"(-19813.23548, 149977.78311)",[1224]
"(-19813.21978, 149952.63661)",[1224]
"(-19862.51678, 149931.33211)",[1224]
"(-19914.72148, 149890.94801)",[1224]
"(-19857.82388, 149885.91431)",[1224]
"(-19900.09338, 149847.51001)",[1224]
"(-19951.63178, 149797.11701)",[1224]
"(-19878.99318, 149775.71211)",[1224]
"(-19918.27198, 149718.93541)",[1224]
"(-19951.30998, 149677.72341)",[1224]
"(-19984.26328, 149613.22541)",[1224]
"(-20037.48818, 149567.83651)",[1224]
"(-20070.17568, 149528.75201)",[1224]
"(-20092.07628, 149500.54201)",[1224]
"(-20099.82198, 149490.56501)",[1224]
"(-20062.01678, 149432.75831)",[1224]
"(-20057.27068, 149345.36331)",[1224]
"(-20587.84438, 149470.25281)","[1224, 1321]"
"(-20540.15788, 149491.19381)","[1224, 1321]"
"(-20456.27388, 149496.74611)","[1224, 1321]"
"(-20449.49458, 149497.19491)",[1224]
"(-20435.39128, 149499.43201)",[1224]
"(-20383.09428, 149507.72771)",[1224]
"(-20319.98838, 149522.47941)",[1224]
"(-20232.32998, 149569.41811)",[1224]
"(-20193.35238, 149582.65091)",[1224]
"(-20178.05698, 149587.84371)",[1224]
"(-20145.66438, 149633.04491)",[1224]
"(-20081.45308, 149674.80471)",[1224]
"(-20049.68278, 149726.84491)",[1224]
"(-20060.03348, 149768.02671)",[1224]
"(-20013.94978, 149819.01351)",[1224]
"(-20037.66108, 149876.82471)",[1224]
"(-20068.09988, 149914.47701)",[1224]
"(-20103.17388, 149999.66451)",[1224]
"(-20046.12598, 149971.00121)",[1224]
"(-20009.54998, 149993.87111)",[1224]
"(-19988.94568, 150033.09681)",[1224]
"(-19950.43058, 150012.00081)",[1224]
"(-19955.97838, 150062.35881)",[1224]
"(-19940.51788, 150113.39031)",[1224]
"(-19868.51158, 150128.15141)",[1224]
"(-19820.55138, 150179.14941)",[1224]
"(-19783.67368, 150230.89951)",[1224]
"(-19720.99218, 150308.72641)",[1224]
"(-19664.11398, 150367.03071)",[1224]
"(-19653.48408, 150447.36131)",[1224]
"(-19636.16808, 150436.07961)",[1224]
"(-19636.04018, 150433.26611)",[1224]
"(-19619.37138, 150418.58171)",[1224]
"(-19601.90888, 150399.13481)",[1224]
"(-19594.76518, 150380.08471)",[1224]
"(-19586.82758, 150345.58291)",[1224]
"(-19598.07238, 150315.81721)",[1224]
"(-19615.27038, 150294.65061)",[1224]
"(-19631.47988, 150284.03061)",[1224]
"(-19642.12738, 150276.71051)",[1224]
"(-19654.29638, 150268.19211)",[1224]
"(-19670.82828, 150267.77841)",[1224]
"(-19682.38488, 150256.22161)",[1224]
"(-19708.56228, 150229.93571)",[1224]
"(-19710.56188, 150227.07991)",[1224]
"(-19712.03518, 150223.92021)",[1224]
"(-19712.93748, 150220.55291)",[1224]
"(-19713.24128, 150217.07971)",[1224]
"(-19713.15958, 150207.15791)",[1224]
"(-20087.13918, 149506.90145)",[1224]
"(-20181.38727, 149586.71307)",[1224]
"(-20502.96408, 149569.56841)",[1321]
"(-20476.43238, 149543.56871)",[1321]
"(-20461.78808, 149509.55421)",[1321]
"(-20664.55148, 149621.35641)",[1321]
"(-20642.32648, 149648.34401)",[1321]
"(-20590.73258, 149683.26901)",[1321]
"(-20546.28248, 149661.04401)",[1321]
"(-20545.48878, 149632.46891)",[1321]
"(-20562.21078, 149593.94831)",[1321]
"(-20570.09498, 149545.15621)",[1321]
"(-20555.80758, 149537.21871)",[1321]
"(-20533.58248, 149576.11261)",[1321]
