"Node1(x,y)","Node2(x,y)",edgelength,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,slope,removed_nodes
"(-20425.36298, 148768.95551)","(-20133.49248, 148960.09531)",0.3886404553943753,False,False,1878,731,2816,731,1408,False,"[(-20344.99498, 148876.14761), (-20400.77818, 148827.89441), (-20314.34508, 148907.13721)]"
"(-20425.36298, 148768.95551)","(-20732.28498, 149226.62381)",1.067030395851508,False,False,5153,2005,7732,2005,3867,False,"[(-20705.35108, 148935.28691), (-20744.14788, 148899.19231), (-20688.52778, 148875.41381), (-20649.42818, 148899.47271), (-20584.06988, 148919.12231), (-20540.09868, 148876.98631), (-20526.59838, 148817.00301), (-20648.22318, 148944.40281), (-20692.13488, 149205.69801)]"
"(-20425.36298, 148768.95551)","(-20420.76727, 148462.10478)",1.0154425617466842,True,False,4904,1909,7358,1909,3679,False,"[(-20172.23608, 148906.36291), (-20217.24948, 148906.16531), (-20254.36418, 148884.28981), (-20305.33478, 148817.21351), (-20350.46898, 148784.77461), (-20207.60208, 148838.56501), (-20548.37658, 148529.89571), (-20519.58348, 148491.36911), (-20454.86258, 148474.71131), (-20440.63878, 148469.45211)]"
"(-20722.30038, 149625.19561)","(-20674.08318, 149596.07621)",0.056327948943661,True,False,272,106,408,106,204,20.4969,
"(-20722.30038, 149625.19561)","(-20888.0398, 149641.80564)",1.6683055818530461,True,False,8056,3135,12091,3135,6044,False,"[(-20552.06488, 150030.87491), (-20552.06918, 150030.87021), (-20588.94988, 149989.45701), (-20597.65368, 149978.14001), (-20540.32938, 150043.79981), (-20515.45848, 150189.85011), (-20544.03358, 150229.53771), (-20572.60858, 150227.15651), (-20598.80238, 150213.66271), (-20613.08988, 150216.04391), (-20632.13998, 150219.21891), (-20647.22128, 150201.75631), (-20677.38378, 150196.20011), (-20699.60888, 150165.24381), (-20704.37138, 150143.01881), (-20745.45458, 150143.67511), (-20776.92338, 150114.81841), (-20786.52418, 150044.83871), (-20806.89888, 149998.58771), (-20816.23968, 149956.32081), (-20905.15268, 149741.24349), (-20927.60388, 149727.75931), (-20876.55948, 149683.80401), (-20863.16388, 149636.33301)]"
"(-20461.78808, 149509.55421)","(-20456.27388, 149496.74611)",0.01394467020943274,True,False,67,26,101,26,51,20.1919,
"(-20461.78808, 149509.55421)","(-20674.08318, 149596.07621)",0.4815142886442752,True,False,2327,906,3487,906,1745,False,"[(-20476.43238, 149543.56871), (-20502.96408, 149569.56841), (-20517.30077, 149583.61764), (-20642.32648, 149648.34401)]"
"(-20133.49248, 148960.09531)","(-19888.80978, 148982.37721)",0.25869974308393123,True,False,1250,485,1874,485,938,False,"[(-20067.34578, 148951.21781), (-20010.46868, 148991.83261)]"
"(-20133.49248, 148960.09531)","(-20176.43468, 149095.40991)",0.1454180236396862,False,False,702,273,1053,273,527,False,"[(-20137.90598, 149025.83231)]"
"(-20176.43468, 149095.40991)","(-20637.82848, 149433.63421)",0.691538414999088,False,False,5197,1856,7795,1856,3896,False,"[(-20232.36118, 149127.66811)]"
"(-20176.43468, 149095.40991)","(-20053.67008, 149291.77761)",0.2584665886283097,False,False,1941,694,2914,694,1457,False,"[(-20108.47098, 149122.24931), (-20103.76598, 149178.61751), (-20102.57958, 149192.83051), (-20090.70698, 149250.09191), (-20064.27938, 149283.70431)]"
"(-21013.70168, 148520.30861)","(-20387.43948, 148449.78211)",0.9208720009203518,True,False,4449,1729,6673,1729,3337,False,"[(-21030.75438, 148353.75641), (-21020.17108, 148444.77321), (-21013.82108, 148305.07291)]"
"(-21013.70168, 148520.30861)","(-20828.54518, 148919.55024)",0.47103396586498547,True,False,2276,885,3413,885,1707,False,"[(-20952.66718, 148581.26851)]"
"(-21013.70168, 148520.30861)","(-21076.50558, 149692.79691)",1.523545534316046,False,False,7360,2859,11040,2859,5519,False,"[(-21141.31258, 148565.62891), (-21091.68838, 148507.72751), (-21040.00118, 148492.56321), (-21157.22958, 148605.18621), (-21191.36378, 148855.09621)]"
"(-19772.75208, 148891.60841)","(-19844.77948, 148925.99981)",0.07981675729270085,True,False,386,150,578,150,289,20.1919,
"(-19772.75208, 148891.60841)","(-19787.30269, 148865.18062)",0.030168664797361723,True,False,146,57,219,57,109,20.0682,
"(-19772.75208, 148891.60841)","(-19666.52517, 149136.00579)",1.2796991637401356,True,False,6183,2409,9272,2409,4639,False,"[(-19510.67078, 149007.17561), (-19509.88428, 149006.05241), (-19508.67108, 149004.31981), (-19507.49208, 149003.03311), (-19489.80048, 148985.34221), (-19456.44598, 148951.98991), (-19461.19228, 148945.08611), (-19484.22518, 148911.58371), (-19535.65928, 148911.72751), (-19603.97798, 148912.26261), (-19641.45748, 148890.17481), (-19691.55168, 148852.51951), (-19734.37028, 148861.15181), (-19512.14408, 149010.33511), (-19454.16248, 149133.80081), (-19450.08098, 149135.91971), (-19446.71348, 149136.82201), (-19443.24098, 149137.12581), (-19439.05988, 149138.35301)]"
"(-20092.07628, 149500.54201)","(-20053.67008, 149291.77761)",0.22293240379495552,True,False,1676,598,2513,598,1256,False,"[(-20099.82198, 149490.56501), (-20062.01678, 149432.75831), (-20057.27068, 149345.36331)]"
"(-20092.07628, 149500.54201)","(-20456.27388, 149496.74611)",2.939824587455906,True,False,22089,7885,33130,7885,16571,False,"[(-19812.93188, 149995.55821), (-19813.23558, 149992.08511), (-19813.23548, 149977.78311), (-19813.21978, 149952.63661), (-19862.51678, 149931.33211), (-19914.72148, 149890.94801), (-19857.82388, 149885.91431), (-19900.09338, 149847.51001), (-19951.63178, 149797.11701), (-19878.99318, 149775.71211), (-19918.27198, 149718.93541), (-19951.30998, 149677.72341), (-19984.26328, 149613.22541), (-19810.55618, 150002.08511), (-19713.24128, 150200.36481), (-19713.15958, 150207.15791), (-20178.05698, 149587.84371), (-20193.35238, 149582.65091), (-20232.32998, 149569.41811), (-20319.98838, 149522.47941)]"
"(-20637.82848, 149433.63421)","(-20456.27388, 149496.74611)",0.19811183067856908,False,False,957,372,1435,372,718,False,"[(-20540.15788, 149491.19381)]"
"(-20637.82848, 149433.63421)","(-20695.85098, 149360.47821)",0.09349405343580966,False,False,452,176,677,176,339,False,"[(-20665.73608, 149402.26361)]"
"(-19844.77948, 148925.99981)","(-19888.80978, 148982.37721)",0.07153375810657232,True,False,346,134,519,134,259,False,"[(-19865.13891, 148952.06849)]"
"(-21076.50558, 149692.79691)","(-20888.0398, 149641.80564)",0.2008679353396139,True,False,970,377,1455,377,729,False,"[(-21028.34468, 149691.85971), (-20984.76328, 149659.45811)]"
"(-21076.50558, 149692.79691)","(-20995.32968, 149312.71657)",0.43482645736130904,True,False,2100,817,3151,817,1576,False,"[(-21085.32918, 149401.01711)]"
"(-20387.43948, 148449.78211)","(-20420.76727, 148462.10478)",0.03553293939730869,True,False,172,67,257,67,129,20.4969,
