"Source(x,y)","Target(x,y)",has_exit,has_source,slope,edgelength,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,removed_nodes
"(-20683.75698, 149756.95981)","(-20725.55415, 149824.51548)",True,False,15.1075,0.07944036737804118,384,149,576,149,288,
"(-20683.75698, 149756.95981)","(-20620.49458, 149828.36131)",True,False,False,0.09880049391163638,477,186,716,186,358,"[(-20663.50538, 149799.17641)]"
"(-20683.75698, 149756.95981)","(-20722.30038, 149625.19561)",True,False,False,0.16446479907298303,794,310,1192,310,596,"[(-20701.43478, 149720.10891), (-20751.34878, 149664.41281)]"
"(-20683.75698, 149756.95981)","(-20808.44969, 149687.475)",False,True,False,0.0,0,0,0,0,0,
"(-20683.75698, 149756.95981)","(-20563.39596, 149754.939)",False,True,False,0.0,0,0,0,0,0,
"(-20683.75698, 149756.95981)","(-20363.70614, 150074.13357)",False,True,False,0.0,0,0,0,0,0,
"(-20725.55415, 149824.51548)","(-20683.75698, 149756.95981)",True,False,15.1075,0.07944036737804118,384,149,576,149,288,
"(-20725.55415, 149824.51548)","(-20561.87561, 150019.8586)",True,False,False,0.26372035403079075,1274,494,1911,494,955,"[(-20588.94988, 149989.45701)]"
"(-20725.55415, 149824.51548)","(-20808.44969, 149687.475)",True,True,False,0.0,0,0,0,0,0,
"(-20725.55415, 149824.51548)","(-20363.70614, 150074.13357)",True,True,False,0.0,0,0,0,0,0,
"(-20620.49458, 149828.36131)","(-20683.75698, 149756.95981)",True,False,False,0.09880049391163638,477,186,716,186,358,"[(-20663.50538, 149799.17641)]"
"(-20620.49458, 149828.36131)","(-20372.10118, 150006.43461)",True,False,False,0.31636784220652425,1529,595,2292,595,1147,"[(-20423.80288, 150003.31811)]"
"(-20620.49458, 149828.36131)","(-20563.39596, 149754.939)",False,True,False,0.0,0,0,0,0,0,
"(-20620.49458, 149828.36131)","(-20363.70614, 150074.13357)",False,True,False,0.0,0,0,0,0,0,
"(-20722.30038, 149625.19561)","(-20683.75698, 149756.95981)",True,False,False,0.16446479907298303,794,310,1192,310,596,"[(-20701.43478, 149720.10891), (-20751.34878, 149664.41281)]"
"(-20722.30038, 149625.19561)","(-20674.08318, 149596.07621)",True,False,21.3302,0.056327948943661,272,106,408,106,204,
"(-20722.30038, 149625.19561)","(-20808.44969, 149687.475)",False,True,False,0.0,0,0,0,0,0,
"(-20722.30038, 149625.19561)","(-20563.39596, 149754.939)",False,True,False,0.0,0,0,0,0,0,
"(-20808.44969, 149687.475)","(-20683.75698, 149756.95981)",False,True,False,0.0,0,0,0,0,0,
"(-20808.44969, 149687.475)","(-20722.30038, 149625.19561)",False,True,False,0.0,0,0,0,0,0,
"(-20808.44969, 149687.475)","(-20745.45458, 150143.67511)",False,True,False,0.0,0,0,0,0,0,
"(-20808.44969, 149687.475)","(-20927.60388, 149727.75931)",False,True,False,0.0,0,0,0,0,0,
"(-20808.44969, 149687.475)","(-21076.50558, 149692.79691)",False,True,False,0.0,0,0,0,0,0,
"(-20808.44969, 149687.475)","(-20695.85098, 149360.47821)",False,True,False,0.0,0,0,0,0,0,
"(-20808.44969, 149687.475)","(-20480.05518, 150103.61881)",False,True,False,0.0,0,0,0,0,0,
"(-20808.44969, 149687.475)","(-20674.08318, 149596.07621)",False,True,False,0.0,0,0,0,0,0,
"(-20808.44969, 149687.475)","(-20701.32868, 149402.28101)",False,True,False,0.0,0,0,0,0,0,
"(-20808.44969, 149687.475)","(-20732.28498, 149226.62381)",False,True,False,0.0,0,0,0,0,0,
"(-20808.44969, 149687.475)","(-20995.32966, 149312.71656)",True,True,False,0.0,0,0,0,0,0,
"(-20808.44969, 149687.475)","(-20740.9387, 149245.75551)",True,True,False,0.0,0,0,0,0,0,
"(-20808.44969, 149687.475)","(-20888.0398, 149641.80564)",True,True,False,0.0,0,0,0,0,0,
"(-20808.44969, 149687.475)","(-20561.87561, 150019.8586)",True,True,False,0.0,0,0,0,0,0,
"(-20808.44969, 149687.475)","(-20800.20625, 150013.78012)",True,True,False,0.0,0,0,0,0,0,
"(-20808.44969, 149687.475)","(-20725.55415, 149824.51548)",True,True,False,0.0,0,0,0,0,0,
"(-20808.44969, 149687.475)","(-20905.15268, 149741.24349)",True,True,False,0.0,0,0,0,0,0,
