ID_UG;nodes
923;(-20683.75698, 149756.95981),(-20314.44328, 150018.54451),(-20372.10118, 150006.43461),(-20620.49458, 149828.36131),(-20480.05518, 150103.61881),(-20046.19378, 150276.43261),(-20342.16339, 150212.07732),(-20363.70614, 150074.13357)
926;(-20683.75698, 149756.95981),(-20722.30038, 149625.19561),(-20502.96408, 149569.56841),(-20372.10118, 150006.43461),(-20620.49458, 149828.36131),(-20674.08318, 149596.07621),(-20563.39596, 149754.939)
1223;(-20683.75698, 149756.95981),(-20722.30038, 149625.19561),(-20745.45458, 150143.67511),(-20927.60388, 149727.75931),(-21076.50558, 149692.79691),(-20695.85098, 149360.47821),(-20480.05518, 150103.61881),(-20674.08318, 149596.07621),(-20701.32868, 149402.28101),(-20732.28498, 149226.62381),(-20888.0398, 149641.80564),(-20561.87561, 150019.8586),(-20800.20625, 150013.78012),(-20725.55415, 149824.51548),(-20905.15268, 149741.24349),(-20808.44969, 149687.475)
1322;(-20220.45988, 149722.84161),(-20060.03348, 149768.02671),(-20178.05698, 149587.84371),(-20193.35238, 149582.65091),(-20140.90175, 149698.82923)
1323;(-20220.45988, 149722.84161),(-20060.03348, 149768.02671),(-20103.17388, 149999.66451),(-20237.69718, 149935.84221),(-20145.15517, 149868.9616)
924;(-20220.45988, 149722.84161),(-20502.96408, 149569.56841),(-20461.78808, 149509.55421),(-20314.44328, 150018.54451),(-20372.10118, 150006.43461),(-20237.69718, 149935.84221),(-20476.43238, 149543.56871),(-20374.46223, 149818.18772)
925;(-20220.45988, 149722.84161),(-20461.78808, 149509.55421),(-20456.27388, 149496.74611),(-20193.35238, 149582.65091),(-20323.31572, 149630.79808)
1224;(-20060.03348, 149768.02671),(-20103.17388, 149999.66451),(-20176.43468, 149095.40991),(-20092.07628, 149500.54201),(-20637.82848, 149433.63421),(-19636.16808, 150436.07961),(-19594.76518, 150380.08471),(-20456.27388, 149496.74611),(-20178.05698, 149587.84371),(-20053.67008, 149291.77761),(-19813.21978, 149952.63661),(-20193.35238, 149582.65091),(-20102.43787, 149627.93696)
1565;(-19796.45738, 150620.67081),(-19558.77228, 150381.97331),(-19636.16808, 150436.07961),(-19594.76518, 150380.08471),(-19791.86918, 150576.07971),(-19743.42606, 150532.31805)
1566;(-19558.77228, 150381.97331),(-19521.56468, 149716.26611),(-19512.97418, 149576.19011),(-19594.76518, 150380.08471),(-19456.44598, 148951.98991),(-19316.37238, 149204.48681),(-19813.21978, 149952.63661),(-19390.29028, 148885.89851),(-19351.03965, 149144.68211)
984;(-20425.36298, 148768.95551),(-20133.49248, 148960.09531),(-20176.43468, 149095.40991),(-20637.82848, 149433.63421),(-20695.85098, 149360.47821),(-20732.28498, 149226.62381),(-20457.08096, 149106.15009)
986;(-20425.36298, 148768.95551),(-20147.71748, 148589.73481),(-20133.49248, 148960.09531),(-19772.75208, 148891.60841),(-19844.77948, 148925.99981),(-20387.43948, 148449.78211),(-19888.80978, 148982.37721),(-20420.76727, 148462.10478),(-19787.30268, 148865.18062),(-20136.2515, 148608.78914),(-19865.13891, 148952.06849),(-20155.0828, 148750.67299)
988;(-20425.36298, 148768.95551),(-21013.70168, 148520.30861),(-20387.43948, 148449.78211),(-20732.28498, 149226.62381),(-20828.54518, 148919.55024),(-20675.0897, 148657.05049)
987;(-19825.85628, 148397.09771),(-20147.71748, 148589.73481),(-19577.65728, 148694.21851),(-19825.36991, 148548.32859)
989;(-19825.85628, 148397.09771),(-20147.71748, 148589.73481),(-20387.43948, 148449.78211),(-20104.5031, 148394.7366)
914;(-20103.17388, 149999.66451),(-20314.44328, 150018.54451),(-19636.16808, 150436.07961),(-20237.69718, 149935.84221),(-19791.86918, 150576.07971),(-20046.19378, 150276.43261),(-19910.82027, 150258.01538)
985;(-20147.71748, 148589.73481),(-19772.75208, 148891.60841),(-19456.44598, 148951.98991),(-19577.65728, 148694.21851),(-19390.29028, 148885.89851),(-19708.83795, 148764.50614)
1293;(-20745.45458, 150143.67511),(-21005.73238, 150159.43621),(-20927.60388, 149727.75931),(-21076.50558, 149692.79691),(-20951.49268, 150106.51941),(-21216.67128, 149603.65591),(-21019.38835, 149933.72552)
1321;(-20502.96408, 149569.56841),(-20461.78808, 149509.55421),(-20637.82848, 149433.63421),(-20456.27388, 149496.74611),(-20695.85098, 149360.47821),(-20674.08318, 149596.07621),(-20701.32868, 149402.28101),(-20476.43238, 149543.56871),(-20517.30077, 149583.61764),(-20620.72871, 149532.0445)
1162;(-20133.49248, 148960.09531),(-20176.43468, 149095.40991),(-19772.75208, 148891.60841),(-19901.75438, 149308.30131),(-19844.77948, 148925.99981),(-19456.44598, 148951.98991),(-20053.67008, 149291.77761),(-19316.37238, 149204.48681),(-19888.80978, 148982.37721),(-19666.52518, 149136.00578),(-19796.29886, 149086.97684)
1218;(-21013.70168, 148520.30861),(-21076.50558, 149692.79691),(-21216.67128, 149603.65591),(-20732.28498, 149226.62381),(-20995.32966, 149312.71656),(-20740.9387, 149245.75551),(-21050.58503, 149080.17599)
1324;(-19521.56468, 149716.26611),(-20092.07628, 149500.54201),(-19813.21978, 149952.63661),(-19997.02398, 149489.17921),(-19791.43187, 149702.33608)
1222;(-19521.56468, 149716.26611),(-20092.07628, 149500.54201),(-19901.75438, 149308.30131),(-19512.97418, 149576.19011),(-19877.51458, 149285.58221),(-20053.67008, 149291.77761),(-19997.02398, 149489.17921),(-19733.36518, 149565.05353),(-19913.17696, 149560.30699),(-19787.11653, 149437.74418)
1225;(-19901.75438, 149308.30131),(-19512.97418, 149576.19011),(-19877.51458, 149285.58221),(-19316.37238, 149204.48681),(-19588.03994, 149303.10255)
