Node,Stand
"(-14401.65748, 150615.58161)",[1468]
"(-14445.79768, 150572.63921)",[1468]
"(-14502.25338, 150576.82931)",[1468]
"(-14547.44898, 150614.49991)",[1468]
"(-14580.53688, 150620.84821)",[1468]
"(-14597.01248, 150643.13441)",[1468]
"(-14635.37708, 150624.61361)",[1468]
"(-14671.09588, 150611.38431)",[1468]
"(-14694.90838, 150592.86351)",[1468]
"(-14696.23138, 150573.01971)",[1468]
"(-14696.22688, 150573.00941)",[1468]
"(-14696.22868, 150572.98251)",[1468]
"(-14688.96218, 150556.21101)",[1468]
"(-14697.07738, 150546.33191)",[1468]
"(-14742.18248, 150531.89011)",[1468]
"(-14747.82518, 150549.20711)",[1468]
"(-14767.42878, 150536.77531)",[1468]
"(-14772.52948, 150537.76221)",[1468]
"(-14821.90878, 150513.48841)",[1468]
"(-14826.86588, 150554.10721)",[1468]
"(-14838.79898, 150558.14341)",[1468]
"(-14839.10398, 150592.82641)",[1468]
"(-14839.10638, 150592.82631)",[1468]
"(-14839.10668, 150592.86351)",[1468]
"(-14872.17698, 150591.50351)","[1468, 1182]"
"(-14894.88278, 150594.89091)","[1468, 1182]"
"(-14840.42688, 150664.26411)",[1468]
"(-14816.61438, 150680.13901)",[1468]
"(-14783.54138, 150681.46191)",[1468]
"(-14735.91628, 150698.65991)",[1468]
"(-14708.13498, 150730.41001)",[1468]
"(-14672.41608, 150770.09761)",[1468]
"(-14651.24938, 150788.61851)",[1468]
"(-14641.98898, 150836.24351)",[1468]
"(-14598.68118, 150836.98701)",[1468]
"(-14569.22838, 150823.01441)",[1468]
"(-14543.87228, 150839.81381)",[1468]
"(-14492.16648, 150841.08601)",[1468]
"(-14477.67398, 150832.74941)",[1468]
"(-14463.39488, 150772.74351)",[1468]
"(-14447.51978, 150733.05581)",[1468]
"(-14411.07168, 150713.95751)",[1468]
"(-14404.03128, 150690.47201)",[1468]
"(-15230.13938, 150665.38771)","[945, 1469, 1470]"
"(-15245.15398, 150655.18271)","[945, 1469]"
"(-15295.24518, 150639.78111)","[945, 1469]"
"(-15321.75438, 150631.63051)","[945, 1469]"
"(-15334.38388, 150628.08511)","[945, 947, 1469]"
"(-15331.59128, 150656.66641)","[947, 1469]"
"(-15315.05478, 150700.32271)","[947, 1469]"
"(-15316.37778, 150763.82291)","[947, 1469]"
"(-15319.02348, 150788.95841)","[947, 1469]"
"(-15325.63808, 150815.41681)","[947, 1469]"
"(-15364.00278, 150850.47411)","[947, 1469]"
"(-15375.90908, 150861.71891)","[947, 1469]"
"(-15369.24588, 150888.48011)","[947, 1469, 942]"
"(-15343.90788, 150903.59781)","[942, 1469, 1470]"
"(-15273.25048, 150859.33761)","[1469, 1470]"
"(-15224.03798, 150791.07511)","[1469, 1470]"
"(-15235.15038, 150711.69991)","[1469, 1470]"
"(-15069.81928, 150869.45261)","[945, 942, 1470]"
"(-15105.11728, 150807.83181)","[945, 1470]"
"(-15133.48948, 150752.81071)","[945, 1470]"
"(-15186.86018, 150694.80371)","[945, 1470]"
"(-15320.24528, 150917.71601)","[942, 1470]"
"(-15305.98238, 150931.73811)","[942, 1470]"
"(-15295.57428, 150941.97051)","[942, 1470]"
"(-15265.47868, 150971.55861)","[942, 1470]"
"(-15206.62398, 151005.87091)","[942, 1470]"
"(-15155.06358, 150991.61911)","[942, 1470]"
"(-15119.34028, 150962.24491)","[942, 1470]"
"(-15099.08998, 150941.58711)","[942, 1470]"
"(-15080.03998, 150922.15381)","[942, 1470]"
"(-15078.22748, 151084.53571)","[1304, 942]"
"(-15062.88978, 151033.06011)","[1304, 942]"
"(-15015.66618, 150984.30201)","[1304, 942]"
"(-14947.37588, 150972.40901)","[1304, 942]"
