"Source(x,y)","Target(x,y)"
"(-15387.94528, 151109.43011)","(-15172.98507, 151000.47245)"
"(-15387.94528, 151109.43011)","(-15581.13059, 150734.95184)"
"(-15387.94528, 151109.43011)","(-15370.22923, 151382.12787)"
"(-14839.10668, 150592.86351)","(-14872.17698, 150591.50351)"
"(-14839.10668, 150592.86351)","(-14894.88278, 150594.89091)"
"(-14839.10668, 150592.86351)","(-14616.78518, 150679.3446)"
"(-14616.78518, 150679.3446)","(-14872.17698, 150591.50351)"
"(-14616.78518, 150679.3446)","(-14839.10668, 150592.86351)"
"(-14616.78518, 150679.3446)","(-14894.88278, 150594.89091)"
"(-15842.48604, 151170.45481)","(-15945.09588, 150839.36401)"
"(-15842.48604, 151170.45481)","(-15911.35608, 151149.26531)"
"(-15911.35608, 151149.26531)","(-15761.71028, 151228.89011)"
"(-15911.35608, 151149.26531)","(-16129.48928, 151638.06691)"
"(-15911.35608, 151149.26531)","(-15842.48604, 151170.45481)"
"(-15465.71408, 151773.68361)","(-14861.44738, 150934.48421)"
"(-15465.71408, 151773.68361)","(-15674.30698, 151361.66571)"
"(-15465.71408, 151773.68361)","(-15697.22236, 151795.71972)"
"(-15465.71408, 151773.68361)","(-15370.22923, 151382.12787)"
"(-15697.22236, 151795.71972)","(-15465.71408, 151773.68361)"
"(-15697.22236, 151795.71972)","(-16129.48928, 151638.06691)"
