"Node1(x,y)","Node2(x,y)",edgelength,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,slope,removed_nodes
"(-15809.94198, 151377.67811)","(-15674.30698, 151361.66571)",0.13676452665333416,True,False,661,257,991,257,495,False,"[(-15742.87218, 151373.36521)]"
"(-15809.94198, 151377.67811)","(-16129.48928, 151638.06691)",1.051444153962649,True,False,5079,1975,7618,1975,3808,False,"[(-15851.25848, 151401.42441), (-15798.28916, 151460.01916), (-15790.89598, 151468.19751), (-15797.78117, 151482.06744), (-15812.53298, 151511.78431), (-15855.24798, 151506.31771), (-15911.61678, 151519.14001), (-15929.60538, 151475.06591), (-15885.59988, 151440.64081), (-15931.68588, 151410.13521), (-15989.89448, 151363.04251), (-16050.49098, 151347.49951), (-16097.19288, 151365.41331), (-16039.88338, 151401.59431), (-15998.38988, 151431.66511)]"
"(-15771.70978, 150101.53671)","(-15694.23658, 150191.11671)",0.11951329377414785,True,False,578,225,865,225,434,False,"[(-15767.83258, 150111.50161), (-15728.46058, 150147.22481)]"
"(-15771.70978, 150101.53671)","(-15019.63258, 150190.53921)",3.1266717666914197,True,False,15102,5865,22654,5865,11327,False,"[(-15759.21288, 150095.10029), (-15715.46478, 150072.56821), (-15664.25268, 150027.88071), (-15633.27606, 149960.79595), (-15624.18615, 149941.11032), (-15396.14008, 149566.81251), (-15407.94948, 149564.68111), (-15420.33398, 149562.44591), (-15429.10278, 149560.86331), (-15431.16208, 149560.49161), (-15432.42838, 149560.26301), (-15432.42958, 149560.20351), (-15434.25168, 149477.40241), (-15402.26318, 149418.59581), (-15383.42364, 149405.95416), (-15342.36318, 149378.40191), (-15279.23408, 149386.44861), (-15239.21549, 149383.64563), (-15038.16228, 149507.48401), (-15034.83598, 149511.34681), (-15031.25798, 149515.63941), (-15027.30148, 149520.23411), (-15021.97668, 149526.41771), (-15016.93718, 149532.27011), (-15014.50708, 149535.09201), (-15018.41048, 149537.28371), (-15025.81858, 149541.44301), (-15049.80138, 149664.42381), (-15075.18808, 149689.04121), (-15075.66738, 149689.50601), (-15084.52458, 149698.09481), (-15081.05248, 149700.92391), (-15078.29448, 149703.17121), (-15072.08578, 149708.23011), (-15071.84338, 149708.42771), (-15064.62538, 149714.30901), (-15058.36138, 149719.41301), (-15055.86838, 149721.44431), (-15050.65908, 149725.68891), (-15048.94138, 149727.08851), (-15048.83278, 149727.21631), (-15078.50408, 149746.25911), (-15092.13808, 149893.07971), (-15081.07128, 149891.99791), (-15068.22688, 149890.74231), (-15082.78238, 150019.21581), (-15080.09818, 150084.27321), (-15016.41728, 150123.94211), (-15019.63168, 150190.51721)]"
"(-15343.90788, 150903.59781)","(-15369.24588, 150888.48011)",0.02950523847200803,False,False,143,55,214,55,107,19.449,
"(-15343.90788, 150903.59781)","(-15230.13938, 150665.38771)",0.2942595239320747,False,False,1422,554,2133,554,1066,False,"[(-15273.25048, 150859.33761), (-15224.03798, 150791.07511), (-15235.15038, 150711.69991)]"
"(-15343.90788, 150903.59781)","(-15069.81928, 150869.45261)",0.38204909345562155,False,False,1845,717,2770,717,1385,False,"[(-15305.98238, 150931.73811), (-15320.24528, 150917.71601), (-15295.57428, 150941.97051), (-15155.06358, 150991.61911), (-15119.34028, 150962.24491), (-15099.08998, 150941.58711), (-15080.03998, 150922.15381)]"
"(-15343.90788, 150903.59781)","(-15289.32593, 150766.1793)",0.0,False,True,0,0,0,0,0,False,
"(-15343.90788, 150903.59781)","(-15189.10959, 150864.98136)",0.0,False,True,0,0,0,0,0,False,
"(-15343.90788, 150903.59781)","(-15172.98507, 151000.47245)",0.0,False,True,0,0,0,0,0,False,
"(-15045.44558, 150481.54301)","(-15106.71098, 150581.22331)",0.19601006406420332,False,False,947,368,1419,368,710,False,"[(-15158.21748, 150537.35471), (-15158.23938, 150537.33601)]"
"(-15045.44558, 150481.54301)","(-14894.88278, 150594.89091)",0.208662988228905,False,False,1568,560,2352,560,1176,False,"[(-14991.23968, 150578.27431)]"
"(-15045.44558, 150481.54301)","(-15333.54568, 150218.93101)",0.41214268591504943,False,False,3098,1105,4646,1105,2322,False,"[(-15085.05838, 150453.89061), (-15116.51168, 150422.52661)]"
"(-15045.44558, 150481.54301)","(-15471.76829, 150383.40184)",0.0,False,True,0,0,0,0,0,False,
"(-15045.44558, 150481.54301)","(-15090.16306, 150322.23785)",0.0,False,True,0,0,0,0,0,False,
"(-15694.23658, 150191.11671)","(-15333.54568, 150218.93101)",0.36731758687970195,False,False,1772,686,2663,686,1328,False,"[(-15646.87508, 150190.78881), (-15652.10978, 150191.34221), (-15664.87298, 150192.69131), (-15671.07088, 150192.34121), (-15683.15398, 150191.65861), (-15686.34168, 150191.47851), (-15694.08668, 150191.04101), (-15694.08098, 150191.12551), (-15640.50618, 150190.11571)]"
"(-15694.23658, 150191.11671)","(-15848.72048, 150337.44601)",0.3688617928362573,False,False,1782,693,2672,693,1337,False,"[(-15704.24988, 150217.29271), (-15729.91348, 150216.97221), (-15765.63228, 150216.31071), (-15777.53858, 150209.03461)]"
"(-15694.23658, 150191.11671)","(-15471.76829, 150383.40184)",0.0,False,True,0,0,0,0,0,False,
"(-15587.95728, 151189.65731)","(-15761.71028, 151228.89011)",0.18217865488700064,True,False,880,342,1320,342,660,False,"[(-15714.18048, 151203.98721)]"
"(-15587.95728, 151189.65731)","(-15464.13998, 151201.64051)",0.1271989785494253,False,False,615,239,922,239,461,False,"[(-15543.68728, 151181.20721)]"
"(-15587.95728, 151189.65731)","(-15674.30698, 151361.66571)",0.19918520408672463,False,False,962,374,1444,374,722,False,"[(-15599.78398, 151252.55021), (-15646.65768, 151295.89101)]"
"(-15587.95728, 151189.65731)","(-15370.22923, 151382.12787)",0.0,False,True,0,0,0,0,0,False,
"(-14863.04848, 150875.44951)","(-14861.44738, 150934.48421)",0.059056407995227156,False,False,285,111,428,111,214,19.449,
"(-14863.04848, 150875.44951)","(-15069.81928, 150869.45261)",0.2071221242600868,False,False,1000,389,1500,389,750,False,"[(-14942.84798, 150877.61231), (-15003.56958, 150875.66771)]"
"(-14863.04848, 150875.44951)","(-15106.71098, 150581.22331)",0.511532303359981,False,False,2471,960,3707,960,1854,False,"[(-14816.40718, 150816.30151), (-14801.88788, 150755.84861), (-14828.27768, 150704.27871), (-14879.49698, 150664.90461), (-14943.16728, 150644.77521), (-14995.52008, 150623.26511), (-15060.68178, 150574.20781)]"
"(-14863.04848, 150875.44951)","(-15172.98507, 151000.47245)",0.0,False,True,0,0,0,0,0,False,
"(-14863.04848, 150875.44951)","(-15057.87723, 150708.68595)",0.0,False,True,0,0,0,0,0,False,
"(-15443.44238, 150603.44861)","(-15848.72048, 150337.44601)",0.5104609107988799,False,False,2467,960,3698,960,1849,False,"[(-15663.87298, 150488.32441), (-15609.92658, 150506.86791)]"
"(-15443.44238, 150603.44861)","(-15334.38388, 150628.08511)",0.11192308000885254,False,False,541,210,811,210,405,False,"[(-15381.76708, 150614.78341)]"
"(-15443.44238, 150603.44861)","(-15106.71098, 150581.22331)",0.3824538393169466,False,False,1847,719,2772,719,1386,False,"[(-15351.90108, 150528.01991), (-15301.47638, 150538.03531), (-15256.60638, 150564.93981), (-15167.38228, 150601.09241)]"
"(-15443.44238, 150603.44861)","(-15057.87723, 150708.68595)",0.0,False,True,0,0,0,0,0,False,
"(-15443.44238, 150603.44861)","(-15581.13059, 150734.95184)",0.0,False,True,0,0,0,0,0,False,
"(-15443.44238, 150603.44861)","(-15471.76829, 150383.40184)",0.0,False,True,0,0,0,0,0,False,
"(-15230.13938, 150665.38771)","(-15069.81928, 150869.45261)",0.2640739491052456,False,False,1276,495,1914,495,957,False,"[(-15186.86018, 150694.80371)]"
"(-15230.13938, 150665.38771)","(-15334.38388, 150628.08511)",0.1114114726477637,False,False,538,209,808,209,404,False,"[(-15245.15398, 150655.18271), (-15295.24518, 150639.78111), (-15321.75438, 150631.63051)]"
"(-15230.13938, 150665.38771)","(-15289.32593, 150766.1793)",0.0,False,True,0,0,0,0,0,False,
"(-15230.13938, 150665.38771)","(-15189.10959, 150864.98136)",0.0,False,True,0,0,0,0,0,False,
"(-15230.13938, 150665.38771)","(-15057.87723, 150708.68595)",0.0,False,True,0,0,0,0,0,False,
"(-15334.38388, 150628.08511)","(-15369.24588, 150888.48011)",0.2873867895652173,False,False,1389,540,2083,540,1041,False,"[(-15331.59128, 150656.66641)]"
"(-15334.38388, 150628.08511)","(-15289.32593, 150766.1793)",0.0,False,True,0,0,0,0,0,False,
"(-15334.38388, 150628.08511)","(-15057.87723, 150708.68595)",0.0,False,True,0,0,0,0,0,False,
"(-15334.38388, 150628.08511)","(-15581.13059, 150734.95184)",0.0,False,True,0,0,0,0,0,False,
"(-15019.63258, 150190.53921)","(-15333.54568, 150218.93101)",0.6124616193066929,False,False,2959,1152,4438,1152,2216,False,"[(-15220.59288, 150143.36141), (-15222.69538, 150142.14491), (-15217.16728, 150145.34341)]"
"(-15019.63258, 150190.53921)","(-14872.17698, 150591.50351)",0.7868186339106065,False,False,5911,2111,8869,2111,4435,False,"[(-14972.72698, 150263.16671), (-14979.33608, 150232.76481), (-14993.88818, 150216.88981), (-14984.62508, 150280.35291), (-15058.85758, 150317.20421)]"
"(-15019.63258, 150190.53921)","(-15090.16306, 150322.23785)",0.0,False,True,0,0,0,0,0,False,
"(-16216.49208, 150851.53241)","(-15945.09588, 150839.36401)",0.4046958908525206,True,False,3041,1087,4562,1087,2281,False,"[(-16014.28048, 150857.21621), (-15974.90848, 150876.54151), (-16047.93058, 150819.15691)]"
"(-16216.49208, 150851.53241)","(-15969.22818, 150361.86671)",1.1639526822648651,True,False,8750,3124,13116,3124,6561,False,"[(-16206.96698, 150711.83211), (-16232.36708, 150667.38211), (-16192.43465, 150699.23743), (-16183.15448, 150691.19461)]"
"(-15464.13998, 151201.64051)","(-15774.06238, 150740.86021)",0.616808474907321,False,False,2980,1162,4472,1162,2235,False,"[(-15617.22848, 150975.66971), (-15597.65218, 150997.21241), (-15573.45848, 151023.83641), (-15507.40648, 151084.53341), (-15643.69648, 150911.18171)]"
"(-15464.13998, 151201.64051)","(-15387.94528, 151109.43011)",0.12812329212752707,False,False,619,241,929,241,464,False,"[(-15402.28138, 151162.38281)]"
"(-15464.13998, 151201.64051)","(-15581.13059, 150734.95184)",0.0,False,True,0,0,0,0,0,False,
"(-15464.13998, 151201.64051)","(-15370.22923, 151382.12787)",0.0,False,True,0,0,0,0,0,False,
"(-15774.06238, 150740.86021)","(-15969.22818, 150361.86671)",0.5663477664144113,False,False,2737,1063,4105,1063,2053,False,"[(-15688.80288, 150665.87481), (-15743.22338, 150686.47961), (-15690.58478, 150638.07531)]"
"(-15774.06238, 150740.86021)","(-15945.09588, 150839.36401)",0.3087462165242907,False,False,2320,828,3480,828,1740,False,"[(-15810.57718, 150701.87591), (-15875.90788, 150707.32671), (-15934.43398, 150711.31851), (-15926.28128, 150769.85951)]"
"(-15774.06238, 150740.86021)","(-15581.13059, 150734.95184)",0.0,False,True,0,0,0,0,0,False,
"(-14872.17698, 150591.50351)","(-14839.10668, 150592.86351)",0.03309825285554999,False,False,160,62,240,62,120,18.0777,
"(-14872.17698, 150591.50351)","(-14894.88278, 150594.89091)",0.022957086757684153,False,False,173,62,259,62,129,25.3663,
"(-14872.17698, 150591.50351)","(-14616.78518, 150679.3446)",0.0,False,True,0,0,0,0,0,False,
