"Node1(x,y)","Node2(x,y)",edgelength,slope,has_exit,has_source
"(-9825.82548, 146654.12811)","(-9773.98538, 146714.65251)",0.0796906453943801,27.2203,False,False
"(-9825.82548, 146654.12811)","(-9874.66158, 146683.22741)",0.05684834143315125,17.2107,False,False
"(-9825.82548, 146654.12811)","(-9762.87928, 146669.14421)",0.06471249766196852,17.2107,False,False
"(-10171.53348, 146040.09591)","(-10239.58628, 146059.12441)",0.07066305541150474,22.0285,False,False
"(-10171.53348, 146040.09591)","(-10125.06328, 146007.32211)",0.05686476461289253,22.0285,False,False
"(-10171.53348, 146040.09591)","(-10000.51986, 146251.47094)",0.2718916356436941,22.0285,True,False
"(-9660.36468, 145750.06291)","(-9710.99028, 145776.72521)",0.057217389110739245,26.4359,False,False
"(-9660.36468, 145750.06291)","(-9604.50258, 145756.89851)",0.05627876725524389,26.4359,False,False
"(-9510.37438, 146075.38811)","(-9474.36458, 146148.00311)",0.08105333997460336,26.4359,False,False
"(-9510.37438, 146075.38811)","(-9562.15298, 146065.66371)",0.05268384357011432,26.4359,False,False
"(-9939.95048, 145616.20771)","(-9934.65878, 145547.41591)",0.06899502761885716,29.014,False,False
"(-9939.95048, 145616.20771)","(-9921.70364, 145669.30352)",0.056143674706431314,29.014,True,False
"(-10979.42848, 146476.33291)","(-10939.01198, 146439.71691)",0.054536455039274054,17.2107,False,False
"(-10979.42848, 146476.33291)","(-11030.10968, 146502.23731)",0.05691767715569459,17.2107,False,False
"(-10972.06908, 146284.32371)","(-10855.80438, 146222.59361)",0.13163618693998327,17.2107,False,False
"(-10972.06908, 146284.32371)","(-11034.00928, 146314.14501)",0.06874516935560447,17.2107,False,False
"(-9511.95498, 146811.04301)","(-9435.53878, 146794.13971)",0.07826338334962354,27.2203,False,False
"(-9511.95498, 146811.04301)","(-9592.05268, 146789.17621)",0.08302890151946823,27.2203,False,False
"(-9198.79268, 145863.86151)","(-9167.04268, 145924.18671)",0.06817031799135567,26.4359,False,False
"(-9198.79268, 145863.86151)","(-9301.95118, 145835.04541)",0.10710762690611578,26.4359,False,False
"(-10253.92868, 146738.82321)","(-10297.10848, 146742.16021)",0.04330855223902073,17.2107,False,False
"(-10253.92868, 146738.82321)","(-10233.15208, 146776.34101)",0.04288650632075493,17.2107,False,False
"(-9688.82758, 147359.73901)","(-9683.84668, 147325.41601)",0.03468252721198757,23.9191,False,False
"(-9688.82758, 147359.73901)","(-9693.05128, 147388.84441)",0.02941026947938467,23.9191,False,False
"(-10609.05608, 146717.88241)","(-10560.81078, 146643.17291)",0.0889332241760054,17.2107,False,False
"(-10609.05608, 146717.88241)","(-10597.50188, 146779.20181)",0.0623984643561117,17.2107,False,False
"(-10006.06058, 146375.41721)","(-10085.49078, 146390.02321)",0.0807619459153883,22.0285,False,False
"(-10006.06058, 146375.41721)","(-9988.06854, 146375.41721)",0.01799203999999918,22.0285,True,False
