"Source(x,y)","Target(x,y)"
"(-9825.82548, 146654.12811)","(-9773.98538, 146714.65251)"
"(-9825.82548, 146654.12811)","(-9976.58998, 146666.29741)"
"(-9825.82548, 146654.12811)","(-9353.85428, 146563.86791)"
"(-9825.82548, 146654.12811)","(-9516.66801, 146705.70277)"
"(-9825.82548, 146654.12811)","(-9661.65701, 146389.74345)"
"(-9773.98538, 146714.65251)","(-9825.82548, 146654.12811)"
"(-9773.98538, 146714.65251)","(-9655.31908, 146790.11071)"
"(-9773.98538, 146714.65251)","(-9701.53288, 147269.92461)"
"(-9773.98538, 146714.65251)","(-9516.66801, 146705.70277)"
"(-9976.58998, 146666.29741)","(-9825.82548, 146654.12811)"
"(-9976.58998, 146666.29741)","(-9932.81588, 146541.95831)"
"(-9976.58998, 146666.29741)","(-10005.56618, 146772.18441)"
"(-9976.58998, 146666.29741)","(-9661.65701, 146389.74345)"
"(-9353.85428, 146563.86791)","(-9825.82548, 146654.12811)"
"(-9353.85428, 146563.86791)","(-9353.65188, 146911.23621)"
"(-9353.85428, 146563.86791)","(-9359.18068, 146204.62561)"
"(-9353.85428, 146563.86791)","(-9516.66801, 146705.70277)"
"(-9353.85428, 146563.86791)","(-9661.65701, 146389.74345)"
"(-9516.66801, 146705.70277)","(-9825.82548, 146654.12811)"
"(-9516.66801, 146705.70277)","(-9353.85428, 146563.86791)"
"(-9516.66801, 146705.70277)","(-9773.98538, 146714.65251)"
"(-9516.66801, 146705.70277)","(-9353.65188, 146911.23621)"
"(-9516.66801, 146705.70277)","(-9655.31908, 146790.11071)"
"(-9661.65701, 146389.74345)","(-9825.82548, 146654.12811)"
"(-9661.65701, 146389.74345)","(-9353.85428, 146563.86791)"
"(-9661.65701, 146389.74345)","(-9833.40198, 146132.72991)"
"(-9661.65701, 146389.74345)","(-9976.58998, 146666.29741)"
"(-9661.65701, 146389.74345)","(-9805.46208, 146134.68111)"
"(-9661.65701, 146389.74345)","(-9927.71538, 146363.58361)"
"(-9661.65701, 146389.74345)","(-9474.36458, 146148.00311)"
"(-9661.65701, 146389.74345)","(-9359.18068, 146204.62561)"
"(-9661.65701, 146389.74345)","(-9932.81588, 146541.95831)"
"(-9661.65701, 146389.74345)","(-9425.86588, 146152.17191)"
"(-9661.65701, 146389.74345)","(-9936.64878, 146330.41641)"
"(-10171.53348, 146040.09591)","(-10000.51986, 146251.47094)"
"(-10171.53348, 146040.09591)","(-9998.86478, 145898.18631)"
"(-10171.53348, 146040.09591)","(-10681.31538, 146176.81681)"
"(-10000.51986, 146251.47094)","(-10171.53348, 146040.09591)"
"(-10000.51986, 146251.47094)","(-9936.64878, 146330.41641)"
"(-9998.86478, 145898.18631)","(-10171.53348, 146040.09591)"
"(-9998.86478, 145898.18631)","(-9913.6735, 145997.5426)"
"(-9998.86478, 145898.18631)","(-9911.63458, 145832.37601)"
"(-10681.31538, 146176.81681)","(-10171.53348, 146040.09591)"
"(-10681.31538, 146176.81681)","(-10493.51198, 146549.16931)"
"(-10681.31538, 146176.81681)","(-9988.06854, 146375.41721)"
"(-9301.95118, 145835.04541)","(-9477.01318, 145825.22111)"
"(-9301.95118, 145835.04541)","(-9359.18068, 146204.62561)"
"(-9301.95118, 145835.04541)","(-9921.70364, 145669.30352)"
"(-9301.95118, 145835.04541)","(-9307.62754, 146016.30541)"
"(-9477.01318, 145825.22111)","(-9301.95118, 145835.04541)"
"(-9477.01318, 145825.22111)","(-9604.50258, 145756.89851)"
"(-9477.01318, 145825.22111)","(-9425.86588, 146152.17191)"
"(-9477.01318, 145825.22111)","(-9307.62754, 146016.30541)"
"(-9477.01318, 145825.22111)","(-9578.84493, 145928.57982)"
"(-9359.18068, 146204.62561)","(-9301.95118, 145835.04541)"
"(-9359.18068, 146204.62561)","(-9353.85428, 146563.86791)"
"(-9359.18068, 146204.62561)","(-9425.86588, 146152.17191)"
"(-9359.18068, 146204.62561)","(-9661.65701, 146389.74345)"
"(-9359.18068, 146204.62561)","(-9307.62754, 146016.30541)"
"(-9921.70364, 145669.30352)","(-9301.95118, 145835.04541)"
"(-9921.70364, 145669.30352)","(-9890.19048, 145757.38021)"
"(-9307.62754, 146016.30541)","(-9301.95118, 145835.04541)"
"(-9307.62754, 146016.30541)","(-9359.18068, 146204.62561)"
"(-9307.62754, 146016.30541)","(-9477.01318, 145825.22111)"
"(-9307.62754, 146016.30541)","(-9425.86588, 146152.17191)"
"(-9353.65188, 146911.23621)","(-9353.85428, 146563.86791)"
"(-9353.65188, 146911.23621)","(-9335.95218, 147002.52321)"
"(-9353.65188, 146911.23621)","(-9655.31908, 146790.11071)"
"(-9353.65188, 146911.23621)","(-9497.94241, 146904.64966)"
"(-9353.65188, 146911.23621)","(-9516.66801, 146705.70277)"
"(-9655.31908, 146790.11071)","(-9773.98538, 146714.65251)"
"(-9655.31908, 146790.11071)","(-9353.65188, 146911.23621)"
