"Node1(x,y)","Node2(x,y)",edgelength,slope,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,removed_nodes
"(-10597.50188, 146779.20181)","(-10554.96666, 146839.35643)",0.07720394017907153,False,True,False,373,145,560,145,280,"[(-10573.83358, 146830.22061)]"
"(-10597.50188, 146779.20181)","(-10493.51198, 146549.16931)",0.27148207465189755,False,False,False,1311,510,1967,510,983,"[(-10536.24828, 146580.95901), (-10560.81078, 146643.17291)]"
"(-10597.50188, 146779.20181)","(-10425.74452, 146665.6367)",0.21239909845770066,False,True,False,1026,400,1539,400,770,"[(-10554.56698, 146733.98281)]"
"(-10597.50188, 146779.20181)","(-10253.47608, 146660.54684)",0.0,False,False,True,0,0,0,0,0,
"(-10597.50188, 146779.20181)","(-10404.30931, 146798.24747)",0.0,False,False,True,0,0,0,0,0,
"(-9651.76368, 146883.45851)","(-9655.31908, 146790.11071)",0.190287874397283,False,False,False,919,357,1379,357,690,"[(-9734.64448, 146855.55141)]"
"(-9651.76368, 146883.45851)","(-9335.95218, 147002.52321)",0.41102199808492124,False,False,False,1986,772,2979,772,1489,"[(-9631.02778, 146890.44051), (-9576.46458, 146934.88251), (-9537.32168, 146992.74861), (-9505.80318, 147031.30081)]"
"(-9651.76368, 146883.45851)","(-9332.71048, 147081.35161)",0.8054166393923851,False,False,False,3892,1514,5834,1514,2919,"[(-9780.97908, 146946.21191), (-9780.83178, 146945.86741), (-9727.29918, 146932.22091), (-9691.31588, 146932.22091), (-9648.98238, 146938.57091), (-9788.41518, 146963.59781), (-9510.64638, 147163.49751), (-9440.66338, 147155.84751), (-9352.22508, 147141.39461)]"
"(-9651.76368, 146883.45851)","(-9497.94241, 146904.64966)",0.0,False,False,True,0,0,0,0,0,
"(-9651.76368, 146883.45851)","(-9569.94365, 147051.06162)",0.0,False,False,True,0,0,0,0,0,
"(-10940.07578, 146634.18461)","(-11292.57138, 146694.10811)",0.5641879110771085,False,False,False,2726,1060,4089,1060,2042,"[(-11185.28538, 146766.26801), (-11125.88738, 146783.53051), (-11036.40798, 146748.13881)]"
"(-10940.07578, 146634.18461)","(-10804.38598, 146592.14491)",0.1669506474467311,False,False,False,806,314,1210,314,606,"[(-10894.13898, 146652.82291), (-10841.09408, 146644.10731)]"
"(-10940.07578, 146634.18461)","(-11113.07018, 146571.39151)",0.18434965631674677,False,False,False,1386,495,2077,495,1040,"[(-10996.77718, 146609.85561), (-11067.51408, 146589.69311)]"
"(-10940.07578, 146634.18461)","(-10585.40251, 146441.79314)",0.0,False,False,True,0,0,0,0,0,
"(-10940.07578, 146634.18461)","(-11130.22825, 146695.29086)",0.0,False,False,True,0,0,0,0,0,
"(-10940.07578, 146634.18461)","(-11262.68254, 146782.69804)",0.0,False,False,True,0,0,0,0,0,
"(-10005.56618, 146772.18441)","(-10058.28294, 146752.22657)",0.058664687440289486,False,True,False,283,110,425,110,212,"[(-10044.00608, 146765.79771)]"
"(-10005.56618, 146772.18441)","(-9976.58998, 146666.29741)",0.1100386321162726,False,False,False,532,207,798,207,398,"[(-9994.12238, 146716.09771)]"
"(-10005.56618, 146772.18441)","(-10016.58438, 146871.00761)",0.32702950726823155,False,False,False,1580,614,2370,614,1185,"[(-9936.21048, 146792.13681), (-9894.93528, 146812.77441), (-9933.03548, 146858.81191)]"
