ID_UG;nodes
1120;(-9825.82548, 146654.12811),(-9353.85428, 146563.86791),(-9773.98538, 146714.65251),(-9353.65188, 146911.23621),(-9655.31908, 146790.11071),(-9516.66801, 146705.70277)
1121;(-9825.82548, 146654.12811),(-9353.85428, 146563.86791),(-9833.40198, 146132.72991),(-9976.58998, 146666.29741),(-9805.46208, 146134.68111),(-9927.71538, 146363.58361),(-9474.36458, 146148.00311),(-9359.18068, 146204.62561),(-9932.81588, 146541.95831),(-9425.86588, 146152.17191),(-9936.64878, 146330.41641),(-9661.65701, 146389.74345)
1117;(-9825.82548, 146654.12811),(-9773.98538, 146714.65251),(-9976.58998, 146666.29741),(-10005.56618, 146772.18441),(-9701.53288, 147269.92461),(-9766.59483, 147443.89262)
1264;(-10171.53348, 146040.09591),(-9927.71538, 146363.58361),(-10681.31538, 146176.81681),(-9936.64878, 146330.41641),(-10000.51986, 146251.47094)
1525;(-10171.53348, 146040.09591),(-9833.40198, 146132.72991),(-9998.86478, 145898.18631),(-9936.64878, 146330.41641),(-9913.6735, 145997.5426)
1122;(-9301.95118, 145835.04541),(-9359.18068, 146204.62561),(-9477.01318, 145825.22111),(-9425.86588, 146152.17191),(-9307.62754, 146016.30541)
1266;(-9301.95118, 145835.04541),(-9604.50258, 145756.89851),(-9477.01318, 145825.22111),(-9875.10128, 145804.78591),(-9890.19048, 145757.38021),(-9921.70364, 145669.30352)
1526;(-9833.40198, 146132.72991),(-9805.46208, 146134.68111),(-9998.86478, 145898.18631),(-9911.63458, 145832.37601)
1119;(-9353.65188, 146911.23621),(-9651.76368, 146883.45851),(-9335.95218, 147002.52321),(-9655.31908, 146790.11071),(-9497.94241, 146904.64966)
1111;(-9976.58998, 146666.29741),(-9932.81588, 146541.95831),(-10005.56618, 146772.18441),(-10493.51198, 146549.16931),(-10058.28294, 146752.22656),(-9984.20278, 146563.07825),(-10425.74452, 146665.6367)
1269;(-9805.46208, 146134.68111),(-9474.36458, 146148.00311),(-9604.50258, 145756.89851),(-9875.10128, 145804.78591),(-9911.63458, 145832.37601),(-9668.51199, 145677.10047),(-9860.92361, 145931.46244)
1113;(-9927.71538, 146363.58361),(-9932.81588, 146541.95831),(-10681.31538, 146176.81681),(-10493.51198, 146549.16931),(-9988.06854, 146375.41721)
1527;(-9474.36458, 146148.00311),(-9604.50258, 145756.89851),(-9477.01318, 145825.22111),(-9425.86588, 146152.17191),(-9578.84493, 145928.57982)
1118;(-9352.22508, 147141.39461),(-9651.76368, 146883.45851),(-9335.95218, 147002.52321),(-9569.94365, 147051.06163)
