variable,value,node_type_info,action,road_type,edge,period
C_node1node2_timber_t1,1.0000000000000004,node1exit_node2transit,C,timber,node1node2,1.0
C_node2node3_timber_t1,1.0000000000000004,node2transit_node3transit,C,timber,node2node3,1.0
C_node2node8_timber_t1,1.0,node2transit_node8source,C,timber,node2node8,1.0
C_node3node8_timber_t1,1.0,node3transit_node8source,C,timber,node3node8,1.0
C_node3node9_timber_t1,1.0,node3transit_node9source,C,timber,node3node9,1.0
C_node4node8_timber_t1,1.0,node4transit_node8source,C,timber,node4node8,1.0
C_node4node9_timber_t1,1.0,node4transit_node9source,C,timber,node4node9,1.0
C_node5node8_wide_t1,1.0,node5transit_node8source,C,wide,node5node8,1.0
C_node5node9_timber_t1,1.0,node5transit_node9source,C,timber,node5node9,1.0
C_node6node8_timber_t1,1.0,node6transit_node8source,C,timber,node6node8,1.0
M_node1node2_timber_t2,1.0000000000000004,node1exit_node2transit,M,timber,node1node2,2.0
M_node1node2_timber_t3,1.0000000000000004,node1exit_node2transit,M,timber,node1node2,3.0
M_node1node2_timber_t4,1.0000000000000004,node1exit_node2transit,M,timber,node1node2,4.0
M_node1node2_timber_t5,1.0000000000000004,node1exit_node2transit,M,timber,node1node2,5.0
M_node2node3_timber_t2,1.0000000000000004,node2transit_node3transit,M,timber,node2node3,2.0
M_node2node3_timber_t3,1.0000000000000004,node2transit_node3transit,M,timber,node2node3,3.0
M_node2node3_timber_t4,1.0000000000000004,node2transit_node3transit,M,timber,node2node3,4.0
M_node2node3_timber_t5,1.0000000000000004,node2transit_node3transit,M,timber,node2node3,5.0
M_node2node8_timber_t2,1.0,node2transit_node8source,M,timber,node2node8,2.0
M_node2node8_timber_t3,1.0,node2transit_node8source,M,timber,node2node8,3.0
M_node2node8_wide_t5,1.0,node2transit_node8source,M,wide,node2node8,5.0
M_node3node8_timber_t2,1.0,node3transit_node8source,M,timber,node3node8,2.0
M_node3node8_timber_t3,1.0,node3transit_node8source,M,timber,node3node8,3.0
M_node3node8_timber_t4,1.0,node3transit_node8source,M,timber,node3node8,4.0
M_node3node9_wide_t3,1.0,node3transit_node9source,M,wide,node3node9,3.0
M_node3node9_wide_t4,1.0,node3transit_node9source,M,wide,node3node9,4.0
M_node3node9_wide_t5,1.0,node3transit_node9source,M,wide,node3node9,5.0
M_node4node8_timber_t2,1.0,node4transit_node8source,M,timber,node4node8,2.0
M_node4node8_timber_t3,1.0,node4transit_node8source,M,timber,node4node8,3.0
M_node4node8_wide_t5,1.0,node4transit_node8source,M,wide,node4node8,5.0
M_node4node9_timber_t2,1.0,node4transit_node9source,M,timber,node4node9,2.0
M_node4node9_timber_t3,1.0,node4transit_node9source,M,timber,node4node9,3.0
M_node4node9_wide_t5,1.0,node4transit_node9source,M,wide,node4node9,5.0
M_node5node8_wide_t2,1.0,node5transit_node8source,M,wide,node5node8,2.0
M_node5node8_wide_t3,1.0,node5transit_node8source,M,wide,node5node8,3.0
M_node5node8_wide_t4,1.0,node5transit_node8source,M,wide,node5node8,4.0
M_node5node8_wide_t5,1.0,node5transit_node8source,M,wide,node5node8,5.0
M_node5node9_timber_t2,1.0,node5transit_node9source,M,timber,node5node9,2.0
M_node5node9_timber_t3,1.0,node5transit_node9source,M,timber,node5node9,3.0
M_node5node9_timber_t4,1.0,node5transit_node9source,M,timber,node5node9,4.0
