arc,type
node8node12,source_in_transit_out
node1node12,source_in_transit_out
node3node12,source_in_transit_out
node2node12,source_in_transit_out
node7node12,source_in_transit_out
node8node13,source_in_transit_out
node7node13,source_in_transit_out
node4node13,source_in_transit_out
node5node13,exit_out_source_in
node6node13,source_in_transit_out
node10node13,exit_out_source_in
node6node14,source_in_transit_out
node11node14,exit_out_source_in
node9node14,exit_out_source_in
node4node14,source_in_transit_out
node2node15,source_in_transit_out
node3node15,source_in_transit_out
node1node15,source_in_transit_out
node12node8,source_out_transit_in
node12node3,source_out_transit_in
node12node1,source_out_transit_in
node12node7,source_out_transit_in
node12node2,source_out_transit_in
node13node7,source_out_transit_in
node13node6,source_out_transit_in
node13node8,source_out_transit_in
node13node10,exit_in_source_out
node13node4,source_out_transit_in
node13node5,exit_in_source_out
node14node9,exit_in_source_out
node14node6,source_out_transit_in
node14node11,exit_in_source_out
node14node4,source_out_transit_in
node15node3,source_out_transit_in
node15node1,source_out_transit_in
node15node2,source_out_transit_in
node8node5,exit_in_transit_out
node4node5,exit_in_transit_out
node11node9,exit_in_exit_out
node6node9,exit_in_transit_out
node6node10,exit_in_transit_out
node7node10,exit_in_transit_out
node9node11,exit_in_exit_out
node4node11,exit_in_transit_out
node5node8,exit_out_transit_in
node5node4,exit_out_transit_in
node9node6,exit_out_transit_in
node10node6,exit_out_transit_in
node10node7,exit_out_transit_in
node11node4,exit_out_transit_in
node7node1,transit_in_transit_out
node2node1,transit_in_transit_out
node3node1,transit_in_transit_out
node6node4,transit_in_transit_out
node2node3,transit_in_transit_out
node1node3,transit_in_transit_out
node8node3,transit_in_transit_out
node3node2,transit_in_transit_out
node1node2,transit_in_transit_out
node3node8,transit_in_transit_out
node7node8,transit_in_transit_out
node4node6,transit_in_transit_out
node1node7,transit_in_transit_out
node8node7,transit_in_transit_out
